_ - rank,_ - code,prob,Average annual wage,education,occupation,short occupation,len,probability,numbEmployed,median_ann_wage,employed_may2016,average_ann_wage
58,27-2022,0.013,41000,Bachelor's degree,Coaches and Scouts,Coaches and Scouts,18,0.013,230930,31460,230930,41000
428,43-9011,0.78,43880,High school diploma or equivalent,Computer Operators,Computer Operators,18,0.78,46810,42270,46810,43880
601,35-2015,0.94,23130,No formal educational credential,"Cooks, Short Order","Cooks, Short Order",18,0.94,183990,21890,183990,23130
336,39-3092,0.61,50470,High school diploma or equivalent,Costume Attendants,Costume Attendants,18,0.61,6640,45900,6640,50470
194,43-9031,0.16,44380,Associate's degree,Desktop Publishers,Desktop Publishers,18,0.16,13090,41090,13090,44380
217,13-2051,0.23,97640,Bachelor's degree,Financial Analysts,Financial Analysts,18,0.23,281610,81760,281610,97640
152,11-3031,0.069,139720,Bachelor's degree,Financial Managers,Financial Managers,18,0.069,543300,121750,543300,139720
257,39-4021,0.37,27110,High school diploma or equivalent,Funeral Attendants,Funeral Attendants,18,0.37,35770,24830,35770,27110
235,39-1011,0.28,50810,High school diploma or equivalent,Gaming Supervisors,Gaming Supervisors,18,0.28,22130,50520,22130,50810
573,47-3012,0.92,30200,No formal educational credential,Helpers–Carpenters,Helpers–Carpenters,18,0.92,35890,28810,35890,30200
93,27-1025,0.022,56220,Bachelor's degree,Interior Designers,Interior Designers,18,0.022,53160,49810,53160,56220
61,11-2021,0.014,144140,Bachelor's degree,Marketing Managers,Marketing Managers,18,0.014,205900,131180,205900,144140
311,31-9011,0.54,44480,Postsecondary nondegree award,Massage Therapists,Massage Therapists,18,0.54,95830,39860,95830,44480
239,31-9092,0.3,32850,Postsecondary nondegree award,Medical Assistants,Medical Assistants,18,0.3,623560,31540,623560,32850
636,51-7031,0.96,47480,High school diploma or equivalent,"Model Makers, Wood","Model Makers, Wood",18,0.96,1040,40890,1040,47480
676,41-2022,0.98,33220,No formal educational credential,Parts Salespersons,Parts Salespersons,18,0.98,248740,29780,248740,33220
680,43-3061,0.98,41980,High school diploma or equivalent,Procurement Clerks,Procurement Clerks,18,0.98,72120,41410,72120,41980
521,49-3043,0.88,53590,High school diploma or equivalent,Rail Car Repairers,Rail Car Repairers,18,0.88,22090,55000,22090,53590
29,39-9032,0.0061,27230,High school diploma or equivalent,Recreation Workers,Recreation Workers,18,0.0061,336880,23870,336880,27230
215,19-3022,0.23,59950,Master's degree,Survey Researchers,Survey Researchers,18,0.23,11930,54470,11930,59950
317,25-9041,0.56,27120,"Some college, no degree",Teacher Assistants,Teacher Assistants,18,0.56,1263820,25410,1263820,27120
147,19-1011,0.061,72890,Bachelor's degree,Animal Scientists,Animal Scientists,17,0.061,2470,60330,2470,72890
35,29-9091,0.0071,47880,Bachelor's degree,Athletic Trainers,Athletic Trainers,17,0.0071,24130,45630,24130,47880
596,49-3091,0.94,28520,High school diploma or equivalent,Bicycle Repairers,Bicycle Repairers,17,0.94,12560,27630,12560,28520
504,47-2041,0.87,44310,No formal educational credential,Carpet Installers,Carpet Installers,17,0.87,25660,38280,25660,44310
163,39-9011,0.084,22930,High school diploma or equivalent,Childcare Workers,Childcare Workers,17,0.084,569370,21170,569370,22930
202,49-9092,0.18,53990,Postsecondary nondegree award,Commercial Divers,Commercial Divers,17,0.18,3370,49090,3370,53990
314,53-2012,0.55,86260,High school diploma or equivalent,Commercial Pilots,Commercial Pilots,17,0.55,38980,77200,38980,86260
641,35-2014,0.96,25430,No formal educational credential,"Cooks, Restaurant","Cooks, Restaurant",17,0.96,1217370,24140,1217370,25430
126,13-2071,0.04,49480,Bachelor's degree,Credit Counselors,Credit Counselors,17,0.04,34110,44380,34110,49480
691,43-9021,0.99,31640,High school diploma or equivalent,Data Entry Keyers,Data Entry Keyers,17,0.99,194810,30100,194810,31640
303,31-9091,0.51,37890,Postsecondary nondegree award,Dental Assistants,Dental Assistants,17,0.51,327290,36940,327290,37890
379,29-2021,0.68,73440,Associate's degree,Dental Hygienists,Dental Hygienists,17,0.68,204990,72910,204990,73440
19,29-1021,0.0044,173860,Doctoral or professional degree,"Dentists, General",Dentists,17,0.0044,105620,153900,105620,173860
89,27-1022,0.021,76480,Bachelor's degree,Fashion Designers,Fashion Designers,17,0.021,19230,65170,19230,76480
250,53-2031,0.35,51620,High school diploma or equivalent,Flight Attendants,Flight Attendants,17,0.35,113390,48500,113390,51620
161,27-1024,0.082,52290,Bachelor's degree,Graphic Designers,Graphic Designers,17,0.082,210710,47640,210710,52290
266,31-1011,0.39,23600,No formal educational credential,Home Health Aides,Home Health Aides,17,0.39,814300,22600,814300,23600
672,43-6012,0.98,47900,High school diploma or equivalent,Legal Secretaries,Legal Secretaries,17,0.98,191200,44180,191200,47900
579,53-4012,0.93,63750,High school diploma or equivalent,Locomotive Firers,Locomotive Firers,17,0.93,1210,58230,1210,63750
153,17-2161,0.07,105950,Bachelor's degree,Nuclear Engineers,Nuclear Engineers,17,0.07,17680,102220,17680,105950
287,31-1013,0.47,28770,High school diploma or equivalent,Psychiatric Aides,Psychiatric Aides,17,0.47,67410,26720,67410,28770
46,29-1111,0.009,144110,Doctoral or professional degree,Registered Nurses,Registered Nurses,17,0.009,9800,124830,9800,144110
526,27-3042,0.89,73160,Bachelor's degree,Technical Writers,Technical Writers,17,0.89,49780,69850,49780,73160
688,43-4011,0.98,52380,High school diploma or equivalent,Brokerage Clerks,Brokerage Clerks,16,0.98,59820,49200,59820,52380
70,11-1011,0.015,194350,Bachelor's degree,Chief Executives,Chief Executives,16,0.015,223260,181210,223260,194350
441,35-2011,0.81,20570,No formal educational credential,"Cooks, Fast Food","Cooks, Fast Food",16,0.81,513200,19860,513200,20570
564,53-7031,0.92,46530,High school diploma or equivalent,Dredge Operators,Dredge Operators,16,0.92,1760,42420,1760,46530
136,27-1023,0.047,27610,High school diploma or equivalent,Floral Designers,Floral Designers,16,0.047,43990,25850,43990,27610
385,51-3092,0.7,30130,High school diploma or equivalent,Food Batchmakers,Food Batchmakers,16,0.7,148540,27810,148540,30130
134,21-1091,0.045,57900,Bachelor's degree,Health Educators,Health Educators,16,0.045,57570,53070,57570,57900
12,11-9081,0.0039,59410,High school diploma or equivalent,Lodging Managers,Lodging Managers,16,0.0039,35410,51840,35410,59410
464,47-4091,0.83,34160,High school diploma or equivalent,Segmental Pavers,Segmental Pavers,16,0.83,1720,33530,1720,34160
310,39-1012,0.54,38300,High school diploma or equivalent,Slot Supervisors,Slot Supervisors,16,0.54,7640,36080,7640,38300
480,53-7073,0.84,50730,High school diploma or equivalent,Wellhead Pumpers,Wellhead Pumpers,16,0.84,11610,49610,11610,50730
619,45-2021,0.95,42340,High school diploma or equivalent,Animal Breeders,Animal Breeders,15,0.95,1270,35690,1270,42340
170,39-2011,0.1,34580,High school diploma or equivalent,Animal Trainers,Animal Trainers,15,0.1,13590,27690,13590,34580
594,13-2031,0.94,77170,Bachelor's degree,Budget Analysts,Budget Analysts,15,0.94,54700,73840,54700,77170
84,17-2051,0.019,89730,Bachelor's degree,Civil Engineers,Civil Engineers,15,0.019,287800,83540,287800,89730
321,13-1051,0.57,66620,Bachelor's degree,Cost Estimators,Cost Estimators,15,0.57,214610,61790,214610,66620
301,23-2091,0.5,56940,Postsecondary nondegree award,Court Reporters,Court Reporters,15,0.5,17700,51320,17700,56940
677,13-2041,0.98,81160,Bachelor's degree,Credit Analysts,Credit Analysts,15,0.98,72930,69930,72930,81160
294,33-9091,0.49,29190,No formal educational credential,Crossing Guards,Crossing Guards,15,0.49,72900,26700,72900,29190
206,19-1041,0.2,77720,Master's degree,Epidemiologists,Epidemiologists,15,0.2,5690,70820,5690,77720
165,11-9071,0.091,79690,High school diploma or equivalent,Gaming Managers,Gaming Managers,15,0.091,4280,69180,4280,79690
395,47-3016,0.72,28890,No formal educational credential,Helpers–Roofers,Helpers–Roofers,15,0.72,10190,27670,10190,28890
56,19-1022,0.012,76850,Bachelor's degree,Microbiologists,Microbiologists,15,0.012,21670,66850,21670,76850
141,29-1024,0.055,168140,Doctoral or professional degree,Prosthodontists,Prosthodontists,15,0.055,750,126050,750,168140
673,27-4013,0.98,46780,High school diploma or equivalent,Radio Operators,Radio Operators,15,0.98,870,46250,870,46780
14,41-9031,0.0041,108880,Bachelor's degree,Sales Engineers,Sales Engineers,15,0.0041,74330,100000,74330,108880
478,33-9032,0.84,29730,High school diploma or equivalent,Security Guards,Security Guards,15,0.84,1103120,25770,1103120,29730
646,51-2092,0.97,32550,High school diploma or equivalent,Team Assemblers,Team Assemblers,15,0.97,1112780,30060,1112780,32550
697,49-9064,0.99,39720,High school diploma or equivalent,Watch Repairers,Watch Repairers,15,0.99,1620,36740,1620,39720
13,27-2032,0.004,53610,High school diploma or equivalent,Choreographers,Choreographers,14,0.004,5160,48240,5160,53610
568,47-4031,0.92,36380,No formal educational credential,Fence Erectors,Fence Erectors,14,0.92,21500,33150,21500,36380
639,39-3011,0.96,21990,High school diploma or equivalent,Gaming Dealers,Gaming Dealers,14,0.96,94570,19290,94570,21990
135,15-2021,0.047,105600,Master's degree,Mathematicians,Mathematicians,14,0.047,2730,105810,2730,105600
394,31-9095,0.72,28420,High school diploma or equivalent,Pharmacy Aides,Pharmacy Aides,14,0.72,36660,25240,36660,28420
59,11-2022,0.013,135090,Bachelor's degree,Sales Managers,Sales Managers,14,0.013,365230,117960,365230,135090
129,53-5031,0.041,74120,Postsecondary nondegree award,Ship Engineers,Ship Engineers,14,0.041,9750,70570,9750,74120
95,27-1011,0.023,101170,Bachelor's degree,Art Directors,Art Directors,13,0.023,36210,89820,36210,101170
100,29-1011,0.027,81210,Doctoral or professional degree,Chiropractors,Chiropractors,13,0.027,32960,67520,32960,81210
116,27-1012,0.035,38900,No formal educational credential,Craft Artists,Craft Artists,13,0.035,5070,33440,5070,38900
686,13-2072,0.98,76260,Bachelor's degree,Loan Officers,Loan Officers,13,0.98,305700,63650,305700,76260
94,29-1023,0.023,228780,Doctoral or professional degree,Orthodontists,Orthodontists,13,0.023,5200,228780,5200,228780
91,27-4021,0.021,42640,High school diploma or equivalent,Photographers,Photographers,13,0.021,48660,34070,48660,42640
213,15-2041,0.22,85160,Master's degree,Statisticians,Statisticians,13,0.22,33440,80500,33440,85160
695,13-2082,0.99,45340,High school diploma or equivalent,Tax Preparers,Tax Preparers,13,0.99,70030,36550,70030,45340
702,41-9041,0.99,27170,No formal educational credential,Telemarketers,Telemarketers,13,0.99,215290,24300,215290,27170
605,51-9197,0.94,42230,High school diploma or equivalent,Tire Builders,Tire Builders,13,0.94,22280,41680,22280,42230
168,41-3041,0.099,39900,High school diploma or equivalent,Travel Agents,Travel Agents,13,0.099,68680,36460,68680,39900
143,39-7012,0.057,35930,High school diploma or equivalent,Travel Guides,Travel Guides,13,0.057,3030,32100,3030,35930
122,29-1131,0.038,100560,Doctoral or professional degree,Veterinarians,Veterinarians,13,0.038,67650,88770,67650,100560
5,29-1181,0.0033,79290,Doctoral or professional degree,Audiologists,Audiologists,12,0.0033,12310,75980,12310,79290
377,47-2011,0.68,62200,High school diploma or equivalent,Boilermakers,Boilermakers,12,0.68,16660,62060,16660,62200
192,47-2111,0.15,56650,High school diploma or equivalent,Electricians,Electricians,12,0.15,607120,52720,607120,56650
197,33-2011,0.17,50520,Postsecondary nondegree award,Firefighters,Firefighters,12,0.17,315910,48030,315910,50520
60,19-2043,0.014,83740,Bachelor's degree,Hydrologists,Hydrologists,12,0.014,6300,80480,6300,83740
55,13-1081,0.012,77810,Bachelor's degree,Logisticians,Logisticians,12,0.012,146060,74170,146060,77810
188,29-1041,0.14,117580,Doctoral or professional degree,Optometrists,Optometrists,12,0.14,36430,106140,36430,117580
687,43-4151,0.98,35160,High school diploma or equivalent,Order Clerks,Order Clerks,12,0.98,176850,33370,176850,35160
505,47-2142,0.87,36470,No formal educational credential,Paperhangers,Paperhangers,12,0.87,3190,33770,3190,36470
700,51-6051,0.99,25630,No formal educational credential,"Sewers, Hand","Sewers, Hand",12,0.99,6540,24520,6540,25630
145,19-3041,0.059,86840,Master's degree,Sociologists,Sociologists,12,0.059,2870,79750,2870,86840
267,51-6093,0.39,34640,High school diploma or equivalent,Upholsterers,Upholsterers,12,0.39,32520,33050,32520,34640
128,19-2011,0.041,110380,Doctoral or professional degree,Astronomers,Astronomers,11,0.041,1830,104740,1830,110380
424,35-9021,0.77,21260,No formal educational credential,Dishwashers,Dishwashers,11,0.77,506450,20800,506450,21260
662,43-4071,0.97,31260,High school diploma or equivalent,File Clerks,File Clerks,11,0.97,130950,29090,130950,31260
222,19-3092,0.25,74090,Bachelor's degree,Geographers,Geographers,11,0.25,1370,74260,1370,74090
325,49-9044,0.59,53950,High school diploma or equivalent,Millwrights,Millwrights,11,0.59,39670,52440,39670,53950
54,29-1051,0.012,120270,Doctoral or professional degree,Pharmacists,Pharmacists,11,0.012,305510,122230,305510,120270
23,29-1081,0.0046,144110,Doctoral or professional degree,Hosts and Hostesses,Podiatrists,11,0.0046,9800,124830,9800,144110
524,47-2022,0.89,43650,High school diploma or equivalent,Stonemasons,Stonemasons,11,0.89,13190,39780,13190,43650
415,25-4011,0.76,54570,Master's degree,Archivists,Archivists,10,0.76,5760,50500,5760,54570
422,35-3011,0.77,25580,No formal educational credential,Bartenders,Bartenders,10,0.77,603320,20800,603320,25580
398,47-2031,0.72,48340,High school diploma or equivalent,Carpenters,Carpenters,10,0.72,676980,43600,676980,48340
211,39-6012,0.21,31440,High school diploma or equivalent,Concierges,Concierges,10,0.21,32020,29250,32020,31440
282,19-3011,0.43,112860,Master's degree,Economists,Economists,10,0.43,19380,101050,19380,112860
283,19-3093,0.44,60990,Master's degree,Historians,Historians,10,0.44,2950,55110,2950,60990
360,25-4021,0.65,59870,Master's degree,Librarians,Librarians,10,0.65,129350,57680,129350,59870
358,51-4041,0.65,43220,High school diploma or equivalent,Machinists,Machinists,10,0.65,391120,41700,391120,43220
175,19-2012,0.1,121770,Doctoral or professional degree,Physicists,Physicists,10,0.1,16680,115870,16680,121770
345,47-2151,0.62,42860,No formal educational credential,Pipelayers,Pipelayers,10,0.62,39620,38410,39620,42860
432,39-5093,0.79,20960,No formal educational credential,Shampooers,Shampooers,10,0.79,15240,19700,15240,20960
209,15-2011,0.21,114120,Bachelor's degree,Actuaries,Actuaries,9,0.21,19940,100610,19940,114120
308,39-4011,0.54,42260,Postsecondary nondegree award,Embalmers,Embalmers,9,0.54,3710,40150,3710,42260
43,19-1032,0.0081,60300,Bachelor's degree,Foresters,Foresters,9,0.0081,8420,58700,8420,60300
262,17-1022,0.38,63480,Bachelor's degree,Surveyors,Surveyors,9,0.38,43340,59390,43340,63480
252,33-3011,0.36,45740,High school diploma or equivalent,Bailiffs,Bailiffs,8,0.36,17880,42670,17880,45740
657,41-2011,0.97,21680,No formal educational credential,Cashiers,Cashiers,8,0.97,3541010,20180,3541010,21680
173,19-2031,0.1,80820,Bachelor's degree,Chemists,Chemists,8,0.1,86660,73740,86660,80820
34,25-4012,0.0068,58910,Master's degree,Curators,Curators,8,0.0068,11170,53360,11170,58910
402,47-2121,0.73,47260,High school diploma or equivalent,Glaziers,Glaziers,8,0.73,47140,41920,47140,47260
439,39-5011,0.8,29900,Postsecondary nondegree award,Barbers,Barbers,7,0.8,15900,25760,15900,29900
179,27-2031,0.13,32739.1,No formal educational credential,Dancers,Dancers,7,0.13,10060,24594.6,10060,32739.1
140,27-3041,0.055,66080,Bachelor's degree,Editors,Editors,7,0.055,97170,57210,97170,66080
418,45-4021,0.76,42900,High school diploma or equivalent,Fallers,Fallers,7,0.76,5370,37370,5370,42900
115,23-1011,0.035,139880,Doctoral or professional degree,Lawyers,Lawyers,7,0.035,619530,118160,619530,139880
527,49-9096,0.89,49030,High school diploma or equivalent,Riggers,Riggers,7,0.89,21020,45690,21020,49030
535,47-2181,0.9,42080,No formal educational credential,Roofers,Roofers,7,0.9,116410,37760,116410,42080
683,43-3071,0.98,28060,High school diploma or equivalent,Tellers,Tellers,7,0.98,496760,27260,496760,28060
259,27-2011,0.37,71313.6,"Some college, no degree",Actors,Actors,6,0.37,48620,33473,48620,71313.6
522,51-3011,0.89,27110,No formal educational credential,Bakers,Bakers,6,0.89,180450,25090,180450,27110
42,21-2011,0.0081,49450,Bachelor's degree,Clergy,Clergy,6,0.0081,49320,45740,49320,49450
669,41-9012,0.98,36560,No formal educational credential,Models,Models,6,0.98,4390,21870,4390,36560
344,47-2082,0.62,53790,No formal educational credential,Tapers,Tapers,6,0.62,18480,48990,18480,53790
