 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN4714500000000,47,145,"Roane County, TN",2016,"23,015     ","21,719     ","1,296     ",5.6     
CN4714700000000,47,147,"Robertson County, TN",2016,"35,045     ","33,572     ","1,473     ",4.2     
CN4714900000000,47,149,"Rutherford County, TN",2016,"161,297     ","155,230     ","6,067     ",3.8     
CN4715100000000,47,151,"Scott County, TN",2016,"8,021     ","7,415     ",606     ,7.6     
CN4715300000000,47,153,"Sequatchie County, TN",2016,"5,934     ","5,584     ",350     ,5.9     
CN4715500000000,47,155,"Sevier County, TN",2016,"51,111     ","48,537     ","2,574     ",5.0     
CN4715700000000,47,157,"Shelby County, TN",2016,"435,626     ","411,862     ","23,764     ",5.5     
CN4715900000000,47,159,"Smith County, TN",2016,"8,759     ","8,354     ",405     ,4.6     
CN4716100000000,47,161,"Stewart County, TN",2016,"5,175     ","4,815     ",360     ,7.0     
CN4716300000000,47,163,"Sullivan County, TN",2016,"69,786     ","66,089     ","3,697     ",5.3     
CN4716500000000,47,165,"Sumner County, TN",2016,"91,795     ","88,184     ","3,611     ",3.9     
CN4716700000000,47,167,"Tipton County, TN",2016,"27,752     ","26,145     ","1,607     ",5.8     
CN4716900000000,47,169,"Trousdale County, TN",2016,"3,804     ","3,616     ",188     ,4.9     
CN4717100000000,47,171,"Unicoi County, TN",2016,"7,096     ","6,586     ",510     ,7.2     
CN4717300000000,47,173,"Union County, TN",2016,"7,338     ","6,909     ",429     ,5.8     
CN4717500000000,47,175,"Van Buren County, TN",2016,"2,051     ","1,922     ",129     ,6.3     
CN4717700000000,47,177,"Warren County, TN",2016,"17,791     ","16,928     ",863     ,4.9     
CN4717900000000,47,179,"Washington County, TN",2016,"58,468     ","55,604     ","2,864     ",4.9     
CN4718100000000,47,181,"Wayne County, TN",2016,"6,100     ","5,691     ",409     ,6.7     
CN4718300000000,47,183,"Weakley County, TN",2016,"15,769     ","14,812     ",957     ,6.1     
CN4718500000000,47,185,"White County, TN",2016,"11,738     ","11,140     ",598     ,5.1     
CN4718700000000,47,187,"Williamson County, TN",2016,"111,585     ","107,712     ","3,873     ",3.5     
CN4718900000000,47,189,"Wilson County, TN",2016,"66,996     ","64,377     ","2,619     ",3.9     
CN4800100000000,48,001,"Anderson County, TX",2016,"23,751     ","22,733     ","1,018     ",4.3     
CN4800300000000,48,003,"Andrews County, TX",2016,"8,639     ","8,222     ",417     ,4.8     
CN4800500000000,48,005,"Angelina County, TX",2016,"36,713     ","34,515     ","2,198     ",6.0     
CN4800700000000,48,007,"Aransas County, TX",2016,"10,016     ","9,442     ",574     ,5.7     
CN4800900000000,48,009,"Archer County, TX",2016,"4,074     ","3,893     ",181     ,4.4     
CN4801100000000,48,011,"Armstrong County, TX",2016,973     ,946     ,27     ,2.8     
CN4801300000000,48,013,"Atascosa County, TX",2016,"21,133     ","20,006     ","1,127     ",5.3     
CN4801500000000,48,015,"Austin County, TX",2016,"14,128     ","13,375     ",753     ,5.3     
CN4801700000000,48,017,"Bailey County, TX",2016,"2,707     ","2,588     ",119     ,4.4     
CN4801900000000,48,019,"Bandera County, TX",2016,"9,402     ","9,014     ",388     ,4.1     
CN4802100000000,48,021,"Bastrop County, TX",2016,"38,735     ","37,292     ","1,443     ",3.7     
CN4802300000000,48,023,"Baylor County, TX",2016,"1,604     ","1,546     ",58     ,3.6     
CN4802500000000,48,025,"Bee County, TX",2016,"10,272     ","9,481     ",791     ,7.7     
CN4802700000000,48,027,"Bell County, TX",2016,"140,722     ","134,490     ","6,232     ",4.4     
CN4802900000000,48,029,"Bexar County, TX",2016,"902,623     ","869,025     ","33,598     ",3.7     
CN4803100000000,48,031,"Blanco County, TX",2016,"5,894     ","5,714     ",180     ,3.1     
CN4803300000000,48,033,"Borden County, TX",2016,391     ,377     ,14     ,3.6     
CN4803500000000,48,035,"Bosque County, TX",2016,"8,162     ","7,807     ",355     ,4.3     
CN4803700000000,48,037,"Bowie County, TX",2016,"39,529     ","37,660     ","1,869     ",4.7     
CN4803900000000,48,039,"Brazoria County, TX",2016,"168,419     ","159,717     ","8,702     ",5.2     
CN4804100000000,48,041,"Brazos County, TX",2016,"110,420     ","106,643     ","3,777     ",3.4     
CN4804300000000,48,043,"Brewster County, TX",2016,"3,968     ","3,818     ",150     ,3.8     
CN4804500000000,48,045,"Briscoe County, TX",2016,549     ,525     ,24     ,4.4     
CN4804700000000,48,047,"Brooks County, TX",2016,"2,420     ","2,133     ",287     ,11.9     
CN4804900000000,48,049,"Brown County, TX",2016,"16,077     ","15,377     ",700     ,4.4     
CN4805100000000,48,051,"Burleson County, TX",2016,"7,876     ","7,507     ",369     ,4.7     
CN4805300000000,48,053,"Burnet County, TX",2016,"21,848     ","21,091     ",757     ,3.5     
CN4805500000000,48,055,"Caldwell County, TX",2016,"18,010     ","17,236     ",774     ,4.3     
CN4805700000000,48,057,"Calhoun County, TX",2016,"10,815     ","10,213     ",602     ,5.6     
CN4805900000000,48,059,"Callahan County, TX",2016,"5,709     ","5,463     ",246     ,4.3     
CN4806100000000,48,061,"Cameron County, TX",2016,"166,061     ","154,098     ","11,963     ",7.2     
CN4806300000000,48,063,"Camp County, TX",2016,"5,039     ","4,696     ",343     ,6.8     
CN4806500000000,48,065,"Carson County, TX",2016,"3,065     ","2,962     ",103     ,3.4     
CN4806700000000,48,067,"Cass County, TX",2016,"12,249     ","11,353     ",896     ,7.3     
CN4806900000000,48,069,"Castro County, TX",2016,"3,502     ","3,394     ",108     ,3.1     
CN4807100000000,48,071,"Chambers County, TX",2016,"17,991     ","16,898     ","1,093     ",6.1     
CN4807300000000,48,073,"Cherokee County, TX",2016,"21,117     ","20,024     ","1,093     ",5.2     
CN4807500000000,48,075,"Childress County, TX",2016,"2,958     ","2,867     ",91     ,3.1     
CN4807700000000,48,077,"Clay County, TX",2016,"4,846     ","4,630     ",216     ,4.5     
CN4807900000000,48,079,"Cochran County, TX",2016,"1,185     ","1,119     ",66     ,5.6     
CN4808100000000,48,081,"Coke County, TX",2016,"1,424     ","1,365     ",59     ,4.1     
CN4808300000000,48,083,"Coleman County, TX",2016,"3,061     ","2,879     ",182     ,5.9     
CN4808500000000,48,085,"Collin County, TX",2016,"506,100     ","488,282     ","17,818     ",3.5     
CN4808700000000,48,087,"Collingsworth County, TX",2016,"1,212     ","1,169     ",43     ,3.5     
CN4808900000000,48,089,"Colorado County, TX",2016,"9,758     ","9,294     ",464     ,4.8     
CN4809100000000,48,091,"Comal County, TX",2016,"63,539     ","61,229     ","2,310     ",3.6     
CN4809300000000,48,093,"Comanche County, TX",2016,"5,327     ","5,097     ",230     ,4.3     
CN4809500000000,48,095,"Concho County, TX",2016,"1,305     ","1,258     ",47     ,3.6     
CN4809700000000,48,097,"Cooke County, TX",2016,"18,825     ","18,063     ",762     ,4.0     
CN4809900000000,48,099,"Coryell County, TX",2016,"25,286     ","24,141     ","1,145     ",4.5     
CN4810100000000,48,101,"Cottle County, TX",2016,539     ,510     ,29     ,5.4     
CN4810300000000,48,103,"Crane County, TX",2016,"1,772     ","1,622     ",150     ,8.5     
CN4810500000000,48,105,"Crockett County, TX",2016,"1,726     ","1,594     ",132     ,7.6     
CN4810700000000,48,107,"Crosby County, TX",2016,"2,633     ","2,516     ",117     ,4.4     
CN4810900000000,48,109,"Culberson County, TX",2016,"1,071     ","1,030     ",41     ,3.8     
CN4811100000000,48,111,"Dallam County, TX",2016,"3,998     ","3,908     ",90     ,2.3     
CN4811300000000,48,113,"Dallas County, TX",2016,"1,305,202     ","1,253,334     ","51,868     ",4.0     
CN4811500000000,48,115,"Dawson County, TX",2016,"4,651     ","4,412     ",239     ,5.1     
CN4811700000000,48,117,"Deaf Smith County, TX",2016,"8,614     ","8,343     ",271     ,3.1     
CN4811900000000,48,119,"Delta County, TX",2016,"2,566     ","2,464     ",102     ,4.0     
CN4812100000000,48,121,"Denton County, TX",2016,"443,801     ","428,611     ","15,190     ",3.4     
CN4812300000000,48,123,"DeWitt County, TX",2016,"9,376     ","8,851     ",525     ,5.6     
CN4812500000000,48,125,"Dickens County, TX",2016,690     ,655     ,35     ,5.1     
CN4812700000000,48,127,"Dimmit County, TX",2016,"6,203     ","5,759     ",444     ,7.2     
CN4812900000000,48,129,"Donley County, TX",2016,"1,554     ","1,487     ",67     ,4.3     
CN4813100000000,48,131,"Duval County, TX",2016,"4,845     ","4,305     ",540     ,11.1     
CN4813300000000,48,133,"Eastland County, TX",2016,"7,371     ","6,966     ",405     ,5.5     
CN4813500000000,48,135,"Ector County, TX",2016,"75,790     ","70,931     ","4,859     ",6.4     
CN4813700000000,48,137,"Edwards County, TX",2016,857     ,815     ,42     ,4.9     
CN4813900000000,48,139,"Ellis County, TX",2016,"83,699     ","80,557     ","3,142     ",3.8     
CN4814100000000,48,141,"El Paso County, TX",2016,"349,468     ","332,216     ","17,252     ",4.9     
CN4814300000000,48,143,"Erath County, TX",2016,"20,168     ","19,337     ",831     ,4.1     
CN4814500000000,48,145,"Falls County, TX",2016,"6,579     ","6,284     ",295     ,4.5     
CN4814700000000,48,147,"Fannin County, TX",2016,"15,770     ","15,174     ",596     ,3.8     
CN4814900000000,48,149,"Fayette County, TX",2016,"12,439     ","11,977     ",462     ,3.7     
CN4815100000000,48,151,"Fisher County, TX",2016,"1,753     ","1,675     ",78     ,4.4     
CN4815300000000,48,153,"Floyd County, TX",2016,"2,736     ","2,594     ",142     ,5.2     
CN4815500000000,48,155,"Foard County, TX",2016,537     ,516     ,21     ,3.9     
CN4815700000000,48,157,"Fort Bend County, TX",2016,"359,594     ","341,519     ","18,075     ",5.0     
CN4815900000000,48,159,"Franklin County, TX",2016,"4,499     ","4,274     ",225     ,5.0     
CN4816100000000,48,161,"Freestone County, TX",2016,"6,865     ","6,394     ",471     ,6.9     
CN4816300000000,48,163,"Frio County, TX",2016,"8,711     ","8,277     ",434     ,5.0     
CN4816500000000,48,165,"Gaines County, TX",2016,"9,094     ","8,755     ",339     ,3.7     
CN4816700000000,48,167,"Galveston County, TX",2016,"158,813     ","150,357     ","8,456     ",5.3     
CN4816900000000,48,169,"Garza County, TX",2016,"2,122     ","2,039     ",83     ,3.9     
CN4817100000000,48,171,"Gillespie County, TX",2016,"12,923     ","12,555     ",368     ,2.8     
CN4817300000000,48,173,"Glasscock County, TX",2016,755     ,726     ,29     ,3.8     
CN4817500000000,48,175,"Goliad County, TX",2016,"3,345     ","3,151     ",194     ,5.8     
CN4817700000000,48,177,"Gonzales County, TX",2016,"9,531     ","9,121     ",410     ,4.3     
CN4817900000000,48,179,"Gray County, TX",2016,"8,475     ","7,882     ",593     ,7.0     
CN4818100000000,48,181,"Grayson County, TX",2016,"60,832     ","58,492     ","2,340     ",3.8     
CN4818300000000,48,183,"Gregg County, TX",2016,"58,377     ","54,821     ","3,556     ",6.1     
CN4818500000000,48,185,"Grimes County, TX",2016,"11,000     ","10,264     ",736     ,6.7     
CN4818700000000,48,187,"Guadalupe County, TX",2016,"74,988     ","72,296     ","2,692     ",3.6     
CN4818900000000,48,189,"Hale County, TX",2016,"12,554     ","11,839     ",715     ,5.7     
CN4819100000000,48,191,"Hall County, TX",2016,"1,146     ","1,065     ",81     ,7.1     
CN4819300000000,48,193,"Hamilton County, TX",2016,"3,591     ","3,414     ",177     ,4.9     
CN4819500000000,48,195,"Hansford County, TX",2016,"2,961     ","2,868     ",93     ,3.1     
CN4819700000000,48,197,"Hardeman County, TX",2016,"1,607     ","1,544     ",63     ,3.9     
CN4819900000000,48,199,"Hardin County, TX",2016,"24,875     ","23,348     ","1,527     ",6.1     
CN4820100000000,48,201,"Harris County, TX",2016,"2,255,093     ","2,136,068     ","119,025     ",5.3     
CN4820300000000,48,203,"Harrison County, TX",2016,"29,862     ","28,055     ","1,807     ",6.1     
CN4820500000000,48,205,"Hartley County, TX",2016,"3,004     ","2,939     ",65     ,2.2     
CN4820700000000,48,207,"Haskell County, TX",2016,"2,519     ","2,408     ",111     ,4.4     
CN4820900000000,48,209,"Hays County, TX",2016,"101,898     ","98,498     ","3,400     ",3.3     
CN4821100000000,48,211,"Hemphill County, TX",2016,"2,117     ","2,037     ",80     ,3.8     
CN4821300000000,48,213,"Henderson County, TX",2016,"35,199     ","33,540     ","1,659     ",4.7     
CN4821500000000,48,215,"Hidalgo County, TX",2016,"335,276     ","308,973     ","26,303     ",7.8     
CN4821700000000,48,217,"Hill County, TX",2016,"15,804     ","15,100     ",704     ,4.5     
CN4821900000000,48,219,"Hockley County, TX",2016,"11,140     ","10,621     ",519     ,4.7     
CN4822100000000,48,221,"Hood County, TX",2016,"24,984     ","23,801     ","1,183     ",4.7     
CN4822300000000,48,223,"Hopkins County, TX",2016,"17,241     ","16,543     ",698     ,4.0     
CN4822500000000,48,225,"Houston County, TX",2016,"10,381     ","9,909     ",472     ,4.5     
CN4822700000000,48,227,"Howard County, TX",2016,"13,169     ","12,429     ",740     ,5.6     
CN4822900000000,48,229,"Hudspeth County, TX",2016,"1,298     ","1,211     ",87     ,6.7     
CN4823100000000,48,231,"Hunt County, TX",2016,"40,082     ","38,369     ","1,713     ",4.3     
CN4823300000000,48,233,"Hutchinson County, TX",2016,"9,652     ","9,109     ",543     ,5.6     
CN4823500000000,48,235,"Irion County, TX",2016,781     ,756     ,25     ,3.2     
CN4823700000000,48,237,"Jack County, TX",2016,"3,918     ","3,727     ",191     ,4.9     
CN4823900000000,48,239,"Jackson County, TX",2016,"7,246     ","6,900     ",346     ,4.8     
CN4824100000000,48,241,"Jasper County, TX",2016,"13,406     ","12,358     ","1,048     ",7.8     
CN4824300000000,48,243,"Jeff Davis County, TX",2016,"1,060     ","1,029     ",31     ,2.9     
CN4824500000000,48,245,"Jefferson County, TX",2016,"106,985     ","99,453     ","7,532     ",7.0     
CN4824700000000,48,247,"Jim Hogg County, TX",2016,"1,934     ","1,749     ",185     ,9.6     
CN4824900000000,48,249,"Jim Wells County, TX",2016,"17,313     ","15,469     ","1,844     ",10.7     
CN4825100000000,48,251,"Johnson County, TX",2016,"75,584     ","72,299     ","3,285     ",4.3     
CN4825300000000,48,253,"Jones County, TX",2016,"5,627     ","5,297     ",330     ,5.9     
CN4825500000000,48,255,"Karnes County, TX",2016,"6,259     ","5,954     ",305     ,4.9     
CN4825700000000,48,257,"Kaufman County, TX",2016,"56,920     ","54,765     ","2,155     ",3.8     
CN4825900000000,48,259,"Kendall County, TX",2016,"19,565     ","18,934     ",631     ,3.2     
CN4826100000000,48,261,"Kenedy County, TX",2016,212     ,201     ,11     ,5.2     
CN4826300000000,48,263,"Kent County, TX",2016,465     ,451     ,14     ,3.0     
CN4826500000000,48,265,"Kerr County, TX",2016,"21,236     ","20,472     ",764     ,3.6     
CN4826700000000,48,267,"Kimble County, TX",2016,"1,933     ","1,857     ",76     ,3.9     
CN4826900000000,48,269,"King County, TX",2016,177     ,170     ,7     ,4.0     
CN4827100000000,48,271,"Kinney County, TX",2016,"1,166     ","1,096     ",70     ,6.0     
CN4827300000000,48,273,"Kleberg County, TX",2016,"14,052     ","13,085     ",967     ,6.9     
CN4827500000000,48,275,"Knox County, TX",2016,"1,596     ","1,526     ",70     ,4.4     
CN4827700000000,48,277,"Lamar County, TX",2016,"23,186     ","22,109     ","1,077     ",4.6     
CN4827900000000,48,279,"Lamb County, TX",2016,"5,215     ","4,873     ",342     ,6.6     
CN4828100000000,48,281,"Lampasas County, TX",2016,"9,307     ","8,925     ",382     ,4.1     
CN4828300000000,48,283,"La Salle County, TX",2016,"3,891     ","3,687     ",204     ,5.2     
CN4828500000000,48,285,"Lavaca County, TX",2016,"8,699     ","8,325     ",374     ,4.3     
CN4828700000000,48,287,"Lee County, TX",2016,"9,228     ","8,878     ",350     ,3.8     
CN4828900000000,48,289,"Leon County, TX",2016,"6,463     ","6,038     ",425     ,6.6     
CN4829100000000,48,291,"Liberty County, TX",2016,"31,191     ","28,833     ","2,358     ",7.6     
CN4829300000000,48,293,"Limestone County, TX",2016,"8,223     ","7,752     ",471     ,5.7     
CN4829500000000,48,295,"Lipscomb County, TX",2016,"1,654     ","1,578     ",76     ,4.6     
CN4829700000000,48,297,"Live Oak County, TX",2016,"5,176     ","4,863     ",313     ,6.0     
CN4829900000000,48,299,"Llano County, TX",2016,"8,218     ","7,877     ",341     ,4.1     
CN4830100000000,48,301,"Loving County, TX",2016,92     ,88     ,4     ,4.3     
CN4830300000000,48,303,"Lubbock County, TX",2016,"152,876     ","147,693     ","5,183     ",3.4     
CN4830500000000,48,305,"Lynn County, TX",2016,"2,757     ","2,646     ",111     ,4.0     
CN4830700000000,48,307,"McCulloch County, TX",2016,"3,703     ","3,531     ",172     ,4.6     
CN4830900000000,48,309,"McLennan County, TX",2016,"115,341     ","110,755     ","4,586     ",4.0     
CN4831100000000,48,311,"McMullen County, TX",2016,871     ,852     ,19     ,2.2     
CN4831300000000,48,313,"Madison County, TX",2016,"4,719     ","4,476     ",243     ,5.1     
CN4831500000000,48,315,"Marion County, TX",2016,"4,317     ","4,011     ",306     ,7.1     
CN4831700000000,48,317,"Martin County, TX",2016,"2,457     ","2,348     ",109     ,4.4     
CN4831900000000,48,319,"Mason County, TX",2016,"1,777     ","1,711     ",66     ,3.7     
CN4832100000000,48,321,"Matagorda County, TX",2016,"16,833     ","15,587     ","1,246     ",7.4     
CN4832300000000,48,323,"Maverick County, TX",2016,"24,087     ","21,366     ","2,721     ",11.3     
CN4832500000000,48,325,"Medina County, TX",2016,"20,893     ","19,969     ",924     ,4.4     
CN4832700000000,48,327,"Menard County, TX",2016,822     ,784     ,38     ,4.6     
CN4832900000000,48,329,"Midland County, TX",2016,"84,612     ","80,872     ","3,740     ",4.4     
CN4833100000000,48,331,"Milam County, TX",2016,"10,275     ","9,738     ",537     ,5.2     
CN4833300000000,48,333,"Mills County, TX",2016,"1,916     ","1,835     ",81     ,4.2     
CN4833500000000,48,335,"Mitchell County, TX",2016,"2,600     ","2,412     ",188     ,7.2     
CN4833700000000,48,337,"Montague County, TX",2016,"8,963     ","8,512     ",451     ,5.0     
CN4833900000000,48,339,"Montgomery County, TX",2016,"260,658     ","247,815     ","12,843     ",4.9     
CN4834100000000,48,341,"Moore County, TX",2016,"11,176     ","10,841     ",335     ,3.0     
CN4834300000000,48,343,"Morris County, TX",2016,"4,898     ","4,359     ",539     ,11.0     
CN4834500000000,48,345,"Motley County, TX",2016,508     ,489     ,19     ,3.7     
CN4834700000000,48,347,"Nacogdoches County, TX",2016,"28,621     ","27,273     ","1,348     ",4.7     
CN4834900000000,48,349,"Navarro County, TX",2016,"22,692     ","21,734     ",958     ,4.2     
CN4835100000000,48,351,"Newton County, TX",2016,"5,334     ","4,904     ",430     ,8.1     
CN4835300000000,48,353,"Nolan County, TX",2016,"6,847     ","6,514     ",333     ,4.9     
CN4835500000000,48,355,"Nueces County, TX",2016,"165,431     ","156,013     ","9,418     ",5.7     
CN4835700000000,48,357,"Ochiltree County, TX",2016,"4,680     ","4,429     ",251     ,5.4     
CN4835900000000,48,359,"Oldham County, TX",2016,908     ,881     ,27     ,3.0     
CN4836100000000,48,361,"Orange County, TX",2016,"36,931     ","34,433     ","2,498     ",6.8     
CN4836300000000,48,363,"Palo Pinto County, TX",2016,"13,233     ","12,498     ",735     ,5.6     
CN4836500000000,48,365,"Panola County, TX",2016,"10,090     ","9,344     ",746     ,7.4     
CN4836700000000,48,367,"Parker County, TX",2016,"60,534     ","58,055     ","2,479     ",4.1     
CN4836900000000,48,369,"Parmer County, TX",2016,"4,916     ","4,792     ",124     ,2.5     
CN4837100000000,48,371,"Pecos County, TX",2016,"6,456     ","6,073     ",383     ,5.9     
CN4837300000000,48,373,"Polk County, TX",2016,"17,289     ","16,194     ","1,095     ",6.3     
CN4837500000000,48,375,"Potter County, TX",2016,"56,795     ","54,898     ","1,897     ",3.3     
CN4837700000000,48,377,"Presidio County, TX",2016,"3,070     ","2,741     ",329     ,10.7     
CN4837900000000,48,379,"Rains County, TX",2016,"5,510     ","5,288     ",222     ,4.0     
CN4838100000000,48,381,"Randall County, TX",2016,"69,711     ","67,637     ","2,074     ",3.0     
CN4838300000000,48,383,"Reagan County, TX",2016,"1,675     ","1,564     ",111     ,6.6     
CN4838500000000,48,385,"Real County, TX",2016,"1,027     ",968     ,59     ,5.7     
CN4838700000000,48,387,"Red River County, TX",2016,"5,030     ","4,735     ",295     ,5.9     
CN4838900000000,48,389,"Reeves County, TX",2016,"5,892     ","5,564     ",328     ,5.6     
CN4839100000000,48,391,"Refugio County, TX",2016,"3,108     ","2,896     ",212     ,6.8     
CN4839300000000,48,393,"Roberts County, TX",2016,428     ,408     ,20     ,4.7     
CN4839500000000,48,395,"Robertson County, TX",2016,"7,332     ","6,963     ",369     ,5.0     
CN4839700000000,48,397,"Rockwall County, TX",2016,"46,423     ","44,794     ","1,629     ",3.5     
CN4839900000000,48,399,"Runnels County, TX",2016,"4,652     ","4,462     ",190     ,4.1     
CN4840100000000,48,401,"Rusk County, TX",2016,"22,463     ","21,153     ","1,310     ",5.8     
CN4840300000000,48,403,"Sabine County, TX",2016,"3,461     ","3,128     ",333     ,9.6     
CN4840500000000,48,405,"San Augustine County, TX",2016,"2,822     ","2,564     ",258     ,9.1     
CN4840700000000,48,407,"San Jacinto County, TX",2016,"11,413     ","10,690     ",723     ,6.3     
CN4840900000000,48,409,"San Patricio County, TX",2016,"30,202     ","27,916     ","2,286     ",7.6     
CN4841100000000,48,411,"San Saba County, TX",2016,"2,440     ","2,356     ",84     ,3.4     
CN4841300000000,48,413,"Schleicher County, TX",2016,"1,377     ","1,299     ",78     ,5.7     
CN4841500000000,48,415,"Scurry County, TX",2016,"7,463     ","7,021     ",442     ,5.9     
CN4841700000000,48,417,"Shackelford County, TX",2016,"1,889     ","1,816     ",73     ,3.9     
CN4841900000000,48,419,"Shelby County, TX",2016,"11,048     ","10,384     ",664     ,6.0     
CN4842100000000,48,421,"Sherman County, TX",2016,"1,350     ","1,311     ",39     ,2.9     
CN4842300000000,48,423,"Smith County, TX",2016,"105,569     ","100,827     ","4,742     ",4.5     
CN4842500000000,48,425,"Somervell County, TX",2016,"4,172     ","3,974     ",198     ,4.7     
CN4842700000000,48,427,"Starr County, TX",2016,"26,266     ","22,687     ","3,579     ",13.6     
CN4842900000000,48,429,"Stephens County, TX",2016,"3,979     ","3,770     ",209     ,5.3     
CN4843100000000,48,431,"Sterling County, TX",2016,664     ,636     ,28     ,4.2     
CN4843300000000,48,433,"Stonewall County, TX",2016,626     ,597     ,29     ,4.6     
CN4843500000000,48,435,"Sutton County, TX",2016,"1,579     ","1,452     ",127     ,8.0     
CN4843700000000,48,437,"Swisher County, TX",2016,"2,703     ","2,587     ",116     ,4.3     
CN4843900000000,48,439,"Tarrant County, TX",2016,"1,008,020     ","968,246     ","39,774     ",3.9     
CN4844100000000,48,441,"Taylor County, TX",2016,"63,169     ","60,804     ","2,365     ",3.7     
CN4844300000000,48,443,"Terrell County, TX",2016,418     ,401     ,17     ,4.1     
CN4844500000000,48,445,"Terry County, TX",2016,"5,381     ","5,119     ",262     ,4.9     
CN4844700000000,48,447,"Throckmorton County, TX",2016,764     ,736     ,28     ,3.7     
CN4844900000000,48,449,"Titus County, TX",2016,"12,879     ","12,076     ",803     ,6.2     
CN4845100000000,48,451,"Tom Green County, TX",2016,"54,206     ","51,764     ","2,442     ",4.5     
CN4845300000000,48,453,"Travis County, TX",2016,"678,367     ","657,085     ","21,282     ",3.1     
CN4845500000000,48,455,"Trinity County, TX",2016,"5,460     ","5,116     ",344     ,6.3     
CN4845700000000,48,457,"Tyler County, TX",2016,"7,191     ","6,645     ",546     ,7.6     
CN4845900000000,48,459,"Upshur County, TX",2016,"17,708     ","16,559     ","1,149     ",6.5     
CN4846100000000,48,461,"Upton County, TX",2016,"1,583     ","1,498     ",85     ,5.4     
CN4846300000000,48,463,"Uvalde County, TX",2016,"11,778     ","11,150     ",628     ,5.3     
CN4846500000000,48,465,"Val Verde County, TX",2016,"19,968     ","18,701     ","1,267     ",6.3     
CN4846700000000,48,467,"Van Zandt County, TX",2016,"24,738     ","23,675     ","1,063     ",4.3     
CN4846900000000,48,469,"Victoria County, TX",2016,"43,919     ","41,558     ","2,361     ",5.4     
CN4847100000000,48,471,"Walker County, TX",2016,"23,663     ","22,414     ","1,249     ",5.3     
CN4847300000000,48,473,"Waller County, TX",2016,"21,841     ","20,605     ","1,236     ",5.7     
CN4847500000000,48,475,"Ward County, TX",2016,"5,340     ","5,030     ",310     ,5.8     
CN4847700000000,48,477,"Washington County, TX",2016,"14,990     ","14,221     ",769     ,5.1     
CN4847900000000,48,479,"Webb County, TX",2016,"113,533     ","107,977     ","5,556     ",4.9     
CN4848100000000,48,481,"Wharton County, TX",2016,"21,009     ","19,954     ","1,055     ",5.0     
CN4848300000000,48,483,"Wheeler County, TX",2016,"2,484     ","2,359     ",125     ,5.0     
CN4848500000000,48,485,"Wichita County, TX",2016,"55,044     ","52,629     ","2,415     ",4.4     
CN4848700000000,48,487,"Wilbarger County, TX",2016,"5,035     ","4,795     ",240     ,4.8     
CN4848900000000,48,489,"Willacy County, TX",2016,"6,500     ","5,695     ",805     ,12.4     
CN4849100000000,48,491,"Williamson County, TX",2016,"273,363     ","264,238     ","9,125     ",3.3     
CN4849300000000,48,493,"Wilson County, TX",2016,"23,583     ","22,664     ",919     ,3.9     
CN4849500000000,48,495,"Winkler County, TX",2016,"3,027     ","2,789     ",238     ,7.9     
CN4849700000000,48,497,"Wise County, TX",2016,"29,155     ","27,769     ","1,386     ",4.8     
CN4849900000000,48,499,"Wood County, TX",2016,"17,127     ","16,222     ",905     ,5.3     
CN4850100000000,48,501,"Yoakum County, TX",2016,"3,739     ","3,562     ",177     ,4.7     
CN4850300000000,48,503,"Young County, TX",2016,"8,324     ","7,955     ",369     ,4.4     
CN4850500000000,48,505,"Zapata County, TX",2016,"5,100     ","4,539     ",561     ,11.0     
CN4850700000000,48,507,"Zavala County, TX",2016,"3,893     ","3,344     ",549     ,14.1     
CN4900100000000,49,001,"Beaver County, UT",2016,"3,088     ","2,935     ",153     ,5.0     
CN4900300000000,49,003,"Box Elder County, UT",2016,"24,694     ","23,837     ",857     ,3.5     
CN4900500000000,49,005,"Cache County, UT",2016,"61,443     ","59,562     ","1,881     ",3.1     
CN4900700000000,49,007,"Carbon County, UT",2016,"8,384     ","7,886     ",498     ,5.9     
CN4900900000000,49,009,"Daggett County, UT",2016,474     ,451     ,23     ,4.9     
CN4901100000000,49,011,"Davis County, UT",2016,"164,656     ","159,474     ","5,182     ",3.1     
CN4901300000000,49,013,"Duchesne County, UT",2016,"8,158     ","7,428     ",730     ,8.9     
CN4901500000000,49,015,"Emery County, UT",2016,"4,284     ","4,012     ",272     ,6.3     
CN4901700000000,49,017,"Garfield County, UT",2016,"2,780     ","2,547     ",233     ,8.4     
CN4901900000000,49,019,"Grand County, UT",2016,"5,773     ","5,436     ",337     ,5.8     
CN4902100000000,49,021,"Iron County, UT",2016,"21,491     ","20,561     ",930     ,4.3     
CN4902300000000,49,023,"Juab County, UT",2016,"5,178     ","4,991     ",187     ,3.6     
CN4902500000000,49,025,"Kane County, UT",2016,"3,685     ","3,545     ",140     ,3.8     
CN4902700000000,49,027,"Millard County, UT",2016,"6,275     ","6,066     ",209     ,3.3     
CN4902900000000,49,029,"Morgan County, UT",2016,"5,077     ","4,926     ",151     ,3.0     
CN4903100000000,49,031,"Piute County, UT",2016,463     ,435     ,28     ,6.0     
CN4903300000000,49,033,"Rich County, UT",2016,"1,111     ","1,076     ",35     ,3.2     
CN4903500000000,49,035,"Salt Lake County, UT",2016,"605,535     ","586,393     ","19,142     ",3.2     
