"storenum","OPENDATE","date_super","conversion","st","county","STREETADDR","STRCITY","STRSTATE","ZIPCODE","type_store"
251,7/10/1979 ,3/1/1994 ,1,"48","499","135 NE LOOP 564","Mineola","TX","75773","Supercenter"
252,3/18/1980 ,3/1/1999 ,1,"17","145","215 GRANT WAY","Du Quoin","IL","62832","Supercenter"
253,12/30/1986 ,3/1/1997 ,1,"17","083","1316 SOUTH STATE STREET","Jerseyville","IL","62052","Supercenter"
254,11/13/1979 ,3/1/1998 ,1,"17","159","1001 NORTH WEST","Olney","IL","62450","Supercenter"
256,8/21/1979 ,,,"17","119","400 JUNCTION DRIVE","Glen Carbon","IL","62034","Wal-Mart"
257,10/30/1979 ,3/1/1999 ,1,"21","225","901 U.S. HWY 60 EAST","Morganfield","KY","42437","Supercenter"
258,2/12/1980 ,3/1/1994 ,1,"28","081","3929 N GLOSTER STREET","Tupelo","MS","38804","Supercenter"
259,8/28/1979 ,3/1/1996 ,1,"48","397","782 INTERSTATE 30","Rockwall","TX","75087","Supercenter"
260,7/17/1979 ,3/1/1996 ,1,"48","139","1200 NO. HWY 77","Waxahachie","TX","75165","Supercenter"
261,12/1/1981 ,5/16/2001 ,1,"05","051","4019 CENTRAL AVENUE","Hot Springs","AR","71913","Supercenter"
262,7/31/1979 ,1/28/2004 ,1,"17","055","919 GIACONE DRIVE","Benton","IL","62812","Supercenter"
264,6/26/1979 ,3/1/1993 ,1,"47","043","175 BEASLEY DRIVE","Dickson","TN","37055","Supercenter"
265,9/25/1979 ,3/1/1997 ,1,"48","257","1900 WEST MOORE AVE","Terrell","TX","75160","Supercenter"
266,6/24/1980 ,10/29/2003 ,1,"48","439","1601 WEST STATE HIGHWAY 114","Grapevine","TX","76051","Supercenter"
267,5/1/1980 ,3/1/1999 ,1,"29","097","1212 SOUTH MADISON","Webb City","MO","64870","Supercenter"
268,10/23/1979 ,10/16/2002 ,1,"47","071","175 J.I. BELL LANE","Savannah","TN","38372","Supercenter"
269,10/29/1979 ,3/1/1997 ,1,"40","031","1002 NW SHERIDAN RD","Lawton","OK","73505","Supercenter"
270,8/4/1981 ,,,"22","027","906 WEST MAIN STREET","Homer","LA","71040","Wal-Mart"
271,8/7/1979 ,8/25/2004 ,1,"48","337","8420 US HWY 287 NO.","Bowie","TX","76230","Supercenter"
272,8/21/1979 ,3/14/2001 ,1,"47","187","3600 MALLORY LANE","Franklin","TN","37067","Supercenter"
273,7/3/1979 ,3/1/1999 ,1,"28","057","100 INTERCHANGE DRIVE","Fulton","MS","38843","Supercenter"
274,8/21/1979 ,,,"28","141","1110 BATTLEGROUND DRIVE","Iuka","MS","38852","Wal-Mart"
275,10/23/1979 ,3/1/1995 ,1,"48","373","1620 WEST CHURCH","Livingston","TX","77351","Supercenter"
276,2/18/1981 ,,,"40","061","OKLAHOMA HWY 9 EAST","Stigler","OK","74462","Wal-Mart"
277,3/4/1980 ,3/1/1995 ,1,"40","027","501 SW 19TH STREET","Moore","OK","73160","Supercenter"
278,6/30/1981 ,3/1/1998 ,1,"22","017","1645 EAST INDUSTRIAL","Shreveport","LA","71105","Supercenter"
279,2/12/1980 ,3/17/2004 ,1,"05","133","926 E. COLLIN RAYE DR.","De Queen","AR","71832","Supercenter"
280,10/30/1979 ,3/23/2005 ,1,"48","331","709 WEST HWY 79","Rockdale","TX","76567","Supercenter"
281,10/30/1979 ,3/1/1998 ,1,"05","023","1500 HWY 25B NORTH","Heber Springs","AR","72543","Supercenter"
282,9/30/1980 ,3/1/1999 ,1,"21","213","1550 NASHVILLE ROAD","Franklin","KY","42134","Supercenter"
283,2/26/1980 ,,,"48","361","795 TX AVE","Bridge City","TX","77611","Wal-Mart"
284,9/25/1979 ,3/1/1998 ,1,"48","439","930 N WALNUT CREEK DRIVE","Mansfield","TX","76063","Supercenter"
285,9/25/1979 ,3/1/1994 ,1,"48","471","141 INTER STATE 45 SOUTH","Huntsville","TX","77320","Supercenter"
286,12/4/1979 ,10/16/2002 ,1,"48","139","700 EAST ENNIS AVE.","Ennis","TX","75119","Supercenter"
287,11/27/1979 ,3/1/1994 ,1,"01","127","1801 HWY 78 EAST","Jasper","AL","35501","Supercenter"
288,10/30/1979 ,1/26/2005 ,1,"48","457","115 COBB MILL ROAD","Woodville","TX","75979","Supercenter"
289,10/30/1979 ,,,"05","041","US 65 SOUTH","McGehee","AR","71654","Wal-Mart"
290,7/1/1980 ,,,"48","177","US 90A & ROBERTSON ST","Gonzales","TX","78629","Wal-Mart"
292,8/12/1980 ,,,"48","055","1703 SOUTH COLORADO STREET","Lockhart","TX","78644","Wal-Mart"
293,5/28/1980 ,,,"48","185","1712 EAST WASHINGTON","Navasota","TX","77868","Wal-Mart"
294,7/29/1980 ,3/1/1997 ,1,"21","177","1725 WEST EVERELY BROTHERS BLV","Central City","KY","42330","Supercenter"
295,4/1/1980 ,3/1/1995 ,1,"29","189","131 ERKA TWN CNTR DR","Eureka","MO","63025","Supercenter"
296,8/28/1980 ,10/26/2005 ,1,"05","149","1172 NO. HWY 7","Dardanelle","AR","72834","Supercenter"
297,9/1/1981 ,3/1/2000 ,1,"48","339","23561 US HWY 59","Porter","TX","77365","Supercenter"
298,8/12/1980 ,3/19/2003 ,1,"01","095","1972 HWY 431","Boaz","AL","35957","Supercenter"
299,9/30/1980 ,3/1/1995 ,1,"21","227","150 WALTON AVENUE","Bowling Green","KY","42104","Supercenter"
300,10/14/1980 ,1/26/2005 ,1,"01","015","1625 PELHAM SOUTH","Jacksonville","AL","36265","Supercenter"
301,8/12/1980 ,4/13/2005 ,1,"01","055","340 EAST MEIGHAN BLVD","Gadsden","AL","35903","Supercenter"
302,9/30/1980 ,,,"17","077","550 E. INDUSTRIAL PARK RD #11","Murphysboro","IL","62966","Wal-Mart"
303,9/3/1980 ,8/25/2004 ,1,"28","093","950 MACKIE DRIVE","Holly Springs","MS","38635","Supercenter"
304,10/23/1979 ,7/17/2002 ,1,"47","147","3360 TOM AUSTIN HWY","Springfield","TN","37172","Supercenter"
305,11/20/1979 ,3/1/1999 ,1,"28","079","905 HWY 16 WEST","Carthage","MS","39051","Supercenter"
306,2/26/1980 ,4/16/2003 ,1,"01","095","1450 NO. BRINDLEE MTN. PKWY","Arab","AL","35016","Supercenter"
307,11/16/1982 ,3/1/1995 ,1,"22","073","1025 GLENWOOD DRIVE","West Monroe","LA","71291","Supercenter"
308,2/10/1981 ,3/14/2001 ,1,"47","031","2518 HILLSBORO BLVD","Manchester","TN","37355","Supercenter"
309,10/28/1980 ,3/14/2001 ,1,"22","113","3005 CHARITY ST","Abbeville","LA","70510","Supercenter"
310,9/30/1980 ,3/1/1996 ,1,"22","001","729 ODDFELLOWS RD.","Crowley","LA","70526","Supercenter"
311,10/13/1980 ,,,"22","101","200 NORTHWEST BLVD","Franklin","LA","70538","Wal-Mart"
312,11/18/1980 ,7/20/2005 ,1,"22","039","891 E LA SALLE ST","Ville Platte","LA","70586","Supercenter"
313,4/7/1981 ,,,"29","099","4550 GRAVOIS ROAD","House Springs","MO","63051","Wal-Mart"
314,11/20/1979 ,3/1/1996 ,1,"47","103","1224 HUNTSVILLE WAY","Fayetteville","TN","37334","Supercenter"
315,10/14/1980 ,3/1/1996 ,1,"01","009","2453 2ND AVENUE EAST","Oneonta","AL","35121","Supercenter"
316,11/18/1980 ,8/25/2004 ,1,"01","055","973 GILBERT FERRY ROAD SE","Attalla","AL","35954","Supercenter"
317,9/15/1981 ,5/19/2004 ,1,"17","051","201 NO. MATTES AVENUE","Vandalia","IL","62471","Supercenter"
318,4/15/1980 ,3/1/2000 ,1,"05","019","109 W.P. MALONE DR","Arkadelphia","AR","71923","Supercenter"
319,6/24/1980 ,3/1/2000 ,1,"29","037","2015 WEST FOXWOOD DR","Raymore","MO","64083","Supercenter"
320,10/14/1980 ,,,"48","145","TEXAS HWY 6 & 7 EAST BYPASS","Marlin","TX","76661","Wal-Mart"
321,11/11/1980 ,3/1/1995 ,1,"48","477","203 US LOOP 290 WEST","Brenham","TX","77833","Supercenter"
322,6/29/1982 ,3/1/1994 ,1,"48","041","2200 BRIARCREST DRVE","Bryan","TX","77802","Supercenter"
323,9/3/1980 ,,,"22","031","1043 WASHINGTON","Mansfield","LA","71052","Wal-Mart"
324,11/3/1981 ,,,"40","037","HWY 16 & 66 & 48","Bristow","OK","74010","Wal-Mart"
325,10/14/1980 ,4/18/2001 ,1,"29","177","908 WALTON WAY","Richmond","MO","64085","Supercenter"
326,10/21/1980 ,,,"29","107","HWY 13 & 19TH STREET","Higginsville","MO","64037","Wal-Mart"
327,8/5/1980 ,,,"40","041","1107 SOUTH MAIN STREET","Jay","OK","74346","Wal-Mart"
328,4/21/1981 ,3/1/1997 ,1,"17","133","961 N MARKET STREET","Waterloo","IL","62298","Supercenter"
329,4/15/1980 ,9/7/2005 ,1,"01","015","5560 MCCLELLAN BLVD","Anniston","AL","36206","Supercenter"
330,11/11/1980 ,3/1/1994 ,1,"48","469","9002 NORTH NAVARRO","Victoria","TX","77904","Supercenter"
331,2/10/1981 ,3/1/1995 ,1,"22","019","525 NORTH CITY SERVICE HWY","Sulphur","LA","70663","Supercenter"
332,10/13/1981 ,3/1/1995 ,1,"01","089","6140A UNIV DRIVE","Huntsville","AL","35806","Supercenter"
333,2/3/1981 ,3/1/2000 ,1,"21","183","1701 NORTH MAIN","Beaver Dam","KY","42320","Supercenter"
334,11/11/1980 ,,,"17","117","1030 W MAIN","Carlinville","IL","62626","Wal-Mart"
335,11/11/1980 ,3/1/1995 ,1,"47","113","2196 EMPORIUM DRIVE","Jackson","TN","38305","Supercenter"
336,8/4/1980 ,,,"05","053","1308 SOUTH ROCK STREET","Sheridan","AR","72150","Wal-Mart"
337,11/18/1980 ,8/24/2005 ,1,"29","123","1025 WALTON DRIVE","Fredericktown","MO","63645","Supercenter"
338,9/9/1980 ,7/21/2004 ,1,"29","011","29 S.W. 1ST LANE","Lamar","MO","64759","Supercenter"
339,11/18/1980 ,,,"05","039","1123 HIGHWAY 79 / 167 BYPASS","Fordyce","AR","71742","Wal-Mart"
340,6/30/1981 ,,,"40","091","1110 WEST GENTRY","Checotah","OK","74426","Wal-Mart"
341,11/18/1980 ,4/13/2005 ,1,"20","117","1174 PONY EXPRESS HWY","Marysville","KS","66508","Supercenter"
342,11/18/1980 ,,,"20","013","2207 IOWA","Hiawatha","KS","66434","Wal-Mart"
343,6/2/1981 ,3/1/1999 ,1,"17","021","1530 W. SPRINGFIELD RD","Taylorville","IL","62568","Supercenter"
344,10/20/1981 ,3/17/2004 ,1,"48","481","3413 WEST LOOP","El Campo","TX","77437","Supercenter"
345,8/3/1982 ,3/1/1994 ,1,"48","001","2223 SOUTH LOOP 256","Palestine","TX","75801","Supercenter"
346,12/2/1980 ,,,"20","015","1618 NORTH OHIO STREET","Augusta","KS","67010","Wal-Mart"
347,2/2/1982 ,1/31/2006 ,1,"28","133","633 HIGHWAY 82 WEST","Indianola","MS","38751","Supercenter"
348,11/18/1980 ,3/1/1994 ,1,"05","043","427 HWY 425 NORTH","Monticello","AR","71655","Supercenter"
349,11/18/1980 ,,,"05","041","HIGHWAY 65 SOUTH","Dumas","AR","71639","Wal-Mart"
350,10/30/1984 ,4/13/2005 ,1,"31","185","101 EAST DAVID DRIVE","York","NE","68467","Supercenter"
352,11/18/1980 ,,,"17","157","HWY 150/2206 STATE ST","Chester","IL","62233","Wal-Mart"
353,6/2/1981 ,10/26/2005 ,1,"48","503","2121 HWY 16 SOUTH","Graham","TX","76450","Supercenter"
354,6/30/1981 ,,,"29","073","1208 WEST HIGHWSY 28","Owensville","MO","65066","Wal-Mart"
355,11/18/1980 ,5/15/2002 ,1,"01","081","2900 PEPPERRELL PKWY","Opelika","AL","36801","Supercenter"
356,9/1/1981 ,3/1/2000 ,1,"01","081","1717 SOUTH COLLEGE STREET","Auburn","AL","36830","Supercenter"
357,7/21/1981 ,,,"29","141","PO BOX 12 1003 WEST NEWTON","Versailles","MO","65084","Wal-Mart"
358,6/2/1981 ,,,"05","033","200 HIGHWAY 64 WEST","Alma","AR","72921","Wal-Mart"
359,11/17/1981 ,3/1/1998 ,1,"05","143","3919 NO. MALL AVE","Fayetteville","AR","72703","Supercenter"
360,6/30/1981 ,,,"40","119","2004 EAST MAIN","Cushing","OK","74023","Wal-Mart"
361,7/8/1981 ,,,"17","119","601 BELT LINE ROAD","Collinsville","IL","62234","Wal-Mart"
362,8/18/1981 ,,,"01","093","2365 HIGHWAY 43 WEST","Winfield","AL","35594","Wal-Mart"
363,12/1/1981 ,3/23/2005 ,1,"29","195","855 S CHEROKEE DRIVE","Marshall","MO","65340","Supercenter"
364,3/31/1981 ,1/26/2005 ,1,"48","419","810 HURST STREET","Center","TX","75935","Supercenter"
365,3/31/1981 ,3/1/1999 ,1,"28","121","5520 HWY 80 EAST","Pearl","MS","39208","Supercenter"
366,2/1/1983 ,3/1/1999 ,1,"47","123","4525 HWY 411","Madisonville","TN","37354","Supercenter"
368,11/11/1980 ,,,"20","099","300 MAIN STREET","Parsons","KS","67357","Wal-Mart"
369,11/18/1980 ,,,"20","035","2202 PIKE RD","Winfield","KS","67156","Wal-Mart"
370,11/18/1980 ,,,"20","191","1201 W 8TH","Wellington","KS","67152","Wal-Mart"
371,9/29/1981 ,3/1/1995 ,1,"48","221","735 HWY 377 EAST","Granbury","TX","76048","Supercenter"
372,3/10/1981 ,3/1/1997 ,1,"20","057","1905 NORTH 14 AVE","Dodge City","KS","67801","Supercenter"
373,3/10/1981 ,,,"05","087","EAST LEE STREET","Huntsville","AR","72740","Wal-Mart"
374,7/21/1981 ,,,"40","145","13795 SOUTH STATE HIGHWAY 51","Coweta","OK","74429","Wal-Mart"
375,8/11/1981 ,,,"01","089","2900 S. MEM PKWY(DRAKE AVE)","Huntsville","AL","35801","Wal-Mart"
376,4/21/1981 ,3/1/1996 ,1,"22","015","2536 AIRLINE DR","Bossier City","LA","71111","Supercenter"
377,12/1/1981 ,,,"01","119","US HIGHWAY 11","Livingston","AL","35470","Wal-Mart"
378,9/29/1981 ,,,"20","085","209 ARIZONA AVENUE","Holton","KS","66436","Wal-Mart"
379,10/20/1981 ,4/14/2004 ,1,"29","043","2004 WEST MARLER LANE","Ozark","MO","65721","Supercenter"
380,2/2/1982 ,,,"05","127","1359 WEST 2ND STREET","Waldron","AR","72958","Wal-Mart"
381,8/4/1981 ,3/1/1995 ,1,"48","099","2720 EAST HWY 190","Copperas Cove","TX","76522","Supercenter"
382,3/3/1981 ,3/1/1995 ,1,"20","059","2101 PRINCETON RD","Ottawa","KS","66067","Supercenter"
383,7/8/1981 ,4/14/2004 ,1,"48","199","1100 NO. HIGHWAY 96","Silsbee","TX","77656","Supercenter"
384,12/1/1981 ,4/14/2004 ,1,"48","199","100 NO. LHS DRIVE","Lumberton","TX","77657","Supercenter"
385,7/28/1981 ,,,"48","123","1202 E BROADWAY","Cuero","TX","77954","Wal-Mart"
386,7/1/1983 ,3/1/1995 ,1,"22","053","303 INTERSTATE DR","Jennings","LA","70546","Supercenter"
387,9/21/1982 ,,,"40","081","1700 EAST FIRST STREET","Chandler","OK","74834","Wal-Mart"
388,8/31/1982 ,,,"05","131","2600 MIDLAND BLVD","Ft. Smith","AR","72904","Wal-Mart"
389,11/17/1981 ,,,"40","109","3200 SOUTH BROADWAY","Edmond","OK","73013","Wal-Mart"
390,3/10/1981 ,8/20/2003 ,1,"47","085","275 WALTON DR","Waverly","TN","37185","Supercenter"
391,6/2/1981 ,3/1/1997 ,1,"28","081","2270 WEST MAIN STREET","Tupelo","MS","38801","Supercenter"
392,6/2/1981 ,,,"40","039","800 EAST MAIN STREET","Weatherford","OK","73096","Wal-Mart"
393,9/1/1981 ,3/17/2004 ,1,"47","113","2171 SOUTH HIGHLAND AVE","Jackson","TN","38301","Supercenter"
394,12/1/1981 ,1/26/2005 ,1,"01","079","15445 HIGHWAY 24","Moulton","AL","35650","Supercenter"
395,11/3/1981 ,3/1/1994 ,1,"48","215","2410 EAST EXPRESSWAY 83","Mission","TX","78572","Supercenter"
396,3/6/1984 ,3/1/1998 ,1,"45","007","3812 LIBERTY HWY","Anderson","SC","29621","Supercenter"
397,11/17/1981 ,3/1/1998 ,1,"48","215","1200 E. JACKSON AVE.","McAllen (S)","TX","78503","Supercenter"
398,5/4/1982 ,3/1/1993 ,1,"48","183","515 E LOOP 281","Longview","TX","75605","Supercenter"
399,12/1/1981 ,8/25/2004 ,1,"48","183","2440 GILMER ROAD","Longview","TX","75604","Supercenter"
400,10/18/1983 ,3/1/1996 ,1,"48","339","1407 LOOP 336 WEST","Conroe","TX","77304","Supercenter"
401,9/29/1981 ,,,"22","047","58485 BELLVIEW ROAD","Plaquemine","LA","70764","Wal-Mart"
402,12/1/1981 ,,,"22","099","1400 REES STREET","Breaux Bridge","LA","70517","Wal-Mart"
403,11/3/1981 ,1/26/2005 ,1,"01","059","13675 HWY 43","Russellville","AL","35653","Supercenter"
404,3/2/1982 ,3/1/1996 ,1,"48","209","1015 HWY 80","San Marcos","TX","78666","Supercenter"
405,8/17/1982 ,3/1/1998 ,1,"22","115","2204 SOUTH FIFTH ST","Leesville","LA","71446","Supercenter"
406,11/3/1981 ,3/1/1995 ,1,"47","149","570 ENON SPRINGS ROAD","Smyrna","TN","37167","Supercenter"
407,12/1/1981 ,3/1/1999 ,1,"48","027","1400 LOWE'S BLVD.","Killeen","TX","76542","Supercenter"
408,7/13/1982 ,2/20/2002 ,1,"48","245","8585 MEMORIAL BLVD","Nederland","TX","77642","Supercenter"
409,10/13/1981 ,,,"01","133","42417 HWY 195","Haleyville","AL","35565","Wal-Mart"
410,10/6/1981 ,3/1/1996 ,1,"21","035","809 NORTH 12TH STREET","Murray","KY","42071","Supercenter"
411,8/3/1982 ,,,"28","017","660 EAST MADISON","Houston","MS","38851","Wal-Mart"
412,5/24/1983 ,3/1/1995 ,1,"48","213","1405 EAST TYLER","Athens","TX","75751","Supercenter"
413,5/18/1982 ,5/18/2005 ,1,"48","061","1401 WEST HWY 100","Port Isabel","TX","78578","Supercenter"
414,6/29/1982 ,,,"48","485","106 S RED RIVER EXPRESSWAY","Burkburnett","TX","76354","Wal-Mart"
415,3/2/1982 ,,,"22","099","2310 N MAIN","St. Martinville","LA","70582","Wal-Mart"
417,5/3/1983 ,3/1/1994 ,1,"48","223","1750 S. BROADWAY","Sulpher Springs","TX","75482","Supercenter"
418,8/3/1982 ,,,"31","095","1501 K STREET","Fairbury","NE","68352","Wal-Mart"
419,8/17/1982 ,5/21/2003 ,1,"20","151","2003 EAST 1ST ST","Pratt","KS","67124","Supercenter"
420,5/31/1982 ,3/1/2000 ,1,"48","485","2700 CENTRAL FREEWAY","Wichita Falls","TX","76305","Supercenter"
421,6/29/1982 ,3/1/1995 ,1,"48","497","800 S US HWY 81/287","Decatur","TX","76234","Supercenter"
422,8/3/1982 ,,,"17","033","1304 EAST MAIN STREET","Robinson","IL","62454","Wal-Mart"
423,12/1/1981 ,8/24/2005 ,1,"01","117","630 COLONIAL PROMENADE PKWY","Pelham","AL","35007","Supercenter"
424,8/3/1982 ,3/1/1994 ,1,"01","021","1415 7TH STREET SOUTH","Clanton","AL","35045","Supercenter"
425,8/3/1982 ,,,"01","007","30 WALNUT STREET","Brent","AL","35034","Wal-Mart"
426,11/30/1982 ,3/1/1998 ,1,"48","121","4691 STATE HWY 121","The Colony","TX","75056","Supercenter"
427,10/5/1982 ,3/1/1994 ,1,"48","231","7401 INTERSTATE 30","Greenville","TX","75402","Supercenter"
428,10/4/1983 ,3/1/1996 ,1,"22","033","5801 MAIN STREET","Zachary","LA","70791","Supercenter"
429,11/3/1981 ,3/1/1994 ,1,"48","215","1724 W UNIVERSITY DRIVE","Edinburg","TX","78539","Supercenter"
430,9/1/1981 ,3/1/1996 ,1,"21","083","1225 PARIS ROAD","Mayfield","KY","42066","Supercenter"
431,8/18/1981 ,3/1/1995 ,1,"21","145","3220 IRVING COBB DRIVE","Paducah","KY","42003","Supercenter"
432,8/18/1981 ,4/21/2004 ,1,"01","121","214 HAYNES STREET","Talladega","AL","35160","Supercenter"
433,8/11/1981 ,3/17/2004 ,1,"01","089","2200 SPARKMAN DRIVE","Huntsville","AL","35810","Supercenter"
434,8/11/1981 ,3/1/1996 ,1,"01","089","11610 MEMORIAL PKWY SOUTH","Huntsville","AL","35803","Supercenter"
435,9/21/1982 ,3/14/2001 ,1,"17","119","12495 STATE RTE 143","Highland","IL","62249","Supercenter"
436,9/21/1982 ,,,"17","027","2517 FRANKLIN ST","Carlyle","IL","62231","Wal-Mart"
437,9/21/1982 ,,,"48","015","2200 HIGHWAY 36 SOUTH","Sealy","TX","77474","Wal-Mart"
438,2/1/1984 ,,,"48","429","3732 WEST WALKER","Breckenridge","TX","76424","Wal-Mart"
440,8/31/1982 ,10/27/2004 ,1,"48","007","2401 HWY 35 NORTH","Rockport","TX","78382","Supercenter"
442,4/20/1982 ,3/1/1996 ,1,"48","273","1133 E GEN'L CAVAZOS BLVD","Kingsville","TX","78363","Supercenter"
443,10/5/1982 ,,,"48","325","103 19TH STREET","Hondo","TX","78861","Wal-Mart"
444,7/13/1982 ,5/22/2002 ,1,"29","077","3315 SOUTH CAMPBELL","Springfield","MO","65807","Supercenter"
445,10/5/1982 ,8/20/2003 ,1,"21","085","1801 ELIZABETHTOWN ROAD","Leitchfield","KY","42754","Supercenter"
446,4/3/1984 ,,,"48","313","1620 EAST MAIN","Madisonville","TX","77864","Wal-Mart"
447,11/16/1982 ,5/15/2002 ,1,"48","465","2410 DODSON ST","Del Rio","TX","78840","Supercenter"
448,8/3/1982 ,3/1/1998 ,1,"22","017","6235 WESTPORT AVE","Shreveport","LA","71129","Supercenter"
449,5/3/1983 ,5/21/2003 ,1,"48","245","4999 TWIN CITY HWY","Groves","TX","77642","Supercenter"
450,11/16/1982 ,3/1/2002 ,1,"22","017","9550 MANSFIELD RD","Shreveport","LA","71118","Supercenter"
451,2/2/1982 ,,,"29","019","405 NIFONG BLVD","Columbia","MO","65201","Wal-Mart"
452,4/20/1982 ,,,"48","215","4001 NORTH 23RD","McAllen (N)","TX","78504","Wal-Mart"
453,3/16/1982 ,,,"29","069","1007 NORTH DOUGLAS","Malden","MO","63863","Wal-Mart"
454,3/2/1982 ,4/13/2005 ,1,"17","191","150 COMMERCE DRIVE","Fairfield","IL","62837","Supercenter"
456,10/5/1982 ,3/14/2001 ,1,"48","061","3500 W ALTON GLOOR BLVD","Brownsville","TX","78520","Supercenter"
457,3/1/1983 ,,,"48","361","1350 NORTH MAIN","Vidor","TX","77662","Wal-Mart"
458,11/2/1982 ,3/14/2001 ,1,"48","409","2501 WEST WHEELER","Aransas Pass","TX","78336","Supercenter"
459,11/29/1983 ,,,"13","217","9218 HWY 278 NE","Covington","GA","30014","Wal-Mart"
460,11/29/1983 ,,,"17","021","10 WEST SECOND","Pana","IL","62557","Wal-Mart"
461,8/17/1982 ,10/30/2002 ,1,"48","323","496 SOUTH BIBB ST.","Eagle Pass","TX","78852","Supercenter"
462,10/5/1982 ,5/16/2001 ,1,"48","039","400 SOUTH BYPASS 35","Alvin","TX","77511","Supercenter"
463,8/31/1982 ,,,"48","025","2201 NORTH SAINT MARY","Beeville","TX","78102","Wal-Mart"
464,10/5/1982 ,3/1/1994 ,1,"48","355","3829 US HWY 77","Corpus Christi","TX","78410","Supercenter"
465,11/16/1982 ,,,"48","493","534 10TH STREET","Floresville","TX","78114","Wal-Mart"
466,11/16/1982 ,10/30/2002 ,1,"47","069","1604 WEST MARKET ST.","Bolivar","TN","38008","Supercenter"
467,11/16/1982 ,3/1/1996 ,1,"48","121","1515 SOUTH LOOP 288","Denton","TX","76208","Supercenter"
468,11/16/1982 ,4/24/2002 ,1,"05","091","133 ARKANSAS BLVD","Texarkana","AR","71854","Supercenter"
469,11/2/1982 ,3/1/1994 ,1,"22","019","3415 US 14","Lake Charles","LA","70607","Supercenter"
470,10/5/1982 ,3/1/1996 ,1,"48","355","1821 SOUTH PADRE ISLAND DR","Corpus Christi","TX","78416","Supercenter"
471,10/5/1982 ,3/1/1999 ,1,"48","113","150 NORTH BECKLEY","Lancaster","TX","75146","Supercenter"
472,4/29/1986 ,3/1/1999 ,1,"40","143","2301 WEST KENOSHA ST","Broken Arrow","OK","74012","Supercenter"
473,4/5/1983 ,,,"48","287","US HWY 290/2374 E AUSTIN","Giddings","TX","78942","Wal-Mart"
474,11/2/1982 ,,,"48","239","1002 NORTH WELLS","Edna","TX","77957","Wal-Mart"
475,11/30/1982 ,3/1/1995 ,1,"48","491","2701 SOUTH IH-35","Round Rock","TX","78664","Supercenter"
476,7/1/1983 ,5/18/2005 ,1,"48","099","2805 SO. HWY 36","Gatesville","TX","76528","Supercenter"
477,11/16/1982 ,4/13/2005 ,1,"47","065","9334 DAYTON PIKE","Soddy-Daisy","TN","37379","Supercenter"
478,3/6/1984 ,,,"48","163","819 N OAK STREET","Pearsall","TX","78061","Wal-Mart"
479,9/21/1982 ,3/1/1995 ,1,"40","065","2500 NORTH MAIN","Altus","OK","73521","Supercenter"
480,11/30/1982 ,,,"17","149","US 36 & 151 SHETLAND DRIVE","Pittsfield","IL","62363","Wal-Mart"
481,11/2/1982 ,3/1/1994 ,1,"17","029","101 DETTRO DRIVE","Mattoon","IL","61938","Supercenter"
482,7/17/1984 ,,,"48","039","301 N COLUMBIA DR","West Columbia","TX","77486","Wal-Mart"
483,10/5/1982 ,3/1/1996 ,1,"01","001","1903 COBBS FORD RD","Prattville","AL","36066","Supercenter"
484,2/1/1983 ,,,"20","045","3300 IOWA STREET","Lawrence","KS","66046","Wal-Mart"
485,8/2/1983 ,6/15/2005 ,1,"22","005","37000 HWY 3089","Donaldsonville","LA","70346","Supercenter"
486,10/4/1983 ,10/30/2002 ,1,"20","209","12801 KANSAS AVENUE","Bonner Springs","KS","66012","Supercenter"
487,3/1/1983 ,,,"17","039","10 CLINTON PLAZA HWY 54 WEST","Clinton","IL","61727","Wal-Mart"
488,11/16/1982 ,10/16/2002 ,1,"12","039","1940 PAT THOMAS PKWY","Quincy","FL","32351","Supercenter"
489,8/2/1983 ,3/1/1994 ,1,"22","105","2799 WEST THOMAS STREET","Hammond","LA","70401","Supercenter"
490,3/29/1983 ,,,"48","355","10241 SOUTH PADRE ISLAND DRIVE","Corpus Christi","TX","78418","Wal-Mart"
491,3/1/1983 ,3/1/1993 ,1,"21","145","5130 HINKLEVILLE ROAD","Paducah","KY","42001","Supercenter"
492,10/18/1983 ,3/1/1996 ,1,"18","083","650 KIMMEL RD","Vicennes","IN","47591","Supercenter"
493,4/5/1983 ,,,"21","017","2000 PARIS BYPASS","Paris","KY","40361","Wal-Mart"
494,10/5/1982 ,3/1/1996 ,1,"13","077","1025 BULLSBORO DR","Newnan","GA","30265","Supercenter"
495,8/2/1983 ,3/1/2000 ,1,"28","087","1913 HWY 45 NORTH","Columbus","MS","39701","Supercenter"
497,3/1/1983 ,3/1/1997 ,1,"21","211","500 TAYLORSVILLE RD","Shelbyville","KY","40065","Supercenter"
498,8/2/1983 ,,,"22","059","2426 EAST OAK STREET","Jena","LA","71342","Wal-Mart"
499,7/1/1983 ,8/20/2003 ,1,"40","047","5505 W OWEN K. GARRIOTT RD","Enid","OK","73703","Supercenter"
