"Col1","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"3786","Deputy Sheriff James Edward Throne","Kern County Sheriff's Department, CA","EOW: Friday, May 23, 2008","Cause of Death: Automobile accident","Automobile accident","2008-05-23","2008","False","Kern County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3787","Deputy Sheriff Michael Sean Thomas","Bibb County Sheriff's Office, GA","EOW: Sunday, May 25, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-05-25","2008","False","Bibb County Sheriff's Office","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3788","Sergeant Leslie Eugene ""Les"" Wilmott","Kiefer Police Department, OK","EOW: Thursday, May 29, 2008","Cause of Death: Automobile accident","Automobile accident","2008-05-29","2008","False","Kiefer Police Department","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"3789","Lieutenant Michael C. Avilucea","New Mexico State Police, NM","EOW: Friday, May 30, 2008","Cause of Death: Automobile accident","Automobile accident","2008-05-30","2008","False","New Mexico State Police","NM","Santa Fe","35.68224","-105.939728","New Mexico"
"3790","Police Officer Erik David Hite","Tucson Police Department, AZ","EOW: Monday, June 2, 2008","Cause of Death: Gunfire","Gunfire","2008-06-02","2008","False","Tucson Police Department","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3791","Police Officer Everett William Dennis","Carthage Police Department, TX","EOW: Tuesday, June 3, 2008","Cause of Death: Automobile accident","Automobile accident","2008-06-03","2008","False","Carthage Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3792","Deputy Sheriff Anthony Shane Tate","Grundy County Sheriff's Department, TN","EOW: Thursday, June 5, 2008","Cause of Death: Gunfire","Gunfire","2008-06-05","2008","False","Grundy County Sheriff's Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"3793","Police Officer Todd Allen Bahr","Fredericksburg Police Department, VA","EOW: Friday, June 6, 2008","Cause of Death: Gunfire","Gunfire","2008-06-06","2008","False","Fredericksburg Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
"3794","Sergeant Barbara Leggett Shumate","Texas Department of Criminal Justice, TX","EOW: Friday, June 13, 2008","Cause of Death: Automobile accident","Automobile accident","2008-06-13","2008","False","Texas Department of Criminal Justice","TX","Austin","30.27467","-97.740349","Texas"
"3795","Deputy Sheriff Steven Christopher Boehm","Onslow County Sheriff's Office, NC","EOW: Saturday, June 14, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-06-14","2008","False","Onslow County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3796","Deputy Sheriff Jose Antonio ""Tony"" Diaz","Yolo County Sheriff's Department, CA","EOW: Sunday, June 15, 2008","Cause of Death: Gunfire","Gunfire","2008-06-15","2008","False","Yolo County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3797","Trooper Ervin Michael Hawk Johnston, II","Alabama Department of Public Safety, AL","EOW: Monday, June 16, 2008","Cause of Death: Duty related illness","Duty related illness","2008-06-16","2008","False","Alabama Department of Public Safety","AL","Montgomery","32.377716","-86.300568","Alabama"
"3798","Trooper David Shawn Blanton, Jr.","North Carolina Highway Patrol, NC","EOW: Tuesday, June 17, 2008","Cause of Death: Gunfire","Gunfire","2008-06-17","2008","False","North Carolina Highway Patrol","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3799","Police Officer Nicholas Karl Heine","Pueblo Police Department, CO","EOW: Saturday, June 21, 2008","Cause of Death: Heart attack","Heart attack","2008-06-21","2008","False","Pueblo Police Department","CO","Denver","39.739227","-104.984856","Colorado"
"3800","Correctional Officer Donna Fitzgerald","Florida Department of Corrections, FL","EOW: Wednesday, June 25, 2008","Cause of Death: Stabbed","Stabbed","2008-06-25","2008","False","Florida Department of Corrections","FL","Tallahassee","30.438118","-84.281296","Florida"
"3801","Sergeant Richard Scott Findley","Prince George's County Police Department, MD","EOW: Friday, June 27, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-06-27","2008","False","Prince George's County Police Department","MD","Annapolis","38.978764","-76.490936","Maryland"
"3802","Police Officer Gary Allen Gryder","Houston Police Department, TX","EOW: Sunday, June 29, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-06-29","2008","False","Houston Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3803","K9 Baloo","Tempe Police Department, AZ","EOW: Tuesday, July 1, 2008","Cause of Death: Fall","Fall","2008-07-01","2008","True","Tempe Police Department","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3804","Police Officer Richard M. Francis","Chicago Police Department, IL","EOW: Wednesday, July 2, 2008","Cause of Death: Gunfire","Gunfire","2008-07-02","2008","False","Chicago Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"3805","Police Officer Kenneth  ""Greg"" Surles","Pell City Police Department, AL","EOW: Friday, July 4, 2008","Cause of Death: Automobile accident","Automobile accident","2008-07-04","2008","False","Pell City Police Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"3806","Police Officer Joshua T. Miktarian","Twinsburg Police Department, OH","EOW: Sunday, July 13, 2008","Cause of Death: Gunfire","Gunfire","2008-07-13","2008","False","Twinsburg Police Department","OH","Columbus","39.961346","-82.999069","Ohio"
"3807","K9 Oozi","Broward County Sheriff's Office, FL","EOW: Thursday, July 17, 2008","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2008-07-17","2008","True","Broward County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3808","Police Officer Andrew Allen Widman","Fort Myers Police Department, FL","EOW: Friday, July 18, 2008","Cause of Death: Gunfire","Gunfire","2008-07-18","2008","False","Fort Myers Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"3809","Deputy Sheriff Anthony E. Forgione","Okaloosa County Sheriff's Office, FL","EOW: Tuesday, July 22, 2008","Cause of Death: Gunfire","Gunfire","2008-07-22","2008","False","Okaloosa County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3810","Police Officer Aldo A. Rossi, Jr.","Port Dickinson Police Department, NY","EOW: Sunday, July 27, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-07-27","2008","False","Port Dickinson Police Department","NY","Albany","42.652843","-73.757874","New York"
"3811","Police Officer Allison M. Palmer","New York City Police Department, NY","EOW: Monday, July 28, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-07-28","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3812","Police Officer Christopher S. McMurry","New York City Police Department, NY","EOW: Friday, August 1, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-08-01","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3813","Deputy Sheriff Juan A. Escalante","Los Angeles County Sheriff's Department, CA","EOW: Saturday, August 2, 2008","Cause of Death: Gunfire","Gunfire","2008-08-02","2008","False","Los Angeles County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3814","Trooper Shawn W. Snow","New York State Police, NY","EOW: Sunday, August 3, 2008","Cause of Death: Electrocuted","Electrocuted","2008-08-03","2008","False","New York State Police","NY","Albany","42.652843","-73.757874","New York"
"3815","Detective Sandra Joyce Bullock","Bushnell Police Department, FL","EOW: Tuesday, August 5, 2008","Cause of Death: Automobile accident","Automobile accident","2008-08-05","2008","False","Bushnell Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"3816","Deputy Sheriff Dennis Carl Compton","Colleton County Sheriff's Office, SC","EOW: Wednesday, August 6, 2008","Cause of Death: Gunfire","Gunfire","2008-08-06","2008","False","Colleton County Sheriff's Office","SC","Columbia","34.000343","-81.033211","South Carolina"
"3817","Officer Monte Ruby","CoxHealth Department of Public Safety, MO","EOW: Wednesday, August 6, 2008","Cause of Death: Assault","Assault","2008-08-06","2008","False","CoxHealth Department of Public Safety","MO","Jefferson City","38.579201","-92.172935","Missouri"
"3818","Detective Michael Smith Phillips","Virginia Beach Police Department, VA","EOW: Thursday, August 7, 2008","Cause of Death: Gunfire","Gunfire","2008-08-07","2008","False","Virginia Beach Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
"3819","Corrections Officer Andrew Paul Reister","Suffolk County Sheriff's Office, NY","EOW: Saturday, August 9, 2008","Cause of Death: Assault","Assault","2008-08-09","2008","False","Suffolk County Sheriff's Office","NY","Albany","42.652843","-73.757874","New York"
"3820","Lieutenant Michael Patrick Howe","Baltimore County Police Department, MD","EOW: Monday, August 11, 2008","Cause of Death: Duty related illness","Duty related illness","2008-08-11","2008","False","Baltimore County Police Department","MD","Annapolis","38.978764","-76.490936","Maryland"
"3821","Deputy Probation Officer Irene Beatrice Rios","Imperial County Probation Department, CA","EOW: Wednesday, August 13, 2008","Cause of Death: Automobile accident","Automobile accident","2008-08-13","2008","False","Imperial County Probation Department","CA","Sacramento","38.576668","-121.493629","California"
"3822","Lieutenant Robert James Curry","Gulfport Police Department, MS","EOW: Thursday, August 14, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-08-14","2008","False","Gulfport Police Department","MS","Jackson","32.303848","-90.182106","Mississippi"
"3823","Sergeant Nelson Kai Ng","Ellensburg Police Department, WA","EOW: Friday, August 15, 2008","Cause of Death: Duty related illness","Duty related illness","2008-08-15","2008","False","Ellensburg Police Department","WA","Olympia","47.035805","-122.905014","Washington"
"3824","K9 King Luther","Rutland Police Department, VT","EOW: Tuesday, August 19, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-08-19","2008","True","Rutland Police Department","VT","Montpelier","44.262436","-72.580536","Vermont"
"3825","Deputy Sheriff Martha Ann Woods-Shareef","Lafourche Parish Sheriff's Department, LA","EOW: Wednesday, August 20, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-08-20","2008","False","Lafourche Parish Sheriff's Department","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"3826","Ordinance Officer Kathy Ann Cox","Gordon County Sheriff's Office, GA","EOW: Thursday, August 21, 2008","Cause of Death: Automobile accident","Automobile accident","2008-08-21","2008","False","Gordon County Sheriff's Office","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3827","Captain Jerry L. Scantling","Onslow County Sheriff's Office, NC","EOW: Friday, August 22, 2008","Cause of Death: Heart attack","Heart attack","2008-08-22","2008","False","Onslow County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3828","Police Officer Thomas Emil Raji","Perth Amboy Police Department, NJ","EOW: Friday, August 22, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-08-22","2008","False","Perth Amboy Police Department","NJ","Trenton","40.220596","-74.769913","New Jersey"
"3829","Police Officer Melvin Eugene Dyer","Duxbury Police Department, MA","EOW: Monday, August 25, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-08-25","2008","False","Duxbury Police Department","MA","Boston","42.358162","-71.063698","Massachusetts"
"3830","Trooper Evan Frederick Schneider","Montana Highway Patrol, MT","EOW: Tuesday, August 26, 2008","Cause of Death: Automobile accident","Automobile accident","2008-08-26","2008","False","Montana Highway Patrol","MT","Helena","46.585709","-112.018417","Montana"
"3831","Police Officer Timothy Allen Haley","Columbus Division of Police, OH","EOW: Tuesday, August 26, 2008","Cause of Death: Duty related illness","Duty related illness","2008-08-26","2008","False","Columbus Division of Police","OH","Columbus","39.961346","-82.999069","Ohio"
"3832","K9 Hieke","Coral Springs Police Department, FL","EOW: Wednesday, August 27, 2008","Cause of Death: Heat exhaustion","Heat exhaustion","2008-08-27","2008","True","Coral Springs Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"3833","K9 Striker","Scottsdale Police Department, AZ","EOW: Friday, August 29, 2008","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2008-08-29","2008","True","Scottsdale Police Department","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3834","Deputy Sheriff Eric Joseph Bellard","Calcasieu Parish Sheriff's Office, LA","EOW: Monday, September 1, 2008","Cause of Death: Exposure to toxins","Exposure to toxins","2008-09-01","2008","False","Calcasieu Parish Sheriff's Office","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"3835","Deputy Sheriff Anne Marie Jackson","Skagit County Sheriff's Office, WA","EOW: Tuesday, September 2, 2008","Cause of Death: Gunfire","Gunfire","2008-09-02","2008","False","Skagit County Sheriff's Office","WA","Olympia","47.035805","-122.905014","Washington"
"3836","Officer Christopher Michael Kane","Jacksonville Sheriff's Office, FL","EOW: Thursday, September 4, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-04","2008","False","Jacksonville Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3837","Police Officer Isabel Nazario","Philadelphia Police Department, PA","EOW: Friday, September 5, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-09-05","2008","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3838","Deputy Sheriff Marty Michael Martin","Franklin County Sheriff's Office, OH","EOW: Saturday, September 6, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-06","2008","False","Franklin County Sheriff's Office","OH","Columbus","39.961346","-82.999069","Ohio"
"3839","Police Officer Kenneth Andrew Santucci","Belleville Police Department, NJ","EOW: Saturday, September 6, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-06","2008","False","Belleville Police Department","NJ","Trenton","40.220596","-74.769913","New Jersey"
"3840","Sergeant Paul Avery Starzyk","Martinez Police Department, CA","EOW: Saturday, September 6, 2008","Cause of Death: Gunfire","Gunfire","2008-09-06","2008","False","Martinez Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3841","Trooper Andrew James Stocks","North Carolina Highway Patrol, NC","EOW: Tuesday, September 9, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-09","2008","False","North Carolina Highway Patrol","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3842","Sergeant Dario Scott Aponte","New Haven Police Department, CT","EOW: Wednesday, September 10, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-10","2008","False","New Haven Police Department","CT","Hartford<br>","41.764046","-72.682198","Connecticut"
"3843","Police Officer Grant Anthony Jansen","St. Charles Police Department, MO","EOW: Wednesday, September 10, 2008","Cause of Death: Automobile accident","Automobile accident","2008-09-10","2008","False","St. Charles Police Department","MO","Jefferson City","38.579201","-92.172935","Missouri"
"3844","Police Officer III Spree Desha","Los Angeles Police Department, CA","EOW: Friday, September 12, 2008","Cause of Death: Train accident","Train accident","2008-09-12","2008","False","Los Angeles Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3845","Police Officer Michael Anthony Robbins","Chicago Police Department, IL","EOW: Saturday, September 13, 2008","Cause of Death: Gunfire","Gunfire","2008-09-13","2008","False","Chicago Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"3846","Sergeant Michael Christopher Weigand, Jr.","Latimore Township Police Department, PA","EOW: Sunday, September 14, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-09-14","2008","False","Latimore Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3847","Detective Thomas L. ""Tommy"" Keen","Harris County Sheriff's Office, TX","EOW: Monday, September 15, 2008","Cause of Death: Accidental","Accidental","2008-09-15","2008","False","Harris County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"3848","Deputy Sheriff Adam William Klutz","Caldwell County Sheriff's Office, NC","EOW: Friday, September 19, 2008","Cause of Death: Gunfire","Gunfire","2008-09-19","2008","False","Caldwell County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3849","Sergeant Patrick McDonald","Philadelphia Police Department, PA","EOW: Tuesday, September 23, 2008","Cause of Death: Gunfire","Gunfire","2008-09-23","2008","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3850","Staff Sergeant Steven Raul Medeiros","Kennesaw State University Department of Public Safety, GA","EOW: Friday, September 26, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-09-26","2008","False","Kennesaw State University Department of Public Safety","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3851","Sergeant Robert Craig Douglas","Oklahoma City Police Department, OK","EOW: Sunday, September 28, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-09-28","2008","False","Oklahoma City Police Department","OK","Oklahoma City","35.492207","-97.503342","Oklahoma"
"3852","Police Officer Nathaniel Taylor, Jr.","Chicago Police Department, IL","EOW: Sunday, September 28, 2008","Cause of Death: Gunfire","Gunfire","2008-09-28","2008","False","Chicago Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"3853","Trooper First Class Mickey Charles Lippy","Maryland State Police, MD","EOW: Sunday, September 28, 2008","Cause of Death: Aircraft accident","Aircraft accident","2008-09-28","2008","False","Maryland State Police","MD","Annapolis","38.978764","-76.490936","Maryland"
"3854","Correctional Officer Douglas Eugene Falconer","Arizona Department of Corrections, AZ","EOW: Wednesday, October 1, 2008","Cause of Death: Heart attack","Heart attack","2008-10-01","2008","False","Arizona Department of Corrections","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3855","Sergeant Jeffry Kowalski","St. Louis Metropolitan Police Department, MO","EOW: Wednesday, October 1, 2008","Cause of Death: Gunfire","Gunfire","2008-10-01","2008","False","St. Louis Metropolitan Police Department","MO","Jefferson City","38.579201","-92.172935","Missouri"
"3856","Correctional Officer Rodney Kelley","Alabama Department of Corrections, AL","EOW: Friday, October 3, 2008","Cause of Death: Automobile accident","Automobile accident","2008-10-03","2008","False","Alabama Department of Corrections","AL","Montgomery","32.377716","-86.300568","Alabama"
"3857","Police Officer Bradley Alan Moody","Richmond Police Department, CA","EOW: Tuesday, October 7, 2008","Cause of Death: Automobile accident","Automobile accident","2008-10-07","2008","False","Richmond Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3858","Police Officer Gary Mausberg","New York City Police Department, NY","EOW: Wednesday, October 8, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-10-08","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3859","Deputy Sheriff David Whitfield Gilstrap, Jr.","Oconee County Sheriff's Office, GA","EOW: Thursday, October 9, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-10-09","2008","False","Oconee County Sheriff's Office","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3860","Game Warden George Harold Whatley, Jr.","Texas Parks and Wildlife Department - Law Enforcement Division, TX","EOW: Friday, October 10, 2008","Cause of Death: Heart attack","Heart attack","2008-10-10","2008","False","Texas Parks and Wildlife Department - Law Enforcement Division","TX","Austin","30.27467","-97.740349","Texas"
"3861","Police Officer Robert J. Nicosia","New York City Police Department, NY","EOW: Friday, October 10, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-10-10","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3862","Officer / Paramedic Bruce Wesley Harrolle","Arizona Department of Public Safety, AZ","EOW: Monday, October 13, 2008","Cause of Death: Aircraft accident","Aircraft accident","2008-10-13","2008","False","Arizona Department of Public Safety","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3863","K9 Hector","Lafayette Parish Sheriff's Office, LA","EOW: Monday, October 13, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-10-13","2008","True","Lafayette Parish Sheriff's Office","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"3864","Deputy Sheriff Sarah Irene Haylett-Jones","Monroe County Sheriff's Department, IN","EOW: Sunday, October 19, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-10-19","2008","False","Monroe County Sheriff's Department","IN","Indianapolis","39.768623","-86.162643","Indiana"
"3865","Police Officer David Donald Tome","Northern York County Regional Police Department, PA","EOW: Tuesday, October 21, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-10-21","2008","False","Northern York County Regional Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3866","K9 Andy","Plymouth Township Police Department, PA","EOW: Wednesday, October 22, 2008","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2008-10-22","2008","True","Plymouth Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3867","Police Officer Richard Mark Bremer","Frederick City Police Department, MD","EOW: Thursday, October 23, 2008","Cause of Death: Vehicle pursuit","Vehicle pursuit","2008-10-23","2008","False","Frederick City Police Department","MD","Annapolis","38.978764","-76.490936","Maryland"
"3868","Deputy Sheriff Randy Jay Hamson","Los Angeles County Sheriff's Department, CA","EOW: Friday, October 24, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-10-24","2008","False","Los Angeles County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3869","Police Officer Shane Cory Figueroa","Phoenix Police Department, AZ","EOW: Saturday, October 25, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-10-25","2008","False","Phoenix Police Department","AZ","Phoenix","33.448143","-112.096962","Arizona"
"3870","Inspector Richard D. Winter","New York City Police Department, NY","EOW: Saturday, October 25, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-10-25","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3871","Second Lieutenant Francis Joseph Stecco","Fairfax County Police Department, VA","EOW: Saturday, October 25, 2008","Cause of Death: Drowned","Drowned","2008-10-25","2008","False","Fairfax County Police Department","VA","Richmond","37.538857","-77.43364","Virginia"
"3872","Sergeant Michael R. King","University City Police Department, MO","EOW: Friday, October 31, 2008","Cause of Death: Gunfire","Gunfire","2008-10-31","2008","False","University City Police Department","MO","Jefferson City","38.579201","-92.172935","Missouri"
"3873","Police Officer Frank Paul Russo","Schaumburg Police Department, IL","EOW: Saturday, November 1, 2008","Cause of Death: Heart attack","Heart attack","2008-11-01","2008","False","Schaumburg Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"3874","Police Officer Nathaniel Michael Burnfield","South Strabane Township Police Department, PA","EOW: Tuesday, November 4, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-11-04","2008","False","South Strabane Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3875","Detective Joseph M. Airhart, Jr.","Chicago Police Department, IL","EOW: Tuesday, November 4, 2008","Cause of Death: Gunfire","Gunfire","2008-11-04","2008","False","Chicago Police Department","IL","Springfield","39.798363","-89.654961","Illinois"
"3876","Sergeant Geoffrey Justin Galindo","Escondido Police Department, CA","EOW: Friday, November 7, 2008","Cause of Death: Heart attack","Heart attack","2008-11-07","2008","False","Escondido Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3877","Police Officer Charles Benjamin Skinner","North Salt Lake Police Department, UT","EOW: Saturday, November 8, 2008","Cause of Death: Vehicle pursuit","Vehicle pursuit","2008-11-08","2008","False","North Salt Lake Police Department","UT","Salt Lake City","40.777477","-111.888237","Utah"
"3878","Conservation Officer Nathan Mims","Alabama Department of Conservation and Natural Resources - Wildlife and Freshwater Fisheries, AL","EOW: Tuesday, November 11, 2008","Cause of Death: Heart attack","Heart attack","2008-11-11","2008","False","Alabama Department of Conservation and Natural Resources - Wildlife and Freshwater Fisheries","AL","Montgomery","32.377716","-86.300568","Alabama"
"3879","Deputy Sheriff Lawrence Wilhelm Canfield","Sacramento County Sheriff's Department, CA","EOW: Wednesday, November 12, 2008","Cause of Death: Motorcycle accident","Motorcycle accident","2008-11-12","2008","False","Sacramento County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3880","Sergeant Darrell  ""Monty"" Carmikle","Arkansas Game and Fish Commission, AR","EOW: Sunday, November 16, 2008","Cause of Death: Aircraft accident","Aircraft accident","2008-11-16","2008","False","Arkansas Game and Fish Commission","AR","Little Rock","34.746613","-92.288986","Arkansas"
"3881","Lieutenant Joseph A. Martyna","Florida Fish and Wildlife Conservation Commission, FL","EOW: Sunday, November 16, 2008","Cause of Death: Heart attack","Heart attack","2008-11-16","2008","False","Florida Fish and Wildlife Conservation Commission","FL","Tallahassee","30.438118","-84.281296","Florida"
"3882","Sergeant Timothy Simpson","Philadelphia Police Department, PA","EOW: Monday, November 17, 2008","Cause of Death: Vehicular assault","Vehicular assault","2008-11-17","2008","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3883","Sergeant Alex W. Baez","New York City Police Department, NY","EOW: Saturday, November 22, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-11-22","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3884","Police Officer Alex Del Rio","Hollywood Police Department, FL","EOW: Saturday, November 22, 2008","Cause of Death: Automobile accident","Automobile accident","2008-11-22","2008","False","Hollywood Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"3885","Deputy Sheriff Nick P. Pham","Monroe County Sheriff's Office, FL","EOW: Wednesday, November 26, 2008","Cause of Death: Automobile accident","Automobile accident","2008-11-26","2008","False","Monroe County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3886","Sheriff Steven Brent Lee, Sr.","Trinity County Sheriff's Office, TX","EOW: Thursday, November 27, 2008","Cause of Death: Vehicle pursuit","Vehicle pursuit","2008-11-27","2008","False","Trinity County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"3887","Police Officer Robert Anthony Davis","San Antonio Police Department, TX","EOW: Monday, December 1, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-12-01","2008","False","San Antonio Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3888","Police Officer Vito Mauro","New York City Police Department, NY","EOW: Tuesday, December 2, 2008","Cause of Death: 9/11 related illness","9/11 related illness","2008-12-02","2008","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3889","Police Officer Timothy Scott Abernethy","Houston Police Department, TX","EOW: Sunday, December 7, 2008","Cause of Death: Gunfire","Gunfire","2008-12-07","2008","False","Houston Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3890","Deputy Sheriff Brian DeWayne Denning","Sumner County Sheriff's Department, TN","EOW: Monday, December 8, 2008","Cause of Death: Automobile accident","Automobile accident","2008-12-08","2008","False","Sumner County Sheriff's Department","TN","Nashville","36.16581","-86.784241","Tennessee"
"3891","Captain Thomas Paul Tennant","Woodburn Police Department, OR","EOW: Friday, December 12, 2008","Cause of Death: Bomb","Bomb","2008-12-12","2008","False","Woodburn Police Department","OR","Salem","44.938461","-123.030403","Oregon"
"3892","Senior Trooper William Robert Hakim","Oregon State Police, OR","EOW: Friday, December 12, 2008","Cause of Death: Bomb","Bomb","2008-12-12","2008","False","Oregon State Police","OR","Salem","44.938461","-123.030403","Oregon"
"3893","K9 Carsen","Giles County Sheriff's Office, VA","EOW: Friday, December 12, 2008","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2008-12-12","2008","True","Giles County Sheriff's Office","VA","Richmond","37.538857","-77.43364","Virginia"
"3894","Officer Joseph Paul Sanders","California Highway Patrol, CA","EOW: Monday, December 15, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-12-15","2008","False","California Highway Patrol","CA","Sacramento","38.576668","-121.493629","California"
"3895","Police Officer Mark Steven Simmons","Amarillo Police Department, TX","EOW: Wednesday, December 17, 2008","Cause of Death: Automobile accident","Automobile accident","2008-12-17","2008","False","Amarillo Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3896","Deputy Sheriff Jeremy Keith Carter","Evangeline Parish Sheriff's Department, LA","EOW: Friday, December 19, 2008","Cause of Death: Duty related illness","Duty related illness","2008-12-19","2008","False","Evangeline Parish Sheriff's Department","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"3897","Deputy Sheriff William Kenneth Chadwell","Pickaway County Sheriff's Office, OH","EOW: Wednesday, December 24, 2008","Cause of Death: Struck by vehicle","Struck by vehicle","2008-12-24","2008","False","Pickaway County Sheriff's Office","OH","Columbus","39.961346","-82.999069","Ohio"
