"","name","province","region","English","French","both","either","neither","total","engperc","frenperc"
"3548","Cumberland House Cree Nation 20","pr47","Prairies",710,0,0,710,0,710,100,0
"3549","Montreal Lake 106","pr47","Prairies",995,0,0,995,0,995,100,0
"3550","Stanley 157","pr47","Prairies",1615,0,0,1615,15,1630,99.079754601227,0
"3551","La Plonge 192","pr47","Prairies",115,0,0,115,0,115,100,0
"3552","Morin Lake 217","pr47","Prairies",610,0,0,610,10,620,98.3870967741936,0
"3553","Lac La Ronge 156","pr47","Prairies",1910,15,15,1910,0,1910,100,0.785340314136126
"3554","Kitsakie 156B","pr47","Prairies",645,0,0,645,0,645,100,0
"3555","Wapachewunak 192D","pr47","Prairies",485,0,0,485,0,485,100,0
"3556","Buffalo River Dene Nation 193 (Peter Pond Lake 193)","pr47","Prairies",760,0,0,760,0,760,100,0
"3557","Turnor Lake 193B","pr47","Prairies",420,0,0,420,0,420,100,0
"3558","Southend 200","pr47","Prairies",895,0,0,895,10,905,98.8950276243094,0
"3559","Fond du Lac 227","pr47","Prairies",855,5,0,860,15,875,97.7142857142857,0.571428571428571
"3560","Chicken 224","pr47","Prairies",1055,0,0,1055,10,1065,99.0610328638498,0
"3561","Grandmother's Bay 219","pr47","Prairies",340,5,5,340,0,340,100,1.47058823529412
"3562","Lac La Hache 220","pr47","Prairies",1225,5,5,1225,30,1255,97.609561752988,0.398406374501992
"3563","Clearwater River Dene 222","pr47","Prairies",675,5,5,675,105,780,86.5384615384615,0.641025641025641
"3564","Kimosom Pwatinahk 203 (Deschambault Lake)","pr47","Prairies",1190,0,0,1190,5,1195,99.581589958159,0
"3565","Kinoosao-Thomas Clark 204","pr47","Prairies",40,0,0,40,0,40,100,0
"3566","Cypress County","pr48","British Columbia",7170,150,150,7170,40,7210,99.4452149791956,2.08044382801664
"3567","Medicine Hat","pr48","British Columbia",58825,2210,2200,58835,185,59020,99.6696035242291,3.74449339207048
"3568","Forty Mile County No. 8","pr48","British Columbia",3185,30,30,3185,155,3340,95.3592814371258,0.898203592814371
"3569","Foremost","pr48","British Columbia",515,5,5,515,10,525,98.0952380952381,0.952380952380952
"3570","Bow Island","pr48","British Columbia",1775,25,25,1775,150,1925,92.2077922077922,1.2987012987013
"3571","Redcliff","pr48","British Columbia",5405,145,140,5410,175,5585,96.7770814682184,2.59623992837959
"3572","Warner County No. 5","pr48","British Columbia",3705,45,45,3705,145,3850,96.2337662337662,1.16883116883117
"3573","Coutts","pr48","British Columbia",280,15,15,280,0,280,100,5.35714285714286
"3574","Milk River","pr48","British Columbia",790,30,30,790,5,795,99.3710691823899,3.77358490566038
"3575","Warner","pr48","British Columbia",330,10,10,330,0,330,100,3.03030303030303
"3576","Raymond","pr48","British Columbia",3680,120,120,3680,0,3680,100,3.26086956521739
"3577","Stirling","pr48","British Columbia",1085,40,40,1085,5,1090,99.5412844036697,3.6697247706422
"3578","Lethbridge County","pr48","British Columbia",9715,195,195,9715,190,9905,98.0817768803635,1.96870267541646
"3579","Lethbridge","pr48","British Columbia",82315,4195,4155,82355,500,82855,99.3482590066984,5.06306197574075
"3580","Coalhurst","pr48","British Columbia",1960,60,60,1960,5,1965,99.7455470737914,3.05343511450382
"3581","Nobleford","pr48","British Columbia",975,25,25,975,25,1000,97.5,2.5
"3582","Barons","pr48","British Columbia",305,10,10,305,10,315,96.8253968253968,3.17460317460317
"3583","Picture Butte","pr48","British Columbia",1615,20,20,1615,10,1625,99.3846153846154,1.23076923076923
"3584","Coaldale","pr48","British Columbia",7410,185,185,7410,40,7450,99.4630872483221,2.48322147651007
"3585","Taber","pr48","British Columbia",6435,60,55,6440,420,6860,93.8046647230321,0.87463556851312
"3586","Taber","pr48","British Columbia",7965,130,125,7970,140,8110,98.2120838471023,1.60295930949445
"3587","Barnwell","pr48","British Columbia",745,0,0,745,20,765,97.3856209150327,0
"3588","Vauxhall","pr48","British Columbia",1185,10,10,1185,105,1290,91.8604651162791,0.775193798449612
"3589","Newell County No. 4","pr48","British Columbia",6715,110,110,6715,65,6780,99.0412979351032,1.62241887905605
"3590","Tilley","pr48","British Columbia",350,10,10,350,5,355,98.5915492957747,2.8169014084507
"3591","Brooks","pr48","British Columbia",13075,485,430,13130,270,13400,97.5746268656716,3.61940298507463
"3592","Duchess","pr48","British Columbia",990,20,20,990,5,995,99.4974874371859,2.01005025125628
"3593","Rosemary","pr48","British Columbia",340,0,0,340,0,340,100,0
"3594","Bassano","pr48","British Columbia",1270,30,30,1270,10,1280,99.21875,2.34375
"3595","Cardston County","pr48","British Columbia",4105,65,65,4105,60,4165,98.5594237695078,1.56062424969988
"3596","Magrath","pr48","British Columbia",2180,50,50,2180,5,2185,99.7711670480549,2.2883295194508
"3597","Improvement District No.  4 Waterton","pr48","British Columbia",90,10,10,90,0,90,100,11.1111111111111
"3598","Cardston","pr48","British Columbia",3560,105,105,3560,10,3570,99.7198879551821,2.94117647058824
"3599","Glenwood","pr48","British Columbia",285,5,5,285,0,285,100,1.75438596491228
"3600","Hill Spring","pr48","British Columbia",180,0,0,180,0,180,100,0
"3601","Pincher Creek No. 9","pr48","British Columbia",3040,125,125,3040,35,3075,98.8617886178862,4.0650406504065
"3602","Pincher Creek","pr48","British Columbia",3680,195,195,3680,5,3685,99.8643147896879,5.29172320217096
"3603","Cowley","pr48","British Columbia",235,20,20,235,0,235,100,8.51063829787234
"3604","Willow Creek No. 26","pr48","British Columbia",5035,110,110,5035,75,5110,98.53228962818,2.15264187866928
"3605","Fort Macleod","pr48","British Columbia",3015,75,75,3015,5,3020,99.8344370860927,2.48344370860927
"3606","Granum","pr48","British Columbia",450,15,15,450,0,450,100,3.33333333333333
"3607","Claresholm","pr48","British Columbia",3625,85,85,3625,5,3630,99.8622589531681,2.34159779614325
"3608","Stavely","pr48","British Columbia",500,5,5,500,0,500,100,1
"3609","Nanton","pr48","British Columbia",2090,80,80,2090,15,2105,99.2874109263658,3.80047505938242
"3610","Piikani 147","pr48","British Columbia",1220,5,5,1220,0,1220,100,0.409836065573771
"3611","Blood 148","pr48","British Columbia",4655,10,5,4660,5,4665,99.7856377277599,0.214362272240086
"3612","Acadia No. 34","pr48","British Columbia",480,10,10,480,20,500,96,2
"3613","Special Area No. 2","pr48","British Columbia",2005,10,10,2005,15,2020,99.2574257425743,0.495049504950495
"3614","Empress","pr48","British Columbia",190,10,10,190,0,190,100,5.26315789473684
"3615","Hanna","pr48","British Columbia",2615,50,50,2615,0,2615,100,1.91204588910134
"3616","Special Area No. 3","pr48","British Columbia",1100,10,10,1100,15,1115,98.6547085201794,0.896860986547085
"3617","Oyen","pr48","British Columbia",915,5,5,915,25,940,97.3404255319149,0.531914893617021
"3618","Cereal","pr48","British Columbia",135,0,0,135,0,135,100,0
"3619","Youngstown","pr48","British Columbia",180,5,5,180,0,180,100,2.77777777777778
"3620","Special Area No. 4","pr48","British Columbia",1345,10,10,1345,5,1350,99.6296296296296,0.740740740740741
"3621","Veteran","pr48","British Columbia",245,0,0,245,0,245,100,0
"3622","Consort","pr48","British Columbia",675,10,10,675,0,675,100,1.48148148148148
"3623","Vulcan County","pr48","British Columbia",3760,45,40,3765,110,3875,97.0322580645161,1.16129032258065
"3624","Carmangay","pr48","British Columbia",335,10,10,335,15,350,95.7142857142857,2.85714285714286
"3625","Champion","pr48","British Columbia",380,15,15,380,0,380,100,3.94736842105263
"3626","Vulcan","pr48","British Columbia",1745,35,35,1745,5,1750,99.7142857142857,2
"3627","Lomond","pr48","British Columbia",165,0,0,165,5,170,97.0588235294118,0
"3628","Milo","pr48","British Columbia",125,5,5,125,0,125,100,4
"3629","Arrowwood","pr48","British Columbia",175,5,5,175,10,185,94.5945945945946,2.7027027027027
"3630","Wheatland County","pr48","British Columbia",8220,195,195,8220,60,8280,99.2753623188406,2.35507246376812
"3631","Strathmore","pr48","British Columbia",12255,435,430,12260,15,12275,99.837067209776,3.54378818737271
"3632","Hussar","pr48","British Columbia",175,5,5,175,0,175,100,2.85714285714286
"3633","Standard","pr48","British Columbia",375,15,15,375,5,380,98.6842105263158,3.94736842105263
"3634","Rockyford","pr48","British Columbia",325,10,10,325,0,325,100,3.07692307692308
"3635","Drumheller","pr48","British Columbia",7345,220,220,7345,10,7355,99.8640380693406,2.99116247450714
"3636","Starland County","pr48","British Columbia",1995,30,30,1995,60,2055,97.0802919708029,1.45985401459854
"3637","Delia","pr48","British Columbia",190,5,5,190,0,190,100,2.63157894736842
"3638","Munson","pr48","British Columbia",210,10,10,210,0,210,100,4.76190476190476
"3639","Morrin","pr48","British Columbia",245,10,10,245,0,245,100,4.08163265306122
"3640","Kneehill County","pr48","British Columbia",4880,85,80,4885,0,4885,99.8976458546571,1.74002047082907
"3641","Carbon","pr48","British Columbia",475,15,15,475,0,475,100,3.15789473684211
"3642","Acme","pr48","British Columbia",655,25,25,655,0,655,100,3.81679389312977
"3643","Linden","pr48","British Columbia",725,15,15,725,0,725,100,2.06896551724138
"3644","Three Hills","pr48","British Columbia",3170,95,95,3170,5,3175,99.8425196850394,2.99212598425197
"3645","Trochu","pr48","British Columbia",1020,20,20,1020,5,1025,99.5121951219512,1.95121951219512
"3646","Siksika 146","pr48","British Columbia",2975,5,5,2975,0,2975,100,0.168067226890756
"3647","Foothills No. 31","pr48","British Columbia",21200,1160,1150,21210,40,21250,99.7647058823529,5.45882352941176
"3648","High River","pr48","British Columbia",12785,695,695,12785,70,12855,99.4554647996888,5.40645663166083
"3649","Longview","pr48","British Columbia",310,30,25,315,0,315,98.4126984126984,9.52380952380952
"3650","Turner Valley","pr48","British Columbia",2160,90,90,2160,0,2160,100,4.16666666666667
"3651","Black Diamond","pr48","British Columbia",2345,85,85,2345,5,2350,99.7872340425532,3.61702127659574
"3652","Okotoks","pr48","British Columbia",24460,1580,1565,24475,30,24505,99.8163640073454,6.44766374209345
"3653","Rocky View County","pr48","British Columbia",36280,2545,2540,36285,135,36420,99.615595826469,6.98791872597474
"3654","Calgary","pr48","British Columbia",1060970,82455,81450,1061975,25425,1087400,97.5694316718779,7.5827662313776
"3655","Chestermere","pr48","British Columbia",14520,565,560,14525,300,14825,97.9426644182125,3.81112984822934
"3656","Cochrane","pr48","British Columbia",17440,1555,1550,17445,25,17470,99.8282770463652,8.90097309673726
"3657","Airdrie","pr48","British Columbia",42350,2990,2970,42370,105,42475,99.7057092407298,7.0394349617422
"3658","Irricana","pr48","British Columbia",1160,40,40,1160,5,1165,99.5708154506438,3.43347639484979
"3659","Beiseker","pr48","British Columbia",785,35,35,785,0,785,100,4.45859872611465
"3660","Crossfield","pr48","British Columbia",2850,100,100,2850,0,2850,100,3.50877192982456
"3661","Mountain View County","pr48","British Columbia",12340,400,395,12345,15,12360,99.8381877022654,3.23624595469256
"3662","Carstairs","pr48","British Columbia",3435,125,125,3435,10,3445,99.7097242380261,3.62844702467344
"3663","Cremona","pr48","British Columbia",455,15,15,455,0,455,100,3.2967032967033
"3664","Didsbury","pr48","British Columbia",4810,155,155,4810,0,4810,100,3.22245322245322
"3665","Olds","pr48","British Columbia",8055,280,275,8060,0,8060,99.9379652605459,3.47394540942928
"3666","Sundre","pr48","British Columbia",2610,90,90,2610,0,2610,100,3.44827586206897
"3667","Eden Valley 216","pr48","British Columbia",590,0,0,590,0,590,100,0
"3668","Tsuu T'ina Nation 145 (Sarcee 145)","pr48","British Columbia",1775,105,105,1775,5,1780,99.7191011235955,5.89887640449438
"3669","Provost No. 52","pr48","British Columbia",2290,20,20,2290,0,2290,100,0.873362445414847
"3670","Provost","pr48","British Columbia",2000,40,40,2000,5,2005,99.7506234413965,1.99501246882793
"3671","Czar","pr48","British Columbia",165,5,5,165,0,165,100,3.03030303030303
"3672","Hughenden","pr48","British Columbia",230,15,15,230,0,230,100,6.52173913043478
"3673","Amisk","pr48","British Columbia",205,0,0,205,0,205,100,0
"3674","Paintearth County No. 18","pr48","British Columbia",2010,35,35,2010,15,2025,99.2592592592593,1.72839506172839
"3675","Coronation","pr48","British Columbia",905,15,15,905,10,915,98.9071038251366,1.63934426229508
"3676","Castor","pr48","British Columbia",910,35,35,910,0,910,100,3.84615384615385
"3677","Halkirk","pr48","British Columbia",120,0,0,120,0,120,100,0
"3678","Stettler County No. 6","pr48","British Columbia",5050,105,105,5050,40,5090,99.2141453831041,2.06286836935167
"3679","Big Valley","pr48","British Columbia",365,5,5,365,0,365,100,1.36986301369863
"3680","Botha","pr48","British Columbia",175,5,5,175,0,175,100,2.85714285714286
"3681","Stettler","pr48","British Columbia",5645,140,135,5650,15,5665,99.6469549867608,2.47131509267432
"3682","White Sands","pr48","British Columbia",90,0,0,90,0,90,100,0
"3683","Rochon Sands","pr48","British Columbia",85,5,5,85,0,85,100,5.88235294117647
"3684","Donalda","pr48","British Columbia",260,5,5,260,0,260,100,1.92307692307692
"3685","Flagstaff County","pr48","British Columbia",3200,45,45,3200,40,3240,98.7654320987654,1.38888888888889
"3686","Alliance","pr48","British Columbia",170,10,10,170,0,170,100,5.88235294117647
"3687","Galahad","pr48","British Columbia",100,0,0,100,0,100,100,0
"3688","Forestburg","pr48","British Columbia",825,30,30,825,0,825,100,3.63636363636364
"3689","Heisler","pr48","British Columbia",150,0,0,150,0,150,100,0
"3690","Daysland","pr48","British Columbia",805,15,15,805,0,805,100,1.86335403726708
"3691","Strome","pr48","British Columbia",230,5,5,230,0,230,100,2.17391304347826
"3692","Killam","pr48","British Columbia",940,10,10,940,5,945,99.4708994708995,1.05820105820106
"3693","Sedgewick","pr48","British Columbia",850,20,20,850,0,850,100,2.35294117647059
"3694","Lougheed","pr48","British Columbia",225,5,5,225,15,240,93.75,2.08333333333333
"3695","Hardisty","pr48","British Columbia",625,15,15,625,0,625,100,2.4
"3696","Wainwright No. 61","pr48","British Columbia",4100,240,210,4130,15,4145,98.9143546441496,5.79010856453559
"3697","Chauvin","pr48","British Columbia",335,5,5,335,0,335,100,1.49253731343284
"3698","Edgerton","pr48","British Columbia",315,10,10,315,0,315,100,3.17460317460317
"3699","Wainwright","pr48","British Columbia",5660,350,340,5670,15,5685,99.5602462620932,6.15655233069481
"3700","Irma","pr48","British Columbia",460,20,20,460,0,460,100,4.34782608695652
"3701","Red Deer County","pr48","British Columbia",17745,660,655,17750,35,17785,99.7750913691313,3.71099240933371
"3702","Elnora","pr48","British Columbia",310,10,10,310,0,310,100,3.2258064516129
"3703","Delburne","pr48","British Columbia",825,15,15,825,0,825,100,1.81818181818182
"3704","Jarvis Bay","pr48","British Columbia",205,15,15,205,0,205,100,7.31707317073171
"3705","Bowden","pr48","British Columbia",1240,30,30,1240,5,1245,99.5983935742972,2.40963855421687
"3706","Innisfail","pr48","British Columbia",7855,255,255,7855,15,7870,99.8094027954257,3.24015247776366
"3707","Penhold","pr48","British Columbia",2375,90,90,2375,5,2380,99.7899159663866,3.78151260504202
"3708","Red Deer","pr48","British Columbia",88835,5085,5040,88880,500,89380,99.390243902439,5.68919221302305
"3709","Sylvan Lake","pr48","British Columbia",12200,785,780,12205,5,12210,99.9180999180999,6.42915642915643
"3710","Norglenwold","pr48","British Columbia",230,10,10,230,0,230,100,4.34782608695652
"3711","Lacombe County","pr48","British Columbia",10270,330,330,10270,45,10315,99.5637421231217,3.19922443044111
"3712","Birchcliff","pr48","British Columbia",115,10,10,115,0,115,100,8.69565217391304
"3713","Eckville","pr48","British Columbia",1120,15,15,1120,0,1120,100,1.33928571428571
"3714","Bentley","pr48","British Columbia",1055,25,25,1055,10,1065,99.0610328638498,2.34741784037559
"3715","Sunbreaker Cove","pr48","British Columbia",65,0,0,65,0,65,100,0
"3716","Gull Lake","pr48","British Columbia",125,5,5,125,0,125,100,4
"3717","Blackfalds","pr48","British Columbia",6280,295,290,6285,15,6300,99.6825396825397,4.68253968253968
"3718","Lacombe","pr48","British Columbia",11505,635,630,11510,30,11540,99.6967071057192,5.50259965337955
"3719","Clive","pr48","British Columbia",680,5,5,680,0,680,100,0.735294117647059
"3720","Alix","pr48","British Columbia",830,20,20,830,0,830,100,2.40963855421687
"3721","Ponoka County","pr48","British Columbia",8595,180,175,8600,10,8610,99.8257839721254,2.09059233449477
"3722","Ponoka","pr48","British Columbia",6560,170,170,6560,15,6575,99.7718631178707,2.58555133079848
"3723","Parkland Beach","pr48","British Columbia",125,10,10,125,0,125,100,8
"3724","Rimbey","pr48","British Columbia",2315,45,45,2315,5,2320,99.7844827586207,1.93965517241379
"3725","Samson 137","pr48","British Columbia",3735,5,5,3735,0,3735,100,0.133868808567604
"3726","Montana 139","pr48","British Columbia",650,0,0,650,0,650,100,0
"3727","Clearwater County","pr48","British Columbia",12265,390,385,12270,5,12275,99.918533604888,3.17718940936864
"3728","Caroline","pr48","British Columbia",500,20,20,500,0,500,100,4
"3729","Rocky Mountain House","pr48","British Columbia",6780,300,300,6780,10,6790,99.8527245949926,4.41826215022091
"3730","O'Chiese 203","pr48","British Columbia",745,0,0,745,5,750,99.3333333333333,0
"3731","Sunchild 202","pr48","British Columbia",670,0,0,670,5,675,99.2592592592593,0
"3732","Big Horn 144A","pr48","British Columbia",135,0,0,135,0,135,100,0
"3733","Camrose County","pr48","British Columbia",7715,220,220,7715,5,7720,99.9352331606218,2.84974093264249
"3734","Bashaw","pr48","British Columbia",850,20,20,850,0,850,100,2.35294117647059
"3735","Rosalind","pr48","British Columbia",190,5,5,190,0,190,100,2.63157894736842
"3736","Ferintosh","pr48","British Columbia",180,5,5,180,0,180,100,2.77777777777778
"3737","Edberg","pr48","British Columbia",165,5,5,165,0,165,100,3.03030303030303
"3738","New Norway","pr48","British Columbia",280,10,10,280,0,280,100,3.57142857142857
"3739","Bawlf","pr48","British Columbia",405,10,10,405,0,405,100,2.46913580246914
"3740","Camrose","pr48","British Columbia",16895,585,580,16900,35,16935,99.7638027753174,3.45438441098317
"3741","Bittern Lake","pr48","British Columbia",225,5,5,225,0,225,100,2.22222222222222
"3742","Hay Lakes","pr48","British Columbia",420,15,15,420,0,420,100,3.57142857142857
"3743","Beaver County","pr48","British Columbia",5670,170,170,5670,15,5685,99.7361477572559,2.99032541776605
"3744","Tofield","pr48","British Columbia",2070,90,90,2070,10,2080,99.5192307692308,4.32692307692308
"3745","Ryley","pr48","British Columbia",495,20,20,495,0,495,100,4.04040404040404
"3746","Holden","pr48","British Columbia",375,5,5,375,0,375,100,1.33333333333333
"3747","Viking","pr48","British Columbia",990,20,20,990,5,995,99.4974874371859,2.01005025125628
"3748","Minburn County No. 27","pr48","British Columbia",3210,55,55,3210,70,3280,97.8658536585366,1.67682926829268
"3749","Vegreville","pr48","British Columbia",5410,160,160,5410,15,5425,99.7235023041475,2.94930875576037
"3750","Innisfree","pr48","British Columbia",215,5,5,215,0,215,100,2.32558139534884
"3751","Minburn","pr48","British Columbia",105,5,5,105,0,105,100,4.76190476190476
"3752","Mannville","pr48","British Columbia",780,15,15,780,0,780,100,1.92307692307692
"3753","Vermilion River County","pr48","British Columbia",7890,185,185,7890,5,7895,99.9366687777074,2.34325522482584
"3754","Paradise Valley","pr48","British Columbia",170,5,5,170,0,170,100,2.94117647058824
"3755","Lloydminster","pr48","British Columbia",17780,920,910,17790,35,17825,99.7475455820477,5.16129032258065
"3756","Kitscoty","pr48","British Columbia",845,35,35,845,0,845,100,4.14201183431953
"3757","Vermilion","pr48","British Columbia",3750,110,110,3750,5,3755,99.866844207723,2.92942743009321
"3758","Marwayne","pr48","British Columbia",610,15,15,610,0,610,100,2.45901639344262
"3759","Dewberry","pr48","British Columbia",200,5,5,200,0,200,100,2.5
"3760","Two Hills County No. 21","pr48","British Columbia",3075,85,85,3075,90,3165,97.1563981042654,2.68562401263823
"3761","Myrnam","pr48","British Columbia",340,10,10,340,0,340,100,2.94117647058824
"3762","Two Hills","pr48","British Columbia",1140,35,35,1140,150,1290,88.3720930232558,2.71317829457364
"3763","Willingdon","pr48","British Columbia",250,10,10,250,10,260,96.1538461538462,3.84615384615385
"3764","Lamont County","pr48","British Columbia",3865,115,115,3865,5,3870,99.8708010335917,2.97157622739018
"3765","Andrew","pr48","British Columbia",360,10,10,360,0,360,100,2.77777777777778
"3766","Mundare","pr48","British Columbia",825,35,35,825,0,825,100,4.24242424242424
"3767","Chipman","pr48","British Columbia",280,15,15,280,0,280,100,5.35714285714286
"3768","Lamont","pr48","British Columbia",1625,45,45,1625,5,1630,99.6932515337423,2.76073619631902
"3769","Bruderheim","pr48","British Columbia",1155,45,45,1155,0,1155,100,3.8961038961039
"3770","Makaoo (Part) 120","pr48","British Columbia",180,0,0,180,0,180,100,0
"3771","Wetaskiwin County No. 10","pr48","British Columbia",10835,325,320,10840,30,10870,99.6780128794848,2.98988040478381
"3772","Wetaskiwin","pr48","British Columbia",12195,465,460,12200,35,12235,99.6730690641602,3.80057212913772
"3773","Grandview","pr48","British Columbia",110,5,5,110,0,110,100,4.54545454545455
"3774","Poplar Bay","pr48","British Columbia",80,5,5,80,0,80,100,6.25
"3775","Norris Beach","pr48","British Columbia",45,0,0,45,0,45,100,0
"3776","Ma-Me-O Beach","pr48","British Columbia",115,10,10,115,0,115,100,8.69565217391304
"3777","Silver Beach","pr48","British Columbia",50,0,0,50,0,50,100,0
"3778","Millet","pr48","British Columbia",2095,75,75,2095,0,2095,100,3.5799522673031
"3779","Leduc County","pr48","British Columbia",13520,720,715,13525,10,13535,99.8891762098264,5.31954192833395
"3780","Beaumont","pr48","British Columbia",13240,1930,1915,13255,30,13285,99.6612721114038,14.5276627775687
"3781","Leduc","pr48","British Columbia",24050,1320,1310,24060,55,24115,99.7304582210243,5.47377151150736
"3782","Devon","pr48","British Columbia",6440,220,220,6440,5,6445,99.922420480993,3.41349883630721
"3783","Calmar","pr48","British Columbia",1965,55,55,1965,5,1970,99.746192893401,2.79187817258883
"3784","Sundance Beach","pr48","British Columbia",85,5,5,85,0,85,100,5.88235294117647
"3785","Thorsby","pr48","British Columbia",790,25,25,790,10,800,98.75,3.125
"3786","Golden Days","pr48","British Columbia",140,5,5,140,0,140,100,3.57142857142857
"3787","Warburg","pr48","British Columbia",785,25,25,785,5,790,99.3670886075949,3.16455696202532
"3788","Breton","pr48","British Columbia",475,10,10,475,0,475,100,2.10526315789474
"3789","Drayton Valley","pr48","British Columbia",6965,200,195,6970,10,6980,99.785100286533,2.86532951289398
"3790","Brazeau County","pr48","British Columbia",7175,125,115,7185,5,7190,99.7913769123783,1.73852573018081
"3791","Parkland County","pr48","British Columbia",30440,1565,1550,30455,25,30480,99.8687664041995,5.13451443569554
"3792","Seba Beach","pr48","British Columbia",145,5,5,145,0,145,100,3.44827586206897
"3793","Wabamun","pr48","British Columbia",655,20,20,655,0,655,100,3.05343511450382
"3794","Spring Lake","pr48","British Columbia",530,30,30,530,0,530,100,5.66037735849057
"3795","Stony Plain","pr48","British Columbia",14735,885,880,14740,25,14765,99.7968167964782,5.99390450389434
"3796","Spruce Grove","pr48","British Columbia",26075,1445,1435,26085,35,26120,99.8277182235835,5.53215926493109
"3797","Strathcona County","pr48","British Columbia",91820,6415,6365,91870,160,92030,99.7718135390633,6.97055308051722
"3798","Fort Saskatchewan","pr48","British Columbia",18845,1110,1105,18850,20,18870,99.8675145733969,5.88235294117647
"3799","Sturgeon County","pr48","British Columbia",19490,1580,1545,19525,15,19540,99.7441146366428,8.08597748208802
"3800","Edmonton","pr48","British Columbia",784130,59285,58210,785205,15995,801200,97.8694458312531,7.39952571143285
"3801","St. Albert","pr48","British Columbia",60440,6595,6545,60490,105,60595,99.7442033171054,10.8837362818714
"3802","Gibbons","pr48","British Columbia",3025,165,165,3025,0,3025,100,5.45454545454545
"3803","Redwater","pr48","British Columbia",1910,80,75,1915,0,1915,99.7389033942559,4.17754569190601
"3804","Bon Accord","pr48","British Columbia",1490,90,85,1495,0,1495,99.6655518394649,6.02006688963211
"3805","Morinville","pr48","British Columbia",8500,990,980,8510,5,8515,99.8238402818556,11.6265413975338
"3806","Legal","pr48","British Columbia",1220,335,325,1230,0,1230,99.1869918699187,27.2357723577236
"3807","Ermineskin 138","pr48","British Columbia",1810,0,0,1810,0,1810,100,0
"3808","Pigeon Lake 138A","pr48","British Columbia",480,0,0,480,0,480,100,0
"3809","Louis Bull 138B","pr48","British Columbia",1305,0,0,1305,0,1305,100,0
"3810","Stony Plain 135","pr48","British Columbia",990,5,5,990,0,990,100,0.505050505050505
"3811","Alexander 134","pr48","British Columbia",1030,10,10,1030,0,1030,100,0.970873786407767
"3812","Wabamun 133A","pr48","British Columbia",1070,5,5,1070,0,1070,100,0.467289719626168
"3813","Cold Lake","pr48","British Columbia",13730,1950,1885,13795,15,13810,99.4207096307024,14.1202027516293
"3814","Bonnyville No. 87","pr48","British Columbia",11185,1350,1345,11190,0,11190,99.9553172475425,12.0643431635389
"3815","Bonnyville","pr48","British Columbia",6030,750,740,6040,20,6060,99.5049504950495,12.3762376237624
"3816","Bonnyville Beach","pr48","British Columbia",95,40,40,95,0,95,100,42.1052631578947
"3817","Glendon","pr48","British Columbia",485,30,25,490,5,495,97.979797979798,6.06060606060606
"3818","Pelican Narrows","pr48","British Columbia",160,55,55,160,0,160,100,34.375
"3819","St. Paul County No. 19","pr48","British Columbia",5820,1065,1055,5830,5,5835,99.7429305912596,18.2519280205656
"3820","Elk Point","pr48","British Columbia",1415,70,70,1415,0,1415,100,4.9469964664311
"3821","St. Paul","pr48","British Columbia",5155,1135,1110,5180,15,5195,99.2300288739172,21.8479307025987
"3822","Smoky Lake County","pr48","British Columbia",3910,85,85,3910,0,3910,100,2.17391304347826
"3823","Vilna","pr48","British Columbia",215,5,5,215,0,215,100,2.32558139534884
"3824","Waskatenau","pr48","British Columbia",255,10,10,255,0,255,100,3.92156862745098
"3825","Smoky Lake","pr48","British Columbia",950,20,20,950,0,950,100,2.10526315789474
"3826","Lac la Biche County","pr48","British Columbia",8300,1035,1025,8310,35,8345,99.4607549430797,12.4026363091672
"3827","Unipouheos 121","pr48","British Columbia",810,0,0,810,0,810,100,0
"3828","Puskiakiwenin 122","pr48","British Columbia",480,0,0,480,0,480,100,0
"3829","White Fish Lake 128","pr48","British Columbia",1160,0,0,1160,0,1160,100,0
"3830","Cold Lake 149","pr48","British Columbia",595,5,5,595,0,595,100,0.840336134453782
"3831","Kehewin 123","pr48","British Columbia",1055,0,0,1055,0,1055,100,0
"3832","Cold Lake 149A","pr48","British Columbia",45,0,0,45,0,45,100,0
"3833","Cold Lake 149B","pr48","British Columbia",150,5,5,150,0,150,100,3.33333333333333
"3834","Beaver Lake 131","pr48","British Columbia",415,0,0,415,0,415,100,0
"3835","Heart Lake 167","pr48","British Columbia",160,0,0,160,0,160,100,0
"3836","Lac Ste. Anne County","pr48","British Columbia",10200,355,350,10205,5,10210,99.9020568070519,3.4769833496572
"3837","Mayerthorpe","pr48","British Columbia",1355,30,30,1355,0,1355,100,2.2140221402214
"3838","Val Quentin","pr48","British Columbia",155,5,5,155,0,155,100,3.2258064516129
"3839","West Cove","pr48","British Columbia",120,10,10,120,0,120,100,8.33333333333333
"3840","Yellowstone","pr48","British Columbia",125,5,5,125,0,125,100,4
"3841","Ross Haven","pr48","British Columbia",140,15,15,140,0,140,100,10.7142857142857
"3842","Silver Sands","pr48","British Columbia",85,5,5,85,0,85,100,5.88235294117647
"3843","Sunset Point","pr48","British Columbia",225,10,10,225,0,225,100,4.44444444444444
"3844","Alberta Beach","pr48","British Columbia",865,25,25,865,5,870,99.4252873563218,2.8735632183908
"3845","Birch Cove","pr48","British Columbia",45,5,5,45,0,45,100,11.1111111111111
"3846","Onoway","pr48","British Columbia",1040,30,30,1040,5,1045,99.5215311004785,2.87081339712919
"3847","Sandy Beach","pr48","British Columbia",220,10,10,220,0,220,100,4.54545454545455
"3848","Sunrise Beach","pr48","British Columbia",145,5,5,145,0,145,100,3.44827586206897
