Indicator,Unit,Subgroup,Time Period,Data Value
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2007,24041
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2008,23067
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2009,22294
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2010,21789
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2011,21335
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2012,20992
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2013,20598
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2014,20135
AIDS-related deaths,Number,Females Young people (15-24) lower estimate,2015,20198
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1990,18060
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1991,21679
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1992,26016
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1993,31269
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1994,37131
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1995,43841
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1996,51036
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1997,57399
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1998,63196
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,1999,68362
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2000,72252
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2001,74804
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2002,75371
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2003,74875
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2004,72981
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2005,69660
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2006,66108
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2007,62141
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2008,58254
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2009,54523
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2010,52542
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2011,50001
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2012,48190
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2013,45780
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2014,43776
AIDS-related deaths,Number,Females Young people (15-24) upper estimate,2015,42317
AIDS-related deaths,Number,Males Young people (15-24) estimate,1990,8320
AIDS-related deaths,Number,Males Young people (15-24) estimate,1991,9921
AIDS-related deaths,Number,Males Young people (15-24) estimate,1992,11943
AIDS-related deaths,Number,Males Young people (15-24) estimate,1993,14354
AIDS-related deaths,Number,Males Young people (15-24) estimate,1994,16919
AIDS-related deaths,Number,Males Young people (15-24) estimate,1995,19512
AIDS-related deaths,Number,Males Young people (15-24) estimate,1996,21437
AIDS-related deaths,Number,Males Young people (15-24) estimate,1997,23037
AIDS-related deaths,Number,Males Young people (15-24) estimate,1998,24312
AIDS-related deaths,Number,Males Young people (15-24) estimate,1999,25133
AIDS-related deaths,Number,Males Young people (15-24) estimate,2000,25656
AIDS-related deaths,Number,Males Young people (15-24) estimate,2001,26023
AIDS-related deaths,Number,Males Young people (15-24) estimate,2002,26191
AIDS-related deaths,Number,Males Young people (15-24) estimate,2003,26200
AIDS-related deaths,Number,Males Young people (15-24) estimate,2004,26042
AIDS-related deaths,Number,Males Young people (15-24) estimate,2005,25600
AIDS-related deaths,Number,Males Young people (15-24) estimate,2006,25018
AIDS-related deaths,Number,Males Young people (15-24) estimate,2007,24478
AIDS-related deaths,Number,Males Young people (15-24) estimate,2008,23899
AIDS-related deaths,Number,Males Young people (15-24) estimate,2009,23543
AIDS-related deaths,Number,Males Young people (15-24) estimate,2010,23619
AIDS-related deaths,Number,Males Young people (15-24) estimate,2011,24088
AIDS-related deaths,Number,Males Young people (15-24) estimate,2012,24799
AIDS-related deaths,Number,Males Young people (15-24) estimate,2013,25459
AIDS-related deaths,Number,Males Young people (15-24) estimate,2014,25691
AIDS-related deaths,Number,Males Young people (15-24) estimate,2015,25685
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1990,4488
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1991,5431
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1992,6644
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1993,8076
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1994,9551
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1995,11025
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1996,12210
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1997,13204
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1998,13845
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,1999,14477
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2000,14719
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2001,14990
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2002,15216
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2003,15387
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2004,15515
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2005,15479
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2006,15314
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2007,15142
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2008,15031
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2009,15030
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2010,15300
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2011,15791
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2012,16470
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2013,17204
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2014,17592
AIDS-related deaths,Number,Males Young people (15-24) lower estimate,2015,17972
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1990,15387
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1991,17951
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1992,21315
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1993,25450
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1994,29671
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1995,33830
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1996,37290
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1997,39637
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1998,41421
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,1999,42696
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2000,43396
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2001,43831
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2002,43610
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2003,43279
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2004,42600
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2005,41493
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2006,40370
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2007,39139
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2008,37960
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2009,36758
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2010,36894
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2011,37010
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2012,37810
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2013,38239
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2014,38246
AIDS-related deaths,Number,Males Young people (15-24) upper estimate,2015,37652
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1990,18085
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1991,21899
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1992,26518
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1993,31980
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1994,38094
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1995,44797
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1996,50774
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1997,56389
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1998,61403
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,1999,65360
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2000,68386
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2001,70443
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2002,71469
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2003,71516
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2004,70651
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2005,68574
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2006,65985
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2007,63341
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2008,60569
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2009,58470
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2010,57251
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2011,56632
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2012,56404
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2013,55931
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2014,55093
AIDS-related deaths,Number,All sexes Young people (15-24) estimate,2015,54559
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1990,9756
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1991,11990
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1992,14752
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1993,17992
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1994,21504
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1995,25313
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1996,28920
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1997,32321
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1998,34967
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,1999,37648
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2000,39234
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2001,40578
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2002,41520
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2003,42000
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2004,42091
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2005,41462
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2006,40390
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2007,39183
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2008,38094
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2009,37326
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2010,37086
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2011,37125
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2012,37461
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2013,37796
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2014,37725
AIDS-related deaths,Number,All sexes Young people (15-24) lower estimate,2015,38174
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1990,33449
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1991,39625
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1992,47328
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1993,56702
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1994,66808
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1995,77671
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1996,88321
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1997,97024
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1998,104614
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,1999,111035
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2000,115670
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2001,118650
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2002,119000
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2003,118136
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2004,115574
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2005,111147
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2006,106475
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2007,101279
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2008,96205
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2009,91289
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2010,89431
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2011,87010
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2012,85999
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2013,84006
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2014,82018
AIDS-related deaths,Number,All sexes Young people (15-24) upper estimate,2015,79979
AIDS-related deaths,Number,Adults (15+) estimate,1999,1161590
AIDS-related deaths,Number,Adults (15+) estimate,2000,1300800
AIDS-related deaths,Number,Adults (15+) estimate,2001,1440170
AIDS-related deaths,Number,Adults (15+) estimate,2002,1563810
AIDS-related deaths,Number,Adults (15+) estimate,2003,1665860
AIDS-related deaths,Number,Adults (15+) estimate,2004,1732930
AIDS-related deaths,Number,Adults (15+) estimate,2005,1738810
AIDS-related deaths,Number,Adults (15+) estimate,2006,1699700
AIDS-related deaths,Number,Adults (15+) estimate,2007,1618110
AIDS-related deaths,Number,Adults (15+) estimate,2008,1500200
AIDS-related deaths,Number,Adults (15+) estimate,2009,1389050
AIDS-related deaths,Number,Adults (15+) estimate,2010,1311170
AIDS-related deaths,Number,Adults (15+) estimate,2011,1272120
AIDS-related deaths,Number,Adults (15+) estimate,2012,1216700
AIDS-related deaths,Number,Adults (15+) estimate,2013,1131940
AIDS-related deaths,Number,Adults (15+) estimate,2014,1051090
AIDS-related deaths,Number,Adults (15+) estimate,2015,1002000
AIDS-related deaths,Number,Adults (15+) lower estimate,1990,184848
AIDS-related deaths,Number,Adults (15+) lower estimate,1991,237200
AIDS-related deaths,Number,Adults (15+) lower estimate,1992,300824
AIDS-related deaths,Number,Adults (15+) lower estimate,1993,374738
AIDS-related deaths,Number,Adults (15+) lower estimate,1994,459729
AIDS-related deaths,Number,Adults (15+) lower estimate,1995,556135
AIDS-related deaths,Number,Adults (15+) lower estimate,1996,626718
AIDS-related deaths,Number,Adults (15+) lower estimate,1997,723070
AIDS-related deaths,Number,Adults (15+) lower estimate,1998,841800
AIDS-related deaths,Number,Adults (15+) lower estimate,1999,959590
AIDS-related deaths,Number,Adults (15+) lower estimate,2000,1084330
AIDS-related deaths,Number,Adults (15+) lower estimate,2001,1208240
AIDS-related deaths,Number,Adults (15+) lower estimate,2002,1325610
AIDS-related deaths,Number,Adults (15+) lower estimate,2003,1420280
AIDS-related deaths,Number,Adults (15+) lower estimate,2004,1489710
AIDS-related deaths,Number,Adults (15+) lower estimate,2005,1501280
AIDS-related deaths,Number,Adults (15+) lower estimate,2006,1472450
AIDS-related deaths,Number,Adults (15+) lower estimate,2007,1408590
AIDS-related deaths,Number,Adults (15+) lower estimate,2008,1306000
AIDS-related deaths,Number,Adults (15+) lower estimate,2009,1207310
AIDS-related deaths,Number,Adults (15+) lower estimate,2010,1134410
AIDS-related deaths,Number,Adults (15+) lower estimate,2011,1094600
AIDS-related deaths,Number,Adults (15+) lower estimate,2012,1046080
AIDS-related deaths,Number,Adults (15+) lower estimate,2013,967878
AIDS-related deaths,Number,Adults (15+) lower estimate,2014,892912
AIDS-related deaths,Number,Adults (15+) lower estimate,2015,844969
AIDS-related deaths,Number,Adults (15+) upper estimate,1990,321726
AIDS-related deaths,Number,Adults (15+) upper estimate,1991,399801
AIDS-related deaths,Number,Adults (15+) upper estimate,1992,491874
AIDS-related deaths,Number,Adults (15+) upper estimate,1993,595909
AIDS-related deaths,Number,Adults (15+) upper estimate,1994,715275
AIDS-related deaths,Number,Adults (15+) upper estimate,1995,845793
AIDS-related deaths,Number,Adults (15+) upper estimate,1996,946201
AIDS-related deaths,Number,Adults (15+) upper estimate,1997,1080280
AIDS-related deaths,Number,Adults (15+) upper estimate,1998,1236560
AIDS-related deaths,Number,Adults (15+) upper estimate,1999,1387480
AIDS-related deaths,Number,Adults (15+) upper estimate,2000,1541260
AIDS-related deaths,Number,Adults (15+) upper estimate,2001,1691860
AIDS-related deaths,Number,Adults (15+) upper estimate,2002,1819880
AIDS-related deaths,Number,Adults (15+) upper estimate,2003,1922900
AIDS-related deaths,Number,Adults (15+) upper estimate,2004,1990790
AIDS-related deaths,Number,Adults (15+) upper estimate,2005,1988870
AIDS-related deaths,Number,Adults (15+) upper estimate,2006,1942660
AIDS-related deaths,Number,Adults (15+) upper estimate,2007,1842290
AIDS-related deaths,Number,Adults (15+) upper estimate,2008,1712910
AIDS-related deaths,Number,Adults (15+) upper estimate,2009,1589690
AIDS-related deaths,Number,Adults (15+) upper estimate,2010,1504880
AIDS-related deaths,Number,Adults (15+) upper estimate,2011,1463440
AIDS-related deaths,Number,Adults (15+) upper estimate,2012,1403570
AIDS-related deaths,Number,Adults (15+) upper estimate,2013,1314330
AIDS-related deaths,Number,Adults (15+) upper estimate,2014,1230790
AIDS-related deaths,Number,Adults (15+) upper estimate,2015,1181630
AIDS-related deaths,Number,All ages estimate,1990,309724
AIDS-related deaths,Number,All ages estimate,1991,389895
AIDS-related deaths,Number,All ages estimate,1992,482613
AIDS-related deaths,Number,All ages estimate,1993,588455
AIDS-related deaths,Number,All ages estimate,1994,707841
AIDS-related deaths,Number,All ages estimate,1995,841293
AIDS-related deaths,Number,All ages estimate,1996,947644
AIDS-related deaths,Number,All ages estimate,1997,1083510
AIDS-related deaths,Number,All ages estimate,1998,1239680
AIDS-related deaths,Number,All ages estimate,1999,1390000
AIDS-related deaths,Number,All ages estimate,2000,1543750
AIDS-related deaths,Number,All ages estimate,2001,1694920
AIDS-related deaths,Number,All ages estimate,2002,1827030
AIDS-related deaths,Number,All ages estimate,2003,1933700
AIDS-related deaths,Number,All ages estimate,2004,2001200
AIDS-related deaths,Number,All ages estimate,2005,2003130
AIDS-related deaths,Number,All ages estimate,2006,1955980
AIDS-related deaths,Number,All ages estimate,2007,1860930
AIDS-related deaths,Number,All ages estimate,2008,1726140
AIDS-related deaths,Number,All ages estimate,2009,1599230
AIDS-related deaths,Number,All ages estimate,2010,1499420
AIDS-related deaths,Number,All ages estimate,2011,1442120
AIDS-related deaths,Number,All ages estimate,2012,1368970
AIDS-related deaths,Number,All ages estimate,2013,1267390
AIDS-related deaths,Number,All ages estimate,2014,1170330
AIDS-related deaths,Number,All ages estimate,2015,1107610
AIDS-related deaths,Number,All ages lower estimate,1990,240568
AIDS-related deaths,Number,All ages lower estimate,1991,305849
AIDS-related deaths,Number,All ages lower estimate,1992,383618
AIDS-related deaths,Number,All ages lower estimate,1993,474479
AIDS-related deaths,Number,All ages lower estimate,1994,574885
AIDS-related deaths,Number,All ages lower estimate,1995,690293
AIDS-related deaths,Number,All ages lower estimate,1996,777466
AIDS-related deaths,Number,All ages lower estimate,1997,893594
AIDS-related deaths,Number,All ages lower estimate,1998,1028210
AIDS-related deaths,Number,All ages lower estimate,1999,1161800
AIDS-related deaths,Number,All ages lower estimate,2000,1299150
AIDS-related deaths,Number,All ages lower estimate,2001,1441200
AIDS-related deaths,Number,All ages lower estimate,2002,1559830
AIDS-related deaths,Number,All ages lower estimate,2003,1662360
AIDS-related deaths,Number,All ages lower estimate,2004,1732300
AIDS-related deaths,Number,All ages lower estimate,2005,1742180
AIDS-related deaths,Number,All ages lower estimate,2006,1706440
AIDS-related deaths,Number,All ages lower estimate,2007,1630080
AIDS-related deaths,Number,All ages lower estimate,2008,1509740
AIDS-related deaths,Number,All ages lower estimate,2009,1393510
AIDS-related deaths,Number,All ages lower estimate,2010,1300070
AIDS-related deaths,Number,All ages lower estimate,2011,1244500
AIDS-related deaths,Number,All ages lower estimate,2012,1185650
AIDS-related deaths,Number,All ages lower estimate,2013,1084310
AIDS-related deaths,Number,All ages lower estimate,2014,994528
AIDS-related deaths,Number,All ages lower estimate,2015,936089
AIDS-related deaths,Number,All ages upper estimate,1990,399834
AIDS-related deaths,Number,All ages upper estimate,1991,498261
AIDS-related deaths,Number,All ages upper estimate,1992,609009
AIDS-related deaths,Number,All ages upper estimate,1993,734727
AIDS-related deaths,Number,All ages upper estimate,1994,871028
AIDS-related deaths,Number,All ages upper estimate,1995,1021190
AIDS-related deaths,Number,All ages upper estimate,1996,1143470
AIDS-related deaths,Number,All ages upper estimate,1997,1300980
AIDS-related deaths,Number,All ages upper estimate,1998,1474530
AIDS-related deaths,Number,All ages upper estimate,1999,1640920
AIDS-related deaths,Number,All ages upper estimate,2000,1810140
AIDS-related deaths,Number,All ages upper estimate,2001,1974800
AIDS-related deaths,Number,All ages upper estimate,2002,2111060
AIDS-related deaths,Number,All ages upper estimate,2003,2219440
AIDS-related deaths,Number,All ages upper estimate,2004,2294360
AIDS-related deaths,Number,All ages upper estimate,2005,2285030
AIDS-related deaths,Number,All ages upper estimate,2006,2222060
AIDS-related deaths,Number,All ages upper estimate,2007,2113030
AIDS-related deaths,Number,All ages upper estimate,2008,1960210
AIDS-related deaths,Number,All ages upper estimate,2009,1819300
AIDS-related deaths,Number,All ages upper estimate,2010,1710710
AIDS-related deaths,Number,All ages upper estimate,2011,1653580
AIDS-related deaths,Number,All ages upper estimate,2012,1580130
AIDS-related deaths,Number,All ages upper estimate,2013,1475820
AIDS-related deaths,Number,All ages upper estimate,2014,1375060
AIDS-related deaths,Number,All ages upper estimate,2015,1314760
AIDS-related deaths,Number,Children (0-14) estimate,1990,65351.9
AIDS-related deaths,Number,Children (0-14) estimate,1991,80240.5
AIDS-related deaths,Number,Children (0-14) estimate,1992,96660.9
AIDS-related deaths,Number,Children (0-14) estimate,1993,114246
AIDS-related deaths,Number,Children (0-14) estimate,1994,133086
AIDS-related deaths,Number,Children (0-14) estimate,1995,153146
AIDS-related deaths,Number,Children (0-14) estimate,1996,173613
AIDS-related deaths,Number,Children (0-14) estimate,1997,193409
AIDS-related deaths,Number,Children (0-14) estimate,1998,211923
AIDS-related deaths,Number,Children (0-14) estimate,1999,228399
AIDS-related deaths,Number,Children (0-14) estimate,2000,242940
AIDS-related deaths,Number,Children (0-14) estimate,2001,254746
AIDS-related deaths,Number,Children (0-14) estimate,2002,263221
AIDS-related deaths,Number,Children (0-14) estimate,2003,267837
AIDS-related deaths,Number,Children (0-14) estimate,2004,268261
AIDS-related deaths,Number,Children (0-14) estimate,2005,264302
AIDS-related deaths,Number,Children (0-14) estimate,2006,256284
AIDS-related deaths,Number,Children (0-14) estimate,2007,242821
AIDS-related deaths,Number,Children (0-14) estimate,2008,225943
AIDS-related deaths,Number,Children (0-14) estimate,2009,210183
AIDS-related deaths,Number,Children (0-14) estimate,2010,188252
AIDS-related deaths,Number,Children (0-14) estimate,2011,170001
AIDS-related deaths,Number,Children (0-14) estimate,2012,152268
AIDS-related deaths,Number,Children (0-14) estimate,2013,135442
AIDS-related deaths,Number,Children (0-14) estimate,2014,119231
AIDS-related deaths,Number,Children (0-14) estimate,2015,105603
AIDS-related deaths,Number,Children (0-14) lower estimate,1990,54979.2
AIDS-related deaths,Number,Children (0-14) lower estimate,1991,68026.2
AIDS-related deaths,Number,Children (0-14) lower estimate,1992,81927.1
AIDS-related deaths,Number,Children (0-14) lower estimate,1993,97832.2
AIDS-related deaths,Number,Children (0-14) lower estimate,1994,114321
AIDS-related deaths,Number,Children (0-14) lower estimate,1995,132990
AIDS-related deaths,Number,Children (0-14) lower estimate,1996,151294
AIDS-related deaths,Number,Children (0-14) lower estimate,1997,168120
AIDS-related deaths,Number,Children (0-14) lower estimate,1998,185510
AIDS-related deaths,Number,Children (0-14) lower estimate,1999,200170
AIDS-related deaths,Number,Children (0-14) lower estimate,2000,212234
AIDS-related deaths,Number,Children (0-14) lower estimate,2001,225121
AIDS-related deaths,Number,Children (0-14) lower estimate,2002,232062
AIDS-related deaths,Number,Children (0-14) lower estimate,2003,235833
AIDS-related deaths,Number,Children (0-14) lower estimate,2004,236485
AIDS-related deaths,Number,Children (0-14) lower estimate,2005,232966
AIDS-related deaths,Number,Children (0-14) lower estimate,2006,224742
AIDS-related deaths,Number,Children (0-14) lower estimate,2007,210812
AIDS-related deaths,Number,Children (0-14) lower estimate,2008,195399
AIDS-related deaths,Number,Children (0-14) lower estimate,2009,181142
AIDS-related deaths,Number,Children (0-14) lower estimate,2010,160313
AIDS-related deaths,Number,Children (0-14) lower estimate,2011,142624
AIDS-related deaths,Number,Children (0-14) lower estimate,2012,126810
AIDS-related deaths,Number,Children (0-14) lower estimate,2013,109935
AIDS-related deaths,Number,Children (0-14) lower estimate,2014,95179.6
AIDS-related deaths,Number,Children (0-14) lower estimate,2015,83868.1
AIDS-related deaths,Number,Children (0-14) upper estimate,1990,79603.4
AIDS-related deaths,Number,Children (0-14) upper estimate,1991,96922.3
AIDS-related deaths,Number,Children (0-14) upper estimate,1992,115312
AIDS-related deaths,Number,Children (0-14) upper estimate,1993,135372
AIDS-related deaths,Number,Children (0-14) upper estimate,1994,156437
AIDS-related deaths,Number,Children (0-14) upper estimate,1995,177720
AIDS-related deaths,Number,Children (0-14) upper estimate,1996,200546
AIDS-related deaths,Number,Children (0-14) upper estimate,1997,222162
AIDS-related deaths,Number,Children (0-14) upper estimate,1998,242414
AIDS-related deaths,Number,Children (0-14) upper estimate,1999,260744
AIDS-related deaths,Number,Children (0-14) upper estimate,2000,277108
AIDS-related deaths,Number,Children (0-14) upper estimate,2001,291193
AIDS-related deaths,Number,Children (0-14) upper estimate,2002,297218
AIDS-related deaths,Number,Children (0-14) upper estimate,2003,302927
AIDS-related deaths,Number,Children (0-14) upper estimate,2004,301709
AIDS-related deaths,Number,Children (0-14) upper estimate,2005,299876
AIDS-related deaths,Number,Children (0-14) upper estimate,2006,289359
AIDS-related deaths,Number,Children (0-14) upper estimate,2007,276364
AIDS-related deaths,Number,Children (0-14) upper estimate,2008,258766
AIDS-related deaths,Number,Children (0-14) upper estimate,2009,242579
AIDS-related deaths,Number,Children (0-14) upper estimate,2010,218947
AIDS-related deaths,Number,Children (0-14) upper estimate,2011,200136
AIDS-related deaths,Number,Children (0-14) upper estimate,2012,182724
AIDS-related deaths,Number,Children (0-14) upper estimate,2013,162774
AIDS-related deaths,Number,Children (0-14) upper estimate,2014,146854
AIDS-related deaths,Number,Children (0-14) upper estimate,2015,133242
AIDS-related deaths,Number,Females Adults (15+) estimate,1990,94248.4
AIDS-related deaths,Number,Females Adults (15+) estimate,1991,123376
AIDS-related deaths,Number,Females Adults (15+) estimate,1992,158238
AIDS-related deaths,Number,Females Adults (15+) estimate,1993,199259
AIDS-related deaths,Number,Females Adults (15+) estimate,1994,246734
AIDS-related deaths,Number,Females Adults (15+) estimate,1995,301127
AIDS-related deaths,Number,Females Adults (15+) estimate,1996,354645
AIDS-related deaths,Number,Females Adults (15+) estimate,1997,417176
AIDS-related deaths,Number,Females Adults (15+) estimate,1998,486738
AIDS-related deaths,Number,Females Adults (15+) estimate,1999,557743
AIDS-related deaths,Number,Females Adults (15+) estimate,2000,630720
