Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Latitude,Longitude,Location
63730764,1/11/2025 15:35,1/16/2025 15:09,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11223,712 QUENTIN ROAD,QUENTIN ROAD,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,BROOKLYN,QUENTIN ROAD,,Closed,,1/13/2025 13:37,15 BROOKLYN,BROOKLYN,993823,160586,Unspecified,BROOKLYN,40.60744265,-73.9655233,POINT (-73.96552329906386 40.60744265315765)
63731222,1/11/2025 15:11,1/13/2025 15:26,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,11358,35-25 158 STREET,158 STREET,35 AVENUE,NORTHERN BOULEVARD,35 AVENUE,NORTHERN BOULEVARD,ADDRESS,FLUSHING,158 STREET,,Closed,,1/13/2025 5:29,07 QUEENS,QUEENS,1037693,218185,Unspecified,QUEENS,40.7653823,-73.80707102,POINT (-73.80707101936274 40.76538230321968)
63725256,1/11/2025 14:39,1/11/2025 16:48,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,11205,479 DEKALB AVENUE,DEKALB AVENUE,KENT AVENUE,FRANKLIN AVENUE,KENT AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,,Closed,,1/11/2025 16:48,03 BROOKLYN,BROOKLYN,995927,190895,Unspecified,BROOKLYN,40.69063175,-73.95789338,POINT (-73.95789337512623 40.690631747317184)
63733373,1/11/2025 14:34,1/14/2025 14:31,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11422,135-43 234 PLACE,234 PLACE,135 AVENUE,137 AVENUE,135 AVENUE,137 AVENUE,ADDRESS,ROSEDALE,234 PLACE,,Closed,,1/11/2025 23:58,13 QUEENS,QUEENS,1057364,184334,Unspecified,QUEENS,40.67232908,-73.73642687,POINT (-73.73642686750753 40.67232907948452)
63726803,1/11/2025 14:18,1/13/2025 15:27,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11420,115-33 131 STREET,131 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,SOUTH OZONE PARK,131 STREET,,Closed,,1/13/2025 6:33,10 QUEENS,QUEENS,1037095,186761,Unspecified,QUEENS,40.67913483,-73.80947652,POINT (-73.80947652175624 40.679134826103045)
63728181,1/11/2025 14:17,1/27/2025 10:50,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11237,64 IRVING AVENUE,IRVING AVENUE,STARR STREET,WILLOUGHBY AVENUE,STARR STREET,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,IRVING AVENUE,,Closed,,1/27/2025 10:50,04 BROOKLYN,BROOKLYN,1005397,195891,Unspecified,BROOKLYN,40.70432704,-73.9237294,POINT (-73.92372939936729 40.70432703822901)
63723957,1/11/2025 14:16,1/11/2025 16:13,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LEFFERTS BOULEVARD,BREVOORT STREET,LEFFERTS BOULEVARD,BREVOORT STREET,ADDRESS,KEW GARDENS,METROPOLITAN AVENUE,,Closed,,1/11/2025 16:13,09 QUEENS,QUEENS,1030987,196557,Unspecified,QUEENS,40.70605689,-73.83142983,POINT (-73.8314298333822 40.70605688891972)
63727372,1/11/2025 14:14,1/13/2025 11:37,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11374,62-68 BOOTH STREET,BOOTH STREET,62 AVENUE,63 AVENUE,62 AVENUE,63 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,,Closed,,1/11/2025 20:15,06 QUEENS,QUEENS,1021186,205233,Unspecified,QUEENS,40.72991674,-73.86673223,POINT (-73.8667322338921 40.72991673811165)
63723269,1/11/2025 14:08,1/13/2025 14:34,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11234,824 EAST   56 STREET,EAST   56 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   56 STREET,,Closed,,1/13/2025 13:41,18 BROOKLYN,BROOKLYN,1005649,171035,Unspecified,BROOKLYN,40.6361023,-73.92289942,POINT (-73.92289942023517 40.63610229949459)
63733546,1/11/2025 14:02,1/11/2025 14:02,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Mixed Use Building,11418,84-05 108 STREET,108 STREET,PARK LANE SOUTH,85 AVENUE,PARK LANE SOUTH,85 AVENUE,ADDRESS,RICHMOND HILL,108 STREET,N/A,Closed,,1/29/2025 11:57,09 QUEENS,QUEENS,1028052,194590,Unspecified,QUEENS,40.70067296,-73.84202851,POINT (-73.84202850876635 40.70067296046682)
63734748,1/11/2025 14:01,1/11/2025 16:53,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,11207,164 COOPER STREET,COOPER STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,COOPER STREET,,Closed,,1/11/2025 16:53,04 BROOKLYN,BROOKLYN,1010068,190026,Unspecified,BROOKLYN,40.68821659,-73.90690506,POINT (-73.90690505880778 40.68821658930294)
63730304,1/11/2025 13:53,1/13/2025 14:32,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11204,1930 61 STREET,61 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,61 STREET,,Closed,,1/11/2025 14:16,11 BROOKLYN,BROOKLYN,988443,165028,Unspecified,BROOKLYN,40.61963921,-73.98489635,POINT (-73.98489635238279 40.61963920524047)
63724093,1/11/2025 13:43,1/13/2025 13:11,DSNY,Department of Sanitation,Dead Animal,Raccoon,Highway,,,,,,,,,,,,Closed,,1/13/2025 12:29,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,,,
63727275,1/11/2025 13:40,1/14/2025 7:03,DSNY,Department of Sanitation,Dead Animal,Deer,Highway,,,,,,,,,,,,Closed,,1/13/2025 12:30,Unspecified STATEN ISLAND,STATEN ISLAND,,,Unspecified,STATEN ISLAND,,,
63730303,1/11/2025 13:28,1/11/2025 14:33,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10029,1895 2 AVENUE,2 AVENUE,EAST   97 STREET,EAST   99 STREET,EAST   97 STREET,EAST   99 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,1/11/2025 14:33,11 MANHATTAN,MANHATTAN,999096,225363,Unspecified,MANHATTAN,40.7852331,-73.94639007,POINT (-73.94639007067411 40.78523309525309)
63729430,1/11/2025 13:22,1/11/2025 14:06,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11205,233 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,STEUBEN STREET,EMERSON PLACE,STEUBEN STREET,EMERSON PLACE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,,Closed,,1/11/2025 14:06,02 BROOKLYN,BROOKLYN,994756,191497,Unspecified,BROOKLYN,40.69228557,-73.962115,POINT (-73.96211499783557 40.6922855657971)
63726805,1/11/2025 13:06,1/11/2025 14:35,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10301,86 BROOK STREET,BROOK STREET,PIKE STREET,CASTLETON AVENUE,PIKE STREET,CASTLETON AVENUE,ADDRESS,STATEN ISLAND,BROOK STREET,,Closed,,1/11/2025 14:36,01 STATEN ISLAND,STATEN ISLAND,961026,171322,Unspecified,STATEN ISLAND,40.63688546,-74.08367704,POINT (-74.08367703723576 40.63688545601249)
63724225,1/11/2025 12:56,1/13/2025 11:37,DSNY,Department of Sanitation,Dead Animal,Squirrel,Sidewalk,11377,47-01 46 STREET,46 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,46 STREET,,Closed,,1/11/2025 16:21,02 QUEENS,QUEENS,1006657,209209,Unspecified,QUEENS,40.74087861,-73.91914064,POINT (-73.91914063767625 40.740878610251954)
63734120,1/11/2025 12:41,1/11/2025 12:47,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10306,209 JEFFERSON STREET,JEFFERSON STREET,DONGAN HILLS AVENUE,SEAVER AVENUE,DONGAN HILLS AVENUE,SEAVER AVENUE,ADDRESS,STATEN ISLAND,JEFFERSON STREET,,Closed,,1/11/2025 12:47,02 STATEN ISLAND,STATEN ISLAND,956246,153107,Unspecified,STATEN ISLAND,40.58687524,-74.10082402,POINT (-74.10082402286216 40.58687524304805)
63732288,1/11/2025 12:29,1/14/2025 14:43,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10451,340 MORRIS AVENUE,MORRIS AVENUE,EAST  140 STREET,EAST  142 STREET,EAST  140 STREET,EAST  142 STREET,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,1/11/2025 14:28,01 BRONX,BRONX,1004947,235745,Unspecified,BRONX,40.81371708,-73.92522971,POINT (-73.9252297147797 40.81371707692478)
63730397,1/11/2025 12:20,1/13/2025 8:59,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10304,11 PLEASANT COURT,PLEASANT COURT,COURSEN PLACE,DEAD END,COURSEN PLACE,DEAD END,ADDRESS,STATEN ISLAND,PLEASANT COURT,,Closed,,1/11/2025 13:04,01 STATEN ISLAND,STATEN ISLAND,961896,164982,Unspecified,STATEN ISLAND,40.61948574,-74.08052139,POINT (-74.0805213948102 40.619485736579115)
63724131,1/11/2025 12:12,1/16/2025 13:50,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11436,122-05 142 PLACE,142 PLACE,120 AVENUE,123 AVENUE,120 AVENUE,123 AVENUE,ADDRESS,JAMAICA,142 PLACE,,Closed,,1/11/2025 18:18,12 QUEENS,QUEENS,1040253,185299,Unspecified,QUEENS,40.67510256,-73.79810309,POINT (-73.79810308861511 40.67510256078458)
63733152,1/11/2025 12:06,1/11/2025 12:06,DOHMH,Department of Health and Mental Hygiene,Pet Shop,Dogs or Cats Sold,Commercial Building,11206,71 CENTRAL AVENUE,CENTRAL AVENUE,MELROSE STREET,JEFFERSON STREET,MELROSE STREET,JEFFERSON STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,,Closed,,1/11/2025 12:06,04 BROOKLYN,BROOKLYN,1003570,194687,Unspecified,BROOKLYN,40.70102652,-73.93032227,POINT (-73.93032226692497 40.701026519410895)
63727328,1/11/2025 11:37,,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,11104,41-15 SKILLMAN AVENUE,SKILLMAN AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,SUNNYSIDE,SKILLMAN AVENUE,,In Progress,,,02 QUEENS,QUEENS,1005747,211470,Unspecified,QUEENS,40.74708675,-73.92241729,POINT (-73.92241729490974 40.74708674642574)
63727367,1/11/2025 11:24,1/11/2025 14:07,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10314,232 ARLENE STREET,ARLENE STREET,LANDER AVENUE,COMMERCE STREET,LANDER AVENUE,COMMERCE STREET,ADDRESS,STATEN ISLAND,ARLENE STREET,,Closed,,1/11/2025 14:08,02 STATEN ISLAND,STATEN ISLAND,938612,162522,Unspecified,STATEN ISLAND,40.61264421,-74.16437597,POINT (-74.16437597013615 40.61264421486027)
63727582,1/11/2025 11:07,1/13/2025 9:00,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10301,44 CRESCENT AVENUE,CRESCENT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,ADDRESS,STATEN ISLAND,CRESCENT AVENUE,,Closed,,1/11/2025 16:10,01 STATEN ISLAND,STATEN ISLAND,961133,173818,Unspecified,STATEN ISLAND,40.64373672,-74.08330006,POINT (-74.08330006404108 40.643736718325954)
63725336,1/11/2025 11:02,1/12/2025 0:43,NYPD,New York City Police Department,Animal-Abuse,Neglected,Street/Sidewalk,10456,1105 COLLEGE AVENUE,COLLEGE AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,COLLEGE AVENUE,,Closed,,1/12/2025 0:43,04 BRONX,BRONX,1007888,241951,Unspecified,BRONX,40.8307434,-73.91458316,POINT (-73.91458315961115 40.8307434030938)
63725315,1/11/2025 10:56,1/11/2025 11:07,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Street/Curbside,10025,151 WEST  100 STREET,WEST  100 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  100 STREET,,Closed,,1/11/2025 11:08,07 MANHATTAN,MANHATTAN,993246,229374,Unspecified,MANHATTAN,40.7962501,-73.96750945,POINT (-73.96750944910764 40.79625010095676)
63730641,1/11/2025 10:05,1/13/2025 9:00,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10301,42 CRESCENT AVENUE,CRESCENT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,DANIEL LOW TERRACE,WESTERVELT AVENUE,ADDRESS,STATEN ISLAND,CRESCENT AVENUE,,Closed,,1/11/2025 16:09,01 STATEN ISLAND,STATEN ISLAND,961145,173824,Unspecified,STATEN ISLAND,40.64375322,-74.08325684,POINT (-74.08325684367809 40.64375321834095)
63726707,1/11/2025 9:24,1/13/2025 14:56,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,1-2 Family Dwelling,11233,1558 ST MARKS AVENUE,ST MARKS AVENUE,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,ST MARKS AVENUE,N/A,Closed,,1/11/2025 9:24,16 BROOKLYN,BROOKLYN,1007673,184595,Unspecified,BROOKLYN,40.6733164,-73.91555986,POINT (-73.91555985837219 40.67331639666118)
63726427,1/11/2025 9:20,1/11/2025 9:55,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11238,336 WAVERLY AVENUE,WAVERLY AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,WAVERLY AVENUE,,Closed,,1/11/2025 9:55,02 BROOKLYN,BROOKLYN,993474,189806,Unspecified,BROOKLYN,40.68764559,-73.96674025,POINT (-73.9667402493143 40.687645589361985)
63733973,1/11/2025 9:00,1/11/2025 9:35,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,1/11/2025 9:35,12 MANHATTAN,MANHATTAN,1001502,249966,Unspecified,MANHATTAN,40.85275702,-73.93763859,POINT (-73.93763859319333 40.852757015007974)
63724457,1/11/2025 8:59,1/11/2025 9:34,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,1/11/2025 9:34,12 MANHATTAN,MANHATTAN,1001502,249966,Unspecified,MANHATTAN,40.85275702,-73.93763859,POINT (-73.93763859319333 40.852757015007974)
63726460,1/11/2025 8:50,1/11/2025 9:34,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,1/11/2025 9:34,12 MANHATTAN,MANHATTAN,1001502,249966,Unspecified,MANHATTAN,40.85275702,-73.93763859,POINT (-73.93763859319333 40.852757015007974)
63733877,1/11/2025 8:49,1/11/2025 12:48,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10009,532 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,,Closed,,1/11/2025 12:48,03 MANHATTAN,MANHATTAN,989669,204765,Unspecified,MANHATTAN,40.72870765,-73.98044822,POINT (-73.98044821721834 40.7287076510075)
63726088,1/11/2025 8:47,1/16/2025 13:50,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11436,120-32 142 PLACE,142 PLACE,120 AVENUE,123 AVENUE,120 AVENUE,123 AVENUE,ADDRESS,JAMAICA,142 PLACE,,Closed,,1/11/2025 18:18,12 QUEENS,QUEENS,1040226,185450,Unspecified,QUEENS,40.67551719,-73.79819917,POINT (-73.79819917212434 40.675517191442125)
63730413,1/11/2025 5:27,1/11/2025 7:22,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11249,NORTH    5 STREET PIER,NORTH    5 STREET PIER,DEAD END,NORTH    4 PLACE,DEAD END,NORTH    4 PLACE,UNRECOGNIZED,BROOKLYN,NORTH    5 STREET PIER AND PARK,,Closed,,1/11/2025 7:22,01 BROOKLYN,BROOKLYN,994237,201741,Unspecified,BROOKLYN,40.72040353,-73.96397134,POINT (-73.96397133622816 40.72040352722904)
63728873,1/11/2025 3:34,1/11/2025 4:50,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10456,1050 TINTON AVENUE,TINTON AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,TINTON AVENUE,,Closed,,1/11/2025 4:50,03 BRONX,BRONX,1011339,239914,Unspecified,BRONX,40.82514251,-73.90212107,POINT (-73.9021210701829 40.82514251279724)
63718156,1/11/2025 1:06,1/13/2025 8:59,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10304,11 PLEASANT COURT,PLEASANT COURT,COURSEN PLACE,DEAD END,COURSEN PLACE,DEAD END,ADDRESS,STATEN ISLAND,PLEASANT COURT,,Closed,,1/11/2025 13:04,01 STATEN ISLAND,STATEN ISLAND,961896,164982,Unspecified,STATEN ISLAND,40.61948574,-74.08052139,POINT (-74.0805213948102 40.619485736579115)
63717796,1/11/2025 1:05,1/11/2025 1:36,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11249,NORTH    5 STREET PIER,NORTH    5 STREET PIER,DEAD END,NORTH    4 PLACE,DEAD END,NORTH    4 PLACE,UNRECOGNIZED,BROOKLYN,NORTH    5 STREET PIER AND PARK,,Closed,,1/11/2025 1:36,01 BROOKLYN,BROOKLYN,994237,201741,Unspecified,BROOKLYN,40.72040353,-73.96397134,POINT (-73.96397133622816 40.72040352722904)
63720080,1/11/2025 0:56,1/13/2025 8:59,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10304,11 PLEASANT COURT,PLEASANT COURT,COURSEN PLACE,DEAD END,COURSEN PLACE,DEAD END,ADDRESS,STATEN ISLAND,PLEASANT COURT,,Closed,,1/11/2025 13:04,01 STATEN ISLAND,STATEN ISLAND,961896,164982,Unspecified,STATEN ISLAND,40.61948574,-74.08052139,POINT (-74.0805213948102 40.619485736579115)
63713854,1/10/2025 23:56,1/11/2025 1:36,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11249,NORTH    5 STREET PIER,NORTH    5 STREET PIER,DEAD END,NORTH    4 PLACE,DEAD END,NORTH    4 PLACE,UNRECOGNIZED,BROOKLYN,NORTH    5 STREET PIER AND PARK,,Closed,,1/11/2025 1:36,01 BROOKLYN,BROOKLYN,994237,201741,Unspecified,BROOKLYN,40.72040353,-73.96397134,POINT (-73.96397133622816 40.72040352722904)
63713698,1/10/2025 23:45,1/11/2025 1:37,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10009,144 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE A,,Closed,,1/11/2025 1:37,03 MANHATTAN,MANHATTAN,989042,204204,Unspecified,MANHATTAN,40.7271682,-73.98271084,POINT (-73.98271083621445 40.72716820472698)
63709661,1/10/2025 23:40,1/11/2025 1:36,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11249,1 GRAND STREET,GRAND STREET,DEAD END,RIVER STREET,DEAD END,RIVER STREET,ADDRESS,BROOKLYN,GRAND STREET,,Closed,,1/11/2025 1:36,01 BROOKLYN,BROOKLYN,993467,200289,Unspecified,BROOKLYN,40.71641897,-73.96675114,POINT (-73.9667511424518 40.71641897218262)
63712456,1/10/2025 23:29,1/11/2025 0:18,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11212,305 LIVONIA AVENUE,LIVONIA AVENUE,ROCKAWAY AVENUE,WATKINS STREET,ROCKAWAY AVENUE,WATKINS STREET,ADDRESS,BROOKLYN,LIVONIA AVENUE,,Closed,,1/11/2025 0:18,16 BROOKLYN,BROOKLYN,1010194,180811,Unspecified,BROOKLYN,40.66292314,-73.9064862,POINT (-73.90648619827884 40.66292313678365)
63712387,1/10/2025 23:07,1/10/2025 23:42,NYPD,New York City Police Department,Animal-Abuse,Neglected,Store/Commercial,10033,2296 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  173 STREET,WEST  174 STREET,WEST  173 STREET,WEST  174 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,1/10/2025 23:42,12 MANHATTAN,MANHATTAN,1002434,246593,Unspecified,MANHATTAN,40.84349726,-73.93427881,POINT (-73.9342788090943 40.84349725729501)
63713699,1/10/2025 22:47,1/11/2025 1:36,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11249,NORTH    5 STREET PIER,NORTH    5 STREET PIER,DEAD END,NORTH    4 PLACE,DEAD END,NORTH    4 PLACE,UNRECOGNIZED,BROOKLYN,NORTH    5 STREET PIER AND PARK,,Closed,,1/11/2025 1:36,01 BROOKLYN,BROOKLYN,994237,201741,Unspecified,BROOKLYN,40.72040353,-73.96397134,POINT (-73.96397133622816 40.72040352722904)
63716144,1/10/2025 22:46,1/11/2025 2:48,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11379,74-04 METROPOLITAN AVENUE,METROPOLITAN AVENUE,74 STREET,75 STREET,74 STREET,75 STREET,ADDRESS,MIDDLE VILLAGE,METROPOLITAN AVENUE,,Closed,,1/11/2025 2:48,05 QUEENS,QUEENS,1018020,199005,Unspecified,QUEENS,40.71283505,-73.87818662,POINT (-73.87818662445613 40.71283505202803)
63722255,1/10/2025 22:07,1/11/2025 0:01,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,10314,102 CHURCH AVENUE,CHURCH AVENUE,BEND,DEAD END,BEND,DEAD END,ADDRESS,STATEN ISLAND,CHURCH AVENUE,,Closed,,1/11/2025 0:01,02 STATEN ISLAND,STATEN ISLAND,932721,155239,Unspecified,STATEN ISLAND,40.59262161,-74.18553817,POINT (-74.18553816938791 40.592621605222305)
63714120,1/10/2025 21:37,1/10/2025 21:55,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11220,674 49 STREET,49 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,49 STREET,,Closed,,1/10/2025 21:55,07 BROOKLYN,BROOKLYN,982573,173695,Unspecified,BROOKLYN,40.64342912,-74.00604289,POINT (-74.00604289235064 40.64342912028671)
63716140,1/10/2025 20:40,1/11/2025 17:11,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11436,115-38 143 STREET,143 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,143 STREET,,Closed,,1/11/2025 10:38,12 QUEENS,QUEENS,1039841,187760,Unspecified,QUEENS,40.68186003,-73.79956809,POINT (-73.7995680878086 40.68186002802996)
63710009,1/10/2025 19:55,1/10/2025 19:55,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10036,605 WEST   42 STREET,WEST   42 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,N/A,Closed,,1/17/2025 14:44,04 MANHATTAN,MANHATTAN,984633,216515,Unspecified,MANHATTAN,40.76096011,-73.99861746,POINT (-73.99861746470174 40.76096011122231)
63709136,1/10/2025 19:51,1/10/2025 21:51,DPR,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Street/Curbside,10456,797 EAST  166 STREET,EAST  166 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  166 STREET,,Closed,,1/10/2025 21:51,03 BRONX,BRONX,1011628,240278,Unspecified,BRONX,40.8261407,-73.90107536,POINT (-73.90107536078644 40.82614069754864)
63722420,1/10/2025 19:34,1/10/2025 19:34,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,10003,85 4 AVENUE,4 AVENUE,EAST 10 STREET,EAST 11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,4 AVENUE,N/A,Closed,,1/23/2025 12:45,03 MANHATTAN,MANHATTAN,986945,205856,Unspecified,MANHATTAN,40.73170343,-73.99027599,POINT (-73.99027598760456 40.73170342840832)
63712388,1/10/2025 19:03,1/10/2025 19:22,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,11413,133-01 227 STREET,227 STREET,133 AVENUE,MERRICK BOULEVARD,133 AVENUE,MERRICK BOULEVARD,ADDRESS,SPRINGFIELD GARDENS,227 STREET,,Closed,,1/10/2025 19:22,13 QUEENS,QUEENS,1055681,186412,Unspecified,QUEENS,40.67804644,-73.74247196,POINT (-73.74247195869371 40.67804643647114)
63712482,1/10/2025 18:21,1/11/2025 7:47,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10459,1109 UNION AVENUE,UNION AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,UNION AVENUE,,Closed,,1/11/2025 7:47,03 BRONX,BRONX,1011831,240381,Unspecified,BRONX,40.82642277,-73.90034144,POINT (-73.900341440241 40.826422771472636)
63720095,1/10/2025 18:08,1/13/2025 13:10,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10312,3122 RICHMOND AVENUE,RICHMOND AVENUE,DRUMGOOLE ROAD WEST,ARTHUR KILL ROAD,DRUMGOOLE ROAD WEST,ARTHUR KILL ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,,Closed,,1/11/2025 12:26,02 STATEN ISLAND,STATEN ISLAND,937070,144136,Unspecified,STATEN ISLAND,40.56217033,-74.16980147,POINT (-74.1698014655634 40.562170329373146)
63711989,1/10/2025 17:49,1/11/2025 7:48,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10459,EAST  166 STREET,EAST  166 STREET,EAST  166 STREET,UNION AVENUE,EAST  166 STREET,UNION AVENUE,INTERSECTION,,,,Closed,,1/11/2025 7:48,03 BRONX,BRONX,1011786,240230,Unspecified,BRONX,40.82600846,-73.90050466,POINT (-73.90050465853462 40.82600846014261)
