"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"HUNTINGTON BEAC, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,HUNTINGTON BEAC,50526,HUNTINGTON BEACH HOSPITAL,CA,17772 BEACH BLVD,92647,25288.00,5380.00,1,0.212738253,14,"75,317.00"
"NEWPORT BEACH, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,NEWPORT BEACH,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,ONE HOAG DRIVE,92663,19748.00,4608.00,1,0.233324634,26,"119,801.00"
"ORANGE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,ORANGE,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,101 CITY DRIVE SOUTH,92868,54069.00,8441.00,1,0.156107908,26,"219,454.00"
"GARDEN GROVE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,GARDEN GROVE,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,CA,12601 GARDEN GROVE BLVD,92843,34905.00,7574.00,1,0.216976748,27,"204,488.00"
"LA PALMA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,LA PALMA,50580,LA PALMA INTERCOMMUNITY HOSPITAL,CA,7901 WALKER STREET,90623,19885.00,6128.00,1,0.308167701,27,"165,450.00"
"FULLERTON, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,FULLERTON,50168,ST JUDE MEDICAL CENTER,CA,101 E VALENCIA MESA DRIVE,92835,42223.00,4745.00,1,0.112374792,29,"137,599.00"
"LOS ALAMITOS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,LOS ALAMITOS,50551,LOS ALAMITOS MEDICAL CENTER,CA,3751 KATELLA AVENUE,90720,32329.00,4813.00,1,0.148868713,36,"173,261.00"
"FOUNTAIN VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,FOUNTAIN VALLEY,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,17100 EUCLID STREET,92708,44479.00,6656.00,1,0.149654442,40,"266,258"
"FOUNTAIN VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,FOUNTAIN VALLEY,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,CA,9920 TALBERT AVENUE,92708,28553.00,4952.00,1,0.173417389,44,"217,866"
"ANAHEIM, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,ANAHEIM,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,CA,1111 W LA PALMA AVENUE,92801,43396.00,6354.00,1,0.146415678,45,"285,922.00"
"ANAHEIM, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,ANAHEIM,50426,WEST ANAHEIM MEDICAL CENTER,CA,3033 W ORANGE AVENUE,92804,24787.00,6237.00,1,0.251610782,54,"336,776.00"
"CORONA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,CORONA,50329,CORONA REGIONAL MEDICAL CENTER,CA,800 SOUTH MAIN STREET,92882,25559.00,5675.00,1,0.222032717,54,"306,450"
"LAGUNA HILLS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,LAGUNA HILLS,50603,SADDLEBACK MEMORIAL MEDICAL CENTER,CA,24451 HEALTH CENTER DRIVE,92653,27072.00,4752.00,1,0.175523399,91,"432,404.00"
"MISSION VIEJO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Orange County,MISSION VIEJO,50567,MISSION HOSPITAL REGIONAL MED CENTER,CA,27700 MEDICAL CENTER RD,92691,38966.00,5451.00,1,0.139898206,93,"506,962.00"
"PALM SPRINGS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Palm Springs/Rancho M,PALM SPRINGS,50243,DESERT REGIONAL MEDICAL CENTER,CA,1150 NORTH INDIAN CANYON DRIVE,92262,50634.00,5547.00,1,0.109547206,60,"332,810.00"
"RANCHO MIRAGE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Palm Springs/Rancho M,RANCHO MIRAGE,50573,EISENHOWER MEDICAL CENTER,CA,39-000 BOB HOPE DRIVE,92270,43334.00,4604.00,1,0.106251431,78,"359,136.00"
"REDDING, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Redding,REDDING,50764,SHASTA REGIONAL MEDICAL CENTER,CA,1100 BUTTE ST,96001,31050.00,5529.00,1,0.178064934,17,"93,993"
"REDDING, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Redding,REDDING,50280,MERCY MEDICAL CENTER REDDING,CA,"2175 ROSALINE AVE, CLAIRMONT HGTS",96001,35748.00,6206.00,1,0.173591455,22,"136,521"
"FOLSOM, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,FOLSOM,50414,MERCY HOSPITAL OF FOLSOM,CA,1650 CREEKSIDE DRIVE,95630,33666.00,5712.00,1,0.169667062,15,"85,680"
"SACRAMENTO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,SACRAMENTO,50590,METHODIST HOSPITAL OF SACRAMENTO,CA,7500 HOSPITAL DRIVE,95823,39852.00,6715.00,1,0.168499854,18,"120,870"
"SACRAMENTO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,SACRAMENTO,50017,MERCY GENERAL HOSPITAL,CA,4001 J ST,95819,42150.00,5957.00,1,0.141325952,27,"160,836.00"
"GRASS VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,GRASS VALLEY,50150,SIERRA NEVADA MEMORIAL HOSPITAL,CA,155 GLASSON WAY,95945,27435.00,5158.00,1,0.188008718,29,"149,585.00"
"LODI, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,LODI,50336,LODI MEMORIAL HOSPITAL,CA,975 S FAIRMONT AVENUE,95240,63591.00,5403.00,1,0.084960338,32,"172,888"
"PLACERVILLE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,PLACERVILLE,50254,MARSHALL MEDICAL CENTER (1-RH),CA,1100 MARSHALL WAY,95667,52516.00,7360.00,1,0.14015298,36,"264,970.00"
"SACRAMENTO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,SACRAMENTO,50108,SUTTER GENERAL HOSPITAL,CA,2801 L STREET,95816,32655.00,6338.00,1,0.19408683,39,"247,182"
"MARYSVILLE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,MARYSVILLE,50133,RIDEOUT MEMORIAL HOSPITAL,CA,726 4TH ST,95901,24886.00,5537.00,1,0.22249714,47,"260,242.00"
"ROSEVILLE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,ROSEVILLE,50309,SUTTER ROSEVILLE MEDICAL CENTER,CA,ONE MEDICAL PLAZA,95661,27564.00,5256.00,1,0.190684221,48,"252,288"
"CARMICHAEL, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,CARMICHAEL,50516,MERCY SAN JUAN MEDICAL CENTER,CA,6501 COYLE AVE,95608,35323.00,5960.00,1,0.168733065,59,"351,650.00"
"SACRAMENTO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Sacramento,SACRAMENTO,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,CA,2315 STOCKTON BOULEVARD,95817,60306.00,9442.00,1,0.156572109,90,"849,797.00"
"MONTEREY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Salinas,MONTEREY,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,CA,23625 W R HOLMAN HIGHWAY,93940,33289.00,5581.00,1,0.16765856,35,"195,341.00"
"SALINAS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Salinas,SALINAS,50334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,450 EAST ROMIE LANE,93901,34376.00,6817.00,1,0.198297016,51,"347,646.00"
"CHINO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,CHINO,50586,CHINO VALLEY MEDICAL CENTER,CA,5451 WALNUT AVE,91710,18366.00,5720.00,1,0.311448453,15,"85,800"
"SAN BERNARDINO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,SAN BERNARDINO,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,1805 MEDICAL CENTER DRIVE,92411,36822.00,7232.00,1,0.196411889,15,"108,483"
"SUN CITY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,SUN CITY,50684,MENIFEE VALLEY MEDICAL CENTER,CA,28400 MCCALL B0ULEVARD,92585,16834.00,4779.00,1,0.283896118,16,"76,466"
"UPLAND, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,UPLAND,50099,SAN ANTONIO COMMUNITY HOSPITAL,CA,999 SAN BERNARDINO RD,91786,30877.00,5092.00,1,0.164911252,19,"96,747.00"
"VICTORVILLE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,VICTORVILLE,50709,DESERT VALLEY HOSPITAL,CA,16850 BEAR VALLEY RD,92395,21567.00,5065.00,1,0.234852715,24,"121,560"
"MORENO VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,MORENO VALLEY,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,CA,26520 CACTUS AVENUE,92555,31319.00,7077.00,1,0.225952936,27,"191,071.00"
"LOMA LINDA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,LOMA LINDA,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,11234 ANDERSON ST,92354,30400.00,7906.00,1,0.260080498,31,"245,097.00"
"COLTON, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,COLTON,50245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,400 NORTH PEPPER AVENUE,92324,19044.00,8089.00,1,0.424789154,41,"331,669.00"
"HEMET, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,HEMET,50390,HEMET VALLEY MEDICAL CENTER,CA,1117 EAST DEVONSHIRE,92543,17574.00,5298.00,1,0.301451822,41,"217,209.00"
"RIVERSIDE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,RIVERSIDE,50022,RIVERSIDE COMMUNITY HOSPITAL,CA,4445 MAGNOLIA AVENUE,92501,37583.00,6410.00,1,0.17054565,52,"333,296.00"
"SAN BERNARDINO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,SAN BERNARDINO,50129,ST BERNARDINE MEDICAL CENTER,CA,2101 N WATERMAN AVE,92404,33376.00,6182.00,1,0.185212781,53,"327,624.00"
"APPLE VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Bernardino,APPLE VALLEY,50300,ST MARY MEDICAL CENTER,CA,18300 HIGHWAY 18,92307,31823.00,5411.00,1,0.170045214,60,"324,676.00"
"LA JOLLA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,LA JOLLA,50424,SCRIPPS GREEN HOSPITAL,CA,10666 NORTH TORREY PINES ROAD,92037,23730.00,5401.00,1,0.22760588,13,"70,213"
"POWAY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,POWAY,50636,POMERADO HOSPITAL,CA,15615 POMERADO ROAD,92064,22792.00,4461.00,1,0.195727303,13,"57,994.00"
"BRAWLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,BRAWLEY,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,207 WEST LEGION ROAD,92227,24729.00,6082.00,1,0.245939913,15,"91,226.00"
"ENCINITAS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,ENCINITAS,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,CA,354 SANTA FE DRIVE,92024,29023.00,5188.00,1,0.178742087,19,"98,565.00"
"EL CENTRO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,EL CENTRO,50045,EL CENTRO REGIONAL MEDICAL CENTER,CA,1415 ROSS AVENUE,92243,26824.00,6092.00,1,0.227120448,22,"134,029.00"
"MURRIETA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,MURRIETA,50770, Loma Linda University Medical,CA,28062 BAXTER ROAD,92563,21889.00,4519.00,1,0.206453189,23,"103,937"
"NATIONAL CITY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,NATIONAL CITY,50024,PARADISE VALLEY HOSPITAL,CA,2400 EAST FOURTH STREET,91950,24946.00,6465.00,1,0.259155381,29,"187,480.00"
"LA JOLLA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,LA JOLLA,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,9888 GENESEE AVENUE,92037,31885.00,4666.00,1,0.146342866,30,"139,985.00"
"SAN DIEGO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,SAN DIEGO,50757,ALVARADO HOSPITAL MEDICAL CENTER,CA,6655 ALVARADO ROAD,92120,24290.00,5156.00,1,0.212267604,32,"164,992"
"INDIO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,INDIO,50534,"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",CA,47-111 MONROE STREET,92201,37258.00,6628.00,1,0.177880166,33,"218,709.00"
"OCEANSIDE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,OCEANSIDE,50128,TRI-CITY MEDICAL CENTER,CA,4002 VISTA WAY,92056,19511.00,5323.00,1,0.272846821,35,"186,320.00"
"ESCONDIDO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,ESCONDIDO,50115,PALOMAR MEDICAL CENTER,CA,555 E VALLEY PARKWAY,92025,28575.00,5077.00,1,0.177674471,37,"187,849"
"SAN DIEGO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,SAN DIEGO,50100,SHARP MEMORIAL HOSPITAL,CA,7901 FROST ST,92123,40618.00,6138.00,1,0.151112205,40,"245,512"
"SAN DIEGO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,SAN DIEGO,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,CA,200 WEST ARBOR DRIVE,92103,20193.00,7743.00,1,0.383441014,45,"348,434.00"
"LA MESA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,LA MESA,50026,GROSSMONT HOSPITAL,CA,5555 GROSSMONT CENTER DRIVE BOX 58,91942,33370.00,5288.00,1,0.158460892,74,"391,300.00"
"MURRIETA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,MURRIETA,50701,SOUTHWEST HEALTHCARE SYSTEM,CA,25500 MEDICAL CENTER DRIVE,92562,17709.00,5312.00,1,0.29998218,77,"409,062.00"
"CHULA VISTA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,CHULA VISTA,50222,SHARP CHULA VISTA MEDICAL CENTER,CA,751 MEDICAL CENTER COURT,91911,36189.00,5706.00,1,0.157662779,83,"473,575.00"
"SAN DIEGO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Diego,SAN DIEGO,50077,SCRIPPS MERCY HOSPITAL,CA,4077 5TH AVE,92103,29808.00,6815.00,1,0.228624384,93,"633,774.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CA,45 CASTRO STREET,94114,43355.00,5983.00,1,0.137987902,12,"71,790"
"VALLEJO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,VALLEJO,50101,SUTTER SOLANO MEDICAL CENTER,CA,300 HOSPITAL DR,94589,39747.00,7206.00,1,0.181289432,17,"122,496.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50457,ST MARY'S MEDICAL CENTER,CA,450 STANYAN ST,94117,52406.00,7228.00,1,0.137917805,19,"137,326.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50152,SAINT FRANCIS MEMORIAL HOSPITAL,CA,900 HYDE ST,94109,50760.00,7539.00,1,0.148528125,21,"158,324.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,CA,2333 BUCHANAN STREET,94115,42027.00,8376.00,1,0.199295198,39,"326,653.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50228,SAN FRANCISCO GENERAL HOSPITAL,CA,1001 POTRERO AVENUE,94110,29534.00,10232.00,1,0.346446861,41,"419,508.00"
"SAN FRANCISCO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN FRANCISCO,50454,UCSF Medical Center,CA,"505 PARNASSUS AVE, BOX 0296",94143,29733.00,9478.00,1,0.318770239,42,"398,079.00"
"GREENBRAE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,GREENBRAE,50360,MARIN GENERAL HOSPITAL,CA,"250 BON AIR ROAD, PO BOX 8010",94904,49156.00,6003.00,1,0.122124457,43,"258,133.00"
"SAN PABLO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Francisco,SAN PABLO,50079,DOCTORS MEDICAL CENTER-SAN PABLO,CA,2000 VALE RD,94806,43755.00,7010.00,1,0.160219135,44,"308,455.00"
"SAN JOSE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,SAN JOSE,50038,SANTA CLARA VALLEY MEDICAL CENTER,CA,751 SOUTH BASCOM AVENUE,95128,37721.00,10465.00,1,0.277429245,17,"177,904.00"
"MOUNTAIN VIEW, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,MOUNTAIN VIEW,50308,EL CAMINO HOSPITAL,CA,2500 GRANT ROAD,94040,47856.00,5760.00,1,0.120361682,21,"120,960"
"SAN JOSE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,SAN JOSE,50153,O'CONNOR HOSPITAL,CA,2105 FOREST AVENUE,95128,57799.00,7248.00,1,0.12539453,21,"152,202.00"
"HOLLISTER, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,HOLLISTER,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,911 SUNSET DRIVE,95023,24472.00,7141.00,1,0.291784035,30,"214,215"
"SAN JOSE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,SAN JOSE,50380,GOOD SAMARITAN HOSPITAL,CA,2425 SAMARITAN DRIVE,95124,43825.00,6034.00,1,0.137679536,33,"199,116.00"
"SAN JOSE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Jose,SAN JOSE,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,CA,225 N JACKSON AVENUE,95116,87464.00,8383.00,1,0.095849207,48,"402,402"
"SAN LUIS OBISPO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Luis Obispo,SAN LUIS OBISPO,50232,FRENCH HOSPITAL MEDICAL CENTER,CA,1911 JOHNSON AVE,93401,31908.00,4816.00,1,0.150936385,14,"67,426.00"
"TEMPLETON, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Luis Obispo,TEMPLETON,50633,TWIN CITIES COMMUNITY HOSPITAL,CA,1100 LAS TABLAS RD,93465,37822.00,4990.00,1,0.131928174,49,"244,498.00"
"REDWOOD CITY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Mateo County,REDWOOD CITY,50197,SEQUOIA HOSPITAL,CA,170 ALAMEDA DE LAS PULGAS,94062,68818.00,5746.00,1,0.083491583,19,"109,168.00"
"DALY CITY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Mateo County,DALY CITY,50289,SETON MEDICAL CENTER,CA,1900 SULLIVAN AVENUE,94015,63504.00,6862.00,1,0.108061009,24,"164,696.00"
"BURLINGAME, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Mateo County,BURLINGAME,50007,PENINSULA MEDICAL CENTER,CA,1501 TROUSDALE DRIVE,94010,40313.00,5927.00,1,0.147036571,26,"154,113.00"
"STANFORD, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - San Mateo County,STANFORD,50441,Standford Hospital,CA,300 PASTEUR DRIVE,94305,59361.00,9237.00,1,0.155605031,37,"341,767.00"
"SANTA MARIA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Santa Barbara,SANTA MARIA,50107,MARIAN MEDICAL CENTER,CA,1400 E CHURCH ST,93454,30821.00,5623.00,1,0.182436332,14,"78,720.00"
"SANTA BARBARA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Santa Barbara,SANTA BARBARA,50396,SANTA BARBARA COTTAGE HOSPITAL,CA,400 WEST PUEBLO,93102,27400.00,5401.00,1,0.197100906,29,"156,615.00"
"WATSONVILLE, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Santa Cruz,WATSONVILLE,50194,WATSONVILLE COMMUNITY HOSPITAL,CA,75 NIELSON STREET,95076,45375.00,7664.00,1,0.168907254,12,"91,970.00"
"SANTA CRUZ, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Santa Cruz,SANTA CRUZ,50242,DOMINICAN HOSPITAL,CA,1555 SOQUEL DRIVE,95065,39282.00,6519.00,1,0.165941012,64,"417,184"
"SANTA ROSA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Santa Rosa,SANTA ROSA,50174,SANTA ROSA MEMORIAL HOSPITAL,CA,1165 MONTGOMERY DR,95405,36576.00,6208.00,1,0.169732235,29,"180,036.00"
"STOCKTON, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Stockton,STOCKTON,50122,DAMERON HOSPITAL,CA,525 WEST ACACIA STREET,95203,49410.00,5613.00,1,0.113606695,12,"67,359"
"TRACY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Stockton,TRACY,50313,SUTTER TRACY COMMUNITY HOSPITAL,CA,1420 N TRACY BLVD,95376,27980.00,5238.00,1,0.187204403,18,"94,284"
"MANTECA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Stockton,MANTECA,50118,DOCTORS HOSPITAL OF MANTECA,CA,1205 E NORTH ST,95336,59445.00,4965.00,1,0.083517711,21,"104,259.00"
"STOCKTON, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Stockton,STOCKTON,50084,ST JOSEPHS MED CENTER OF STOCKTON,CA,1800 N CALIFORNIA ST,95204,49346.00,6075.00,1,0.123121448,53,"322,001.00"
"VENTURA, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Ventura,VENTURA,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,147 N BRENT ST,93003,30360.00,4834.00,1,0.15922786,18,"87,015.00"
"SIMI VALLEY, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Ventura,SIMI VALLEY,50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,CA,2975 N SYCAMORE DR,93065,40618.00,4897.00,1,0.120557883,30,"146,904"
"CAMARILLO, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Ventura,CAMARILLO,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,CA,2309 ANTONIO AVE,93010,33329.00,4628.00,1,0.138856627,55,"254,536.00"
"OXNARD, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Ventura,OXNARD,50082,ST JOHNS REGIONAL MEDICAL CENTER,CA,1600 N ROSE AVE,93030,40194.00,6100.00,1,0.151767513,63,"384,306.00"
"THOUSAND OAKS, CA",Circulatory System,SYNCOPE & COLLAPSE,312,CA - Ventura,THOUSAND OAKS,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,CA,215 W JANSS RD,91360,38908.00,5650.00,1,0.145221348,99,"559,380.00"
"HAYWARD, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,HAYWARD,50512,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,CA,27400 HESPERIAN BLVD,94545,14908.00,4491.00,1,0.301262272,11,"49,404.00"
"OAKLAND, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,OAKLAND,50075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,CA,280 W MAC ARTHUR BLVD,94611,21144.00,4857.00,1,0.229706935,12,"58,284"
"ALAMEDA, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,ALAMEDA,50211,ALAMEDA HOSPITAL,CA,2070 CLINTON AVE,94501,28608.00,4741.00,1,0.165720436,19,"90,079"
"OAKLAND, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,OAKLAND,50320,ALAMEDA COUNTY MEDICAL CENTER,CA,1411 E 31ST ST,94602,15588.00,7867.00,1,0.504659018,20,"157,333"
"FREMONT, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,FREMONT,50195,WASHINGTON HOSPITAL,CA,2000 MOWRY AVE,94538,56382.00,5777.00,1,0.102465373,42,"242,642.00"
"BERKELEY, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,BERKELEY,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,2450 ASHBY AVE,94705,30275.00,5954.00,1,0.196654974,51,"303,640.00"
"CASTRO VALLEY, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,CASTRO VALLEY,50488,EDEN MEDICAL CENTER,CA,20103 LAKE CHABOT ROAD,94546,23853.00,4973.00,1,0.208479561,59,"293,401.00"
"HAYWARD, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,HAYWARD,50002,ST ROSE HOSPITAL,CA,27200 CALAROGA AVE,94545,37589.00,5982.00,1,0.159131946,70,"418,711.00"
"OAKLAND, CA",Circulatory System,CHEST PAIN,313,CA - Alameda County,OAKLAND,50043,ALTA BATES SUMMIT MEDICAL CENTER,CA,350 HAWTHORNE AVENUE,94609,27401.00,5714.00,1,0.208537139,100,"571,422"
"BAKERSFIELD, CA",Circulatory System,CHEST PAIN,313,CA - Bakersfield,BAKERSFIELD,50257,GOOD SAMARITAN HOSPITAL,CA,901 OLIVE DRIVE,93308,11232.00,5153.00,1,0.458759257,11,"56,682.00"
"DELANO, CA",Circulatory System,CHEST PAIN,313,CA - Bakersfield,DELANO,50608,DELANO REGIONAL MEDICAL CENTER,CA,1401 GARCES HIGHWAY,93215,19919.00,5397.00,1,0.270948308,14,"75,558"
"PORTERVILLE, CA",Circulatory System,CHEST PAIN,313,CA - Bakersfield,PORTERVILLE,50261,SIERRA VIEW DISTRICT HOSPITAL,CA,465 W PUTNAM AVE,93257,14501.00,4994.00,1,0.344402248,29,"144,827.00"
"BAKERSFIELD, CA",Circulatory System,CHEST PAIN,313,CA - Bakersfield,BAKERSFIELD,50724,BAKERSFIELD HEART HOSPITAL,CA,3001 SILLECT AVENUE,93308,22551.00,3668.00,1,0.16266758,36,"132,062.00"
