"","count.x","abv","ibu","id","beer","style","brewery_id","ounces","style2","count.y","brewery","city","state","label"
"1987",1987,0.042,20,1544,"Starr Pils","German Pilsener",383,12,NA,384,"Starr Hill Brewery","Crozet","VA","Starr Pils (Starr Hill Brewery)"
"1988",1988,0.065,52,1205,"Northern Lights India Pale Ale","American IPA",383,16,"American IPA",384,"Starr Hill Brewery","Crozet","VA","Northern Lights India Pale Ale (Starr Hill Brewery)"
"1989",1989,0.048,12,369,"Festie","MÃ¤rzen / Oktoberfest",383,12,NA,384,"Starr Hill Brewery","Crozet","VA","Festie (Starr Hill Brewery)"
"1990",1990,0.065,52,368,"Northern Lights India Pale Ale","American IPA",383,12,"American IPA",384,"Starr Hill Brewery","Crozet","VA","Northern Lights India Pale Ale (Starr Hill Brewery)"
"1991",1991,0.065,65,2386,"Third Eye Enlightened Pale Ale","American Pale Ale (APA)",119,12,"American Pale Ale (APA)",120,"Steamworks Brewing Company","Durango","CO","Third Eye Enlightened Pale Ale (Steamworks Brewing Company)"
"1992",1992,0.049,17,92,"Colorado KÃ¶lsch","KÃ¶lsch",119,12,NA,120,"Steamworks Brewing Company","Durango","CO","Colorado KÃ¶lsch (Steamworks Brewing Company)"
"1993",1993,0.057,25,91,"Steam Engine Lager","American Amber / Red Lager",119,12,NA,120,"Steamworks Brewing Company","Durango","CO","Steam Engine Lager (Steamworks Brewing Company)"
"1994",1994,0.065,65,90,"Third Eye Pale Ale","American IPA",119,12,"American IPA",120,"Steamworks Brewing Company","Durango","CO","Third Eye Pale Ale (Steamworks Brewing Company)"
"1995",1995,0.047,9,2366,"Point Special (Current)","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special (Current) (Stevens Point Brewery)"
"1996",1996,0.047,9,2365,"Point Special","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special (Stevens Point Brewery)"
"1997",1997,0.054,33,2270,"Point Cascade Pale Ale (2013)","American Pale Ale (APA)",131,12,"American Pale Ale (APA)",132,"Stevens Point Brewery","Stevens Point","WI","Point Cascade Pale Ale (2013) (Stevens Point Brewery)"
"1998",1998,0.047,9,2228,"Point Special","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special (Stevens Point Brewery)"
"1999",1999,0.052,9,2151,"Onyx Black Ale","American Black Ale",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Onyx Black Ale (Stevens Point Brewery)"
"2000",2000,0.063,64,2150,"Beyond The Pale IPA","American IPA",131,12,"American IPA",132,"Stevens Point Brewery","Stevens Point","WI","Beyond The Pale IPA (Stevens Point Brewery)"
"2001",2001,0.047,9,2122,"Point Special (2013)","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special (2013) (Stevens Point Brewery)"
"2002",2002,0.047,9,2121,"Point Special (2012)","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special (2012) (Stevens Point Brewery)"
"2003",2003,0.047,9,2115,"Point Special Lager","American Adjunct Lager",131,16,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special Lager (Stevens Point Brewery)"
"2004",2004,0.062,NA,1450,"St. Benedict's Winter Ale","Winter Warmer",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","St. Benedict's Winter Ale (Stevens Point Brewery)"
"2005",2005,0.057,15,1357,"Point Oktoberfest","MÃ¤rzen / Oktoberfest",131,16,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Oktoberfest (Stevens Point Brewery)"
"2006",2006,0.052,7,1225,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,16,"American Pale Wheat Ale",132,"Stevens Point Brewery","Stevens Point","WI","Point Nude Beach Summer Wheat (Stevens Point Brewery)"
"2007",2007,0.05,7,816,"Point Nude Beach Summer Wheat","American Pale Wheat Ale",131,12,"American Pale Wheat Ale",132,"Stevens Point Brewery","Stevens Point","WI","Point Nude Beach Summer Wheat (Stevens Point Brewery)"
"2008",2008,0.05,7,772,"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",131,12,"American Pale Wheat Ale",132,"Stevens Point Brewery","Stevens Point","WI","Point Nude Beach Summer Wheat (2011) (Stevens Point Brewery)"
"2009",2009,0.035,NA,684,"Drop Dead Blonde","American Blonde Ale",131,12,"American Blonde Ale",132,"Stevens Point Brewery","Stevens Point","WI","Drop Dead Blonde (Stevens Point Brewery)"
"2010",2010,0.049,13,650,"Three Kings Ale","KÃ¶lsch",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Three Kings Ale (Stevens Point Brewery)"
"2011",2011,0.057,15,456,"Point Oktoberfest","MÃ¤rzen / Oktoberfest",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Oktoberfest (Stevens Point Brewery)"
"2012",2012,0.054,32,357,"2012 Black Ale","American Brown Ale",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","2012 Black Ale (Stevens Point Brewery)"
"2013",2013,0.05,7,141,"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",131,12,"American Pale Wheat Ale",132,"Stevens Point Brewery","Stevens Point","WI","Point Nude Beach Summer Wheat (2010) (Stevens Point Brewery)"
"2014",2014,0.054,33,140,"Point Cascade Pale Ale","American Pale Ale (APA)",131,12,"American Pale Ale (APA)",132,"Stevens Point Brewery","Stevens Point","WI","Point Cascade Pale Ale (Stevens Point Brewery)"
"2015",2015,0.047,14,139,"Point Amber Classic","American Amber / Red Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Amber Classic (Stevens Point Brewery)"
"2016",2016,0.047,9,138,"Point Special Lager","American Adjunct Lager",131,12,NA,132,"Stevens Point Brewery","Stevens Point","WI","Point Special Lager (Stevens Point Brewery)"
"2017",2017,0.051,31,953,"Wisco Disco","American Amber / Red Ale",486,16,"American Amber / Red Ale",487,"Stillmank Beer Company","Green Bay","WI","Wisco Disco (Stillmank Beer Company)"
"2018",2018,0.05,NA,1983,"Brontide","American Black Ale",255,12,NA,256,"Stillwater Artisanal Ales","Baltimore","MD","Brontide (Stillwater Artisanal Ales)"
"2019",2019,0.05,NA,1631,"Brontide","American Black Ale",255,12,NA,256,"Stillwater Artisanal Ales","Baltimore","MD","Brontide (Stillwater Artisanal Ales)"
"2020",2020,0.045,NA,1344,"Classique","Saison / Farmhouse Ale",255,12,NA,256,"Stillwater Artisanal Ales","Baltimore","MD","Classique (Stillwater Artisanal Ales)"
"2021",2021,0.045,NA,922,"Sunsplash Golden Ale (2004)","American Blonde Ale",492,12,"American Blonde Ale",493,"Stone Coast Brewing Company","Portland","ME","Sunsplash Golden Ale (2004) (Stone Coast Brewing Company)"
"2022",2022,0.051,25,1410,"Sand Island Lighthouse","KÃ¶lsch",412,12,NA,413,"Straight to Ale","Huntsville","AL","Sand Island Lighthouse (Straight to Ale)"
"2023",2023,0.05,30,925,"Lily Flagg Milk Stout","Milk / Sweet Stout",412,12,NA,413,"Straight to Ale","Huntsville","AL","Lily Flagg Milk Stout (Straight to Ale)"
"2024",2024,0.072,70,637,"Monkeynaut IPA","American IPA",412,12,"American IPA",413,"Straight to Ale","Huntsville","AL","Monkeynaut IPA (Straight to Ale)"
"2025",2025,0.05,NA,2369,"Straub Beer (Current)","American Adjunct Lager",129,12,NA,130,"Straub Brewery","St Mary's","PA","Straub Beer (Current) (Straub Brewery)"
"2026",2026,0.0409999999999999,8,2233,"American Lager","American Adjunct Lager",129,12,NA,130,"Straub Brewery","St Mary's","PA","American Lager (Straub Brewery)"
"2027",2027,0.0409999999999999,8,2232,"American Amber","American Amber / Red Lager",129,12,NA,130,"Straub Brewery","St Mary's","PA","American Amber (Straub Brewery)"
"2028",2028,0.032,13,2231,"American Light","Light Lager",129,12,NA,130,"Straub Brewery","St Mary's","PA","American Light (Straub Brewery)"
"2029",2029,0.053,49,2352,"Extra Pale Ale","American Pale Ale (APA)",138,12,"American Pale Ale (APA)",139,"Summit Brewing Company","St Paul","MN","Extra Pale Ale (Summit Brewing Company)"
"2030",2030,0.053,40,2549,"Make It So","Extra Special / Strong Bitter (ESB)",58,12,NA,59,"Summit Brewing Company","St. Paul","MN","Make It So (Summit Brewing Company)"
"2031",2031,0.047,55,2473,"Hopvale Organic Ale","American Pale Ale (APA)",58,16,"American Pale Ale (APA)",59,"Summit Brewing Company","St. Paul","MN","Hopvale Organic Ale (Summit Brewing Company)"
"2032",2032,0.083,100,2415,"Unchained #18 Hop Silo","American Double / Imperial IPA",58,16,"American Double / Imperial IPA",59,"Summit Brewing Company","St. Paul","MN","Unchained #18 Hop Silo (Summit Brewing Company)"
"2033",2033,0.052,29,2605,"Tip Off","Altbier",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Tip Off (Sun King Brewing Company)"
"2034",2034,0.054,NA,2215,"Java Mac","Scottish Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Java Mac (Sun King Brewing Company)"
"2035",2035,0.054,23,2164,"Cowbell","American Porter",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Cowbell (Sun King Brewing Company)"
"2036",2036,0.0579999999999999,20,2085,"Hop Up Offa That Brett (2014)","Belgian Pale Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Hop Up Offa That Brett (2014) (Sun King Brewing Company)"
"2037",2037,0.083,23,2084,"PV Muckle (2013)","Scotch Ale / Wee Heavy",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","PV Muckle (2013) (Sun King Brewing Company)"
"2038",2038,0.099,36,2083,"Bourbon Barrel Batch 666: Sympathy for the Devil","Belgian Dark Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Bourbon Barrel Batch 666: Sympathy for the Devil (Sun King Brewing Company)"
"2039",2039,0.09,30,2082,"Whip Fight","Scotch Ale / Wee Heavy",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Whip Fight (Sun King Brewing Company)"
"2040",2040,0.053,23,2081,"Port Barrel Wee Mac","Scotch Ale / Wee Heavy",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Port Barrel Wee Mac (Sun King Brewing Company)"
"2041",2041,0.064,75,2001,"Fistful Of Hops Red","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Fistful Of Hops Red (Sun King Brewing Company)"
"2042",2042,0.063,75,2000,"Fistful of Hops Orange","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Fistful of Hops Orange (Sun King Brewing Company)"
"2043",2043,0.064,75,1999,"Fistful Of Hops Blue","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Fistful Of Hops Blue (Sun King Brewing Company)"
"2044",2044,0.064,75,1996,"Fistful of Hops Green","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Fistful of Hops Green (Sun King Brewing Company)"
"2045",2045,NA,NA,1948,"30 Min Coma","Belgian IPA",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","30 Min Coma (Sun King Brewing Company)"
"2046",2046,0.09,30,1656,"Wee Muckle","Scotch Ale / Wee Heavy",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Wee Muckle (Sun King Brewing Company)"
"2047",2047,0.065,55,1599,"Royal Brat","Extra Special / Strong Bitter (ESB)",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Royal Brat (Sun King Brewing Company)"
"2048",2048,0.075,77,1420,"Grapefruit Jungle (GFJ)","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Grapefruit Jungle (GFJ) (Sun King Brewing Company)"
"2049",2049,0.0559999999999999,50,1389,"Osiris Pale Ale","American Pale Ale (APA)",25,16,"American Pale Ale (APA)",26,"Sun King Brewing Company","Indianapolis","IN","Osiris Pale Ale (Sun King Brewing Company)"
"2050",2050,0.099,75,1367,"Bourbon Barrel Aged Timmie","Russian Imperial Stout",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Bourbon Barrel Aged Timmie (Sun King Brewing Company)"
"2051",2051,0.063,23,1366,"Stupid Sexy Flanders","Flanders Oud Bruin",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Stupid Sexy Flanders (Sun King Brewing Company)"
"2052",2052,NA,NA,1347,"Bourbon Barrel Cowbell","American Porter",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Bourbon Barrel Cowbell (Sun King Brewing Company)"
"2053",2053,0.054,NA,1314,"Popcorn Pilsner","German Pilsener",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Popcorn Pilsner (Sun King Brewing Company)"
"2054",2054,0.071,27,1128,"Ring of Dingle","Irish Dry Stout",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Ring of Dingle (Sun King Brewing Company)"
"2055",2055,0.054,23,1127,"Bourbon Barrel Wee Mac","Scottish Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Bourbon Barrel Wee Mac (Sun King Brewing Company)"
"2056",2056,0.099,60,1049,"Bourbon Barrel Johan","English Barleywine",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Bourbon Barrel Johan (Sun King Brewing Company)"
"2057",2057,0.07,NA,934,"The Deuce","American Brown Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","The Deuce (Sun King Brewing Company)"
"2058",2058,0.09,24,923,"The Velvet Fog","Quadrupel (Quad)",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","The Velvet Fog (Sun King Brewing Company)"
"2059",2059,0.055,23,874,"Sun King Oktoberfest","MÃ¤rzen / Oktoberfest",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Sun King Oktoberfest (Sun King Brewing Company)"
"2060",2060,0.052,24,739,"Indianapolis Indians Lager","Dortmunder / Export Lager",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Indianapolis Indians Lager (Sun King Brewing Company)"
"2061",2061,0.052,24,698,"Indians Victory Lager (2012)","Dortmunder / Export Lager",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Indians Victory Lager (2012) (Sun King Brewing Company)"
"2062",2062,0.08,NA,660,"Chaka","Belgian Strong Pale Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Chaka (Sun King Brewing Company)"
"2063",2063,0.091,91,651,"Isis","American Double / Imperial IPA",25,16,"American Double / Imperial IPA",26,"Sun King Brewing Company","Indianapolis","IN","Isis (Sun King Brewing Company)"
"2064",2064,0.09,30,584,"Wee Muckle (2011)","Scotch Ale / Wee Heavy",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Wee Muckle (2011) (Sun King Brewing Company)"
"2065",2065,0.075,77,532,"Grapefruit Jungle (GFJ) (2011)","American IPA",25,16,"American IPA",26,"Sun King Brewing Company","Indianapolis","IN","Grapefruit Jungle (GFJ) (2011) (Sun King Brewing Company)"
"2066",2066,0.055,23,526,"Sun King Oktoberfest (2011)","MÃ¤rzen / Oktoberfest",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Sun King Oktoberfest (2011) (Sun King Brewing Company)"
"2067",2067,0.099,60,394,"Johan the Barleywine","English Barleywine",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Johan the Barleywine (Sun King Brewing Company)"
"2068",2068,0.054,23,213,"Wee Mac Scottish-Style Ale","Scottish Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Wee Mac Scottish-Style Ale (Sun King Brewing Company)"
"2069",2069,0.053,20,55,"Sunlight Cream Ale","Cream Ale",25,16,NA,26,"Sun King Brewing Company","Indianapolis","IN","Sunlight Cream Ale (Sun King Brewing Company)"
"2070",2070,0.0559999999999999,50,54,"Osiris Pale Ale (2010)","American Pale Ale (APA)",25,16,"American Pale Ale (APA)",26,"Sun King Brewing Company","Indianapolis","IN","Osiris Pale Ale (2010) (Sun King Brewing Company)"
"2071",2071,0.045,NA,1207,"Dam Lager","American Amber / Red Lager",455,12,NA,456,"Sunken City Brewing Company","Hardy","VA","Dam Lager (Sunken City Brewing Company)"
"2072",2072,0.07,NA,1206,"Red Clay IPA","American IPA",455,12,"American IPA",456,"Sunken City Brewing Company","Hardy","VA","Red Clay IPA (Sunken City Brewing Company)"
"2073",2073,0.072,NA,2543,"Todd the Axe Man","American IPA",61,16,"American IPA",62,"Surly Brewing Company","Brooklyn Center","MN","Todd the Axe Man (Surly Brewing Company)"
"2074",2074,0.057,NA,2409,"Doomtree","Extra Special / Strong Bitter (ESB)",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","Doomtree (Surly Brewing Company)"
"2075",2075,0.099,85,1739,"BLAKKR","American Black Ale",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","BLAKKR (Surly Brewing Company)"
"2076",2076,0.073,69,1112,"Overrated! West Coast Style IPA","American IPA",61,16,"American IPA",62,"Surly Brewing Company","Brooklyn Center","MN","Overrated! West Coast Style IPA (Surly Brewing Company)"
"2077",2077,0.075,90,329,"WET","American IPA",61,16,"American IPA",62,"Surly Brewing Company","Brooklyn Center","MN","WET (Surly Brewing Company)"
"2078",2078,0.04,37,19,"Bitter Brewer","English Bitter",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","Bitter Brewer (Surly Brewing Company)"
"2079",2079,0.055,34,18,"SurlyFest","Rye Beer",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","SurlyFest (Surly Brewing Company)"
"2080",2080,0.051,45,17,"Coffee Bender","American Brown Ale",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","Coffee Bender (Surly Brewing Company)"
"2081",2081,0.051,45,16,"Bender","American Brown Ale",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","Bender (Surly Brewing Company)"
"2082",2082,0.0969999999999999,120,15,"Abrasive Ale","American Double / Imperial IPA",61,16,"American Double / Imperial IPA",62,"Surly Brewing Company","Brooklyn Center","MN","Abrasive Ale (Surly Brewing Company)"
"2083",2083,0.051,20,14,"Hell","Keller Bier / Zwickel Bier",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","Hell (Surly Brewing Company)"
"2084",2084,0.067,33,13,"CynicAle","Saison / Farmhouse Ale",61,16,NA,62,"Surly Brewing Company","Brooklyn Center","MN","CynicAle (Surly Brewing Company)"
"2085",2085,0.062,99,12,"Furious","American IPA",61,16,"American IPA",62,"Surly Brewing Company","Brooklyn Center","MN","Furious (Surly Brewing Company)"
"2086",2086,0.073,50,1242,"Big Nose","American IPA",447,12,"American IPA",448,"Swamp Head Brewery","Gainesville","FL","Big Nose (Swamp Head Brewery)"
"2087",2087,0.05,10,1241,"Cotton Mouth","Witbier",447,12,NA,448,"Swamp Head Brewery","Gainesville","FL","Cotton Mouth (Swamp Head Brewery)"
"2088",2088,0.0559999999999999,35,1240,"Stump Knocker Pale Ale","American Pale Ale (APA)",447,12,"American Pale Ale (APA)",448,"Swamp Head Brewery","Gainesville","FL","Stump Knocker Pale Ale (Swamp Head Brewery)"
"2089",2089,0.05,38,1239,"Midnight Oil","Oatmeal Stout",447,12,NA,448,"Swamp Head Brewery","Gainesville","FL","Midnight Oil (Swamp Head Brewery)"
"2090",2090,0.059,18,1238,"Wild Night","Cream Ale",447,12,NA,448,"Swamp Head Brewery","Gainesville","FL","Wild Night (Swamp Head Brewery)"
"2091",2091,0.045,NA,1554,"Bermuda Triangle Ginger Beer","Herbed / Spiced Beer",381,12,NA,382,"Swashbuckler Brewing Company","Manheim","PA","Bermuda Triangle Ginger Beer (Swashbuckler Brewing Company)"
"2092",2092,0.055,35,2568,"Take Two Pils","German Pilsener",49,12,NA,50,"SweetWater Brewing Company","Atlanta","GA","Take Two Pils (SweetWater Brewing Company)"
"2093",2093,0.057,NA,2551,"Waterkeeper","Hefeweizen",49,12,NA,50,"SweetWater Brewing Company","Atlanta","GA","Waterkeeper (SweetWater Brewing Company)"
"2094",2094,0.064,NA,1710,"SweetWater IPA","American IPA",49,12,"American IPA",50,"SweetWater Brewing Company","Atlanta","GA","SweetWater IPA (SweetWater Brewing Company)"
"2095",2095,0.054,NA,1709,"420 Extra Pale Ale","American Pale Ale (APA)",49,12,"American Pale Ale (APA)",50,"SweetWater Brewing Company","Atlanta","GA","420 Extra Pale Ale (SweetWater Brewing Company)"
"2096",2096,0.08,95,1229,"Dodgy Knight Imperial IPA","American Double / Imperial IPA",449,12,"American Double / Imperial IPA",450,"TailGate Beer","San Diego","CA","Dodgy Knight Imperial IPA (TailGate Beer)"
"2097",2097,0.05,NA,1164,"TailGate Saison","Saison / Farmhouse Ale",449,12,NA,450,"TailGate Beer","San Diego","CA","TailGate Saison (TailGate Beer)"
"2098",2098,0.05,44,663,"TailGate IPA","American IPA",449,24,"American IPA",450,"TailGate Beer","San Diego","CA","TailGate IPA (TailGate Beer)"
"2099",2099,0.05,44,662,"TailGate IPA","American IPA",449,12,"American IPA",450,"TailGate Beer","San Diego","CA","TailGate IPA (TailGate Beer)"
"2100",2100,0.049,28,623,"TailGate Hefeweizen","Hefeweizen",449,24,NA,450,"TailGate Beer","San Diego","CA","TailGate Hefeweizen (TailGate Beer)"
"2101",2101,0.05,19,622,"Blacktop Blonde","American Blonde Ale",449,24,"American Blonde Ale",450,"TailGate Beer","San Diego","CA","Blacktop Blonde (TailGate Beer)"
"2102",2102,0.05,19,362,"Blacktop Blonde","American Blonde Ale",449,12,"American Blonde Ale",450,"TailGate Beer","San Diego","CA","Blacktop Blonde (TailGate Beer)"
"2103",2103,0.049,28,361,"TailGate Hefeweizen","Hefeweizen",449,12,NA,450,"TailGate Beer","San Diego","CA","TailGate Hefeweizen (TailGate Beer)"
"2104",2104,0.085,34,2575,"Wooden Rooster","Tripel",45,16.9,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Wooden Rooster (Tallgrass Brewing Company)"
"2105",2105,0.048,20,2555,"Ginger Peach Saison","Saison / Farmhouse Ale",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Ginger Peach Saison (Tallgrass Brewing Company)"
"2106",2106,0.062,35,1736,"Zombie Monkie","American Porter",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Zombie Monkie (Tallgrass Brewing Company)"
"2107",2107,0.0559999999999999,20,1196,"Wild Plum Farmhouse Ale","Saison / Farmhouse Ale",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Wild Plum Farmhouse Ale (Tallgrass Brewing Company)"
"2108",2108,0.05,20,1063,"Vanilla Bean Buffalo Sweat","Oatmeal Stout",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Vanilla Bean Buffalo Sweat (Tallgrass Brewing Company)"
"2109",2109,0.068,110,1017,"Ethos IPA","American IPA",45,16,"American IPA",46,"Tallgrass Brewing Company","Manhattan","KS","Ethos IPA (Tallgrass Brewing Company)"
"2110",2110,0.044,12,1009,"Tallgrass Pub Ale","American Brown Ale",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Tallgrass Pub Ale (Tallgrass Brewing Company)"
"2111",2111,0.072,93,912,"Oasis","Extra Special / Strong Bitter (ESB)",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Oasis (Tallgrass Brewing Company)"
"2112",2112,0.05,20,765,"Buffalo Sweat","Milk / Sweet Stout",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Buffalo Sweat (Tallgrass Brewing Company)"
"2113",2113,0.05,20,676,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,16,"American Pale Wheat Ale",46,"Tallgrass Brewing Company","Manhattan","KS","Halcyon Unfiltered Wheat (Tallgrass Brewing Company)"
"2114",2114,0.052,NA,595,"8-Bit Pale Ale","American Pale Ale (APA)",45,16,"American Pale Ale (APA)",46,"Tallgrass Brewing Company","Manhattan","KS","8-Bit Pale Ale (Tallgrass Brewing Company)"
"2115",2115,0.085,NA,537,"Velvet Rooster","Tripel",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Velvet Rooster (Tallgrass Brewing Company)"
"2116",2116,0.05,20,412,"Halcyon Unfiltered Wheat","American Pale Wheat Ale",45,12,"American Pale Wheat Ale",46,"Tallgrass Brewing Company","Manhattan","KS","Halcyon Unfiltered Wheat (Tallgrass Brewing Company)"
"2117",2117,0.05,16,105,"KÃ¶ld Lager (2010)","German Pilsener",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","KÃ¶ld Lager (2010) (Tallgrass Brewing Company)"
"2118",2118,0.072,93,104,"Oasis (2010)","American Double / Imperial IPA",45,16,"American Double / Imperial IPA",46,"Tallgrass Brewing Company","Manhattan","KS","Oasis (2010) (Tallgrass Brewing Company)"
"2119",2119,0.044,22,103,"Tallgrass Ale","American Brown Ale",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Tallgrass Ale (Tallgrass Brewing Company)"
"2120",2120,0.05,20,102,"Buffalo Sweat (2010)","Milk / Sweet Stout",45,16,NA,46,"Tallgrass Brewing Company","Manhattan","KS","Buffalo Sweat (2010) (Tallgrass Brewing Company)"
"2121",2121,0.063,60,101,"Tallgrass IPA","American IPA",45,16,"American IPA",46,"Tallgrass Brewing Company","Manhattan","KS","Tallgrass IPA (Tallgrass Brewing Company)"
"2122",2122,0.068,NA,1433,"Hat Trick Hop IPA","American IPA",409,16,"American IPA",410,"Tamarack Brewing Company","Lakeside","MT","Hat Trick Hop IPA (Tamarack Brewing Company)"
"2123",2123,0.0559999999999999,NA,1432,"Yard Sale Amber Ale","American Amber / Red Ale",409,16,"American Amber / Red Ale",410,"Tamarack Brewing Company","Lakeside","MT","Yard Sale Amber Ale (Tamarack Brewing Company)"
"2124",2124,0.055,NA,936,"Loafin BrÃ¤u","Altbier",490,16,NA,491,"Tampa Bay Brewing Company","Tampa","FL","Loafin BrÃ¤u (Tampa Bay Brewing Company)"
"2125",2125,0.07,80,544,"Old Elephant Foot IPA","American IPA",490,16,"American IPA",491,"Tampa Bay Brewing Company","Tampa","FL","Old Elephant Foot IPA (Tampa Bay Brewing Company)"
"2126",2126,0.065,35,2640,"Peck's Porter","American Porter",7,16,NA,8,"Tapistry Brewing","Bridgman","MI","Peck's Porter (Tapistry Brewing)"
"2127",2127,0.07,NA,2448,"Reactor","American IPA",7,16,"American IPA",8,"Tapistry Brewing","Bridgman","MI","Reactor (Tapistry Brewing)"
"2128",2128,0.057,NA,2447,"Mr. Orange","Witbier",7,16,NA,8,"Tapistry Brewing","Bridgman","MI","Mr. Orange (Tapistry Brewing)"
"2129",2129,0.08,22,2601,"Deduction","Dubbel",28,12,NA,29,"Taxman Brewing Company","Bargersville","IN","Deduction (Taxman Brewing Company)"
"2130",2130,0.057,NA,973,"Face Down Brown Ale","American Brown Ale",480,12,NA,481,"Telluride Brewing Company","Telluride","CO","Face Down Brown Ale (Telluride Brewing Company)"
"2131",2131,0.064,NA,827,"Tempter IPA","American IPA",480,12,"American IPA",481,"Telluride Brewing Company","Telluride","CO","Tempter IPA (Telluride Brewing Company)"
"2132",2132,0.055,NA,589,"Bridal Veil Rye Pale Ale","American Pale Ale (APA)",480,12,"American Pale Ale (APA)",481,"Telluride Brewing Company","Telluride","CO","Bridal Veil Rye Pale Ale (Telluride Brewing Company)"
"2133",2133,0.048,NA,2155,"Smittytown","Extra Special / Strong Bitter (ESB)",210,12,NA,211,"Temperance Beer Company","Evanston","IL","Smittytown (Temperance Beer Company)"
"2134",2134,0.04,NA,1982,"Greenwood Beach","Fruit / Vegetable Beer",210,12,NA,211,"Temperance Beer Company","Evanston","IL","Greenwood Beach (Temperance Beer Company)"
