colorVal,blockHeight,blockWidth,cycMaterial,blockMaterial,totalWeight,assemblyPW,HstW,minHW,minWD,rfBlock
-1216,76500,465600,2,3,559,1427,389099,29940,367389,25294
-352,70500,516500,2,0,398,90,446000,18850,418289,13270
-199,50900,476000,2,0,271,42,425100,3299,377789,8653
-975,62100,472000,2,3,459,967,409900,14900,373789,20891
-3352,113600,546000,1,3,1523,9234,432400,59000,401411,41040
-314,66700,496200,2,0,366,76,429500,17080,397989,11945
-204,49800,503400,2,0,276,43,453600,-541,405189,9080
-963,182900,414000,2,0,882,469,231100,141500,315789,25991
-437,51300,516800,1,0,488,117,465500,-381,372211,8592
-1236,71000,514000,2,3,562,1506,443000,19600,415789,26568
-331,67100,520800,2,0,381,82,453700,15020,422589,12760
-226,51800,523700,2,0,295,49,471900,-571,425489,9918
-281,61300,502900,2,0,339,65,441599,11010,404689,11163
-1188,68500,513900,2,3,543,1401,445400,17110,415689,25627
-331,67500,515400,2,0,381,82,447900,15960,417189,12672
-658,153900,318200,2,0,623,262,164300,122080,219989,15235
-539,98200,511500,2,0,551,172,413300,47050,413289,18263
-318,69700,469900,2,0,367,78,400200,22710,371689,11658
-441,101100,379700,2,0,459,131,278600,63130,281489,12806
-291,61700,515300,2,0,348,68,453600,10169,417089,11580
-244,55700,504200,2,0,309,54,448500,5280,405989,10176
-294,62800,506500,2,0,350,69,443700,12150,408289,11538
-276,61100,495500,2,0,335,64,434400,11550,397289,10923
-267,57600,523200,2,0,328,61,465600,5280,424989,11015
-879,204200,297100,2,0,792,438,92899,174490,198889,18276
-258,57400,508100,2,0,320,58,450700,6590,409889,10587
-259,56400,525600,2,0,323,59,469200,3839,427389,10847
-261,56800,522800,2,0,324,59,466000,4519,424589,10852
-841,188400,321100,2,0,767,395,132700,156290,222889,18896
-408,79500,507299,2,0,443,112,427800,28769,409089,14635
-569,115600,423900,2,0,567,192,308300,73210,325689,16942
-796,46300,536700,2,3,380,700,490400,-7371,438489,18271
-228,62300,394000,2,0,290,51,331700,22900,295789,8292
-308,63200,527100,2,0,362,74,463900,10490,428889,12197
-278,60500,506900,2,0,337,64,446400,9810,408689,11126
-287,61200,515400,2,0,345,67,454200,9660,417189,11489
-463,94900,447800,2,0,483,137,352900,50119,349589,14929
-522,59400,509900,1,0,560,155,450500,8410,365311,9764
-439,85900,490900,2,0,467,125,405000,36810,392689,15179
-301,63800,508000,2,0,356,72,444200,13000,409789,11765
-275,61100,493400,2,0,334,63,432299,11760,395189,10865
-780,131300,523200,2,0,749,318,391900,78980,424989,25110
-557,86500,429900,0,0,631,173,343400,43510,259723,10109
-260,59400,486800,2,0,321,59,427400,10720,388589,10387
-427,80800,522100,2,0,460,120,441300,28590,423889,15412
-302,64100,505400,2,0,356,72,441300,13560,407189,11745
-266,58000,517299,2,0,328,61,459300,6270,419089,10938
-268,59100,506800,2,0,329,61,447700,8420,408589,10866
-164,47300,448600,2,0,241,34,401300,2440,350389,7458
-314,67400,489000,2,0,366,77,421599,18500,390789,11852
-932,57500,496800,2,2,703,941,439300,7820,398589,31513
-290,62400,504300,2,0,346,68,441900,11970,406089,11403
-497,95200,486200,2,0,515,152,391000,46580,387989,16621
-309,65600,500300,2,0,362,75,434700,15570,402089,11869
-1000,57600,525300,2,3,465,1036,467700,5070,427089,22140
-1786,171100,278500,2,3,841,2493,107400,143250,180289,27762
-288,62300,501900,2,0,344,67,439600,12110,403689,11317
-237,54100,512400,2,0,304,52,458300,2859,414189,10083
-283,60900,510400,2,0,341,66,449500,9860,412189,11296
-548,97200,530000,2,0,560,177,432800,44200,431789,18886
-311,65000,511500,2,0,364,75,446500,13850,413289,12088
-288,45800,370200,1,0,355,68,324400,8780,225611,4649
-426,61200,507600,3,0,381,120,446400,10440,386681,10649
-303,64300,504500,2,0,357,72,440200,13850,406289,11756
-110,43300,373400,2,0,194,23,330100,5960,275189,5362
-82,32700,485300,2,0,176,17,452600,-15830,387089,5696
-284,62100,497600,2,0,341,66,435500,12340,399389,11160
-338,69500,504200,2,0,386,85,434700,19080,405989,12697
-261,58400,501100,2,0,322,59,442700,8290,402889,10587
-285,61600,505400,2,0,342,67,443800,11060,407189,11287
-1551,223700,587500,2,0,1393,1079,363800,164950,489289,49254
-98,41200,373900,2,0,185,21,332700,3810,275689,5111
-283,60800,511500,2,0,341,66,450700,9650,413289,11307
-478,91500,492299,2,0,499,143,400800,42270,394089,16226
-4001,226800,560600,2,1,3154,11880,333800,170740,462389,65648
-262,58200,506500,2,0,324,59,448300,7550,408289,10693
-406,89200,421500,2,0,435,113,332299,47050,323289,12976
-460,64800,506100,0,0,542,134,441300,14190,335923,9795
-298,63200,509099,2,0,353,71,445900,12290,410889,11685
-357,71900,509300,2,0,402,92,437400,20970,411089,13300
-224,52400,508600,2,0,292,48,456200,1540,410389,9676
-274,59600,511300,2,0,334,63,451700,8470,413089,11079
-872,52000,515200,2,3,413,812,463200,479,416989,19515
-90,39700,376500,2,0,179,20,336800,2050,278289,4971
-1089,65600,499900,2,2,806,1241,434300,15610,401689,36232
-949,148900,558600,2,0,892,446,409700,93040,460389,30848
-407,59600,500200,0,0,494,111,440600,9579,330023,8851
-210,50000,514400,2,0,281,45,464400,-1440,416189,9364
-541,136800,293900,2,0,527,195,157100,107410,195689,12046
-274,62900,470700,2,0,332,64,407800,15830,372489,10543
-860,64100,407400,2,2,655,778,343300,23360,309189,27251
-818,58900,490100,2,1,724,609,431200,9890,391889,14449
-2829,135400,375800,0,3,1253,7556,240400,97820,205623,25057
-240,63099,406100,2,0,300,54,343000,22490,307889,8742
-265,58600,506100,2,0,326,60,447500,7990,407889,10756
-235,53200,520900,2,0,302,51,467700,1110,422689,10119
-929,55599,514099,2,2,701,944,458500,4190,415889,31794
-574,117800,415600,2,0,570,195,297800,76240,317389,16824
-365,73300,506200,2,0,408,95,432900,22679,407989,13457
-599,70900,581600,0,0,669,214,510700,12740,411423,13126
-312,72100,435400,2,0,360,77,363300,28560,337189,10940
-377,55100,512500,0,0,466,100,457400,3850,342323,8487
-914,72400,432800,2,1,795,716,360400,29120,334589,15164
-322,67200,504200,2,0,373,79,437000,16780,405989,12277
-234,53600,513900,2,0,301,51,460300,2210,415689,10026
-251,55000,529300,2,0,316,56,474300,2070,431089,10669
-300,63800,506000,2,0,355,72,442200,13200,407789,11707
-247,56000,507000,2,0,312,55,451000,5299,408789,10301
-236,53600,518400,2,0,303,52,464799,1759,420189,10134
-240,54000,520600,2,0,307,53,466599,1940,422389,10264
-503,68900,515900,3,0,434,155,447000,17310,394981,12246
-217,51200,512200,2,0,287,47,461000,-20,413989,9538
-258,57500,508200,2,0,321,58,450700,6679,409989,10608
-258,56700,517900,2,0,321,58,461200,4910,419689,10708
-234,54700,497500,2,0,300,51,442800,4949,399289,9828
-906,56100,497100,2,2,686,897,441000,6390,398889,30769
-239,53700,523300,2,0,306,53,469600,1370,425089,10272
-262,58200,506800,2,0,324,60,448600,7520,408589,10700
-747,135500,471000,2,0,716,297,335500,88400,372789,22730
-253,57300,500600,2,0,316,57,443300,7240,402389,10375
-1855,182200,269500,2,3,875,2646,87300,155250,171289,28088
-261,57900,508100,2,0,323,59,450200,7090,409889,10679
-451,85200,512600,2,0,479,130,427400,33940,414389,15887
-775,121100,584400,2,0,751,313,463300,62660,486189,26494
-265,58600,505900,2,0,326,60,447299,8009,407689,10750
-544,111300,425000,2,0,547,178,313700,68800,326789,16367
-413,60199,501900,3,0,371,115,441700,10009,380981,10320
-932,55300,513300,2,3,438,911,458000,3970,415089,20659
-268,57500,526800,2,0,329,61,469300,4819,428589,11089
-755,118400,584700,2,0,734,300,466300,59930,486489,25920
-1312,222000,472500,2,0,1176,801,250500,174750,374289,37391
-698,123200,287400,3,0,495,317,164200,94460,166481,9229
-3463,193400,573200,2,1,2745,9038,379799,136080,474989,57506
-766,131300,510700,2,0,736,308,379400,80230,412489,24371
-383,77300,492200,2,0,421,102,414900,28080,393989,13704
-265,57800,517600,2,0,327,60,459799,6040,419389,10908
-509,70300,506300,3,0,436,158,436000,19670,385381,12191
-262,58400,502800,2,0,323,59,444400,8119,404589,10632
-297,63099,509200,2,0,353,70,446100,12180,410989,11670
-684,118900,514400,2,0,670,255,395500,67460,416189,22268
-407,79200,508800,2,0,442,111,429600,28320,410589,14633
-232,52800,520600,2,0,300,51,467800,739,422389,10035
-1317,74600,518200,2,3,595,1691,443600,22780,419989,28198
-407,58600,515100,3,0,369,112,456500,7090,394181,10394
-785,172100,340000,2,0,727,345,167900,138100,241789,18725
-458,86500,510500,2,0,484,133,424000,35450,412289,16048
-381,55400,521000,3,0,352,101,465600,3299,400081,9974
-317,65300,517400,2,0,369,77,452100,13560,419189,12317
-263,57500,516800,2,0,325,60,459300,5820,418589,10831
-282,60100,519900,2,0,341,66,459799,8109,421689,11404
-193,50000,476700,2,0,266,41,426700,2330,378489,8516
-471,110200,357200,2,0,481,147,247000,74480,258989,12843
-240,54400,514000,2,0,306,53,459600,3000,415789,10178
-637,49600,404600,2,3,323,449,355000,9140,306389,13677
-225,51900,519300,2,0,294,49,467400,-31,421089,9834
-1066,62100,514900,2,3,493,1156,452800,10610,416689,23288
-313,66100,501200,2,0,365,76,435100,15980,402989,11986
-452,63000,521200,3,0,400,131,458200,10880,400281,11347
-803,44900,559700,2,3,382,717,514799,-11070,461489,18648
-321,67200,503000,2,0,372,79,435800,16900,404789,12240
-1316,59400,514500,3,3,540,1595,455100,7950,393581,21040
-245,54800,518100,2,0,310,54,463300,2989,419889,10354
-253,56200,515100,2,0,317,57,458900,4690,416889,10543
-1015,179700,458600,2,0,932,507,278900,133840,360389,29142
-258,56600,519200,2,0,321,58,462600,4680,420989,10722
-459,63900,518300,3,0,404,134,454400,12070,397381,11426
-265,56900,530500,2,0,328,60,473600,3850,432289,11068
-237,54900,501100,2,0,303,52,446200,4790,402889,9953
-281,59800,520600,2,0,340,65,460800,7740,422389,11366
-263,58500,503800,2,0,324,60,445300,8119,405589,10677
-248,55100,521599,2,0,313,55,466500,2940,423389,10497
-250,55000,527200,2,0,315,56,472200,2280,428989,10617
-254,56100,519300,2,0,318,57,463200,4170,421089,10630
-269,57100,534200,2,0,331,61,477100,3679,435989,11202
-769,146400,433200,2,0,729,315,286800,103080,334989,22069
-1479,83200,521599,2,2,1063,2179,438400,31040,423389,48435
-240,54500,512100,2,0,306,53,457600,3290,413889,10150
-260,57600,510400,2,0,322,59,452800,6560,412189,10683
-363,53600,518500,3,0,339,94,464900,1750,397581,9589
-254,56600,511599,2,0,317,57,455000,5440,413389,10529
-975,57200,516500,2,3,455,987,459300,5550,418289,21533
-248,56200,505600,2,0,312,55,449400,5639,407389,10302
-703,110200,594900,2,0,693,266,484700,50710,496689,24630
-351,51700,528900,3,0,332,89,477200,-1191,407981,9491
-384,87300,407600,2,0,416,105,320300,46540,309389,12154
-257,57200,510400,2,0,320,58,453200,6160,412189,10609
-315,73700,425800,2,0,362,78,352100,31120,327589,10864
-259,57000,517100,2,0,322,59,460100,5290,418889,10744
-266,58600,508700,2,0,327,61,450100,7730,410489,10824
-271,58700,516599,2,0,331,62,457900,7040,418389,11051
-1136,177800,543700,2,0,1044,613,365900,123430,445489,35643
-243,54400,520400,2,0,309,54,466000,2360,422189,10335
-278,60599,506300,2,0,337,65,445700,9969,408089,11128
-400,58000,511599,3,0,363,109,453600,6840,390681,10196
-905,53000,523000,2,3,426,870,470000,699,424789,20262
-361,68400,554000,2,0,407,93,485600,13000,455789,14029
-642,147200,332400,2,0,613,248,185200,113960,234189,15512
-456,103600,379900,2,0,471,138,276300,65610,281689,13132
-362,53900,511500,3,0,337,94,457600,2749,390581,9473
-257,56100,525100,2,0,321,58,469000,3590,426889,10776
-242,54700,513700,2,0,308,53,459000,3329,415489,10227
-264,57699,516400,2,0,326,60,458700,6059,418189,10858
-1300,155400,513600,3,0,976,785,358200,104040,392681,27460
-255,57400,503400,2,0,318,57,446000,7060,405189,10466
-1413,225799,510400,2,0,1265,911,284600,174760,412189,41882
-250,56100,511200,2,0,314,56,455100,4980,412989,10425
-968,202000,352600,2,0,874,491,150600,166740,254389,23124
-225,52100,515200,2,0,294,49,463100,579,416989,9776
-255,55900,524000,2,0,319,57,468100,3500,425789,10710
-324,80100,382400,2,0,366,83,302300,41860,284189,10243
-278,59300,521900,2,0,337,64,462600,7109,423689,11306
-283,59000,536300,2,0,343,66,477299,5370,438089,11631
-425,89200,445300,2,0,453,120,356100,44670,347089,13932
-265,65300,427200,2,0,322,61,361900,22580,328989,9667
-454,86100,508700,2,0,481,132,422600,35230,410489,15904
-412,78400,523800,2,0,447,113,445400,26020,425589,15014
-1002,58900,518800,2,2,749,1080,459900,7019,420589,34062
-316,63500,538100,2,0,370,77,474600,9689,439889,12569
-281,63900,470400,2,0,337,66,406500,16860,372189,10702
-243,55000,511300,2,0,308,54,456300,3870,413089,10223
-252,55599,520900,2,0,316,56,465300,3509,422689,10575
-1125,64700,518700,2,3,516,1274,454000,12830,420489,24485
-336,68200,516200,2,0,385,84,448000,16580,417989,12828
-905,53200,520700,2,3,426,868,467500,1130,422489,20228
-291,60900,526600,2,0,349,69,465700,8240,428389,11740
-389,93600,367700,2,0,416,109,274100,56830,269489,11350
-602,132900,362200,2,0,585,217,229300,96679,263989,15787
-323,67000,507200,2,0,373,79,440200,16279,408989,12331
-296,61400,528800,2,0,353,70,467400,8519,430589,11897
-307,64600,508200,2,0,360,74,443600,13779,409989,11918
-108,42600,380900,2,0,194,23,338300,4509,282689,5419
-392,93500,372500,2,0,419,110,279000,56250,274289,11540
-246,54800,520300,2,0,311,55,465500,2770,422089,10408
-254,55900,521500,2,0,318,57,465600,3750,423289,10647
-254,56100,517900,2,0,317,57,461800,4310,419689,10595
-219,54900,464000,2,0,287,48,409099,8500,365789,9036
-282,59600,525900,2,0,341,65,466300,7010,427689,11470
-275,58800,522299,2,0,335,63,463500,6570,424089,11221
-607,137400,345600,2,0,587,223,208200,102840,247389,15296
-532,87500,597300,2,0,551,169,509799,27770,499089,19651
-436,59300,549000,3,0,393,123,489700,4400,428081,11423
-237,54400,507000,2,0,303,52,452600,3700,408789,10007
-218,51500,508800,2,0,288,47,457299,619,410589,9515
-1216,183200,569100,2,0,1113,692,385900,126290,470889,38820
-259,57200,513400,2,0,322,58,456200,5859,415189,10686
-249,55900,511599,2,0,313,56,455700,4740,413389,10398
-1838,65000,539300,1,3,863,2946,474300,11070,394711,23090
-268,58000,519700,2,0,329,61,461700,6030,421489,11000
-215,50500,517299,2,0,285,46,466800,-1230,419089,9523
-203,48700,519300,2,0,276,43,470600,-3230,421089,9228
-265,58600,507600,2,0,327,60,449000,7840,409389,10795
-287,60500,523200,2,0,345,67,462700,8179,424989,11570
-808,140700,493300,2,0,769,339,352600,91370,395089,25015
-913,122500,465700,0,0,956,407,343200,75930,295523,16290
-1299,192500,577300,2,0,1183,779,384799,134770,479089,41501
-1845,65300,538600,1,3,866,2965,473300,11439,394011,23156
-791,122600,589000,2,0,765,325,466400,63700,490789,27076
-247,59600,460100,2,0,309,56,400500,13590,361889,9705
-714,162700,325400,2,0,668,298,162700,130160,227189,16633
-2586,106700,440200,0,2,1849,6838,333500,62680,270023,39615
-1130,61300,552600,2,3,516,1303,491300,6040,454389,25068
-441,60599,537500,3,0,395,125,476900,6850,416581,11360
-398,57699,514200,3,0,363,108,456500,6279,393281,10211
-387,74400,528100,2,0,427,103,453700,21589,429889,14392
-226,55100,474900,2,0,293,49,419799,7609,376689,9340
-731,49600,460000,2,3,359,585,410400,3599,361789,16150
-186,49800,463300,2,0,260,39,413500,3469,365089,8181
-2805,190300,401500,2,3,1235,6512,211200,150150,303289,51944
-294,80200,340400,2,0,339,75,260200,46160,242189,8740
-954,81600,340200,2,3,465,852,258600,47580,241989,17771
-267,58000,518700,2,0,329,61,460700,6130,420489,10974
-751,128100,517400,2,0,725,298,389300,76360,419189,24164
-159,40300,560500,2,0,242,32,520200,-15750,462289,8383
-307,64900,505200,2,0,361,74,440300,14380,406989,11886
-254,81300,276800,2,0,302,66,195500,53620,178589,6533
-290,61900,510800,2,0,347,68,448900,10820,412589,11492
-253,55199,530500,2,0,318,57,475300,2150,432289,10738
-277,59900,513100,2,0,337,64,453200,8590,414889,11183
-273,59100,515000,2,0,333,63,455900,7600,416789,11084
-262,57000,523300,2,0,325,59,466300,4670,425089,10903
-249,55800,512000,2,0,313,55,456200,4599,413789,10390
-503,57600,510600,1,0,544,145,453000,6539,366011,9487
-255,56300,517400,2,0,318,57,461100,4560,419189,10620
-248,68800,365200,2,0,304,58,296400,32280,266989,8266
-393,69300,596600,2,0,436,105,527300,9640,498389,15542
-272,58800,517500,2,0,332,62,458700,7049,419289,11094
-668,145700,358600,2,0,638,259,212900,109840,260389,17072
-990,58600,515700,2,2,741,1056,457100,7030,417489,33639
-1045,164700,545500,2,0,969,528,380800,110150,447289,33150
-306,61000,553000,2,0,362,73,492000,5699,454789,12483
-244,55700,505000,2,0,309,54,449300,5200,406789,10196
-982,168000,487000,2,0,909,476,319000,119300,388789,29392
-788,139200,484700,2,0,751,325,345500,90730,386489,24209
-775,167700,349200,2,0,721,335,181500,132780,250989,18940
-1011,172000,488700,2,0,934,501,316700,123130,390489,30223
-1174,65600,532400,2,3,535,1382,466800,12360,434189,25634
-1431,155200,436200,1,0,1328,903,281000,111580,291611,20366
-141,46200,411300,2,0,221,29,365100,5070,313089,6509
-429,84200,492600,2,0,459,121,408400,34940,394389,14943
-285,64000,477600,2,0,341,67,413600,16240,379389,10926
-236,54000,511000,2,0,302,52,457000,2900,412789,10030
-217,51600,506500,2,0,287,47,454900,949,408289,9480
-240,54200,517299,2,0,306,53,463100,2470,419089,10221
-1035,95000,358800,2,1,883,846,263800,59120,260589,15497
-143,47200,400700,2,0,222,30,353500,7129,302489,6424
-292,58900,555400,2,0,351,69,496500,3359,457189,12117
-808,140400,494900,2,0,769,339,354500,90910,396689,25062
-637,53400,372200,2,3,326,438,318800,16180,273989,13167
-223,52400,507800,2,0,292,48,455400,1620,409589,9658
-386,56500,511300,3,0,353,103,454799,5370,390381,9925
-871,51500,520300,2,3,412,812,468800,-530,422089,19563
-3825,223800,542100,2,1,3017,10805,318300,169590,443889,62188
-862,181600,355900,2,0,791,400,174300,146010,257689,21058
-352,65800,571500,2,0,401,89,505700,8650,473289,14014
-1761,92700,552800,2,2,1250,3049,460100,37420,454589,57943
-609,114800,467500,2,0,603,211,352700,68050,369289,19077
-906,169200,430700,2,0,839,419,261500,126130,332489,25315
-605,138500,339400,2,0,584,223,200900,104560,241189,15032
-300,59300,564100,2,0,358,71,504799,2890,465889,12432
-326,60300,6.00E+05,2,0,381,80,539700,300,501789,13616
-438,87100,478700,2,0,465,125,391599,39230,380489,14913
-964,63600,454500,2,3,455,938,390900,18150,356289,20394
-467,83000,554800,2,0,495,137,471800,27519,456589,17053
-790,53600,458400,2,2,609,693,404799,7760,360189,26546
-249,55300,519300,2,0,313,55,464000,3370,421089,10478
-238,53600,521700,2,0,305,52,468100,1429,423489,10214
-1371,140500,484099,1,0,1283,820,343600,92090,339511,21465
-721,155100,359500,2,0,680,294,204400,119149,261289,18236
-356,66700,567700,2,0,404,91,501000,9929,469489,14091
-261,56000,535200,2,0,325,59,479200,2479,436989,11012
-284,57699,555500,2,0,344,66,497800,2150,457289,11873
-300,60900,541900,2,0,356,71,481000,6709,443689,12159
-1071,173700,520500,2,0,987,553,346800,121649,422289,33008
-423,84700,479700,2,0,453,118,395000,36730,381489,14540
-649,86100,501100,3,0,530,235,415000,35990,380181,14730
-605,104700,533700,2,0,606,207,429000,51330,435489,20518
-341,65700,554300,2,0,391,85,488600,10270,456089,13484
-308,61300,552300,2,0,364,74,491000,6070,454089,12526
-85,38600,379700,2,0,175,19,341100,629,281489,4889
-266,57500,522500,2,0,327,60,465000,5249,424289,10978
-672,59000,404900,2,1,610,416,345900,18510,306689,11327
-283,61100,508300,2,0,341,66,447200,10270,410089,11275
-271,57100,538600,2,0,333,62,481500,3240,440389,11315
-1070,57000,573200,2,2,794,1242,516200,-320,474989,37227
-412,77500,532700,2,0,448,113,455200,24230,434489,15152
-293,58800,557100,2,0,351,69,498300,3089,458889,12142
-1622,173800,565900,0,0,1603,1218,392100,117210,395723,30949
-375,73600,518500,2,0,417,98,444900,21750,420289,13920
-226,71200,309200,2,0,283,54,238000,40279,210989,6760
-348,69400,522100,2,0,395,88,452700,17190,423889,13238
-458,61200,538500,0,0,540,136,477299,7349,368323,10143
-279,60400,509400,2,0,338,65,449000,9460,411189,11176
-254,55100,533200,2,0,319,57,478100,1779,434989,10785
-296,60599,539900,2,0,354,70,479300,6609,441689,12044
-235,53800,511900,2,0,302,51,458100,2610,413689,10015
-279,58500,535400,2,0,339,65,476900,4960,437189,11509
-399,57400,519900,3,0,364,108,462500,5409,398981,10305
-443,59200,542900,0,0,526,129,483700,4910,372723,9929
-287,58099,556800,2,0,347,67,498700,2419,458589,11989
-301,62600,523100,2,0,357,72,460500,10290,424889,11969
-500,57699,505900,1,0,542,145,448200,7109,361311,9381
-1182,168800,382700,3,0,840,710,213900,130530,261781,19884
-374,72600,527400,2,0,416,98,454799,19860,429189,14021
-238,58800,451500,2,0,301,53,392700,13650,353289,9348
-318,65400,518400,2,0,370,78,453000,13560,420189,12366
-101,35800,479300,2,0,191,21,443500,-12130,381089,6139
-2923,152500,535600,2,3,1251,7564,383100,98940,437389,60031
-80,32000,493100,2,0,174,17,461099,-17310,394889,5686
-427,60100,516300,0,0,512,120,456200,8470,346123,9360
-279,60300,510800,2,0,338,65,450500,9220,412589,11195
-267,57200,529600,2,0,329,61,472400,4239,431389,11103
-933,223900,274700,2,0,828,500,50800,196430,176489,17782
-812,55900,516500,2,1,721,611,460600,4250,418289,14637
-243,54200,522400,2,0,309,54,468200,1960,424189,10345
-822,147200,470500,2,0,777,350,323300,100150,372289,24660
-255,55700,526800,2,0,319,57,471100,3020,428589,10742
-263,57300,519300,2,0,325,60,462000,5370,421089,10857
-270,68800,401300,2,0,325,64,332500,28670,303089,9383
-259,56800,519000,2,0,322,58,462200,4899,420789,10755
-282,60100,518900,2,0,341,65,458800,8210,420689,11377
-229,58200,441599,2,0,293,50,383400,14040,343389,8993
-275,58600,526800,2,0,336,63,468200,5920,428589,11301
-250,56100,510100,2,0,314,56,454000,5090,411889,10398
-271,74800,349400,2,0,321,66,274600,39860,251189,8455
-236,54500,505000,2,0,303,52,450500,3999,406789,9976
-363,70600,531900,2,0,408,93,461300,17410,433689,13778
-182,49400,461100,2,0,257,38,411700,3290,362889,8067
-1314,132700,272200,2,2,955,1462,139500,105480,173989,31746
-259,56700,521500,2,0,322,59,464799,4550,423289,10800
-260,57300,514799,2,0,323,59,457500,5820,416589,10741
-260,57000,519200,2,0,323,59,462200,5080,420989,10798
-1208,189800,535000,2,0,1101,684,345200,136300,436789,37306
-147,46300,424300,2,0,227,30,378000,3870,326089,6794
-451,86100,505000,2,0,478,130,418900,35600,406789,15761
-276,58700,525600,2,0,336,63,466900,6140,427389,11289
-294,62500,510500,2,0,350,69,448000,11450,412289,11595
-85,38900,375100,2,0,175,19,336200,1390,276889,4846
-1024,74000,407500,2,3,486,1015,333500,33250,309289,20598
-255,65500,408600,2,0,313,59,343100,24640,310389,9148
-312,73200,425000,2,0,359,77,351800,30700,326789,10764
-1283,188900,583700,2,0,1170,762,394799,130530,485489,41269
-296,71000,420700,2,0,346,71,349700,28929,322489,10303
-277,60199,508100,2,0,336,64,447900,9389,409889,11103
-472,81700,574900,2,0,500,139,493200,24210,476689,17525
-210,50100,513700,2,0,282,45,463600,-1271,415489,9367
-1021,221900,324400,2,0,910,552,102500,189460,226189,22586
-226,52500,512299,2,0,295,49,459799,1270,414089,9782
-235,53099,522900,2,0,303,52,469799,809,424689,10147
-1046,163500,552100,2,0,971,529,388600,108290,453889,33394
-1677,61000,510800,0,2,1226,3101,449799,9919,340623,28569
-282,69000,418200,2,0,335,67,349200,27180,319989,9935
-215,51800,498000,2,0,285,46,446200,1999,399789,9319
-724,51200,510900,2,1,653,501,459700,109,412689,13227
-1105,197600,444700,2,0,1002,592,247100,153130,346489,30809
-262,56600,528100,2,0,325,59,471500,3790,429889,10949
-296,61600,526300,2,0,353,70,464700,8969,428089,11866
-333,68800,504099,2,0,382,83,435300,18390,405889,12566
-261,56900,521300,2,0,323,59,464400,4769,423089,10833
-274,59700,509500,2,0,334,63,449799,8749,411289,11049
-216,47800,565800,2,0,289,46,518000,-8780,467589,10057
-239,54600,509700,2,0,305,53,455100,3630,411489,10110
-251,54800,531100,2,0,316,56,476300,1690,432889,10675
-293,62200,512400,2,0,349,69,450200,10960,414189,11593
-500,69300,506400,3,0,430,153,437100,18660,385481,12021
-892,52300,528700,2,2,677,885,476400,-570,430489,30957
-67,36000,368900,2,0,160,16,332900,-890,270689,4385
-1020,213600,346700,2,0,914,541,133100,178930,248489,23884
-971,56600,520300,2,3,453,981,463700,4570,422089,21501
-585,94200,599300,2,0,595,196,505100,34270,501089,21241
-889,52500,519400,2,3,419,841,466900,560,421189,19901
-83,39100,364400,2,0,173,18,325300,2660,266189,4683
-210,49600,520100,2,0,281,45,470500,-2411,421889,9416
-1002,181000,445700,2,0,920,498,264700,136430,347489,28303
-311,64200,520200,2,0,364,75,456000,12180,421989,12191
-269,57300,531600,2,0,331,61,474300,4140,433389,11174
-416,60100,504500,0,0,502,115,444400,9649,334323,9041
-706,169800,295700,2,0,657,302,125900,140230,197489,15090
-890,54400,500200,2,3,421,836,445800,4380,401989,19681
-246,55400,513200,2,0,311,55,457800,4079,414989,10345
-407,62600,460600,3,0,360,114,398000,16540,339681,9568
-675,112700,547600,2,0,665,248,434900,57939,449389,22790
-647,118500,481400,2,0,636,233,362900,70360,383189,20433
-266,58000,515700,2,0,327,60,457700,6430,417489,10896
-288,61100,518100,2,0,346,68,457000,9289,419889,11544
-855,52600,499700,2,3,407,780,447100,2630,401489,19006
-619,85800,337200,1,0,632,225,251400,52080,192611,7436
-964,84400,330600,2,3,471,860,246200,51340,232389,17652
-264,57600,517500,2,0,326,60,459900,5849,419289,10867
-276,58800,525300,2,0,336,64,466500,6270,427089,11300
-851,62200,479000,2,1,749,649,416800,14300,380789,14826
-347,75200,460400,2,0,391,89,385200,29160,362189,12256
-545,95900,536200,2,0,557,175,440300,42280,437989,18901
-788,51800,470500,2,3,381,668,418700,4750,372289,17356
-1030,60100,516100,2,3,478,1088,456000,8489,417889,22603
-942,56500,506500,2,3,442,925,450000,5850,408289,20761
-442,87300,482200,2,0,469,127,394900,39080,383989,15085
-236,54300,507800,2,0,303,52,453500,3519,409589,10008
-246,56300,499600,2,0,310,55,443300,6339,401389,10169
-222,51500,519099,2,0,292,48,467600,-410,420889,9754
-330,68300,504400,2,0,379,82,436100,17860,406189,12484
-970,56700,518800,2,3,453,979,462100,4819,420589,21462
-506,49100,331800,2,3,274,293,282700,15920,233589,10322
-248,56800,498100,2,0,312,55,441300,6989,399889,10221
-694,127700,469400,2,0,673,263,341700,80760,371189,21330
-260,59400,486200,2,0,321,59,426800,10780,387989,10370
-469,54100,518400,1,0,516,130,464300,2259,373811,9100
-320,66900,504099,2,0,371,78,437200,16490,405889,12219
-218,50900,518000,2,0,288,47,467100,-900,419789,9615
-422,94900,399400,2,0,446,121,304500,54960,301189,12862
-297,62900,511000,2,0,352,70,448100,11800,412789,11684
-255,56700,512200,2,0,318,57,455500,5480,413989,10562
-1382,71300,571100,2,3,617,1886,499799,14190,472889,30345
-251,55700,518000,2,0,315,56,462299,3900,419789,10522
-267,57600,524900,2,0,329,61,467299,5109,426689,11059
-1026,184300,447600,2,0,939,519,263300,139540,349389,28976
-574,100500,368500,0,0,646,172,268000,63650,198323,8969
