"","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"4821","Patrolman Adrian Arellano","El Paso Police Department, TX","EOW: Wednesday, March 18, 2015","Cause of Death: Motorcycle accident","Motorcycle accident","2015-03-18",2015,"False","El Paso Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4822","Trooper Trevor John Casper","Wisconsin State Patrol, WI","EOW: Tuesday, March 24, 2015","Cause of Death: Gunfire","Gunfire","2015-03-24",2015,"False","Wisconsin State Patrol","WI","Madison",43.074684,-89.384445,"Wisconsin"
"4823","Police Officer Michael Jeremiah Johnson","San Jose Police Department, CA","EOW: Tuesday, March 24, 2015","Cause of Death: Gunfire","Gunfire","2015-03-24",2015,"False","San Jose Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4824","K9 Barney","Tacoma Police Department, WA","EOW: Wednesday, March 25, 2015","Cause of Death: Poisoned","Poisoned","2015-03-25",2015,"True","Tacoma Police Department","WA","Olympia",47.035805,-122.905014,"Washington"
"4825","K9 Harry","Audubon County Sheriff's Office, IA","EOW: Saturday, March 28, 2015","Cause of Death: Automobile accident","Automobile accident","2015-03-28",2015,"True","Audubon County Sheriff's Office","IA","Des Moines",41.591087,-93.603729,"Iowa"
"4826","Police Officer David Lee Colley","Montgomery Police Department, AL","EOW: Saturday, April 4, 2015","Cause of Death: Automobile accident","Automobile accident","2015-04-04",2015,"False","Montgomery Police Department","AL","Montgomery",32.377716,-86.300568,"Alabama"
"4827","Police Officer Jared J. Forsyth","Ocala Police Department, FL","EOW: Monday, April 6, 2015","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2015-04-06",2015,"False","Ocala Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4828","Police Officer Juandre Devon Gilliam, Sr","Jeanerette Police Department, LA","EOW: Wednesday, April 8, 2015","Cause of Death: Vehicle pursuit","Vehicle pursuit","2015-04-08",2015,"False","Jeanerette Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4829","Corporal Scott R. Thompson","Manchester Township Police Department, NJ","EOW: Friday, April 10, 2015","Cause of Death: Heart attack","Heart attack","2015-04-10",2015,"False","Manchester Township Police Department","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"4830","K9 Bella","Maryland Division of Correction, MD","EOW: Wednesday, April 15, 2015","Cause of Death: Fire","Fire","2015-04-15",2015,"True","Maryland Division of Correction","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4831","K9 Jimmy","King County Sheriff's Office, WA","EOW: Saturday, April 18, 2015","Cause of Death: Struck by vehicle","Struck by vehicle","2015-04-18",2015,"True","King County Sheriff's Office","WA","Olympia",47.035805,-122.905014,"Washington"
"4832","Deputy Sheriff Gil C. Datan","Coos County Sheriff's Office, OR","EOW: Monday, April 20, 2015","Cause of Death: Accidental","Accidental","2015-04-20",2015,"False","Coos County Sheriff's Office","OR","Salem",44.938461,-123.030403,"Oregon"
"4833","K9 Igor","Kissimmee Police Department, FL","EOW: Tuesday, April 21, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-04-21",2015,"True","Kissimmee Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4834","Detective Brian Raymond Moore","New York City Police Department, NY","EOW: Monday, May 4, 2015","Cause of Death: Gunfire","Gunfire","2015-05-04",2015,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4835","Sergeant Gregory King Moore","Coeur d'Alene Police Department, ID","EOW: Tuesday, May 5, 2015","Cause of Death: Gunfire","Gunfire","2015-05-05",2015,"False","Coeur d'Alene Police Department","ID","Boise",43.617775,-116.199722,"Idaho"
"4836","Lieutenant Eric Alan Eslary","Ligonier Township Police Department, PA","EOW: Tuesday, May 5, 2015","Cause of Death: Automobile accident","Automobile accident","2015-05-05",2015,"False","Ligonier Township Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"4837","Detective Paul John Koropal","Allegheny County District Attorney's Office - Investigative Division, PA","EOW: Tuesday, May 5, 2015","Cause of Death: Heart attack","Heart attack","2015-05-05",2015,"False","Allegheny County District Attorney's Office - Investigative Division","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"4838","Detective Stuart F. Fishkin","New York City Police Department, NY","EOW: Friday, May 8, 2015","Cause of Death: 9/11 related illness","9/11 related illness","2015-05-08",2015,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4839","Patrolman Benjamin Joseph Deen","Hattiesburg Police Department, MS","EOW: Saturday, May 9, 2015","Cause of Death: Gunfire","Gunfire","2015-05-09",2015,"False","Hattiesburg Police Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"4840","Patrolman Liquori Terja Tate","Hattiesburg Police Department, MS","EOW: Saturday, May 9, 2015","Cause of Death: Gunfire","Gunfire","2015-05-09",2015,"False","Hattiesburg Police Department","MS","Jackson",32.303848,-90.182106,"Mississippi"
"4841","Auxiliary Deputy Sonny Allan Smith","Johnson County Sheriff's Office, AR","EOW: Friday, May 15, 2015","Cause of Death: Gunfire","Gunfire","2015-05-15",2015,"False","Johnson County Sheriff's Office","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"4842","Police Officer Richard K. Martin","Houston Police Department, TX","EOW: Monday, May 18, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-05-18",2015,"False","Houston Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4843","Detective Kerrie Sue Orozco","Omaha Police Department, NE","EOW: Wednesday, May 20, 2015","Cause of Death: Gunfire","Gunfire","2015-05-20",2015,"False","Omaha Police Department","NE","Lincoln",40.808075,-96.699654,"Nebraska"
"4844","Deputy Sheriff Michael Alan Brandle","Jefferson County Sheriff's Office, OH","EOW: Thursday, May 21, 2015","Cause of Death: Heart attack","Heart attack","2015-05-21",2015,"False","Jefferson County Sheriff's Office","OH","Columbus",39.961346,-82.999069,"Ohio"
"4845","Inspector Robert James Bowling","North Carolina Division of Motor Vehicles License and Theft Bureau, NC","EOW: Thursday, May 21, 2015","Cause of Death: Automobile accident","Automobile accident","2015-05-21",2015,"False","North Carolina Division of Motor Vehicles License and Theft Bureau","NC","Raleigh",35.78043,-78.639099,"North Carolina"
"4846","Trooper Taylor Joseph Thyfault","Colorado State Patrol, CO","EOW: Saturday, May 23, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-05-23",2015,"False","Colorado State Patrol","CO","Denver",39.739227,-104.984856,"Colorado"
"4847","Patrolman James Arthur Bennett, Jr.","Housing Authority of New Orleans Police Department, LA","EOW: Sunday, May 24, 2015","Cause of Death: Gunfire","Gunfire","2015-05-24",2015,"False","Housing Authority of New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4848","Sergeant Iris Janett Smith","Mississippi Department of Corrections, MS","EOW: Monday, May 25, 2015","Cause of Death: Automobile accident","Automobile accident","2015-05-25",2015,"False","Mississippi Department of Corrections","MS","Jackson",32.303848,-90.182106,"Mississippi"
"4849","Police Officer Gregg Anthony ""Nigel"" Benner","Rio Rancho Police Department, NM","EOW: Monday, May 25, 2015","Cause of Death: Gunfire","Gunfire","2015-05-25",2015,"False","Rio Rancho Police Department","NM","Santa Fe",35.68224,-105.939728,"New Mexico"
"4850","K9 Hector","Hialeah Police Department, FL","EOW: Wednesday, May 27, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-05-27",2015,"True","Hialeah Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4851","K9 Jimmy","Hialeah Police Department, FL","EOW: Wednesday, May 27, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-05-27",2015,"True","Hialeah Police Department","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4852","Trooper Anthony A. Raspa","New Jersey State Police, NJ","EOW: Saturday, May 30, 2015","Cause of Death: Automobile accident","Automobile accident","2015-05-30",2015,"False","New Jersey State Police","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"4853","K9 Chewbacca","Hancock County Sheriff's Office, MS","EOW: Monday, June 15, 2015","Cause of Death: Animal related","Animal related","2015-06-15",2015,"True","Hancock County Sheriff's Office","MS","Jackson",32.303848,-90.182106,"Mississippi"
"4854","Sheriff Ladson Lamar O'Connor","Montgomery County Sheriff's Office, GA","EOW: Tuesday, June 16, 2015","Cause of Death: Vehicle pursuit","Vehicle pursuit","2015-06-16",2015,"False","Montgomery County Sheriff's Office","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4855","Police Officer Rick Lee Silva","Chehalis Police Department, WA","EOW: Thursday, June 18, 2015","Cause of Death: Assault","Assault","2015-06-18",2015,"False","Chehalis Police Department","WA","Olympia",47.035805,-122.905014,"Washington"
"4856","Police Officer Sonny Lee Kim","Cincinnati Police Department, OH","EOW: Friday, June 19, 2015","Cause of Death: Gunfire","Gunfire","2015-06-19",2015,"False","Cincinnati Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"4857","Police Officer Daryle S. Holloway","New Orleans Police Department, LA","EOW: Saturday, June 20, 2015","Cause of Death: Gunfire","Gunfire","2015-06-20",2015,"False","New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4858","Trooper Eric Keith Chrisman","Kentucky State Police, KY","EOW: Tuesday, June 23, 2015","Cause of Death: Automobile accident","Automobile accident","2015-06-23",2015,"False","Kentucky State Police","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"4859","Detective Sergeant Christopher Dan Kelley","Hutto Police Department, TX","EOW: Wednesday, June 24, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-06-24",2015,"False","Hutto Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4860","Sergeant Korby Lee Kennedy","San Angelo Police Department, TX","EOW: Thursday, June 25, 2015","Cause of Death: Motorcycle accident","Motorcycle accident","2015-06-25",2015,"False","San Angelo Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4861","Police Officer David Joseph Nelson","Bakersfield Police Department, CA","EOW: Friday, June 26, 2015","Cause of Death: Vehicle pursuit","Vehicle pursuit","2015-06-26",2015,"False","Bakersfield Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4862","K9 Nitro","Stockton Police Department, CA","EOW: Tuesday, June 30, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-06-30",2015,"True","Stockton Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4863","Correctional Officer Gregory Dale Mitchell","Georgia Department of Corrections, GA","EOW: Tuesday, July 7, 2015","Cause of Death: Accidental","Accidental","2015-07-07",2015,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4864","K9 Baston","Savannah State University Police Department, GA","EOW: Friday, July 10, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-07-10",2015,"True","Savannah State University Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4865","Patrolman John James Wilding","Scranton Police Department, PA","EOW: Sunday, July 12, 2015","Cause of Death: Fall","Fall","2015-07-12",2015,"False","Scranton Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"4866","Sergeant James Bryan McCrystal","Georgia Department of Corrections, GA","EOW: Tuesday, July 14, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-07-14",2015,"False","Georgia Department of Corrections","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4867","Corrections Officer II Timothy A. Davison","Texas Department of Criminal Justice, TX","EOW: Wednesday, July 15, 2015","Cause of Death: Assault","Assault","2015-07-15",2015,"False","Texas Department of Criminal Justice","TX","Austin",30.27467,-97.740349,"Texas"
"4868","K9 Titus","Little Rock Police Department, AR","EOW: Wednesday, July 15, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-07-15",2015,"True","Little Rock Police Department","AR","Little Rock",34.746613,-92.288986,"Arkansas"
"4869","K9 Zane","Conyers Police Department, GA","EOW: Thursday, July 16, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-07-16",2015,"True","Conyers Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4870","Police Officer Vernell Brown, Jr.","New Orleans Police Department, LA","EOW: Friday, July 17, 2015","Cause of Death: Struck by vehicle","Struck by vehicle","2015-07-17",2015,"False","New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4871","Sergeant Scott Paul Lunger","Hayward Police Department, CA","EOW: Wednesday, July 22, 2015","Cause of Death: Gunfire","Gunfire","2015-07-22",2015,"False","Hayward Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4872","K9 Zeke","Muldrow Police Department, OK","EOW: Thursday, July 23, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-07-23",2015,"True","Muldrow Police Department","OK","Oklahoma City",35.492207,-97.503342,"Oklahoma"
"4873","Police Officer II Sean Michael Bolton","Memphis Police Department, TN","EOW: Saturday, August 1, 2015","Cause of Death: Gunfire","Gunfire","2015-08-01",2015,"False","Memphis Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"4874","Police Officer Thomas Joseph LaValley","Shreveport Police Department, LA","EOW: Wednesday, August 5, 2015","Cause of Death: Gunfire","Gunfire","2015-08-05",2015,"False","Shreveport Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4875","Detective Brent L. Hanger","Washington State Patrol, WA","EOW: Thursday, August 6, 2015","Cause of Death: Heart attack","Heart attack","2015-08-06",2015,"False","Washington State Patrol","WA","Olympia",47.035805,-122.905014,"Washington"
"4876","First Lieutenant Arthur Adolph Green, III","Michigan Department of Natural Resources, MI","EOW: Sunday, August 9, 2015","Cause of Death: Aircraft accident","Aircraft accident","2015-08-09",2015,"False","Michigan Department of Natural Resources","MI","Lansing",42.733635,-84.555328,"Michigan"
"4877","K9 Jola","Jim Wells County Sheriff's Office, TX","EOW: Monday, August 10, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-08-10",2015,"True","Jim Wells County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"4878","Deputy Sheriff Craig Stephen Whisenand","Tazewell County Sheriff's Office, IL","EOW: Tuesday, August 11, 2015","Cause of Death: Automobile accident","Automobile accident","2015-08-11",2015,"False","Tazewell County Sheriff's Office","IL","Springfield",39.798363,-89.654961,"Illinois"
"4879","K9 Falko","Toledo Police Department, OH","EOW: Wednesday, August 12, 2015","Cause of Death: Gunfire","Gunfire","2015-08-12",2015,"True","Toledo Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"4880","K9 Wix","Brown County Sheriff's Office, WI","EOW: Wednesday, August 12, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-08-12",2015,"True","Brown County Sheriff's Office","WI","Madison",43.074684,-89.384445,"Wisconsin"
"4881","Deputy Sheriff Carlos Diamond Francies","Contra Costa County Sheriff's Office, CA","EOW: Thursday, August 13, 2015","Cause of Death: Drowned","Drowned","2015-08-13",2015,"False","Contra Costa County Sheriff's Office","CA","Sacramento",38.576668,-121.493629,"California"
"4882","Sergeant Joseph James Abdella","Detroit Police Department, MI","EOW: Friday, August 14, 2015","Cause of Death: Heart attack","Heart attack","2015-08-14",2015,"False","Detroit Police Department","MI","Lansing",42.733635,-84.555328,"Michigan"
"4883","Deputy Sheriff Carl G. Howell","Carson City Sheriff's Office, NV","EOW: Saturday, August 15, 2015","Cause of Death: Gunfire","Gunfire","2015-08-15",2015,"False","Carson City Sheriff's Office","NV","Carson City",39.163914,-119.766121,"Nevada"
"4884","Detention Officer Tronoski Dontel Jones","Harris County Sheriff's Office, TX","EOW: Thursday, August 20, 2015","Cause of Death: Heart attack","Heart attack","2015-08-20",2015,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"4885","Senior Trooper Steven J. Vincent","Louisiana State Police, LA","EOW: Monday, August 24, 2015","Cause of Death: Gunfire","Gunfire","2015-08-24",2015,"False","Louisiana State Police","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4886","Sergeant Peggy Marie Vassallo","Bellefontaine Neighbors Police Department, MO","EOW: Monday, August 24, 2015","Cause of Death: Struck by vehicle","Struck by vehicle","2015-08-24",2015,"False","Bellefontaine Neighbors Police Department","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"4887","K9 Kojack","Maryland Division of Correction, MD","EOW: Tuesday, August 25, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-08-25",2015,"True","Maryland Division of Correction","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4888","K9 Dingo","Maryland Division of Correction, MD","EOW: Tuesday, August 25, 2015","Cause of Death: Heat exhaustion","Heat exhaustion","2015-08-25",2015,"True","Maryland Division of Correction","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4889","Police Officer Henry Andres Nelson","Sunset Police Department, LA","EOW: Wednesday, August 26, 2015","Cause of Death: Gunfire","Gunfire","2015-08-26",2015,"False","Sunset Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4890","Trooper Chad H. Wolf","Michigan State Police, MI","EOW: Friday, August 28, 2015","Cause of Death: Motorcycle accident","Motorcycle accident","2015-08-28",2015,"False","Michigan State Police","MI","Lansing",42.733635,-84.555328,"Michigan"
"4891","Trooper James Matthew Bava","Missouri State Highway Patrol, MO","EOW: Friday, August 28, 2015","Cause of Death: Vehicle pursuit","Vehicle pursuit","2015-08-28",2015,"False","Missouri State Highway Patrol","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"4892","Deputy Sheriff Darren H. Goforth","Harris County Sheriff's Office, TX","EOW: Friday, August 28, 2015","Cause of Death: Gunfire","Gunfire","2015-08-28",2015,"False","Harris County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"4893","K9 Ike","Vancouver Police Department, WA","EOW: Wednesday, September 2, 2015","Cause of Death: Stabbed","Stabbed","2015-09-02",2015,"True","Vancouver Police Department","WA","Olympia",47.035805,-122.905014,"Washington"
"4894","K9 Dutch","Minneapolis Police Department, MN","EOW: Saturday, September 5, 2015","Cause of Death: Training accident","Training accident","2015-09-05",2015,"True","Minneapolis Police Department","MN","St. Paul",44.955097,-93.102211,"Minnesota"
"4895","Lieutenant Roy D. McLaughlin","Yonkers Police Department, NY","EOW: Thursday, September 10, 2015","Cause of Death: 9/11 related illness","9/11 related illness","2015-09-10",2015,"False","Yonkers Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4896","Deputy Chief John P. McKee","City University of New York Department of Public Safety, NY","EOW: Saturday, September 12, 2015","Cause of Death: 9/11 related illness","9/11 related illness","2015-09-12",2015,"False","City University of New York Department of Public Safety","NY","Albany",42.652843,-73.757874,"New York"
"4897","Deputy Sheriff Steven Brett Hawkins","Harrison County Sheriff's Office, MO","EOW: Sunday, September 13, 2015","Cause of Death: Heart attack","Heart attack","2015-09-13",2015,"False","Harrison County Sheriff's Office","MO","Jefferson City",38.579201,-92.172935,"Missouri"
"4898","Trooper Joseph Cameron Ponder","Kentucky State Police, KY","EOW: Sunday, September 13, 2015","Cause of Death: Gunfire","Gunfire","2015-09-13",2015,"False","Kentucky State Police","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"4899","Deputy Sheriff Dwight Darwin Maness","McHenry County Sheriff's Office, IL","EOW: Monday, September 14, 2015","Cause of Death: Gunfire","Gunfire","2015-09-14",2015,"False","McHenry County Sheriff's Office","IL","Springfield",39.798363,-89.654961,"Illinois"
"4900","Deputy Sheriff Richard Allen Hall","Chatham County Sheriff's Office, GA","EOW: Wednesday, September 16, 2015","Cause of Death: Automobile accident","Automobile accident","2015-09-16",2015,"False","Chatham County Sheriff's Office","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4901","Trooper Kyle David Young","Vermont State Police, VT","EOW: Thursday, September 17, 2015","Cause of Death: Duty related illness","Duty related illness","2015-09-17",2015,"False","Vermont State Police","VT","Montpelier",44.262436,-72.580536,"Vermont"
"4902","Sergeant Eric O. Meier","Crawford Police Department, NY","EOW: Thursday, September 17, 2015","Cause of Death: Heart attack","Heart attack","2015-09-17",2015,"False","Crawford Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4903","Master Patrol Officer Kevin Jermaine Toatley","DeKalb County Police Department, GA","EOW: Saturday, September 19, 2015","Cause of Death: Automobile accident","Automobile accident","2015-09-19",2015,"False","DeKalb County Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4904","Trooper II Nathan-Michael William Smith","Virginia State Police, VA","EOW: Monday, September 21, 2015","Cause of Death: Automobile accident","Automobile accident","2015-09-21",2015,"False","Virginia State Police","VA","Richmond",37.538857,-77.43364,"Virginia"
"4905","Deputy Sheriff William J. Myers","Okaloosa County Sheriff's Office, FL","EOW: Tuesday, September 22, 2015","Cause of Death: Gunfire","Gunfire","2015-09-22",2015,"False","Okaloosa County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4906","Deputy Sheriff Rosemary Vela","Madison County Sheriff's Office, TN","EOW: Monday, September 28, 2015","Cause of Death: Automobile accident","Automobile accident","2015-09-28",2015,"False","Madison County Sheriff's Office","TN","Nashville",36.16581,-86.784241,"Tennessee"
"4907","Police Officer Gregory Thomas Alia","Forest Acres Police Department, SC","EOW: Wednesday, September 30, 2015","Cause of Death: Gunfire","Gunfire","2015-09-30",2015,"False","Forest Acres Police Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"4908","K9 Koa","Lander Police Department, WY","EOW: Friday, October 16, 2015","Cause of Death: Struck by vehicle","Struck by vehicle","2015-10-16",2015,"True","Lander Police Department","WY","Cheyenne",41.140259,-104.820236,"Wyoming"
"4909","Investigator Steven Martin Sandberg","Aitkin County Sheriff's Office, MN","EOW: Sunday, October 18, 2015","Cause of Death: Gunfire","Gunfire","2015-10-18",2015,"False","Aitkin County Sheriff's Office","MN","St. Paul",44.955097,-93.102211,"Minnesota"
"4910","Detective Randolph A. Holder","New York City Police Department, NY","EOW: Tuesday, October 20, 2015","Cause of Death: Gunfire","Gunfire","2015-10-20",2015,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4911","K9 Hyco","Anderson County Sheriff's Office, SC","EOW: Wednesday, October 21, 2015","Cause of Death: Gunfire","Gunfire","2015-10-21",2015,"True","Anderson County Sheriff's Office","SC","Columbia",34.000343,-81.033211,"South Carolina"
"4912","Park Ranger James Marvin Wallen, Jr.","Hamilton County Parks and Recreation Department, TN","EOW: Sunday, October 25, 2015","Cause of Death: Automobile accident","Automobile accident","2015-10-25",2015,"False","Hamilton County Parks and Recreation Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"4913","Deputy Constable Jeffrey Emmons Radford","Bell County Constable's Office - Precinct 3, TX","EOW: Wednesday, October 28, 2015","Cause of Death: Automobile accident","Automobile accident","2015-10-28",2015,"False","Bell County Constable's Office - Precinct 3","TX","Austin",30.27467,-97.740349,"Texas"
"4914","Sergeant William Karl Keesee","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Thursday, October 29, 2015","Cause of Death: Automobile accident","Automobile accident","2015-10-29",2015,"False","Texas Department of Public Safety - Texas Highway Patrol","TX","Austin",30.27467,-97.740349,"Texas"
"4915","Police Officer Daniel Scott Webster","Albuquerque Police Department, NM","EOW: Thursday, October 29, 2015","Cause of Death: Gunfire","Gunfire","2015-10-29",2015,"False","Albuquerque Police Department","NM","Santa Fe",35.68224,-105.939728,"New Mexico"
"4916","Police Officer Bryce Edward Hanes","San Bernardino Police Department, CA","EOW: Thursday, November 5, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-11-05",2015,"False","San Bernardino Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4917","Senior Patrol Officer Daniel Neil Ellis","Richmond Police Department, KY","EOW: Friday, November 6, 2015","Cause of Death: Gunfire","Gunfire","2015-11-06",2015,"False","Richmond Police Department","KY","Frankfort",38.186722,-84.875374,"Kentucky"
"4918","Police Officer Stacy Lynn Case","Columbia Police Department, SC","EOW: Saturday, November 7, 2015","Cause of Death: Automobile accident","Automobile accident","2015-11-07",2015,"False","Columbia Police Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"4919","Police Officer Nathan John Van Oort, Sr.","Ohio University Police Department, OH","EOW: Saturday, November 7, 2015","Cause of Death: Weather/Natural disaster","Weather/Natural disaster","2015-11-07",2015,"False","Ohio University Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"4920","Chief of Police Darrell Lamond Allen","Marlin Police Department, TX","EOW: Tuesday, November 10, 2015","Cause of Death: Gunfire","Gunfire","2015-11-10",2015,"False","Marlin Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4921","Trooper Jaimie Lynn Jursevics","Colorado State Patrol, CO","EOW: Sunday, November 15, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-11-15",2015,"False","Colorado State Patrol","CO","Denver",39.739227,-104.984856,"Colorado"
"4922","Police Officer Ricardo Galvez","Downey Police Department, CA","EOW: Wednesday, November 18, 2015","Cause of Death: Gunfire","Gunfire","2015-11-18",2015,"False","Downey Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4923","Corporal William Matthew Solomon","Georgia Ports Authority Police Department, GA","EOW: Thursday, November 19, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-11-19",2015,"False","Georgia Ports Authority Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4924","Special Investigator Diane DiGiacomo","American Society for the Prevention of Cruelty to Animals Humane Law Enforcement, NY","EOW: Friday, November 20, 2015","Cause of Death: 9/11 related illness","9/11 related illness","2015-11-20",2015,"False","American Society for the Prevention of Cruelty to Animals Humane Law Enforcement","NY","Albany",42.652843,-73.757874,"New York"
"4925","K9 Officer Ryan Patrick Copeland","McFarland Police Department, WI","EOW: Monday, November 23, 2015","Cause of Death: Automobile accident","Automobile accident","2015-11-23",2015,"False","McFarland Police Department","WI","Madison",43.074684,-89.384445,"Wisconsin"
"4926","Police Officer I Garrett Preston Russell Swasey","University of Colorado at Colorado Springs Police Department, CO","EOW: Friday, November 27, 2015","Cause of Death: Gunfire","Gunfire","2015-11-27",2015,"False","University of Colorado at Colorado Springs Police Department","CO","Denver",39.739227,-104.984856,"Colorado"
"4927","Police Officer Lloyd E. Reed, Jr.","St. Clair Township Police Department, PA","EOW: Saturday, November 28, 2015","Cause of Death: Gunfire","Gunfire","2015-11-28",2015,"False","St. Clair Township Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"4928","Police Officer III Noah Aaron Leotta","Montgomery County Police Department, MD","EOW: Thursday, December 10, 2015","Cause of Death: Vehicular assault","Vehicular assault","2015-12-10",2015,"False","Montgomery County Police Department","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4929","Trooper Eli M. McCarson","New Jersey State Police, NJ","EOW: Thursday, December 17, 2015","Cause of Death: Automobile accident","Automobile accident","2015-12-17",2015,"False","New Jersey State Police","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"4930","Police Officer Juan Feliciano","New York City Police Department, NY","EOW: Tuesday, December 29, 2015","Cause of Death: Heart attack","Heart attack","2015-12-29",2015,"False","New York City Police Department","NY","Albany",42.652843,-73.757874,"New York"
"4931","K9 Jojo","San Bernardino County Sheriff's Department, CA","EOW: Wednesday, January 6, 2016","Cause of Death: Asphyxiation","Asphyxiation","2016-01-06",2016,"True","San Bernardino County Sheriff's Department","CA","Sacramento",38.576668,-121.493629,"California"
"4932","K9 Jethro","Canton Police Department, OH","EOW: Sunday, January 10, 2016","Cause of Death: Gunfire","Gunfire","2016-01-10",2016,"True","Canton Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"4933","K9 Krijger","Norfolk Police Department, VA","EOW: Monday, January 11, 2016","Cause of Death: Gunfire","Gunfire","2016-01-11",2016,"True","Norfolk Police Department","VA","Richmond",37.538857,-77.43364,"Virginia"
