"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"FREMONT, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,FREMONT,50195,WASHINGTON HOSPITAL,CA,2000 MOWRY AVE,94538,"$142,055","$16,910",1,0.11903657,51,"862,394.00"
"BERKELEY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,BERKELEY,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,2450 ASHBY AVE,94705,"$94,864","$17,398",1,0.183397282,57,"991,670.00"
"HAYWARD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,HAYWARD,50002,ST ROSE HOSPITAL,CA,27200 CALAROGA AVE,94545,"$122,506","$18,347",1,0.149763587,62,"1,137,513.00"
"PLEASANTON, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,PLEASANTON,50283,VALLEYCARE MEDICAL CENTER,CA,5555 WEST LAS POSITAS BOULEVARD,94588,"$91,198","$12,905",1,0.141509673,72,"929,191.00"
"OAKLAND, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,OAKLAND,50043,ALTA BATES SUMMIT MEDICAL CENTER,CA,350 HAWTHORNE AVENUE,94609,"$73,639","$15,202",1,0.206443459,96,"1,459,419"
"CASTRO VALLEY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Alameda County,CASTRO VALLEY,50488,EDEN MEDICAL CENTER,CA,20103 LAKE CHABOT ROAD,94546,"$56,518","$14,442",1,0.255535528,104,"1,502,011.00"
"DELANO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,DELANO,50608,DELANO REGIONAL MEDICAL CENTER,CA,1401 GARCES HIGHWAY,93215,"$51,699","$15,011",1,0.290362394,26,"390,297.00"
"TULARE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,TULARE,50359,TULARE REGIONAL MEDICAL CENTER,CA,869 CHERRY AVENUE,93274,"$30,186","$11,776",1,0.390130667,28,"329,740.00"
"BAKERSFIELD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,BAKERSFIELD,50295,MERCY HOSPITAL,CA,2215 TRUXTUN AVENUE,93301,"$51,546","$10,162",1,0.197151196,41,"416,655.00"
"BAKERSFIELD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,BAKERSFIELD,50724,BAKERSFIELD HEART HOSPITAL,CA,3001 SILLECT AVENUE,93308,"$54,752","$10,735",1,0.196062462,76,"815,851.00"
"VISALIA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,VISALIA,50057,KAWEAH DELTA MEDICAL CENTER,CA,400 W MINERAL KING AVE,93291,"$53,602","$12,217",1,0.227927218,81,"989,603.00"
"BAKERSFIELD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,BAKERSFIELD,50036,BAKERSFIELD MEMORIAL HOSPITAL,CA,420 34TH ST BOX 1888,93301,"$75,163","$12,848",1,0.170931889,87,"1,117,752.00"
"PORTERVILLE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,PORTERVILLE,50261,SIERRA VIEW DISTRICT HOSPITAL,CA,465 W PUTNAM AVE,93257,"$46,369","$12,954",1,0.27937142,94,"1,217,699.00"
"BAKERSFIELD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Bakersfield,BAKERSFIELD,50455,SAN JOAQUIN COMMUNITY HOSPITAL,CA,2615 CHESTER AVENUE,93301,"$59,003","$11,300",1,0.191512895,96,"1,084,784.00"
"RED BLUFF, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Chico,RED BLUFF,50042,ST ELIZABETH COMMUNITY HOSPITAL,CA,2550 SISTER MARY COLUMBA DRIVE,96080,"$38,044","$11,198",1,0.29432767,18,"201,555"
"PARADISE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Chico,PARADISE,50225,FEATHER RIVER HOSPITAL,CA,5974 PENTZ ROAD,95969,"$102,880","$10,171",1,0.098865286,36,"366,164.00"
"CHICO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Chico,CHICO,50039,ENLOE MEDICAL CENTER,CA,1531 ESPLANADE,95926,"$65,503","$10,816",1,0.165130462,73,"789,604.00"
"OROVILLE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Chico,OROVILLE,50030,OROVILLE HOSPITAL,CA,2767 OLIVE HIGHWAY,95966,"$41,370","$11,230",1,0.271449512,81,"909,617.00"
"ANTIOCH, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,ANTIOCH,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,CA,4501 SAND CREEK ROAD,94531,"$43,126","$10,666",1,0.247323909,11,"117,327.00"
"MARTINEZ, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,MARTINEZ,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,2500 ALHAMBRA AVE,94553,"$51,185","$31,115",1,0.607889002,11,"342,264.00"
"SAN RAMON, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,SAN RAMON,50689,SAN RAMON REGIONAL MEDICAL CTR,CA,6001 NORRIS CANYON ROAD,94583,"$71,714","$10,602",1,0.147842234,12,"127,228.00"
"FAIRFIELD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,FAIRFIELD,50367,NORTHBAY MEDICAL CENTER,CA,1200 B  GALE WILSON BLVD,94533,"$125,212","$15,045",1,0.120154703,45,"677,016"
"ANTIOCH, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,ANTIOCH,50523,SUTTER DELTA MEDICAL CENTER,CA,3901 LONE TREE WAY,94509,"$73,679","$14,611",1,0.198300661,64,"935,083.00"
"CONCORD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,CONCORD,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CA,2540 EAST ST,94520,"$125,849","$14,910",1,0.118478623,74,"1,103,374.00"
"WALNUT CREEK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Contra Costa County,WALNUT CREEK,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,1601 YGNACIO VALLEY RD,94598,"$125,713","$16,065",1,0.127787331,74,"1,188,775.00"
"MADERA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Fresno,MADERA,50568,MADERA COMMUNITY HOSPITAL,CA,1250 E ALMOND AVE,93637,"$38,530","$13,746",1,0.356754895,22,"302,404.00"
"CLOVIS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Fresno,CLOVIS,50492,CLOVIS COMMUNITY MEDICAL CENTER,CA,2755 HERNDON AVE,93611,"$35,911","$10,095",1,0.281107224,28,"282,655.00"
"HANFORD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Fresno,HANFORD,50121,ADVENTIST MEDICAL CENTER,CA,115 MALL DRIVE,93230,"$41,529","$11,537",1,0.277806681,114,"1,315,206.00"
"FRESNO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Fresno,FRESNO,50060,COMMUNITY REGIONAL MEDICAL CENTER,CA,2823 FRESNO STREET,93715,"$33,375","$14,262",1,0.427317588,115,"1,640,109.00"
"FRESNO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Fresno,FRESNO,50093,SAINT AGNES MEDICAL CENTER,CA,1303 E HERNDON AVE,93710,"$41,083","$10,798",1,0.262833972,275,"2,969,422.00"
"DOWNEY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,DOWNEY,50139,KAISER FOUNDATION HOSPITAL - DOWNEY,CA,9333 IMPERIAL HIGHWAY,90242,"$29,283","$8,275",1,0.282606199,11,"91,030.00"
"GLENDORA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GLENDORA,50205,EAST VALLEY HOSPITAL MEDICAL CENTER,CA,150 WEST ROUTE 66,91740,"$59,985","$12,486",1,0.208157115,13,"162,323.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50111,TEMPLE COMMUNITY HOSPITAL,CA,235 N HOOVER ST,90004,"$48,012","$13,395",1,0.278980457,13,"174,129.00"
"BELLFLOWER, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,BELLFLOWER,50531,BELLFLOWER MEDICAL CENTER,CA,9542 E ARTESIA BLVD,90706,"$55,919","$14,116",1,0.252434018,14,"197,621.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50696,KECK HOSPITAL OF USC,CA,1500 SAN PABLO ST,90033,"$146,069","$23,539",1,0.161152479,17,"400,169.00"
"TORRANCE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,TORRANCE,50376,LAC/HARBOR-UCLA MED CENTER,CA,1000 W CARSON ST,90509,"$57,735","$20,255",1,0.35083113,17,"344,339.00"
"HUNTINGTON PARK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,HUNTINGTON PARK,50091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,CA,2623 E SLAUSON AVE,90255,"$50,441","$13,996",1,0.277478013,18,"251,932.00"
"PANORAMA CITY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,PANORAMA CITY,50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,CA,13652 CANTARA ST,91402,"$17,391","$8,993",1,0.517091831,19,"170,858.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50763,SILVER LAKE MEDICAL CENTER,CA,1711 WEST TEMPLE STREET,90026,"$58,431","$15,869",1,0.271578908,20,"317,372"
"SAN PEDRO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SAN PEDRO,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,1300 W 7TH ST,90732,"$63,934","$10,430",1,0.163132968,24,"250,314"
"GLENDORA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GLENDORA,50597,FOOTHILL PRESBYTERIAN HOSPITAL,CA,250 S GRAND AVE,91740,"$42,670","$10,718",1,0.251196533,27,"289,398.00"
"MONTCLAIR, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MONTCLAIR,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,CA,5000 SAN BERNARDINO ST,91763,"$32,862","$13,255",1,0.403359289,27,"357,889.00"
"SAN DIMAS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SAN DIMAS,50588,SAN DIMAS COMMUNITY HOSPITAL,CA,1350 W COVINA BLVD,91773,"$58,769","$10,062",1,0.171214208,27,"271,675.00"
"GLENDALE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GLENDALE,50124,VERDUGO HILLS HOSPITAL,CA,1812 VERDUGO BLVD,91209,"$51,601","$10,054",1,0.194845568,29,"291,571.00"
"LONG BEACH, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LONG BEACH,50277,PACIFIC HOSPITAL OF LONG BEACH,CA,2776 PACIFIC AVE,90806,"$76,830","$15,134",1,0.196978456,29,"438,881.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50018,PACIFIC ALLIANCE MEDICAL CENTER,CA,531 W COLLEGE ST,90012,"$31,647","$16,743",1,0.529062389,30,"502,304.00"
"MONTEREY PARK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MONTEREY PARK,50736,MONTEREY PARK HOSPITAL,CA,900 S ATLANTIC BLVD,91754,"$136,844","$18,502",1,0.135203774,30,"555,053.00"
"NORWALK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,NORWALK,50219,COAST PLAZA HOSPITAL,CA,13100 STUDEBAKER RD,90650,"$39,046","$12,999",1,0.332912466,30,"389,971.00"
"ENCINO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,ENCINO,50158,ENCINO HOSPITAL MEDICAL CENTER,CA,16237 VENTURA BLVD,91436,"$61,376","$10,660",1,0.173686336,32,"341,125"
"SOUTH EL MONTE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SOUTH EL MONTE,50738,GREATER EL MONTE COMMUNITY HOSPITAL,CA,1701 SANTA ANITA AVE,91733,"$76,409","$15,100",1,0.19761594,33,"498,288.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50663,LOS ANGELES COMMUNITY HOSPITAL,CA,4081 E OLYMPIC BLVD,90023,"$52,110","$14,794",1,0.283889813,37,"547,360.00"
"WHITTIER, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,WHITTIER,50735,WHITTIER HOSPITAL MEDICAL CENTER,CA,9080 COLIMA RD,90605,"$63,857","$12,702",1,0.198919073,40,"508,097"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50641,EAST LOS ANGELES DOCTORS HOSPITAL,CA,4060 WHITTIER BLVD,90023,"$44,403","$15,756",1,0.354828522,43,"677,489.00"
"LAKEWOOD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LAKEWOOD,50581,LAKEWOOD REGIONAL MEDICAL CENTER,CA,3700 E SOUTH ST,90712,"$85,365","$11,390",1,0.133428965,44,"501,168.00"
"PANORAMA CITY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,PANORAMA CITY,50704,MISSION COMMUNITY HOSPITAL - PANORAMA,CA,14850 ROSCOE BLVD,91402,"$28,691","$13,789",1,0.48062059,46,"634,312.00"
"SHERMAN OAKS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SHERMAN OAKS,50755,SHERMAN OAKS HOSPITAL,CA,4929 VAN NUYS BLVD,91403,"$39,795","$10,534",1,0.264712245,46,"484,578.00"
"GARDENA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GARDENA,50468,MEMORIAL HOSPITAL OF GARDENA,CA,1145 W REDONDO BEACH BLVD,90247,"$38,708","$13,313",1,0.343938328,48,"639,024"
"LONG BEACH, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LONG BEACH,50191,ST MARY MEDICAL CENTER,CA,1050 LINDEN AVE,90813,"$69,821","$14,342",1,0.205417858,48,"688,437"
"ALHAMBRA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,ALHAMBRA,50281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,100 S RAYMOND AVE,91801,"$73,426","$14,089",1,0.191873044,50,"704,426"
"HAWAIIAN GARDEN, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,HAWAIIAN GARDEN,50575,TRI-CITY REGIONAL MEDICAL CENTER,CA,21530 S PIONEER BLVD,90716,"$42,392","$11,856",1,0.27968477,50,"592,819"
"MARINA DEL REY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MARINA DEL REY,50740,MARINA DEL REY HOSPITAL,CA,4650 LINCOLN BLVD,90291,"$67,591","$9,431",1,0.13952272,51,"480,957.00"
"CULVER CITY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,CULVER CITY,50752,BROTMAN MEDICAL CENTER,CA,3828 DELMAS TERRACE,90231,"$63,324","$11,568",1,0.182675486,55,"636,222.00"
"WEST HILLS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,WEST HILLS,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,CA,7300 MEDICAL CENTER DR,91307,"$88,653","$9,881",1,0.111451432,56,"553,311.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,CA,1401 SOUTH GRAND AVENUE,90015,"$47,432","$15,438",1,0.325481245,61,"941,724.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50262,RONALD REAGAN UCLA MEDICAL CENTER,CA,757 WESTWOOD PLAZA,90095,"$87,656","$23,883",1,0.272457242,65,"1,552,369"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,CA,1300 N VERMONT AVE,90028,"$58,104","$16,376",1,0.281840014,67,"1,097,195.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50103,WHITE MEMORIAL MEDICAL CENTER,CA,1720 E CESAR AVENUE,90033,"$70,299","$15,629",1,0.222316112,67,"1,047,118.00"
"SANTA MONICA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SANTA MONICA,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,1250 16TH STREET,90404,"$75,384","$12,705",1,0.168534801,67,"851,229.00"
"DOWNEY, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,DOWNEY,50393,DOWNEY REGIONAL MEDICAL CENTER,CA,11500 BROOKSHIRE AVENUE,90241,"$80,474","$12,528",1,0.155679921,71,"889,497.00"
"PALMDALE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,PALMDALE,50204,PALMDALE REGIONAL MEDICAL CENTER,CA,38600 MEDICAL CENTER DRIVE,93552,"$70,681","$11,408",1,0.161404552,73,"832,796.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50471,GOOD SAMARITAN HOSPITAL,CA,1225 WILSHIRE BOULEVARD,90017,"$88,655","$14,872",1,0.167757215,76,"1,130,305.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50502,SAINT VINCENT MEDICAL CENTER,CA,2131 W 3RD ST,90057,"$84,456","$16,354",1,0.193643022,77,"1,259,284.00"
"WHITTIER, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,WHITTIER,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,CA,12401 E WASHINGTON BLVD,90602,"$81,251","$10,751",1,0.132314554,77,"827,801.00"
"MONTEBELLO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MONTEBELLO,50350,BEVERLY HOSPITAL,CA,309 W BEVERLY BLVD,90640,"$27,320","$12,797",1,0.468417477,82,"1,049,376.00"
"VAN NUYS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,VAN NUYS,50126,VALLEY PRESBYTERIAN HOSPITAL,CA,15107 VANOWEN ST,91406,"$60,820","$15,204",1,0.249975981,83,"1,261,892.00"
"VALENCIA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,VALENCIA,50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,CA,23845  MCBEAN PKWY,91355,"$101,994","$11,246",1,0.110265054,84,"944,691.00"
"SANTA MONICA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SANTA MONICA,50290,SAINT JOHN'S HEALTH CENTER,CA,2121 SANTA MONICA BLVD,90404,"$52,635","$9,600",1,0.182393051,87,"835,219.00"
"SAN GABRIEL, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,SAN GABRIEL,50132,SAN GABRIEL VALLEY MEDICAL CENTER,CA,438 W LAS TUNAS DRIVE,91776,"$115,922","$14,639",1,0.126279371,89,"1,302,835.00"
"LYNWOOD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LYNWOOD,50104,SAINT FRANCIS MEDICAL CENTER,CA,3630 EAST IMPERIAL HIGHWAY,90262,"$64,545","$17,848",1,0.276525124,93,"1,659,904.00"
"TORRANCE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,TORRANCE,50351,TORRANCE MEMORIAL MEDICAL CENTER,CA,3330 LOMITA BLVD,90509,"$82,568","$12,556",1,0.152066303,95,"1,192,802.00"
"LANCASTER, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LANCASTER,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,CA,1600 W AVE J,93534,"$33,713","$12,480",1,0.370200347,97,"1,210,604.00"
"MONTEREY PARK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MONTEREY PARK,50737,GARFIELD MEDICAL CENTER,CA,525 N GARFIELD AVE,91754,"$146,428","$17,188",1,0.117382105,99,"1,701,617.00"
"PASADENA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,PASADENA,50438,HUNTINGTON MEMORIAL HOSPITAL,CA,100 W  CALIFORNIA BLVD,91109,"$65,696","$11,528",1,0.175478907,102,"1,175,891.00"
"TARZANA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,TARZANA,50761,PROVIDENCE TARZANA MEDICAL CENTER,CA,18321 CLARK STREET,91356,"$106,033","$11,629",1,0.109675314,102,"1,186,178.00"
"TORRANCE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,TORRANCE,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,4101 TORRANCE BLVD,90503,"$72,012","$10,507",1,0.145911698,102,"1,071,749.00"
"NORTHRIDGE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,NORTHRIDGE,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,18300 ROSCOE BLVD,91325,"$94,347","$13,642",1,0.144591272,106,"1,446,031.00"
"ARCADIA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,ARCADIA,50238,METHODIST HOSPITAL OF SOUTHERN CA,CA,300 W HUNTINGTON DR,91006,"$62,432","$11,672",1,0.186955997,107,"1,248,907.00"
"LONG BEACH, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LONG BEACH,50485,LONG BEACH MEMORIAL MEDICAL CENTER,CA,2801 ATLANTIC AVE,90806,"$68,822","$13,905",1,0.202043297,109,"1,515,648.00"
"GLENDALE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GLENDALE,50239,GLENDALE ADVENTIST MEDICAL CENTER,CA,1509 E WILSON TERRACE,91206,"$82,470","$14,636",1,0.177467258,111,"1,624,569.00"
"MISSION HILLS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,MISSION HILLS,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,15031 RINALDI ST,91346,"$144,422","$13,251",1,0.091754054,111,"1,470,894.00"
"POMONA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,POMONA,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1798 N GAREY AVE,91767,"$78,952","$13,650",1,0.172882782,118,"1,610,641"
"GLENDALE, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,GLENDALE,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,1420 S CENTRAL AVE,91204,"$80,573","$15,039",1,0.186653037,123,"1,849,821.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50742,OLYMPIA MEDICAL CENTER,CA,5900 WEST OLYMPIC BOULEVARD,90036,"$103,948","$10,932",1,0.1051648,132,"1,442,974.00"
"COVINA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,COVINA,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,210 W  SAN BERNARDINO ROAD,91723,"$42,599","$13,588",1,0.318982637,149,"2,024,682.00"
"BURBANK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,BURBANK,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CA,501 SOUTH BUENA VISTA,91505,"$124,467","$12,891",1,0.103569963,166,"2,139,908.00"
"LOS ANGELES, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,LOS ANGELES,50625,CEDARS-SINAI MEDICAL CENTER,CA,8700 BEVERLY BLVD,90048,"$125,036","$17,127",1,0.136973752,264,"4,521,447.00"
"INGLEWOOD, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Los Angeles,INGLEWOOD,50739,CENTINELA HOSPITAL MEDICAL CENTER,CA,555 EAST HARDY STREET,90301,"$64,833","$12,570",1,0.193887409,327,"4,110,498.00"
"LOS BANOS, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,LOS BANOS,50528, Memorial Hospital Los Banos,CA,520 WEST I ST,93635,"$43,741","$29,024",1,0.663551583,13,"377,316.00"
"TURLOCK, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,TURLOCK,50179,EMANUEL MEDICAL CENTER INC,CA,825 DELBON AVE,95382,"$103,053","$12,985",1,0.126001308,50,"649,239"
"SONORA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,SONORA,50335,SONORA REGIONAL MEDICAL CENTER,CA,1000 GREENLEY ROAD,95370,"$62,610","$12,579",1,0.200909015,53,"666,680.00"
"MODESTO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,MODESTO,50464,DOCTORS MEDICAL CENTER,CA,1441 FLORIDA AVENUE,95350,"$167,315","$14,184",1,0.08477366,70,"992,873"
"MODESTO, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,MODESTO,50557,MEMORIAL  MEDICAL CENTER,CA,1700 COFFEE RD,95355,"$71,712","$11,011",1,0.153550181,118,"1,299,351.00"
"MERCED, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Modesto,MERCED,50444,MERCY MEDICAL CENTER,CA,333 MERCY AVENUE,95340,"$61,309","$13,656",1,0.222739857,147,"2,007,412.00"
"SAINT HELENA, CA",Circulatory System,HEART FAILURE & SHOCK W MCC,291,CA - Napa,SAINT HELENA,50013,ST HELENA HOSPITAL,CA,10 WOODLAND ROAD,94574,"$89,381","$15,092",1,0.168845693,26,"392,380.00"
