Country Name,Indicator Name,Year,Value
Timor-Leste,"Services, etc., value added (% of GDP)",1997,
Togo,"Agriculture, value added (% of GDP)",1997,42.1923859677
Togo,CO2 emissions (metric tons per capita),1997,0.218890638228
Togo,Domestic credit provided by financial sector (% of GDP),1997,22.906741889299997
Togo,Electric power consumption (kWh per capita),1997,105.18222154200001
Togo,Energy use (kg of oil equivalent per capita),1997,384.078207642
Togo,Exports of goods and services (% of GDP),1997,28.9750122635
Togo,"Fertility rate, total (births per woman)",1997,5.587999999999999
Togo,GDP growth (annual %),1997,14.3773775774
Togo,Imports of goods and services (% of GDP),1997,44.805543370100004
Togo,"Industry, value added (% of GDP)",1997,20.123276850299998
Togo,"Inflation, GDP deflator (annual %)",1997,2.03603453537
Togo,"Life expectancy at birth, total (years)",1997,53.973390243900006
Togo,Population density (people per sq. km of land area),1997,82.8546607832
Togo,"Services, etc., value added (% of GDP)",1997,37.684340931
Tonga,"Agriculture, value added (% of GDP)",1997,23.8439010865
Tonga,CO2 emissions (metric tons per capita),1997,1.02572363923
Tonga,Domestic credit provided by financial sector (% of GDP),1997,37.087495989699995
Tonga,Electric power consumption (kWh per capita),1997,
Tonga,Energy use (kg of oil equivalent per capita),1997,
Tonga,Exports of goods and services (% of GDP),1997,21.1390818405
Tonga,"Fertility rate, total (births per woman)",1997,4.34
Tonga,GDP growth (annual %),1997,-0.131583412829
Tonga,Imports of goods and services (% of GDP),1997,51.6716531497
Tonga,"Industry, value added (% of GDP)",1997,19.908763235
Tonga,"Inflation, GDP deflator (annual %)",1997,-0.774039445812
Tonga,"Life expectancy at birth, total (years)",1997,70.36368292680001
Tonga,Population density (people per sq. km of land area),1997,134.063888889
Tonga,"Services, etc., value added (% of GDP)",1997,56.2471623893
Trinidad and Tobago,"Agriculture, value added (% of GDP)",1997,2.2699997372
Trinidad and Tobago,CO2 emissions (metric tons per capita),1997,15.2535090273
Trinidad and Tobago,Domestic credit provided by financial sector (% of GDP),1997,57.5562663957
Trinidad and Tobago,Electric power consumption (kWh per capita),1997,3638.52120726
Trinidad and Tobago,Energy use (kg of oil equivalent per capita),1997,5437.91312128
Trinidad and Tobago,Exports of goods and services (% of GDP),1997,52.1877186673
Trinidad and Tobago,"Fertility rate, total (births per woman)",1997,1.8430000000000002
Trinidad and Tobago,GDP growth (annual %),1997,7.6879390787399995
Trinidad and Tobago,Imports of goods and services (% of GDP),1997,56.3153582172
Trinidad and Tobago,"Industry, value added (% of GDP)",1997,44.7716130313
Trinidad and Tobago,"Inflation, GDP deflator (annual %)",1997,-3.69143431128
Trinidad and Tobago,"Life expectancy at birth, total (years)",1997,68.4726097561
Trinidad and Tobago,Population density (people per sq. km of land area),1997,245.74600389900002
Trinidad and Tobago,"Services, etc., value added (% of GDP)",1997,52.9583872315
Tunisia,"Agriculture, value added (% of GDP)",1997,12.6062503057
Tunisia,CO2 emissions (metric tons per capita),1997,1.83889212037
Tunisia,Domestic credit provided by financial sector (% of GDP),1997,61.904268765699996
Tunisia,Electric power consumption (kWh per capita),1997,826.1619767980001
Tunisia,Energy use (kg of oil equivalent per capita),1997,679.079751272
Tunisia,Exports of goods and services (% of GDP),1997,39.1140807378
Tunisia,"Fertility rate, total (births per woman)",1997,2.38
Tunisia,GDP growth (annual %),1997,5.44094343647
Tunisia,Imports of goods and services (% of GDP),1997,41.3866297061
Tunisia,"Industry, value added (% of GDP)",1997,29.7363916467
Tunisia,"Inflation, GDP deflator (annual %)",1997,14.1253366027
Tunisia,"Life expectancy at birth, total (years)",1997,71.9024390244
Tunisia,Population density (people per sq. km of land area),1997,60.402619721899995
Tunisia,"Services, etc., value added (% of GDP)",1997,57.6573580476
Turkey,"Agriculture, value added (% of GDP)",1997,14.9656196382
Turkey,CO2 emissions (metric tons per capita),1997,3.28732498457
Turkey,Domestic credit provided by financial sector (% of GDP),1997,34.5646326519
Turkey,Electric power consumption (kWh per capita),1997,1439.46170639
Turkey,Energy use (kg of oil equivalent per capita),1997,1165.81161631
Turkey,Exports of goods and services (% of GDP),1997,24.5817176843
Turkey,"Fertility rate, total (births per woman)",1997,2.63
Turkey,GDP growth (annual %),1997,7.5776636475300005
Turkey,Imports of goods and services (% of GDP),1997,30.3886058881
Turkey,"Industry, value added (% of GDP)",1997,31.8535891207
Turkey,"Inflation, GDP deflator (annual %)",1997,81.4548625762
Turkey,"Life expectancy at birth, total (years)",1997,68.19968292680001
Turkey,Population density (people per sq. km of land area),1997,78.47160843520001
Turkey,"Services, etc., value added (% of GDP)",1997,53.180791241099996
Turkmenistan,"Agriculture, value added (% of GDP)",1997,21.578659397
Turkmenistan,CO2 emissions (metric tons per capita),1997,7.06254164273
Turkmenistan,Domestic credit provided by financial sector (% of GDP),1997,
Turkmenistan,Electric power consumption (kWh per capita),1997,1176.66295894
Turkmenistan,Energy use (kg of oil equivalent per capita),1997,2762.14618527
Turkmenistan,Exports of goods and services (% of GDP),1997,42.688314669499995
Turkmenistan,"Fertility rate, total (births per woman)",1997,3.159
Turkmenistan,GDP growth (annual %),1997,-11.4000002277
Turkmenistan,Imports of goods and services (% of GDP),1997,68.5466026934
Turkmenistan,"Industry, value added (% of GDP)",1997,48.0201963965
Turkmenistan,"Inflation, GDP deflator (annual %)",1997,61.7470879474
Turkmenistan,"Life expectancy at birth, total (years)",1997,63.4001219512
Turkmenistan,Population density (people per sq. km of land area),1997,9.22688698317
Turkmenistan,"Services, etc., value added (% of GDP)",1997,30.4011442065
Turks and Caicos Islands,"Agriculture, value added (% of GDP)",1997,
Turks and Caicos Islands,CO2 emissions (metric tons per capita),1997,0.665638046832
Turks and Caicos Islands,Domestic credit provided by financial sector (% of GDP),1997,
Turks and Caicos Islands,Electric power consumption (kWh per capita),1997,
Turks and Caicos Islands,Energy use (kg of oil equivalent per capita),1997,
Turks and Caicos Islands,Exports of goods and services (% of GDP),1997,
Turks and Caicos Islands,"Fertility rate, total (births per woman)",1997,
Turks and Caicos Islands,GDP growth (annual %),1997,
Turks and Caicos Islands,Imports of goods and services (% of GDP),1997,
Turks and Caicos Islands,"Industry, value added (% of GDP)",1997,
Turks and Caicos Islands,"Inflation, GDP deflator (annual %)",1997,
Turks and Caicos Islands,"Life expectancy at birth, total (years)",1997,
Turks and Caicos Islands,Population density (people per sq. km of land area),1997,17.3968421053
Turks and Caicos Islands,"Services, etc., value added (% of GDP)",1997,
Tuvalu,"Agriculture, value added (% of GDP)",1997,
Tuvalu,CO2 emissions (metric tons per capita),1997,
Tuvalu,Domestic credit provided by financial sector (% of GDP),1997,
Tuvalu,Electric power consumption (kWh per capita),1997,
Tuvalu,Energy use (kg of oil equivalent per capita),1997,
Tuvalu,Exports of goods and services (% of GDP),1997,
Tuvalu,"Fertility rate, total (births per woman)",1997,
Tuvalu,GDP growth (annual %),1997,10.003224316599999
Tuvalu,Imports of goods and services (% of GDP),1997,
Tuvalu,"Industry, value added (% of GDP)",1997,
Tuvalu,"Inflation, GDP deflator (annual %)",1997,-1.30498874433
Tuvalu,"Life expectancy at birth, total (years)",1997,
Tuvalu,Population density (people per sq. km of land area),1997,309.933333333
Tuvalu,"Services, etc., value added (% of GDP)",1997,
Uganda,"Agriculture, value added (% of GDP)",1997,41.984023451599995
Uganda,CO2 emissions (metric tons per capita),1997,0.0510820892201
Uganda,Domestic credit provided by financial sector (% of GDP),1997,6.5654071966
Uganda,Electric power consumption (kWh per capita),1997,
Uganda,Energy use (kg of oil equivalent per capita),1997,
Uganda,Exports of goods and services (% of GDP),1997,13.359513678699999
Uganda,"Fertility rate, total (births per woman)",1997,6.9670000000000005
Uganda,GDP growth (annual %),1997,5.10000186361
Uganda,Imports of goods and services (% of GDP),1997,20.7990532866
Uganda,"Industry, value added (% of GDP)",1997,17.5521044245
Uganda,"Inflation, GDP deflator (annual %)",1997,3.09526852032
Uganda,"Life expectancy at birth, total (years)",1997,44.3188780488
Uganda,Population density (people per sq. km of land area),1997,108.500560533
Uganda,"Services, etc., value added (% of GDP)",1997,40.463872123899996
Ukraine,"Agriculture, value added (% of GDP)",1997,14.4140032319
Ukraine,CO2 emissions (metric tons per capita),1997,6.743789913860001
Ukraine,Domestic credit provided by financial sector (% of GDP),1997,17.0830976631
Ukraine,Electric power consumption (kWh per capita),1997,2958.58578781
Ukraine,Energy use (kg of oil equivalent per capita),1997,2836.2075977
Ukraine,Exports of goods and services (% of GDP),1997,40.5912251989
Ukraine,"Fertility rate, total (births per woman)",1997,1.27
Ukraine,GDP growth (annual %),1997,-3.00000002708
Ukraine,Imports of goods and services (% of GDP),1997,43.6501889784
Ukraine,"Industry, value added (% of GDP)",1997,35.1042964461
Ukraine,"Inflation, GDP deflator (annual %)",1997,18.0737959559
Ukraine,"Life expectancy at birth, total (years)",1997,67.2953658537
Ukraine,Population density (people per sq. km of land area),1997,87.32908431860001
Ukraine,"Services, etc., value added (% of GDP)",1997,50.481700321999995
United Arab Emirates,"Agriculture, value added (% of GDP)",1997,
United Arab Emirates,CO2 emissions (metric tons per capita),1997,16.047240311
United Arab Emirates,Domestic credit provided by financial sector (% of GDP),1997,31.2747578463
United Arab Emirates,Electric power consumption (kWh per capita),1997,10216.8602276
United Arab Emirates,Energy use (kg of oil equivalent per capita),1997,11897.2665131
United Arab Emirates,Exports of goods and services (% of GDP),1997,
United Arab Emirates,"Fertility rate, total (births per woman)",1997,3.052
United Arab Emirates,GDP growth (annual %),1997,8.1903986522
United Arab Emirates,Imports of goods and services (% of GDP),1997,
United Arab Emirates,"Industry, value added (% of GDP)",1997,
United Arab Emirates,"Inflation, GDP deflator (annual %)",1997,-0.9523007162720001
United Arab Emirates,"Life expectancy at birth, total (years)",1997,73.6526585366
United Arab Emirates,Population density (people per sq. km of land area),1997,31.0433014354
United Arab Emirates,"Services, etc., value added (% of GDP)",1997,
United Kingdom,"Agriculture, value added (% of GDP)",1997,1.10722184326
United Kingdom,CO2 emissions (metric tons per capita),1997,9.04272085267
United Kingdom,Domestic credit provided by financial sector (% of GDP),1997,108.173466616
United Kingdom,Electric power consumption (kWh per capita),1997,5831.95754703
United Kingdom,Energy use (kg of oil equivalent per capita),1997,3760.71236505
United Kingdom,Exports of goods and services (% of GDP),1997,25.5084118421
United Kingdom,"Fertility rate, total (births per woman)",1997,1.72
United Kingdom,GDP growth (annual %),1997,3.1271784620200003
United Kingdom,Imports of goods and services (% of GDP),1997,25.1006811488
United Kingdom,"Industry, value added (% of GDP)",1997,26.981540008400003
United Kingdom,"Inflation, GDP deflator (annual %)",1997,1.9582951127700001
United Kingdom,"Life expectancy at birth, total (years)",1997,77.2109756098
United Kingdom,Population density (people per sq. km of land area),1997,241.04887364099997
United Kingdom,"Services, etc., value added (% of GDP)",1997,71.9112381483
United States,"Agriculture, value added (% of GDP)",1997,1.38252590341
United States,CO2 emissions (metric tons per capita),1997,19.714275738399998
United States,Domestic credit provided by financial sector (% of GDP),1997,179.42161804900002
United States,Electric power consumption (kWh per capita),1997,12889.8322801
United States,Energy use (kg of oil equivalent per capita),1997,7828.5810964
United States,Exports of goods and services (% of GDP),1997,11.079797154300001
United States,"Fertility rate, total (births per woman)",1997,1.9709999999999999
United States,GDP growth (annual %),1997,4.48702649317
United States,Imports of goods and services (% of GDP),1997,12.264322011400001
United States,"Industry, value added (% of GDP)",1997,23.9472635282
United States,"Inflation, GDP deflator (annual %)",1997,1.71150364527
United States,"Life expectancy at birth, total (years)",1997,76.4292682927
United States,Population density (people per sq. km of land area),1997,29.76942797
United States,"Services, etc., value added (% of GDP)",1997,74.67021056829999
Uruguay,"Agriculture, value added (% of GDP)",1997,7.70598205625
Uruguay,CO2 emissions (metric tons per capita),1997,1.69840453144
Uruguay,Domestic credit provided by financial sector (% of GDP),1997,29.183702158899997
Uruguay,Electric power consumption (kWh per capita),1997,1731.57314521
Uruguay,Energy use (kg of oil equivalent per capita),1997,880.633650605
Uruguay,Exports of goods and services (% of GDP),1997,17.4578477224
Uruguay,"Fertility rate, total (births per woman)",1997,2.327
Uruguay,GDP growth (annual %),1997,8.54768323243
Uruguay,Imports of goods and services (% of GDP),1997,20.2485493583
Uruguay,"Industry, value added (% of GDP)",1997,26.373812842800003
Uruguay,"Inflation, GDP deflator (annual %)",1997,27.4851660585
Uruguay,"Life expectancy at birth, total (years)",1997,74.005
Uruguay,Population density (people per sq. km of land area),1997,18.6893726431
Uruguay,"Services, etc., value added (% of GDP)",1997,65.9202051009
Uzbekistan,"Agriculture, value added (% of GDP)",1997,32.1828502075
Uzbekistan,CO2 emissions (metric tons per capita),1997,4.3371218996900005
Uzbekistan,Domestic credit provided by financial sector (% of GDP),1997,
Uzbekistan,Electric power consumption (kWh per capita),1997,1815.8194955
Uzbekistan,Energy use (kg of oil equivalent per capita),1997,1899.613766
Uzbekistan,Exports of goods and services (% of GDP),1997,27.040401093299998
Uzbekistan,"Fertility rate, total (births per woman)",1997,3.082
Uzbekistan,GDP growth (annual %),1997,5.19999999733
Uzbekistan,Imports of goods and services (% of GDP),1997,30.004197250300003
Uzbekistan,"Industry, value added (% of GDP)",1997,26.1052012716
Uzbekistan,"Inflation, GDP deflator (annual %)",1997,66.0870678103
Uzbekistan,"Life expectancy at birth, total (years)",1997,66.5711219512
Uzbekistan,Population density (people per sq. km of land area),1997,55.634696756000004
Uzbekistan,"Services, etc., value added (% of GDP)",1997,41.711948521
Vanuatu,"Agriculture, value added (% of GDP)",1997,16.7453625632
Vanuatu,CO2 emissions (metric tons per capita),1997,0.481937555713
Vanuatu,Domestic credit provided by financial sector (% of GDP),1997,33.0881618887
Vanuatu,Electric power consumption (kWh per capita),1997,
Vanuatu,Energy use (kg of oil equivalent per capita),1997,
Vanuatu,Exports of goods and services (% of GDP),1997,52.1382799325
Vanuatu,"Fertility rate, total (births per woman)",1997,4.614
Vanuatu,GDP growth (annual %),1997,4.913239830959999
Vanuatu,Imports of goods and services (% of GDP),1997,50.404721753800004
Vanuatu,"Industry, value added (% of GDP)",1997,9.069139966269999
Vanuatu,"Inflation, GDP deflator (annual %)",1997,3.17785883602
Vanuatu,"Life expectancy at birth, total (years)",1997,66.330097561
Vanuatu,Population density (people per sq. km of land area),1997,14.3563576702
Vanuatu,"Services, etc., value added (% of GDP)",1997,74.1854974705
"Venezuela, RB","Agriculture, value added (% of GDP)",1997,4.92962281209
"Venezuela, RB",CO2 emissions (metric tons per capita),1997,5.7983596851699994
"Venezuela, RB",Domestic credit provided by financial sector (% of GDP),1997,17.5017736656
"Venezuela, RB",Electric power consumption (kWh per capita),1997,2668.68582283
"Venezuela, RB",Energy use (kg of oil equivalent per capita),1997,2150.87344415
"Venezuela, RB",Exports of goods and services (% of GDP),1997,29.259010606999997
"Venezuela, RB","Fertility rate, total (births per woman)",1997,2.967
"Venezuela, RB",GDP growth (annual %),1997,6.37093140102
"Venezuela, RB",Imports of goods and services (% of GDP),1997,21.9860257995
"Venezuela, RB","Industry, value added (% of GDP)",1997,50.8299673326
"Venezuela, RB","Inflation, GDP deflator (annual %)",1997,38.4200812165
"Venezuela, RB","Life expectancy at birth, total (years)",1997,71.5122682927
"Venezuela, RB",Population density (people per sq. km of land area),1997,26.1980647356
"Venezuela, RB","Services, etc., value added (% of GDP)",1997,44.2404098554
Vietnam,"Agriculture, value added (% of GDP)",1997,25.7717060171
Vietnam,CO2 emissions (metric tons per capita),1997,0.606948116528
Vietnam,Domestic credit provided by financial sector (% of GDP),1997,21.2420476968
Vietnam,Electric power consumption (kWh per capita),1997,210.613011712
Vietnam,Energy use (kg of oil equivalent per capita),1997,335.170556166
Vietnam,Exports of goods and services (% of GDP),1997,43.1027056198
Vietnam,"Fertility rate, total (births per woman)",1997,2.359
Vietnam,GDP growth (annual %),1997,8.15208414329
Vietnam,Imports of goods and services (% of GDP),1997,51.2417759691
Vietnam,"Industry, value added (% of GDP)",1997,32.0748143675
Vietnam,"Inflation, GDP deflator (annual %)",1997,6.59740854579
Vietnam,"Life expectancy at birth, total (years)",1997,72.4035121951
Vietnam,Population density (people per sq. km of land area),1997,228.292420658
Vietnam,"Services, etc., value added (% of GDP)",1997,42.1534796154
Virgin Islands,"Agriculture, value added (% of GDP)",1997,
Virgin Islands,CO2 emissions (metric tons per capita),1997,
Virgin Islands,Domestic credit provided by financial sector (% of GDP),1997,
Virgin Islands,Electric power consumption (kWh per capita),1997,
Virgin Islands,Energy use (kg of oil equivalent per capita),1997,
Virgin Islands,Exports of goods and services (% of GDP),1997,
Virgin Islands,"Fertility rate, total (births per woman)",1997,2.265
Virgin Islands,GDP growth (annual %),1997,
Virgin Islands,Imports of goods and services (% of GDP),1997,
Virgin Islands,"Industry, value added (% of GDP)",1997,
Virgin Islands,"Inflation, GDP deflator (annual %)",1997,
Virgin Islands,"Life expectancy at birth, total (years)",1997,76.8025609756
Virgin Islands,Population density (people per sq. km of land area),1997,309.585714286
Virgin Islands,"Services, etc., value added (% of GDP)",1997,
West Bank and Gaza,"Agriculture, value added (% of GDP)",1997,13.096000609
West Bank and Gaza,CO2 emissions (metric tons per capita),1997,0.146326756371
West Bank and Gaza,Domestic credit provided by financial sector (% of GDP),1997,
West Bank and Gaza,Electric power consumption (kWh per capita),1997,
West Bank and Gaza,Energy use (kg of oil equivalent per capita),1997,
West Bank and Gaza,Exports of goods and services (% of GDP),1997,17.2961326426
West Bank and Gaza,"Fertility rate, total (births per woman)",1997,5.907
West Bank and Gaza,GDP growth (annual %),1997,23.9363119357
West Bank and Gaza,Imports of goods and services (% of GDP),1997,73.04111867479999
West Bank and Gaza,"Industry, value added (% of GDP)",1997,26.6434826113
West Bank and Gaza,"Inflation, GDP deflator (annual %)",1997,-3.83389859481
West Bank and Gaza,"Life expectancy at birth, total (years)",1997,70.1403902439
West Bank and Gaza,Population density (people per sq. km of land area),1997,449.587707641
West Bank and Gaza,"Services, etc., value added (% of GDP)",1997,60.26051677979999
"Yemen, Rep.","Agriculture, value added (% of GDP)",1997,16.1902618436
"Yemen, Rep.",CO2 emissions (metric tons per capita),1997,0.817066486832
"Yemen, Rep.",Domestic credit provided by financial sector (% of GDP),1997,22.1216319532
"Yemen, Rep.",Electric power consumption (kWh per capita),1997,133.885356092
"Yemen, Rep.",Energy use (kg of oil equivalent per capita),1997,226.76124228700002
"Yemen, Rep.",Exports of goods and services (% of GDP),1997,36.2842007166
"Yemen, Rep.","Fertility rate, total (births per woman)",1997,6.986000000000001
"Yemen, Rep.",GDP growth (annual %),1997,5.2311120404
"Yemen, Rep.",Imports of goods and services (% of GDP),1997,45.0974448988
"Yemen, Rep.","Industry, value added (% of GDP)",1997,41.2066609967
"Yemen, Rep.","Inflation, GDP deflator (annual %)",1997,13.290492692
"Yemen, Rep.","Life expectancy at birth, total (years)",1997,59.747975609799994
"Yemen, Rep.",Population density (people per sq. km of land area),1997,30.9673068546
"Yemen, Rep.","Services, etc., value added (% of GDP)",1997,31.7209384387
Zambia,"Agriculture, value added (% of GDP)",1997,15.9191015923
Zambia,CO2 emissions (metric tons per capita),1997,0.244873737958
Zambia,Domestic credit provided by financial sector (% of GDP),1997,40.959115214200004
Zambia,Electric power consumption (kWh per capita),1997,627.423379274
Zambia,Energy use (kg of oil equivalent per capita),1997,617.209365016
Zambia,Exports of goods and services (% of GDP),1997,27.371257558000003
Zambia,"Fertility rate, total (births per woman)",1997,6.165
Zambia,GDP growth (annual %),1997,3.81400757265
Zambia,Imports of goods and services (% of GDP),1997,30.9016050644
Zambia,"Industry, value added (% of GDP)",1997,36.8652867328
Zambia,"Inflation, GDP deflator (annual %)",1997,25.402541168000003
Zambia,"Life expectancy at birth, total (years)",1997,42.158195121999995
Zambia,Population density (people per sq. km of land area),1997,13.134077671199998
Zambia,"Services, etc., value added (% of GDP)",1997,47.215611674799995
Zimbabwe,"Agriculture, value added (% of GDP)",1997,18.9340822117
Zimbabwe,CO2 emissions (metric tons per capita),1997,1.19467766536
Zimbabwe,Domestic credit provided by financial sector (% of GDP),1997,63.0583204718
Zimbabwe,Electric power consumption (kWh per capita),1997,870.98869655
Zimbabwe,Energy use (kg of oil equivalent per capita),1997,804.5088922269999
Zimbabwe,Exports of goods and services (% of GDP),1997,37.5952726629
Zimbabwe,"Fertility rate, total (births per woman)",1997,4.237
Zimbabwe,GDP growth (annual %),1997,2.68059417377
Zimbabwe,Imports of goods and services (% of GDP),1997,44.609791422600004
Zimbabwe,"Industry, value added (% of GDP)",1997,25.5546781715
Zimbabwe,"Inflation, GDP deflator (annual %)",1997,-2.87904813328
Zimbabwe,"Life expectancy at birth, total (years)",1997,46.065902439
Zimbabwe,Population density (people per sq. km of land area),1997,31.1745069148
Zimbabwe,"Services, etc., value added (% of GDP)",1997,55.5112356281
Arab World,"Agriculture, value added (% of GDP)",2002,9.88215041605
Arab World,CO2 emissions (metric tons per capita),2002,3.6232993029400005
Arab World,Domestic credit provided by financial sector (% of GDP),2002,54.0597461005
Arab World,Electric power consumption (kWh per capita),2002,1646.70262408
Arab World,Energy use (kg of oil equivalent per capita),2002,1395.88351005
Arab World,Exports of goods and services (% of GDP),2002,41.6691798193
Arab World,"Fertility rate, total (births per woman)",2002,3.63139158
Arab World,GDP growth (annual %),2002,1.4983425945299997
Arab World,Imports of goods and services (% of GDP),2002,32.142337315
Arab World,"Industry, value added (% of GDP)",2002,57.2788297581
Arab World,"Inflation, GDP deflator (annual %)",2002,3.56464237045
Arab World,"Life expectancy at birth, total (years)",2002,68.1026251612
Arab World,Population density (people per sq. km of land area),2002,21.544159792600002
Arab World,"Services, etc., value added (% of GDP)",2002,45.8927725482
Caribbean small states,"Agriculture, value added (% of GDP)",2002,4.89921993951
Caribbean small states,CO2 emissions (metric tons per capita),2002,6.933133421950001
Caribbean small states,Domestic credit provided by financial sector (% of GDP),2002,60.0481781975
Caribbean small states,Electric power consumption (kWh per capita),2002,
Caribbean small states,Energy use (kg of oil equivalent per capita),2002,
Caribbean small states,Exports of goods and services (% of GDP),2002,43.291308686499995
Caribbean small states,"Fertility rate, total (births per woman)",2002,2.3569690001400003
Caribbean small states,GDP growth (annual %),2002,3.8370088865099996
Caribbean small states,Imports of goods and services (% of GDP),2002,47.8800917684
Caribbean small states,"Industry, value added (% of GDP)",2002,29.7330184024
Caribbean small states,"Inflation, GDP deflator (annual %)",2002,1.0170492744
Caribbean small states,"Life expectancy at birth, total (years)",2002,70.5586674373
Caribbean small states,Population density (people per sq. km of land area),2002,16.1839866617
Caribbean small states,"Services, etc., value added (% of GDP)",2002,64.219949407
Central Europe and the Baltics,"Agriculture, value added (% of GDP)",2002,5.15183116335
Central Europe and the Baltics,CO2 emissions (metric tons per capita),2002,6.75600358163
Central Europe and the Baltics,Domestic credit provided by financial sector (% of GDP),2002,39.4339343162
Central Europe and the Baltics,Electric power consumption (kWh per capita),2002,3449.1818284999995
Central Europe and the Baltics,Energy use (kg of oil equivalent per capita),2002,2473.83496499
Central Europe and the Baltics,Exports of goods and services (% of GDP),2002,39.606506089899995
Central Europe and the Baltics,"Fertility rate, total (births per woman)",2002,1.25211950176
Central Europe and the Baltics,GDP growth (annual %),2002,3.4616468807199996
Central Europe and the Baltics,Imports of goods and services (% of GDP),2002,43.579545205100004
Central Europe and the Baltics,"Industry, value added (% of GDP)",2002,32.180770968699996
Central Europe and the Baltics,"Inflation, GDP deflator (annual %)",2002,3.9523876126199995
Central Europe and the Baltics,"Life expectancy at birth, total (years)",2002,73.2439107316
Central Europe and the Baltics,Population density (people per sq. km of land area),2002,97.0732144379
Central Europe and the Baltics,"Services, etc., value added (% of GDP)",2002,62.6673978679
Early-demographic dividend,"Agriculture, value added (% of GDP)",2002,12.6812433179
Early-demographic dividend,CO2 emissions (metric tons per capita),2002,1.69815407416
Early-demographic dividend,Domestic credit provided by financial sector (% of GDP),2002,49.910449693500006
Early-demographic dividend,Electric power consumption (kWh per capita),2002,757.0955355739999
Early-demographic dividend,Energy use (kg of oil equivalent per capita),2002,712.983283972
Early-demographic dividend,Exports of goods and services (% of GDP),2002,26.4468007661
Early-demographic dividend,"Fertility rate, total (births per woman)",2002,3.18743438202
Early-demographic dividend,GDP growth (annual %),2002,1.8119346562099998
Early-demographic dividend,Imports of goods and services (% of GDP),2002,24.123536909099997
Early-demographic dividend,"Industry, value added (% of GDP)",2002,34.827798849299995
Early-demographic dividend,"Inflation, GDP deflator (annual %)",2002,4.28177692508
Early-demographic dividend,"Life expectancy at birth, total (years)",2002,65.0669116637
Early-demographic dividend,Population density (people per sq. km of land area),2002,77.32775381409999
Early-demographic dividend,"Services, etc., value added (% of GDP)",2002,52.4447489789
East Asia & Pacific,"Agriculture, value added (% of GDP)",2002,7.45102293092
East Asia & Pacific,CO2 emissions (metric tons per capita),2002,3.3512597613999997
East Asia & Pacific,Domestic credit provided by financial sector (% of GDP),2002,220.14400878400002
East Asia & Pacific,Electric power consumption (kWh per capita),2002,1804.96198507
East Asia & Pacific,Energy use (kg of oil equivalent per capita),2002,1273.03873206
East Asia & Pacific,Exports of goods and services (% of GDP),2002,27.5147060432
East Asia & Pacific,"Fertility rate, total (births per woman)",2002,1.74706002175
East Asia & Pacific,GDP growth (annual %),2002,3.75767835319
East Asia & Pacific,Imports of goods and services (% of GDP),2002,24.8691693183
East Asia & Pacific,"Industry, value added (% of GDP)",2002,35.6316543238
East Asia & Pacific,"Inflation, GDP deflator (annual %)",2002,3.06050790649
East Asia & Pacific,"Life expectancy at birth, total (years)",2002,72.119055382
East Asia & Pacific,Population density (people per sq. km of land area),2002,85.3665257631
East Asia & Pacific,"Services, etc., value added (% of GDP)",2002,56.83181190810001
East Asia & Pacific (excluding high income),"Agriculture, value added (% of GDP)",2002,13.6634690754
East Asia & Pacific (excluding high income),CO2 emissions (metric tons per capita),2002,2.47839112091
East Asia & Pacific (excluding high income),Domestic credit provided by financial sector (% of GDP),2002,125.443716257
East Asia & Pacific (excluding high income),Electric power consumption (kWh per capita),2002,1030.5079033
East Asia & Pacific (excluding high income),Energy use (kg of oil equivalent per capita),2002,907.848120912
East Asia & Pacific (excluding high income),Exports of goods and services (% of GDP),2002,29.2724230039
East Asia & Pacific (excluding high income),"Fertility rate, total (births per woman)",2002,1.7901304046200002
East Asia & Pacific (excluding high income),GDP growth (annual %),2002,7.866501551760001
East Asia & Pacific (excluding high income),Imports of goods and services (% of GDP),2002,26.206504061500002
East Asia & Pacific (excluding high income),"Industry, value added (% of GDP)",2002,43.3611682143
East Asia & Pacific (excluding high income),"Inflation, GDP deflator (annual %)",2002,4.55221113975
East Asia & Pacific (excluding high income),"Life expectancy at birth, total (years)",2002,71.1336359149
East Asia & Pacific (excluding high income),Population density (people per sq. km of land area),2002,116.13709002899999
East Asia & Pacific (excluding high income),"Services, etc., value added (% of GDP)",2002,42.9753515841
East Asia & Pacific (IDA & IBRD countries),"Agriculture, value added (% of GDP)",2002,13.6634690754
East Asia & Pacific (IDA & IBRD countries),CO2 emissions (metric tons per capita),2002,2.47207636354
East Asia & Pacific (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2002,125.443716257
East Asia & Pacific (IDA & IBRD countries),Electric power consumption (kWh per capita),2002,1034.54295737
East Asia & Pacific (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2002,908.698585456
East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (% of GDP),2002,29.2724230039
East Asia & Pacific (IDA & IBRD countries),"Fertility rate, total (births per woman)",2002,1.7875847176
East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2002,7.866501551760001
East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (% of GDP),2002,26.206504061500002
East Asia & Pacific (IDA & IBRD countries),"Industry, value added (% of GDP)",2002,43.3611682143
East Asia & Pacific (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",2002,4.55221113975
