City,State,Population,lat,lon,year
Trenton,New Jersey,24845,40.2170534,-74.742938,2018
Boston,Massachusetts,994450,42.3600825,-71.05888,2018
Glendora,California,261835,34.1361187,-117.86534,2018
Rochester,Minnesota,873778,44.0121221,-92.480199,2018
Florissant,Missouri,880943,38.789217,-90.322614,2018
Annapolis,Maryland,124130,38.9784453,-76.492183,2018
Chapel Hill,North Carolina,997051,35.9131996,-79.055844,2018
Lawrence,Indiana,114722,39.8386516,-86.025261,2018
Calexico,California,254337,32.6789476,-115.49888,2018
Calumet City,Illinois,573518,41.6155909,-87.529487,2018
Missoula,Montana,920071,46.8787176,-113.99659,2018
Clovis,California,531657,36.8252277,-119.70292,2018
Pearland,Texas,547540,29.5635666,-95.286047,2018
Gilbert,Arizona,228454,33.3528264,-111.78903,2018
Wausau,Wisconsin,151890,44.9591352,-89.630122,2018
Raleigh,North Carolina,758593,35.7795897,-78.638179,2018
Orange,California,647188,33.7877944,-117.85311,2018
Walnut Creek,California,493582,37.9100783,-122.06518,2018
Bremerton,Washington,146828,47.5673202,-122.63294,2018
Porterville,California,793417,36.06523,-119.01677,2018
Marana,Arizona,507549,32.436381,-111.22244,2018
Tallahassee,Florida,749004,30.4382559,-84.280733,2018
Conroe,Texas,777197,30.3118769,-95.456051,2018
Blacksburg,Virginia,128626,37.2295733,-80.413939,2018
San Antonio,Texas,787847,29.4241219,-98.493628,2018
Hartford,Connecticut,92588,41.7637111,-72.685093,2018
Waterloo,Iowa,821170,42.492786,-92.342578,2018
Binghamton,New York,210422,42.0986867,-75.917974,2018
Meridian,Idaho,26969,43.6121087,-116.39151,2018
Fond du Lac,Wisconsin,643061,43.7730448,-88.447051,2018
Baytown,Texas,822089,29.7355047,-94.977427,2018
Cary,North Carolina,813355,35.79154,-78.781117,2018
Weymouth Town,Massachusetts,239100,42.2180724,-70.941036,2018
Tulsa,Oklahoma,580318,36.1539816,-95.992775,2018
Mission,Texas,74261,26.2159066,-98.325293,2018
Cuyahoga Falls,Ohio,189150,41.1339449,-81.484558,2018
Malden,Massachusetts,862936,42.4250964,-71.066163,2018
Allen,Texas,559048,33.1031744,-96.67055,2018
Tucson,Arizona,103147,32.2217429,-110.92648,2018
Franklin,Tennessee,523465,35.9250637,-86.86889,2018
Shakopee,Minnesota,484176,44.7973962,-93.527286,2018
Jacksonville,Florida,50404,30.3321838,-81.655651,2018
Atlantic City,New Jersey,244741,39.3642834,-74.422927,2018
Erie,Pennsylvania,772742,42.1292241,-80.085059,2018
Merced,California,672688,37.3021632,-120.48297,2018
Abilene,Texas,360793,32.4487364,-99.733144,2018
Yorba Linda,California,697849,33.8886259,-117.81311,2018
Greenville,South Carolina,564034,34.8526176,-82.39401,2018
Huntersville,North Carolina,206036,35.410694,-80.84285,2018
St. Clair Shores,Michigan,19833,42.4974085,-82.89636,2018
Harrisburg,Pennsylvania,475806,40.2731911,-76.886701,2018
San Buenaventura (Ventura),California,596076,34.274646,-119.22903,2018
Fremont,California,941859,37.5482697,-121.98857,2018
Pueblo,Colorado,218647,38.2544472,-104.60914,2018
Chelsea,Massachusetts,135231,42.3917638,-71.032828,2018
Belleville,Illinois,844658,38.5200504,-89.983994,2018
Minneapolis,Minnesota,123990,44.977753,-93.265011,2018
Bartlett,Tennessee,396577,35.2045328,-89.873975,2018
Wichita Falls,Texas,889525,33.9137085,-98.493387,2018
Missouri City,Texas,950512,29.6185669,-95.537722,2018
St. Louis,Missouri,927217,38.6270025,-90.199404,2018
Pharr,Texas,257575,26.1947962,-98.183622,2018
Albuquerque,New Mexico,805612,35.0853336,-106.60555,2018
Athens-Clarke County,Georgia,855708,33.9519347,-83.357567,2018
South Jordan,Utah,800535,40.5621704,-111.92966,2018
North Las Vegas,Nevada,888396,36.1988592,-115.1175,2018
Pomona,California,186235,34.055103,-117.74999,2018
Eastvale,California,26474,33.952463,-117.5848,2018
Grove City,Ohio,861244,39.8814519,-83.092964,2018
Lawrence,Kansas,109811,38.9716689,-95.23525,2018
Midland,Texas,214222,31.9973456,-102.07791,2018
Oklahoma City,Oklahoma,163750,35.4675602,-97.516428,2018
Oro Valley,Arizona,434213,32.3909071,-110.96649,2018
Mesa,Arizona,819652,33.4151843,-111.83147,2018
Norwalk,Connecticut,478362,41.117744,-73.408158,2018
Kentwood,Michigan,531534,42.8694731,-85.644749,2018
Brookfield,Wisconsin,957694,43.0605671,-88.106479,2018
Rockwall,Texas,193871,32.9312336,-96.459709,2018
Mishawaka,Indiana,477995,41.6619927,-86.158616,2018
Tustin,California,142327,33.7458511,-117.82617,2018
St. Cloud,Minnesota,116301,45.5579451,-94.16324,2018
Passaic,New Jersey,313378,40.8567662,-74.128476,2018
Escondido,California,732992,33.1192068,-117.08642,2018
San Bruno,California,925481,37.6304904,-122.41108,2018
Berkeley,California,348939,37.8715926,-122.27275,2018
San Clemente,California,914485,33.4269728,-117.61199,2018
Lawton,Oklahoma,242605,34.6035669,-98.395929,2018
Eau Claire,Wisconsin,257967,44.811349,-91.498494,2018
Maricopa,Arizona,28973,33.0581063,-112.04764,2018
DeSoto,Texas,678568,32.5896998,-96.857074,2018
Fort Wayne,Indiana,485740,41.079273,-85.139351,2018
Shoreline,Washington,735541,47.7556531,-122.34152,2018
Medford,Massachusetts,650191,42.4184296,-71.106164,2018
La Habra,California,778452,33.9319578,-117.94617,2018
Albany,New York,773939,42.6525793,-73.756232,2018
Daly City,California,115825,37.6879241,-122.47021,2018
Taylor,Michigan,263193,42.240872,-83.269651,2018
Lynchburg,Virginia,40126,37.4137536,-79.142246,2018
Bowie,Maryland,21127,39.0067768,-76.779136,2018
Danbury,Connecticut,149809,41.394817,-73.454011,2018
Charlottesville,Virginia,160698,38.0293059,-78.476678,2018
Coral Gables,Florida,614165,25.72149,-80.268384,2018
Coeur d'Alene,Idaho,318507,47.6776832,-116.78047,2018
El Monte,California,808447,34.0686206,-118.02757,2018
Crystal Lake,Illinois,259231,42.2411344,-88.316197,2018
Danville,California,910078,37.8215929,-121.99996,2018
Goodyear,Arizona,713422,33.4353394,-112.35766,2018
Paterson,New Jersey,687526,40.9167654,-74.171811,2018
Salem,Oregon,18205,44.9428975,-123.0351,2018
Kissimmee,Florida,945651,28.2919557,-81.407571,2018
Saginaw,Michigan,328794,43.4194699,-83.950807,2018
Brownsville,Texas,530439,25.9017472,-97.497484,2018
Flower Mound,Texas,98092,33.0145673,-97.096955,2018
Grapevine,Texas,211678,32.9342919,-97.078065,2018
Edina,Minnesota,688017,44.8896866,-93.349949,2018
Detroit,Michigan,368383,42.331427,-83.045754,2018
Fairfield,Ohio,154650,39.3454673,-84.560319,2018
Mansfield,Texas,363610,32.5631924,-97.141677,2018
Rochester,New York,627578,43.16103,-77.610922,2018
Birmingham,Alabama,174637,33.5206608,-86.80249,2018
Austin,Texas,876741,30.267153,-97.743061,2018
Santa Barbara,California,923738,34.4208305,-119.69819,2018
Addison,Illinois,780886,41.931696,-87.988956,2018
Rio Rancho,New Mexico,966274,35.2327544,-106.66304,2018
Normal,Illinois,621394,40.5142026,-88.990631,2018
Romeoville,Illinois,208219,41.6475306,-88.089506,2018
Coon Rapids,Minnesota,609345,45.1732394,-93.303006,2018
San Mateo,California,273198,37.5629917,-122.32553,2018
Orlando,Florida,361451,28.5383355,-81.379237,2018
Casper,Wyoming,202776,42.866632,-106.31308,2018
Bedford,Texas,902200,32.844017,-97.143067,2018
Wilmington,North Carolina,56992,34.2257255,-77.94471,2018
Pinellas Park,Florida,373345,27.8428025,-82.699544,2018
North Miami Beach,Florida,805112,25.9331488,-80.162546,2018
Kansas City,Kansas,813314,39.114053,-94.627464,2018
Fitchburg,Massachusetts,730954,42.5834228,-71.802296,2018
Wheeling,Illinois,376405,42.1391927,-87.928959,2018
Newton,Massachusetts,231357,42.3370413,-71.209221,2018
North Miami,Florida,68205,25.8900949,-80.186714,2018
Norwich,Connecticut,269497,41.5242649,-72.07591,2018
Newark,New Jersey,597468,40.735657,-74.172367,2018
Alexandria,Louisiana,849393,31.3112936,-92.445137,2018
Blaine,Minnesota,125682,45.1607987,-93.234949,2018
Harlingen,Texas,466879,26.1906306,-97.696103,2018
Lompoc,California,11050,34.6391501,-120.45794,2018
Denton,Texas,941888,33.2148412,-97.133068,2018
Galveston,Texas,977550,29.3013479,-94.797696,2018
Greenwood,Indiana,872327,39.6136578,-86.106653,2018
Salinas,California,547849,36.6777372,-121.6555,2018
Miami Gardens,Florida,585029,25.9420377,-80.245605,2018
Huntington,West Virginia,800638,38.4192496,-82.445154,2018
Laredo,Texas,512727,27.5305671,-99.480324,2018
Melbourne,Florida,892176,28.0836269,-80.608109,2018
Haltom City,Texas,881661,32.7995738,-97.269182,2018
Palm Bay,Florida,369358,28.0344621,-80.588665,2018
Wilson,North Carolina,911195,35.7212689,-77.91554,2018
Bountiful,Utah,575774,40.8893895,-111.88077,2018
Ceres,California,94416,37.5949316,-120.95771,2018
Parma,Ohio,518247,41.4047742,-81.722909,2018
Rapid City,South Dakota,509124,44.0805434,-103.23101,2018
Bell Gardens,California,346514,33.9652918,-118.15146,2018
Commerce City,Colorado,492660,39.8083196,-104.93387,2018
Springfield,Massachusetts,880213,42.1014831,-72.589811,2018
Fort Collins,Colorado,194093,40.5852602,-105.08442,2018
San Leandro,California,35564,37.7249296,-122.15608,2018
Vista,California,984680,33.2000368,-117.24254,2018
Yonkers,New York,979707,40.9312099,-73.898747,2018
Cincinnati,Ohio,457108,39.1031182,-84.51202,2018
Hagerstown,Maryland,724450,39.6417629,-77.719993,2018
Sanford,Florida,477511,28.8028612,-81.269453,2018
Union City,New Jersey,980618,40.6975898,-74.263164,2018
Toledo,Ohio,82649,41.6639383,-83.555212,2018
Sierra Vista,Arizona,250359,31.5455001,-110.27729,2018
Newport News,Virginia,52672,37.0870821,-76.473012,2018
Hammond,Indiana,939484,41.5833688,-87.500041,2018
Buffalo Grove,Illinois,489199,42.1662831,-87.963131,2018
Sugar Land,Texas,548275,29.6196787,-95.634946,2018
Huntsville,Alabama,116117,34.7303688,-86.586104,2018
Lodi,California,235655,38.1341477,-121.27222,2018
Edmonds,Washington,584552,47.8106521,-122.37736,2018
Duncanville,Texas,32939,32.6518004,-96.908337,2018
Rocky Mount,North Carolina,838641,35.9382103,-77.790534,2018
Pontiac,Michigan,332911,42.6389216,-83.291047,2018
National City,California,543217,32.6781085,-117.0992,2018
Hayward,California,298843,37.6688205,-122.0808,2018
Niagara Falls,New York,944669,43.0962143,-79.037739,2018
Sparks,Nevada,28190,39.5349112,-119.75269,2018
Hanford,California,100631,36.3274502,-119.64568,2018
Cypress,California,520418,33.8169599,-118.03729,2018
Youngstown,Ohio,851418,41.0997803,-80.649519,2018
Madison,Alabama,560718,34.6992579,-86.748332,2018
Redlands,California,354122,34.0555693,-117.18254,2018
Cape Girardeau,Missouri,428411,37.3058839,-89.518148,2018
Nampa,Idaho,227285,43.5407172,-116.56346,2018
Washington,District of Columbia,658477,38.9071923,-77.036871,2018
Wheaton,Illinois,671545,41.8661403,-88.107013,2018
Lancaster,Texas,423671,32.5920798,-96.756108,2018
Rialto,California,128214,34.1064001,-117.37032,2018
Fargo,North Dakota,836750,46.8771863,-96.789803,2018
Peoria,Illinois,753805,40.6936488,-89.588986,2018
Omaha,Nebraska,290275,41.2523634,-95.997988,2018
Rancho Santa Margarita,California,672769,33.640855,-117.6031,2018
Manhattan,Kansas,715399,39.1836082,-96.571669,2018
Palm Springs,California,502128,33.8302961,-116.54529,2018
San Diego,California,426825,32.715738,-117.16108,2018
Santa Rosa,California,364538,38.440429,-122.71405,2018
Lowell,Massachusetts,749954,42.6334247,-71.316172,2018
Broken Arrow,Oklahoma,559933,36.060949,-95.797453,2018
Kent,Washington,35979,47.3809335,-122.23484,2018
Nashville,Tennessee,253131,36.1626638,-86.781602,2018
Hackensack,New Jersey,626398,40.8859325,-74.043474,2018
Broomfield,Colorado,787232,39.9205411,-105.08665,2018
Durham,North Carolina,570071,35.9940329,-78.898619,2018
Wichita,Kansas,467563,37.688889,-97.336111,2018
Cathedral City,California,442739,33.7805388,-116.4668,2018
Lakeville,Minnesota,979464,44.6496868,-93.24272,2018
Elmhurst,Illinois,49127,41.8994744,-87.940342,2018
Weslaco,Texas,61579,26.1595194,-97.990837,2018
Greenfield,Wisconsin,946859,42.9614039,-88.012587,2018
Sunnyvale,California,476928,37.36883,-122.03635,2018
Santa Cruz,California,342455,36.9741171,-122.0308,2018
Kenosha,Wisconsin,607928,42.5847425,-87.821185,2018
State College,Pennsylvania,525073,40.7933949,-77.860001,2018
Mansfield,Ohio,711871,40.75839,-82.515447,2018
Quincy,Illinois,372255,39.9356016,-91.409873,2018
Pompano Beach,Florida,540684,26.2378597,-80.124767,2018
San Angelo,Texas,628644,31.4637723,-100.43704,2018
Bloomington,Illinois,506297,40.4842027,-88.993687,2018
Tracy,California,349607,37.7396513,-121.42522,2018
Spartanburg,South Carolina,662512,34.9495672,-81.932048,2018
Nashua,New Hampshire,290520,42.7653662,-71.467566,2018
Macon,Georgia,836627,32.8406946,-83.632402,2018
Hempstead,New York,882502,40.7062128,-73.61874,2018
Camden,New Jersey,433929,39.9259463,-75.11962,2018
Palm Desert,California,629088,33.7222445,-116.37446,2018
Streamwood,Illinois,631750,42.0255827,-88.178409,2018
Chesapeake,Virginia,196093,36.7682088,-76.287493,2018
Dublin,Ohio,568625,40.0992294,-83.114077,2018
Camarillo,California,203030,34.2163937,-119.0376,2018
Muskegon,Michigan,765927,43.2341813,-86.248392,2018
Elizabeth,New Jersey,946219,40.6639916,-74.210701,2018
Anchorage,Alaska,475079,61.2180556,-149.90028,2018
Minot,North Dakota,535974,48.2329668,-101.29229,2018
Davie,Florida,103979,26.0764783,-80.252116,2018
McAllen,Texas,184383,26.2034071,-98.230012,2018
McKinney,Texas,412649,33.1972465,-96.639782,2018
Killeen,Texas,628806,31.1171194,-97.727796,2018
Findlay,Ohio,626469,41.04422,-83.649932,2018
Oakland,California,598061,37.8043637,-122.27111,2018
Mountain View,California,381064,37.3860517,-122.08385,2018
Lake Elsinore,California,519439,33.6680772,-117.32726,2018
Amarillo,Texas,170714,35.2219971,-101.8313,2018
Provo,Utah,768923,40.2338438,-111.65853,2018
Atlanta,Georgia,941190,33.7489954,-84.387982,2018
Monterey Park,California,259108,34.0625106,-118.12285,2018
Strongsville,Ohio,921581,41.3144966,-81.83569,2018
Madera,California,735630,36.9613356,-120.06072,2018
Decatur,Illinois,961017,39.8403147,-88.9548,2018
Woonsocket,Rhode Island,439393,42.0028761,-71.514784,2018
Mobile,Alabama,108901,30.6953657,-88.039891,2018
Vallejo,California,400393,38.1040864,-122.25664,2018
Arcadia,California,25022,34.1397292,-118.03534,2018
Collierville,Tennessee,338172,35.042036,-89.664527,2018
Jefferson City,Missouri,183455,38.5767017,-92.173516,2018
Longview,Texas,601338,32.5007037,-94.740489,2018
Chandler,Arizona,708755,33.3061605,-111.84125,2018
Arvada,Colorado,19444,39.8027644,-105.08748,2018
Alhambra,California,922992,34.095287,-118.12701,2018
Kokomo,Indiana,305093,40.486427,-86.133603,2018
Oakland Park,Florida,329936,26.1723065,-80.131989,2018
Indianapolis,Indiana,423911,39.768403,-86.158068,2018
Boynton Beach,Florida,610386,26.5317866,-80.090547,2018
Apache Junction,Arizona,299426,33.4150485,-111.54958,2018
Mount Prospect,Illinois,752957,42.0664167,-87.937291,2018
Cranston,Rhode Island,238719,41.7798226,-71.43728,2018
Lafayette,Indiana,855843,40.4167022,-86.875287,2018
Olathe,Kansas,753095,38.8813958,-94.819129,2018
Johns Creek,Georgia,529311,34.0289259,-84.198579,2018
Greensboro,North Carolina,626516,36.0726354,-79.791975,2018
Kalamazoo,Michigan,193855,42.2917069,-85.587229,2018
Tigard,Oregon,939172,45.4312294,-122.77149,2018
Jacksonville,North Carolina,61873,34.7540524,-77.430241,2018
Citrus Heights,California,498158,38.7071247,-121.28106,2018
Tuscaloosa,Alabama,116553,33.2098407,-87.569174,2018
Ankeny,Iowa,337259,41.7317884,-93.600128,2018
Hawthorne,California,649774,33.9164032,-118.35257,2018
Hoover,Alabama,297664,33.4053867,-86.811378,2018
Delray Beach,Florida,755331,26.4614625,-80.07282,2018
Wellington,Florida,325727,26.6617635,-80.268357,2018
Bullhead City,Arizona,566411,35.1359386,-114.5286,2018
Weston,Florida,577292,26.1003654,-80.399775,2018
Troy,Michigan,372242,42.6064095,-83.149775,2018
New Rochelle,New York,287322,40.9114882,-73.782355,2018
Stockton,California,423379,37.9577016,-121.29078,2018
Royal Oak,Michigan,969643,42.4894801,-83.144649,2018
Titusville,Florida,790609,28.6122187,-80.807554,2018
Laguna Niguel,California,917301,33.5225261,-117.70755,2018
Spokane Valley,Washington,149661,47.6732281,-117.23937,2018
Costa Mesa,California,957317,33.6411316,-117.91867,2018
Grand Prairie,Texas,284281,32.7459645,-96.997785,2018
Portsmouth,Virginia,254205,36.8354258,-76.298274,2018
Lacey,Washington,372348,47.0342629,-122.82319,2018
Apex,North Carolina,988105,35.732652,-78.850286,2018
Sioux City,Iowa,599923,42.4999942,-96.400307,2018
Encinitas,California,288703,33.0369867,-117.29198,2018
Spanish Fork,Utah,513577,40.114955,-111.65492,2018
Huntington Park,California,516590,33.9816812,-118.22507,2018
Eden Prairie,Minnesota,181595,44.8546856,-93.470786,2018
Peoria,Arizona,628418,33.5805955,-112.23738,2018
Tempe,Arizona,785776,33.4255104,-111.94001,2018
Wilmington,Delaware,24623,39.7390721,-75.539788,2018
Taylorsville,Utah,585415,40.6677248,-111.93883,2018
Westland,Michigan,77888,42.324204,-83.400211,2018
Mesquite,Texas,912669,32.7667955,-96.599159,2018
Burlington,North Carolina,898203,36.0956918,-79.437799,2018
Garland,Texas,520762,32.912624,-96.638883,2018
Richmond,California,784215,37.9357576,-122.34775,2018
Bismarck,North Dakota,120476,46.8083268,-100.78374,2018
Carson City,Nevada,567812,39.1637984,-119.7674,2018
Muskogee,Oklahoma,484460,35.7478769,-95.369691,2018
Augusta-Richmond County,Georgia,445984,33.4734978,-82.010515,2018
Fayetteville,North Carolina,179538,35.0526641,-78.878358,2018
Albany,Georgia,215785,31.5785074,-84.155741,2018
Sayreville,New Jersey,176427,40.4594021,-74.360846,2018
Newark,California,665142,37.5296593,-122.04024,2018
Diamond Bar,California,839166,34.0286226,-117.81034,2018
Decatur,Alabama,528532,34.6059253,-86.983342,2018
Chattanooga,Tennessee,552817,35.0456297,-85.30968,2018
Jeffersonville,Indiana,931486,38.2775702,-85.737185,2018
Bartlett,Illinois,494902,41.9950276,-88.18563,2018
Baldwin Park,California,388320,34.0852868,-117.9609,2018
Miami Beach,Florida,240311,25.790654,-80.130046,2018
Jackson,Tennessee,475907,35.6145169,-88.813947,2018
Port Arthur,Texas,556885,29.8849504,-93.939947,2018
San Luis Obispo,California,175135,35.2827524,-120.65962,2018
Burleson,Texas,208238,32.5420821,-97.320849,2018
Newport Beach,California,578121,33.6189101,-117.92895,2018
Riverton,Utah,184436,40.521893,-111.9391,2018
Yakima,Washington,486558,46.6020711,-120.5059,2018
Dayton,Ohio,35266,39.7589478,-84.191607,2018
Gulfport,Mississippi,797571,30.3674198,-89.092816,2018
Long Beach,California,114341,33.7700504,-118.19374,2018
Chico,California,934636,39.7284944,-121.83748,2018
Hattiesburg,Mississippi,786216,31.3271189,-89.290339,2018
Eugene,Oregon,873777,44.0520691,-123.08675,2018
Colton,California,995151,34.0739016,-117.31365,2018
Montebello,California,18523,34.0165053,-118.11375,2018
Pleasanton,California,293537,37.6624312,-121.87468,2018
Everett,Washington,264044,47.9789848,-122.20208,2018
Hutchinson,Kansas,179301,38.0608445,-97.929774,2018
Fairfield,California,759751,38.2493581,-122.03997,2018
Avondale,Arizona,51035,33.4355977,-112.3496,2018
Euclid,Ohio,315763,41.5931049,-81.526787,2018
Battle Creek,Michigan,334784,42.3211522,-85.179714,2018
Bloomington,Minnesota,917221,44.840798,-93.29828,2018
Rock Island,Illinois,81424,41.5094771,-90.578748,2018
Beaverton,Oregon,286247,45.487062,-122.80371,2018
Kenner,Louisiana,566960,29.9940924,-90.241743,2018
Clovis,New Mexico,202678,34.4047987,-103.20523,2018
Troy,New York,728843,42.7284117,-73.691785,2018
Milpitas,California,653503,37.4323341,-121.89957,2018
Des Plaines,Illinois,167409,42.0333623,-87.883399,2018
Placentia,California,727564,33.8722371,-117.87034,2018
Taunton,Massachusetts,382110,41.900101,-71.089767,2018
Montclair,California,391834,34.0775104,-117.68978,2018
Johnson City,Tennessee,401890,36.3134397,-82.353473,2018
Savannah,Georgia,719498,32.0835407,-81.099834,2018
Warren,Ohio,187743,41.2375569,-80.818417,2018
Vancouver,Washington,104597,45.6387281,-122.66149,2018
Sunrise,Florida,605438,26.1669711,-80.256595,2018
Muncie,Indiana,37701,40.1933767,-85.38636,2018
Lehi,Utah,442517,40.3916172,-111.85077,2018
San Francisco,California,70232,37.7749295,-122.41942,2018
Fontana,California,635913,34.0922335,-117.43505,2018
Frisco,Texas,298436,33.1506744,-96.823612,2018
Chino Hills,California,34549,33.9898188,-117.73258,2018
Poway,California,478510,32.9628232,-117.03586,2018
Huber Heights,Ohio,267046,39.843947,-84.124661,2018
New Brunswick,New Jersey,141449,40.4862157,-74.451819,2018
Norfolk,Virginia,458908,36.8507689,-76.285873,2018
Hillsboro,Oregon,692835,45.5228939,-122.98983,2018
San Jacinto,California,555247,33.7839084,-116.95864,2018
Pensacola,Florida,833846,30.421309,-87.216915,2018
Hamilton,Ohio,370287,39.3995008,-84.561336,2018
Florence,South Carolina,256094,34.1954331,-79.762563,2018
San Bernardino,California,826001,34.1083449,-117.28977,2018
Peachtree Corners,Georgia,721823,33.9698929,-84.221455,2018
Victorville,California,927064,34.5362184,-117.29276,2018
Gary,Indiana,978923,41.5933696,-87.346427,2018
Casa Grande,Arizona,454341,32.8795022,-111.75735,2018
Morgan Hill,California,972452,37.1305012,-121.65439,2018
Dubuque,Iowa,481426,42.5005583,-90.664572,2018
Syracuse,New York,120654,43.0481221,-76.147424,2018
Clarksville,Tennessee,64778,36.5297706,-87.359453,2018
Lakeland,Florida,398040,28.0394654,-81.949804,2018
Valley Stream,New York,545631,40.6642699,-73.708465,2018
Dover,Delaware,106136,39.158168,-75.524368,2018
Moorhead,Minnesota,851414,46.8737648,-96.767804,2018
Culver City,California,879170,34.0211224,-118.39647,2018
Palatine,Illinois,552832,42.1103041,-88.03424,2018
Seattle,Washington,837894,47.6062095,-122.33207,2018
Covington,Kentucky,835462,39.0836712,-84.508554,2018
Elk Grove,California,754622,38.4087993,-121.37162,2018
Shreveport,Louisiana,676386,32.5251516,-93.750179,2018
Ogden,Utah,942812,41.223,-111.97383,2018
Harrisonburg,Virginia,375598,38.4495688,-78.868916,2018
Inglewood,California,283728,33.9616801,-118.35313,2018
Pasadena,California,527626,34.1477849,-118.14452,2018
Lawrence,Massachusetts,268582,42.7070354,-71.163114,2018
Lake Oswego,Oregon,94215,45.4206749,-122.67065,2018
Petaluma,California,108045,38.232417,-122.63665,2018
Springfield,Ohio,516435,39.9242266,-83.808817,2018
Napa,California,772120,38.2975381,-122.28686,2018
Aurora,Colorado,851301,39.7294319,-104.83192,2018
Duluth,Minnesota,508081,46.7866719,-92.100485,2018
Roanoke,Virginia,171390,37.2709704,-79.941427,2018
Bend,Oregon,705708,44.0581728,-121.31531,2018
Apple Valley,California,705900,34.5008311,-117.18588,2018
Waltham,Massachusetts,514780,42.3764852,-71.235611,2018
Fort Myers,Florida,296827,26.640628,-81.872308,2018
Tampa,Florida,901558,27.950575,-82.457178,2018
Upland,California,628327,34.09751,-117.64839,2018
Danville,Virginia,699594,36.5859718,-79.395023,2018
Beloit,Wisconsin,338743,42.5083482,-89.031777,2018
Plantation,Florida,647706,26.1275862,-80.233104,2018
Colorado Springs,Colorado,355918,38.8338816,-104.82136,2018
Modesto,California,413494,37.6390972,-120.99688,2018
Grand Rapids,Michigan,138370,42.9633599,-85.668086,2018
Oak Park,Illinois,38488,41.8850317,-87.784503,2018
Sarasota,Florida,644963,27.3364347,-82.530653,2018
Jurupa Valley,California,767529,33.9971974,-117.48548,2018
Bellflower,California,21615,33.8816818,-118.11701,2018
Boulder,Colorado,722930,40.0149856,-105.27055,2018
Santa Fe,New Mexico,525862,35.6869752,-105.9378,2018
Coachella,California,70119,33.6803003,-116.17389,2018
Marlborough,Massachusetts,581303,42.3459271,-71.552287,2018
Riverside,California,757962,33.9533487,-117.39616,2018
Palmdale,California,522078,34.5794343,-118.11646,2018
Novato,California,49524,38.1074198,-122.5697,2018
Layton,Utah,899848,41.0602216,-111.97105,2018
Bolingbrook,Illinois,912191,41.6986416,-88.068396,2018
Mission Viejo,California,752543,33.6000232,-117.672,2018
Glenview,Illinois,103491,42.0697509,-87.787841,2018
Lincoln,California,298925,38.891565,-121.29301,2018
Folsom,California,423455,38.6779591,-121.17606,2018
Prescott Valley,Arizona,410546,34.6100243,-112.31572,2018
Las Cruces,New Mexico,717495,32.3199396,-106.76365,2018
Bozeman,Montana,345966,45.6769979,-111.04293,2018
Schaumburg,Illinois,927494,42.0333607,-88.083406,2018
Warren,Michigan,543170,42.5144566,-83.014653,2018
St. Peters,Missouri,196089,38.7874699,-90.629892,2018
Ames,Iowa,83141,42.034722,-93.62,2018
Surprise,Arizona,505282,33.6292337,-112.36793,2018
Richardson,Texas,178275,32.9483335,-96.729852,2018
Midland,Michigan,100011,43.6155825,-84.247212,2018
San Marcos,Texas,85819,29.8832749,-97.941394,2018
Wilkes-Barre,Pennsylvania,967171,41.2459149,-75.881307,2018
Appleton,Wisconsin,135715,44.2619309,-88.415385,2018
Shawnee,Kansas,417535,39.0228485,-94.715187,2018
Mentor,Ohio,933023,41.6661573,-81.339552,2018
Livermore,California,182180,37.6818745,-121.76801,2018
Charlotte,North Carolina,380596,35.2270869,-80.843127,2018
Owensboro,Kentucky,415428,37.7719074,-87.111168,2018
Jupiter,Florida,574886,26.9342246,-80.094209,2018
Rohnert Park,California,649257,38.3396367,-122.7011,2018
Chicago,Illinois,180259,41.8781136,-87.629798,2018
Billings,Montana,334218,45.7832856,-108.50069,2018
Wauwatosa,Wisconsin,767694,43.0494572,-88.007588,2018
Lombard,Illinois,800774,41.8800296,-88.007844,2018
New Haven,Connecticut,556950,41.308274,-72.927884,2018
York,Pennsylvania,562284,39.9625984,-76.727745,2018
Knoxville,Tennessee,61560,35.9606384,-83.920739,2018
Elyria,Ohio,527514,41.3683798,-82.107649,2018
Barnstable Town,Massachusetts,455072,41.7003208,-70.300202,2018
Murray,Utah,424383,40.6668916,-111.88799,2018
Alameda,California,970501,37.7652065,-122.24164,2018
Manteca,California,185781,37.7974273,-121.21605,2018
Maplewood,Minnesota,713762,44.9530215,-92.995215,2018
Medford,Oregon,977297,42.3265152,-122.87559,2018
Murfreesboro,Tennessee,75581,35.8456213,-86.39027,2018
Yuba City,California,310438,39.1404477,-121.61691,2018
Shelton,Connecticut,108393,41.3164856,-73.093164,2018
Cedar Falls,Iowa,860510,42.5348993,-92.445316,2018
Germantown,Tennessee,903867,35.0867577,-89.810086,2018
Scranton,Pennsylvania,305107,41.408969,-75.662412,2018
Auburn,Alabama,51432,32.6098566,-85.480782,2018
Manassas,Virginia,546660,38.7509488,-77.475267,2018
Vacaville,California,997381,38.3565773,-121.98774,2018
Santa Monica,California,815209,34.0194543,-118.49119,2018
Suffolk,Virginia,954553,36.7282054,-76.583562,2018
Rochester Hills,Michigan,541069,42.6583661,-83.149932,2018
La Quinta,California,515954,33.6633573,-116.31001,2018
Charleston,West Virginia,758209,38.3498195,-81.632623,2018
Delano,California,122115,35.7688425,-119.24705,2018
St. Cloud,Florida,779614,28.2489016,-81.28118,2018
Charleston,South Carolina,10938,32.7764749,-79.931051,2018
