u,v,w,x,y,z
3.6743,7.9885,-0.012604,94.23,46.25,16.0
4.2955,4.4834,-0.001017,95.833,46.25,16.0
5.5378,3.7824,-0.001017,97.435,46.25,16.0
6.4695,3.4319,-0.001017,99.038,46.25,16.0
6.4695,6.2359,-0.001017,100.64,46.25,16.0
9.2647,8.339,-0.012604,102.24,46.25,16.0
10.507,6.9369,-0.012604,103.85,46.25,16.0
9.5753,5.5349,-0.012604,105.45,46.25,16.0
8.6436,4.4834,-0.001017,107.05,46.25,16.0
8.333,3.0814,-0.012604,108.66,46.25,16.0
8.333,1.6793,-0.012604,110.26,46.25,16.0
8.6436,2.0299,-0.001017,111.86,46.25,16.0
8.333,0.97834,-0.012604,113.46,46.25,16.0
8.333,0.97834,-0.012604,115.07,46.25,16.0
8.9541,-0.42369,-0.012604,116.67,46.25,16.0
12.681,-4.6298,-0.012604,118.27,46.25,16.0
14.855,-4.9803,-0.012604,119.87,46.25,16.0
17.34,-5.3308,-0.012604,121.48,46.25,16.0
18.582,-11.64,-0.001017,123.08,46.25,16.0
17.34,-10.939,-0.001017,124.68,46.25,16.0
13.923,-5.3308,-0.001017,126.29,46.25,16.0
10.196,-3.9287,-0.001017,127.89,46.25,16.0
12.06,-4.2793,-0.001017,129.49,46.25,16.0
12.992,-4.2793,-0.001017,131.09,46.25,16.0
12.681,-4.6298,-0.012604,132.7,46.25,16.0
12.06,-3.9287,-0.16323,134.3,46.25,16.0
-2.2267,-0.42369,-0.001017,70.188,47.5,-0.002
-1.6055,-0.42369,-0.001017,71.791,47.5,-0.002
-1.6055,-0.77419,-0.001017,73.393,47.5,-0.002
0.56851,-1.8257,-0.001017,74.996,47.5,-0.002
0.25794,-2.5267,-0.001017,76.599,47.5,-0.002
0.87909,-0.073182,-0.001017,78.202,47.5,-0.002
0.25794,2.3804,-0.001017,79.805,47.5,-0.002
0.56851,2.7309,-0.001017,81.407,47.5,-0.002
2.1214,2.0299,-0.001017,83.01,47.5,-0.002
1.1897,1.3288,-0.001017,84.613,47.5,-0.002
-0.36322,0.27732,-0.001017,86.216,47.5,-0.002
0.25794,0.97833,-0.001017,87.819,47.5,-0.002
-0.6738,-1.4752,-0.001017,89.421,47.5,-0.002
-1.295,-2.1762,-0.001017,91.024,47.5,-0.002
-0.6738,-3.9287,-0.001017,92.627,47.5,-0.002
0.56851,-4.9803,-0.001017,94.23,47.5,-0.002
-0.36322,-7.4338,-0.001017,95.833,47.5,-0.002
0.25794,-6.3823,-0.001017,97.435,47.5,-0.002
0.25794,-6.7328,-0.001017,99.038,47.5,-0.002
-0.36322,-6.0318,-0.001017,100.64,47.5,-0.002
-1.295,-4.6298,-0.001017,102.24,47.5,-0.002
-3.1584,-3.2277,-0.001017,103.85,47.5,-0.002
-3.469,-1.4752,-0.001017,105.45,47.5,-0.002
-4.4008,-0.77419,-0.001017,107.05,47.5,-0.002
-1.295,-1.4752,-0.001017,108.66,47.5,-0.002
1.5003,-1.8257,-0.001017,110.26,47.5,-0.002
2.7426,-1.1247,-0.001017,111.86,47.5,-0.002
4.9166,-3.2277,-0.001017,113.46,47.5,-0.002
8.0224,-4.2793,-0.001017,115.07,47.5,-0.002
8.6436,-4.6298,-0.001017,116.67,47.5,-0.002
6.7801,-4.9803,-0.001017,118.27,47.5,-0.002
3.0531,-5.3308,-0.001017,119.87,47.5,-0.002
0.87909,-5.6813,-0.001017,121.48,47.5,-0.002
-0.6738,-4.6298,-0.001017,123.08,47.5,-0.002
-1.295,-4.6298,-0.001017,124.68,47.5,-0.002
-0.6738,-4.6298,-0.001017,126.29,47.5,-0.002
0.56851,-3.2277,-0.001017,127.89,47.5,-0.002
2.432,-1.8257,-0.001017,129.49,47.5,-0.002
3.0531,-1.1247,-0.001017,131.09,47.5,-0.002
6.4695,-1.8257,-0.001017,132.7,47.5,-0.002
8.0224,-1.4752,-0.001017,134.3,47.5,-0.002
-3.1584,1.3288,-0.11688,70.188,47.5,1.141
-2.8479,5.1844,-0.012604,71.791,47.5,1.141
-2.5373,8.6895,-0.012604,73.393,47.5,1.141
-0.36322,9.3905,-0.024191,74.996,47.5,1.141
0.56851,9.04,-0.012604,76.599,47.5,1.141
2.1214,5.5349,-0.012604,78.202,47.5,1.141
2.1214,6.5864,-0.012604,79.805,47.5,1.141
2.7426,6.2359,-0.012604,81.407,47.5,1.141
2.7426,4.1329,-0.012604,83.01,47.5,1.141
2.1214,2.3804,-0.001017,84.613,47.5,1.141
0.25794,1.3288,-0.001017,86.216,47.5,1.141
0.25794,1.3288,-0.001017,87.819,47.5,1.141
-0.6738,-1.4752,-0.001017,89.421,47.5,1.141
-1.295,-2.1762,-0.001017,91.024,47.5,1.141
-0.6738,-3.9287,-0.001017,92.627,47.5,1.141
0.56851,-4.9803,-0.001017,94.23,47.5,1.141
-0.6738,-9.8873,-0.012604,95.833,47.5,1.141
0.56851,-7.7843,-0.012604,97.435,47.5,1.141
-0.36322,-7.0833,-0.001017,99.038,47.5,1.141
-1.295,-1.8257,0.010569,100.64,47.5,1.141
-0.6738,0.27732,0.010569,102.24,47.5,1.141
-2.2267,1.6793,0.022156,103.85,47.5,1.141
-2.5373,3.0814,0.022156,105.45,47.5,1.141
-4.7113,4.8339,0.022156,107.05,47.5,1.141
-3.1584,3.0814,-0.012604,108.66,47.5,1.141
0.25794,3.7824,-0.001017,110.26,47.5,1.141
2.1214,4.1329,-0.001017,111.86,47.5,1.141
4.606,3.4319,0.010569,113.46,47.5,1.141
6.7801,0.62783,0.010569,115.07,47.5,1.141
8.9541,-3.5782,0.010569,116.67,47.5,1.141
10.196,-6.0318,0.022156,118.27,47.5,1.141
9.2647,-9.8873,0.022156,119.87,47.5,1.141
7.4013,-10.238,0.022156,121.48,47.5,1.141
6.1589,-9.5368,0.022156,123.08,47.5,1.141
6.1589,-8.8358,-0.001017,124.68,47.5,1.141
6.7801,-7.0833,-0.012604,126.29,47.5,1.141
8.9541,-7.7843,-0.012604,127.89,47.5,1.141
11.128,-4.2793,-0.012604,129.49,47.5,1.141
12.06,-3.2277,-0.012604,131.09,47.5,1.141
11.439,-1.1247,-0.012604,132.7,47.5,1.141
13.302,-4.2793,-0.012604,134.3,47.5,1.141
-2.5373,0.97834,-0.24434,70.188,47.5,2.284
-2.5373,5.5349,-0.024191,71.791,47.5,2.284
-2.2267,10.091,-0.024191,73.393,47.5,2.284
0.56851,12.545,-0.024191,74.996,47.5,2.284
1.1897,11.143,-0.024191,76.599,47.5,2.284
2.432,10.792,-0.024191,78.202,47.5,2.284
2.1214,10.792,-0.024191,79.805,47.5,2.284
2.7426,9.3905,-0.012604,81.407,47.5,2.284
2.7426,6.2359,-0.012604,83.01,47.5,2.284
2.432,3.4319,0.010569,84.613,47.5,2.284
0.87909,2.3804,-0.001017,86.216,47.5,2.284
1.1897,2.0299,-0.012604,87.819,47.5,2.284
0.25793,-1.1247,-0.024191,89.421,47.5,2.284
-0.6738,-3.2277,-0.024191,91.024,47.5,2.284
0.25793,-6.0318,-0.047364,92.627,47.5,2.284
2.1214,-7.0833,-0.035777,94.23,47.5,2.284
2.7426,-5.6813,-0.024191,95.833,47.5,2.284
3.6743,-0.77419,0.010569,97.435,47.5,2.284
5.5378,3.0814,0.033743,99.038,47.5,2.284
6.7801,7.6379,0.056916,100.64,47.5,2.284
5.5378,8.6895,0.045329,102.24,47.5,2.284
6.4695,9.04,0.056916,103.85,47.5,2.284
6.7801,11.494,0.045329,105.45,47.5,2.284
5.2272,13.597,0.045329,107.05,47.5,2.284
6.1589,11.494,0.010569,108.66,47.5,2.284
10.196,10.091,-0.001017,110.26,47.5,2.284
11.439,10.091,0.022156,111.86,47.5,2.284
13.923,6.2359,0.022156,113.46,47.5,2.284
14.234,-0.073181,0.022156,115.07,47.5,2.284
14.234,-6.3823,0.022156,116.67,47.5,2.284
14.855,-13.743,0.045329,118.27,47.5,2.284
12.992,-17.598,0.080089,119.87,47.5,2.284
11.128,-21.805,0.045329,121.48,47.5,2.284
10.507,-20.052,0.022156,123.08,47.5,2.284
10.507,-16.547,-0.001017,124.68,47.5,2.284
10.818,-11.64,-0.024191,126.29,47.5,2.284
12.06,-9.1863,-0.024191,127.89,47.5,2.284
12.992,-7.0833,-0.001017,129.49,47.5,2.284
14.545,-4.9803,-0.024191,131.09,47.5,2.284
15.476,-4.9803,-0.024191,132.7,47.5,2.284
14.855,-5.6813,-0.1053,134.3,47.5,2.284
-0.36322,0.97834,-0.3602,70.188,47.5,3.427
-0.98438,5.5349,-0.024191,71.791,47.5,3.427
-1.295,9.741,-0.024191,73.393,47.5,3.427
0.25794,12.195,-0.024191,74.996,47.5,3.427
0.87909,12.195,-0.024191,76.599,47.5,3.427
1.5003,13.246,-0.024191,78.202,47.5,3.427
1.1897,11.844,-0.024191,79.805,47.5,3.427
2.432,10.091,-0.024191,81.407,47.5,3.427
2.7426,6.9369,-0.012604,83.01,47.5,3.427
3.0531,4.1329,0.010569,84.613,47.5,3.427
2.432,3.0814,-0.012604,86.216,47.5,3.427
3.0531,2.3804,-0.024191,87.819,47.5,3.427
2.432,-0.073181,-0.047364,89.421,47.5,3.427
2.432,-1.8257,-0.058951,91.024,47.5,3.427
4.2955,-2.5267,-0.058951,92.627,47.5,3.427
7.0907,2.0299,-0.024191,94.23,47.5,3.427
10.196,8.6895,0.010569,95.833,47.5,3.427
8.9541,10.091,0.033743,97.435,47.5,3.427
10.818,9.741,0.033743,99.038,47.5,3.427
13.302,9.741,0.056916,100.64,47.5,3.427
12.992,9.04,0.045329,102.24,47.5,3.427
13.923,7.6379,0.045329,103.85,47.5,3.427
12.681,8.6895,0.022156,105.45,47.5,3.427
9.5753,10.442,0.033743,107.05,47.5,3.427
11.439,8.339,-0.012604,108.66,47.5,3.427
16.097,7.2874,-0.001017,110.26,47.5,3.427
18.582,7.9885,0.022156,111.86,47.5,3.427
20.446,3.4319,0.022156,113.46,47.5,3.427
20.756,-4.6298,0.033743,115.07,47.5,3.427
21.067,-12.691,0.022156,116.67,47.5,3.427
20.756,-19.0,0.045329,118.27,47.5,3.427
18.272,-23.908,0.080089,119.87,47.5,3.427
16.719,-27.062,0.056916,121.48,47.5,3.427
14.545,-24.609,0.022156,123.08,47.5,3.427
12.992,-19.702,-0.012604,124.68,47.5,3.427
12.371,-13.743,-0.047364,126.29,47.5,3.427
11.439,-7.0833,-0.024191,127.89,47.5,3.427
9.5753,-6.0318,-0.001017,129.49,47.5,3.427
9.5753,-5.6813,-0.024191,131.09,47.5,3.427
10.196,-4.9803,-0.024191,132.7,47.5,3.427
10.196,-6.3823,-0.14006,134.3,47.5,3.427
3.6743,0.97834,-0.47607,70.188,47.5,4.57
2.1214,5.5349,-0.024191,71.791,47.5,4.57
0.56851,9.741,-0.024191,73.393,47.5,4.57
0.56851,12.896,-0.024191,74.996,47.5,4.57
0.87909,14.298,-0.024191,76.599,47.5,4.57
1.1897,15.349,-0.024191,78.202,47.5,4.57
1.5003,13.597,-0.024191,79.805,47.5,4.57
2.7426,11.844,-0.024191,81.407,47.5,4.57
3.3637,9.04,-0.012604,83.01,47.5,4.57
4.9166,4.8339,-0.001017,84.613,47.5,4.57
4.9166,3.4319,-0.012604,86.216,47.5,4.57
5.5378,2.3804,-0.035777,87.819,47.5,4.57
6.1589,1.6793,-0.070537,89.421,47.5,4.57
6.7801,2.3804,-0.070537,91.024,47.5,4.57
8.6436,9.04,-0.047364,92.627,47.5,4.57
12.06,16.05,-0.012604,94.23,47.5,4.57
14.855,17.803,0.022156,95.833,47.5,4.57
16.097,13.947,0.033743,97.435,47.5,4.57
15.166,12.195,0.022156,99.038,47.5,4.57
15.476,11.143,0.045329,100.64,47.5,4.57
16.719,9.3905,0.045329,102.24,47.5,4.57
18.582,7.6379,0.045329,103.85,47.5,4.57
17.961,9.04,0.022156,105.45,47.5,4.57
15.166,9.04,0.022156,107.05,47.5,4.57
15.166,5.5349,-0.024191,108.66,47.5,4.57
18.582,4.1329,-0.012604,110.26,47.5,4.57
20.756,6.9369,0.010569,111.86,47.5,4.57
22.93,2.7309,0.022156,113.46,47.5,4.57
24.483,-4.6298,0.033743,115.07,47.5,4.57
25.104,-13.042,0.022156,116.67,47.5,4.57
24.794,-19.702,0.045329,118.27,47.5,4.57
22.309,-26.361,0.080089,119.87,47.5,4.57
21.998,-31.969,0.045329,121.48,47.5,4.57
20.135,-29.516,0.022156,123.08,47.5,4.57
17.34,-23.557,-0.024191,124.68,47.5,4.57
15.166,-15.846,-0.058951,126.29,47.5,4.57
12.992,-7.4338,-0.035777,127.89,47.5,4.57
10.507,-4.6298,-0.012604,129.49,47.5,4.57
10.818,-5.3308,-0.024191,131.09,47.5,4.57
9.5753,-4.2792,-0.024191,132.7,47.5,4.57
9.2647,-6.0318,-0.16323,134.3,47.5,4.57
12.992,-2.5267,-0.52242,70.188,47.5,5.713
10.196,1.6793,-0.024191,71.791,47.5,5.713
6.7801,6.2359,-0.012604,73.393,47.5,5.713
3.6743,12.195,-0.024191,74.996,47.5,5.713
3.0531,16.401,-0.024191,76.599,47.5,5.713
3.0531,17.452,-0.024191,78.202,47.5,5.713
3.0531,16.401,-0.012604,79.805,47.5,5.713
4.606,13.947,-0.012604,81.407,47.5,5.713
5.5378,11.143,-0.024191,83.01,47.5,5.713
7.0907,6.9369,-0.001017,84.613,47.5,5.713
7.4013,4.8339,-0.012604,86.216,47.5,5.713
8.6436,4.8339,-0.035777,87.819,47.5,5.713
8.9541,8.339,-0.058951,89.421,47.5,5.713
10.818,13.246,-0.047364,91.024,47.5,5.713
14.234,19.555,-0.012604,92.627,47.5,5.713
16.408,22.71,0.010569,94.23,47.5,5.713
17.961,20.957,0.010569,95.833,47.5,5.713
17.029,16.401,0.022156,97.435,47.5,5.713
17.029,14.298,0.010569,99.038,47.5,5.713
18.582,12.545,0.022156,100.64,47.5,5.713
20.756,10.442,0.022156,102.24,47.5,5.713
23.241,7.6379,0.033743,103.85,47.5,5.713
22.93,7.9885,0.010569,105.45,47.5,5.713
20.756,7.6379,0.010569,107.05,47.5,5.713
19.824,4.4834,-0.024191,108.66,47.5,5.713
21.377,3.4319,-0.012604,110.26,47.5,5.713
22.93,4.8339,-0.012604,111.86,47.5,5.713
23.862,0.27732,-0.001017,113.46,47.5,5.713
25.725,-7.0833,0.022156,115.07,47.5,5.713
26.036,-15.846,0.022156,116.67,47.5,5.713
26.347,-23.557,0.022156,118.27,47.5,5.713
24.173,-30.567,0.045329,119.87,47.5,5.713
24.483,-35.124,0.022156,121.48,47.5,5.713
23.241,-33.371,-0.001017,123.08,47.5,5.713
21.998,-26.011,-0.047364,124.68,47.5,5.713
19.824,-17.248,-0.070537,126.29,47.5,5.713
17.029,-8.1348,-0.035777,127.89,47.5,5.713
12.681,-5.6813,-0.012604,129.49,47.5,5.713
12.681,-7.0833,-0.035777,131.09,47.5,5.713
10.196,-6.7328,-0.024191,132.7,47.5,5.713
8.9541,-8.8358,-0.16323,134.3,47.5,5.713
20.135,-4.6298,-0.51083,70.188,47.5,6.856
17.029,-1.1247,-0.024191,71.791,47.5,6.856
13.923,1.6793,-0.012604,73.393,47.5,6.856
10.507,6.2359,-0.024191,74.996,47.5,6.856
8.6436,10.442,-0.012604,76.599,47.5,6.856
7.0907,13.246,-0.024191,78.202,47.5,6.856
6.1589,14.999,-0.012604,79.805,47.5,6.856
6.7801,13.947,-0.012604,81.407,47.5,6.856
8.0224,11.494,-0.024191,83.01,47.5,6.856
8.6436,8.6895,-0.012604,84.613,47.5,6.856
8.9541,7.6379,-0.012604,86.216,47.5,6.856
10.818,10.442,-0.024191,87.819,47.5,6.856
12.371,17.102,-0.024191,89.421,47.5,6.856
14.234,22.71,-0.012604,91.024,47.5,6.856
17.34,26.215,0.010569,92.627,47.5,6.856
20.446,26.916,0.010569,94.23,47.5,6.856
22.309,24.112,0.010569,95.833,47.5,6.856
22.309,19.555,0.010569,97.435,47.5,6.856
24.173,17.452,-0.001017,99.038,47.5,6.856
26.036,16.05,-0.001017,100.64,47.5,6.856
27.278,13.947,0.022156,102.24,47.5,6.856
29.142,10.091,0.033743,103.85,47.5,6.856
29.142,8.339,0.010569,105.45,47.5,6.856
27.899,7.2874,-0.001017,107.05,47.5,6.856
27.278,3.4319,-0.012604,108.66,47.5,6.856
30.074,1.3288,-0.012604,110.26,47.5,6.856
30.695,0.62783,-0.012604,111.86,47.5,6.856
29.763,-2.1762,-0.012604,113.46,47.5,6.856
29.763,-7.7843,0.010569,115.07,47.5,6.856
30.074,-15.846,0.010569,116.67,47.5,6.856
30.074,-23.207,0.010569,118.27,47.5,6.856
27.899,-30.217,0.022156,119.87,47.5,6.856
28.521,-34.423,-0.001017,121.48,47.5,6.856
27.278,-32.32,-0.024191,123.08,47.5,6.856
24.794,-24.258,-0.047364,124.68,47.5,6.856
22.62,-15.145,-0.070537,126.29,47.5,6.856
19.203,-7.4338,-0.024191,127.89,47.5,6.856
14.855,-6.7328,-0.012604,129.49,47.5,6.856
13.923,-8.8358,-0.024191,131.09,47.5,6.856
11.128,-8.8358,-0.012604,132.7,47.5,6.856
9.5753,-11.289,-0.17482,134.3,47.5,6.856
25.725,-5.6813,-0.4529,70.188,47.5,7.999
22.62,-3.5782,-0.012604,71.791,47.5,7.999
19.824,-1.8257,-0.012604,73.393,47.5,7.999
17.029,0.27732,-0.024191,74.996,47.5,7.999
14.855,3.7824,-0.012604,76.599,47.5,7.999
12.06,7.6379,-0.012604,78.202,47.5,7.999
9.5753,9.741,-0.012604,79.805,47.5,7.999
9.2647,10.442,-0.012604,81.407,47.5,7.999
9.2647,9.741,-0.024191,83.01,47.5,7.999
9.5753,8.6895,-0.012604,84.613,47.5,7.999
10.196,10.091,-0.012604,86.216,47.5,7.999
13.302,15.349,-0.012604,87.819,47.5,7.999
16.408,23.411,-0.012604,89.421,47.5,7.999
19.203,29.019,-0.001017,91.024,47.5,7.999
22.93,30.07,0.010569,92.627,47.5,7.999
26.036,30.07,0.010569,94.23,47.5,7.999
27.899,27.266,-0.001017,95.833,47.5,7.999
28.521,23.411,-0.001017,97.435,47.5,7.999
30.384,20.957,-0.012604,99.038,47.5,7.999
31.937,19.205,-0.001017,100.64,47.5,7.999
32.869,17.102,0.022156,102.24,47.5,7.999
34.111,12.195,0.033743,103.85,47.5,7.999
34.422,9.04,0.010569,105.45,47.5,7.999
33.8,6.2359,-0.001017,107.05,47.5,7.999
34.422,1.6793,-0.012604,108.66,47.5,7.999
37.838,-1.4752,-0.001017,110.26,47.5,7.999
38.77,-3.5782,-0.012604,111.86,47.5,7.999
36.596,-6.0318,-0.012604,113.46,47.5,7.999
35.975,-10.238,-0.001017,115.07,47.5,7.999
35.664,-17.598,-0.012604,116.67,47.5,7.999
34.422,-23.908,-0.001017,118.27,47.5,7.999
31.316,-29.165,-0.001017,119.87,47.5,7.999
31.937,-32.67,-0.012604,121.48,47.5,7.999
30.074,-29.516,-0.024191,123.08,47.5,7.999
26.347,-21.805,-0.047364,124.68,47.5,7.999
23.241,-13.042,-0.058951,126.29,47.5,7.999
19.824,-6.3823,-0.024191,127.89,47.5,7.999
16.408,-6.7328,-0.012604,129.49,47.5,7.999
14.234,-8.8358,-0.024191,131.09,47.5,7.999
12.371,-8.8358,-0.012604,132.7,47.5,7.999
10.196,-10.939,-0.19799,134.3,47.5,7.999
29.763,-6.3823,-0.33703,70.188,47.5,9.142
26.968,-4.9803,-0.012604,71.791,47.5,9.142
24.173,-3.5782,-0.012604,73.393,47.5,9.142
21.377,-1.8257,-0.024191,74.996,47.5,9.142
19.203,-0.073181,-0.012604,76.599,47.5,9.142
16.408,2.0299,-0.012604,78.202,47.5,9.142
14.234,2.7309,-0.012604,79.805,47.5,9.142
12.371,3.0814,-0.012604,81.407,47.5,9.142
10.818,4.8339,-0.024191,83.01,47.5,9.142
11.128,7.2874,-0.012604,84.613,47.5,9.142
11.439,11.143,-0.012604,86.216,47.5,9.142
15.476,17.102,-0.012604,87.819,47.5,9.142
20.446,25.163,-0.001017,89.421,47.5,9.142
25.104,30.421,0.010569,91.024,47.5,9.142
29.763,31.472,0.010569,92.627,47.5,9.142
32.248,31.823,0.010569,94.23,47.5,9.142
33.179,30.421,-0.001017,95.833,47.5,9.142
32.558,27.967,-0.001017,97.435,47.5,9.142
33.179,25.163,-0.012604,99.038,47.5,9.142
34.422,21.658,-0.001017,100.64,47.5,9.142
35.975,18.504,0.022156,102.24,47.5,9.142
37.217,13.246,0.033743,103.85,47.5,9.142
38.77,9.04,0.010569,105.45,47.5,9.142
38.77,4.8339,-0.001017,107.05,47.5,9.142
40.012,-0.073181,-0.001017,108.66,47.5,9.142
43.739,-4.2793,-0.001017,110.26,47.5,9.142
44.981,-6.7328,-0.001017,111.86,47.5,9.142
44.05,-10.238,-0.012604,113.46,47.5,9.142
43.118,-15.145,-0.012604,115.07,47.5,9.142
42.186,-21.805,-0.024191,116.67,47.5,9.142
39.08,-26.011,-0.012604,118.27,47.5,9.142
34.111,-29.516,-0.024191,119.87,47.5,9.142
32.248,-30.567,-0.024191,121.48,47.5,9.142
29.142,-27.413,-0.012604,123.08,47.5,9.142
25.104,-19.351,-0.035777,124.68,47.5,9.142
21.998,-11.64,-0.047364,126.29,47.5,9.142
18.893,-6.0318,-0.012604,127.89,47.5,9.142
16.097,-5.3308,-0.001017,129.49,47.5,9.142
13.923,-7.0833,-0.012604,131.09,47.5,9.142
12.06,-6.3823,-0.012604,132.7,47.5,9.142
10.196,-6.7328,-0.20958,134.3,47.5,9.142
29.763,-5.6813,-0.19799,70.188,47.5,10.285
26.347,-5.3308,-0.012604,71.791,47.5,10.285
23.241,-3.9287,-0.012604,73.393,47.5,10.285
20.756,-1.8257,-0.012604,74.996,47.5,10.285
18.582,-0.073181,-0.012604,76.599,47.5,10.285
16.097,1.3288,-0.012604,78.202,47.5,10.285
14.234,0.97834,-0.012604,79.805,47.5,10.285
13.302,0.27732,-0.012604,81.407,47.5,10.285
12.371,2.0299,-0.012604,83.01,47.5,10.285
13.302,4.1329,-0.012604,84.613,47.5,10.285
13.302,8.6895,-0.012604,86.216,47.5,10.285
14.855,13.597,-0.012604,87.819,47.5,10.285
16.719,19.205,-0.012604,89.421,47.5,10.285
19.203,23.411,-0.001017,91.024,47.5,10.285
22.62,25.864,-0.001017,92.627,47.5,10.285
26.347,27.967,-0.001017,94.23,47.5,10.285
30.695,30.421,-0.012604,95.833,47.5,10.285
32.248,30.07,-0.001017,97.435,47.5,10.285
34.422,27.617,-0.012604,99.038,47.5,10.285
36.596,23.411,-0.001017,100.64,47.5,10.285
38.77,20.256,0.022156,102.24,47.5,10.285
40.633,15.7,0.022156,103.85,47.5,10.285
42.807,11.143,0.010569,105.45,47.5,10.285
43.118,5.5349,-0.001017,107.05,47.5,10.285
44.671,-0.073181,-0.001017,108.66,47.5,10.285
48.398,-4.6298,0.010569,110.26,47.5,10.285
49.951,-7.7843,-0.001017,111.86,47.5,10.285
48.708,-11.64,-0.001017,113.46,47.5,10.285
47.777,-16.196,-0.024191,115.07,47.5,10.285
45.602,-21.454,-0.024191,116.67,47.5,10.285
40.012,-24.258,-0.012604,118.27,47.5,10.285
32.248,-25.66,-0.024191,119.87,47.5,10.285
29.142,-24.609,-0.024191,121.48,47.5,10.285
26.036,-21.104,-0.012604,123.08,47.5,10.285
21.067,-15.145,-0.024191,124.68,47.5,10.285
18.272,-9.5368,-0.035777,126.29,47.5,10.285
15.166,-7.4338,-0.012604,127.89,47.5,10.285
12.681,-6.0318,-0.001017,129.49,47.5,10.285
11.128,-5.3308,-0.001017,131.09,47.5,10.285
10.196,-4.2793,-0.001017,132.7,47.5,10.285
9.2647,-2.5267,-0.20958,134.3,47.5,10.285
26.968,-5.3308,-0.058951,70.188,47.5,11.428
24.173,-4.9803,-0.012604,71.791,47.5,11.428
21.377,-3.2277,-0.012604,73.393,47.5,11.428
19.203,-1.4752,-0.012604,74.996,47.5,11.428
17.961,0.27732,-0.012604,76.599,47.5,11.428
15.476,1.6793,-0.012604,78.202,47.5,11.428
14.234,0.62783,-0.012604,79.805,47.5,11.428
13.923,-1.1247,-0.012604,81.407,47.5,11.428
12.992,-0.073181,-0.012604,83.01,47.5,11.428
14.545,0.97834,-0.012604,84.613,47.5,11.428
13.923,5.1844,-0.012604,86.216,47.5,11.428
14.855,10.442,-0.012604,87.819,47.5,11.428
15.166,14.999,-0.001017,89.421,47.5,11.428
17.029,18.854,-0.001017,91.024,47.5,11.428
19.824,20.957,-0.001017,92.627,47.5,11.428
22.309,22.359,-0.001017,94.23,47.5,11.428
25.725,24.112,-0.012604,95.833,47.5,11.428
27.899,23.411,-0.001017,97.435,47.5,11.428
29.763,22.009,-0.012604,99.038,47.5,11.428
31.316,19.906,-0.001017,100.64,47.5,11.428
34.111,17.803,0.010569,102.24,47.5,11.428
35.975,13.947,0.010569,103.85,47.5,11.428
36.906,10.091,0.010569,105.45,47.5,11.428
37.217,4.4834,0.010569,107.05,47.5,11.428
38.459,-0.42369,0.010569,108.66,47.5,11.428
40.944,-4.2792,0.010569,110.26,47.5,11.428
41.565,-6.7328,-0.001017,111.86,47.5,11.428
40.633,-9.1863,-0.012604,113.46,47.5,11.428
40.012,-12.691,-0.024191,115.07,47.5,11.428
38.149,-17.248,-0.024191,116.67,47.5,11.428
35.043,-20.052,-0.012604,118.27,47.5,11.428
30.384,-20.403,-0.024191,119.87,47.5,11.428
27.899,-19.351,-0.024191,121.48,47.5,11.428
25.104,-16.897,-0.012604,123.08,47.5,11.428
21.067,-12.691,-0.024191,124.68,47.5,11.428
18.893,-8.4853,-0.035777,126.29,47.5,11.428
16.408,-7.0833,-0.012604,127.89,47.5,11.428
14.234,-5.3308,0.010569,129.49,47.5,11.428
12.992,-4.2792,0.010569,131.09,47.5,11.428
12.06,-3.9287,-0.001017,132.7,47.5,11.428
10.818,-1.8257,-0.20958,134.3,47.5,11.428
22.93,-4.2793,0.045329,70.188,47.5,12.571
20.756,-3.9287,-0.012604,71.791,47.5,12.571
18.582,-1.8257,-0.012604,73.393,47.5,12.571
17.029,-0.42369,-0.012604,74.996,47.5,12.571
15.476,1.3288,-0.001017,76.599,47.5,12.571
14.234,2.0299,-0.012604,78.202,47.5,12.571
12.992,0.27732,-0.012604,79.805,47.5,12.571
12.992,-1.8257,-0.001017,81.407,47.5,12.571
12.371,-1.4752,-0.012604,83.01,47.5,12.571
13.923,-0.42369,-0.012604,84.613,47.5,12.571
12.992,3.4319,-0.012604,86.216,47.5,12.571
13.923,9.3905,-0.012604,87.819,47.5,12.571
13.302,13.597,-0.001017,89.421,47.5,12.571
14.545,17.452,0.010569,91.024,47.5,12.571
16.097,18.854,-0.001017,92.627,47.5,12.571
17.34,19.205,-0.001017,94.23,47.5,12.571
18.893,19.205,-0.001017,95.833,47.5,12.571
20.446,18.504,-0.001017,97.435,47.5,12.571
21.998,17.452,-0.001017,99.038,47.5,12.571
22.309,15.7,-0.001017,100.64,47.5,12.571
24.794,13.947,0.010569,102.24,47.5,12.571
26.036,11.494,0.010569,103.85,47.5,12.571
26.657,7.9885,-0.001017,105.45,47.5,12.571
27.278,3.7824,-0.001017,107.05,47.5,12.571
28.521,0.62783,-0.001017,108.66,47.5,12.571
30.384,-1.8257,-0.001017,110.26,47.5,12.571
30.695,-3.5782,-0.001017,111.86,47.5,12.571
30.695,-5.3308,-0.012604,113.46,47.5,12.571
30.384,-8.1348,-0.024191,115.07,47.5,12.571
30.074,-13.392,-0.024191,116.67,47.5,12.571
29.763,-16.196,-0.012604,118.27,47.5,12.571
26.657,-16.196,-0.024191,119.87,47.5,12.571
25.725,-15.846,-0.024191,121.48,47.5,12.571
23.241,-14.444,-0.012604,123.08,47.5,12.571
19.824,-10.939,-0.012604,124.68,47.5,12.571
